41c273743b6bb4c9ae06c6ff3e46923227075287abc642daebe13fdb957ce47e,17e6920843ca0e1798b310b9a0a6490e1db99a5f655892a1dae0de6fdb723885,5cf8e0c28b933a02a2dd189cc03ed0cbb73c4213b924bbc6e5c62dc9576546f0,fd113f9cd2b79bfd672e77f6c9c94292e66ac8e4a458e08be7981facb3bf918c,9a0d21f6955c82b7694e523c0cf0584132e7eff5de95e7e349e0deed4c3194cf,ea8eb4604555359e994f93eaf8754f055511f9d065609fce2265caa607eee0ba,84cd00b963fe08bc91ea89549c4b542974d414307482208d74c24d5f25070c32,2d71ecff1e4f766812b7d69077dbdb72f171d29ad14c720b5cbba4f9ad653493,b02f1affe9fa2c380fdefb463a6a10c18cbdbce40348eee69cbeffd2d1dd5568,f6763daa0113b4872a4c506551caa01a4d2cfaffc01a130df7bed42b1f1e2b3b,da6047c7c3cbf0d45be3827efd017b1469b8ad236514af69b8fc728dc4cbf175,187d553278060fb1e53d404f7aca32140fb2d989deecd75eb9bcaad912e78047,6a3684d014bbea9e3b538a94c96e8cda97374bd5a6b5ef143c0e4cc1f106d8de,32302811f63d4aae11d9df25f4d23a7d4babd4f455e24d2dc2c5852040417f63,5033612563d168e07b8b949ca1cdbac40f3b2179e5e574132d12d74bd8c557b8,9a3f330662f0a9b008676cd13f4fed30d6f165e48d07e5ff011f8128f4353fb7,1d70742ebf723b35779fb0ce4eb4ad9bf6e821782b5a19789106407730a76584,e8f2f3d4f901edfc830c20611b99c3dbba1514dff6b90c50896797321907cde5,7a46a720bef971fbe3dfbb8cc090be807ebe72a4467022a132652500ae7cef78,5f0dbdee669530373b545c04691e4471fd2273dc3f06cafd91b6f66321e9a4df,08c7d79f169f4fd3861bd7a7fdb4c338a8343492b7a7751c19b4ecbb4e3290c8,01d0958572bb0af9b2cd98949bea48e9da865364f816c00bac167e140b95e717,875e328b108b8cdfc7b3a592000314f967eaa2c87dd54af912ee4798d05366a1,6ecf8f2309fe569f41eb2e8942c4da0639b3a62b220011d681d866d23b559c71,dbf5cb47c8de108d2df5c9cb6b8dfa5f5bd2467134d045639cb9240c86dc2727,24158c9ec3f2e3a2e6e7a6569bcd604b744124238051778892685536a2a0d6e1,cc240a44ec7c59f5859830db6feec46a5bcdfb3caeee496a51dc96848752079d,4e56e1b13ed1db34875082bd43315d0fff4487198d43f94912a4303ec07aa62b,c063c63ee1f5d5b5afdc76475ac4ec5d4e9abddaa4b4d9858916ad59d5301321,8a2c6881b1eb7ad08cd697c530ef5e2e5a8816bd78a0206f068de3e5809141c4,19117bb392722d0f5ca7d64260e88075bd4d0eff501c73e50720a59bf5a2ead3,eec2d5f25c9282280ff9fdb0cff2c081388026dd26fbec93ab676a550638a1e8,b83a813ea00391964f921575748c97b7bdf30f076e16ef30ff308cf767de9077,e28653efcba70b37c0a22cf6f51f8d9ac1695102f65f984c20bc1c0344ce04b9
"0","1058","1272","1805","0","1253","美食殿堂","1118","1211","1076","1075","1060","1210","1119","0","0","1279","0","為了能夠進入特別的餐廳用餐，貪吃佩可組成了這個公會。主要的目的是邊走邊吃。","1120","0","0","1804","0","1806","1058","1155","0","0","0","0","1078","1059","1"
"0","1001","1287","1156","0","1289","破曉之星","1803","1288","1089","1088","1003","1226","1801","0","0","1357","0","公會長是日和，並以助人為中心活動著的公會。但真正的目的是，實現夢見相同夢境的３人所許下的「到達索爾之塔頂端」心願","1802","0","0","1140","0","1225","1001","1224","0","0","1364","0","1087","1002","2"
"0","1068","0","1811","0","0","拉比林斯","1337","0","1129","1091","1011","0","1212","0","0","0","0","由謎樣人物・拉比林斯達所一手建立，探究世界謎團的公會。經營著可麗餅店，對外偽裝成平凡的公會。也就是俗稱的祕密結社。","1193","0","0","1200","0","0","1068","0","0","0","0","0","1171","1049","3"
"0","1029","0","1248","0","0","慈樂之音","1322","0","1116","1084","1054","0","1174","0","0","0","0","由單人偶像的望所組成，以歌舞（來與日常中產生的悲傷心情）戰鬥的偶像公會。以Live的演出為主要活動內容。","1172","0","0","1173","0","1348","1029","1344","0","0","0","0","1139","1042","4"
"0","1020","0","1227","0","0","小小甜心","1307","0","1112","1111","1036","0","1228","0","0","0","0","由感情良好的３人組所創立，實際上是非公認的公會。演著公會戲碼，實際目的只是想到處玩。","1808","0","0","1229","0","0","1020","0","0","0","0","0","1113","1004","5"
"0","1015","0","1246","0","0","森林守衛","1284","0","1134","1107","1040","0","1807","0","0","0","0","由精靈族來管理、守護森林，歷史悠久的公會。管理著只有精靈之森才採得到藥草，並守衛著森林。","1167","0","0","1221","0","0","1015","1346","0","0","0","0","1135","1012","6"
"0","1044","1271","1138","0","1262","惡魔偽王國軍","1199","1240","1007","1031","1006","1241","1117","0","0","0","0","伊莉亞與魔族少女們所組成的公會。其名與伊莉亞當年所統領、和眾神為敵並且展開戰鬥的魔族最強軍團的名字相同。","1082","0","0","1137","0","1220","1044","1209","0","0","0","0","1081","1022","7"
"0","1047","0","1238","0","0","王宮騎士團（NIGHTMARE）","1239","0","1115","1005","1037","0","1143","0","0","0","0","身為蘭德索爾的國軍，其活動目的為保護「王宮」及皇族，以及完成所接受到的聖令。另一身為守護街上治安的警察組織的身分也十分強悍。","1141","0","0","1236","0","1339","1047","1242","0","0","0","0","1136","1071","8"
"0","1028","0","1145","0","1335","咲戀育幼院","1213","1308","1077","1021","1023","1275","1103","0","0","0","0","雖然是孤兒院，但買賣的範圍也做得相當廣。身為王宮護衛時的每一天，自覺找不出其價值的咲戀，為了想幫助他人，於是帶著這樣的心情組成了公會。","1085","0","0","1121","0","1232","1028","1809","0","0","0","0","1086","1025","9"
"0","1010","1374","1159","0","1310","哞哞自衛隊","1160","1298","1105","1017","1014","1285","1122","0","0","0","0","保護同為【動物苑】的夥伴免於魔物們的威脅的武鬥派公會。同時也從事著「闇影」異變的調查及解決。與【王宮騎士團】的關係水火不容。","1106","0","0","1157","0","1231","1010","1177","0","0","0","0","1104","1043","10"
"0","1033","0","1192","0","0","伊麗莎白牧場","1235","0","1123","1026","1038","0","1158","0","0","0","0","位在山上的牧場公會。活動內容講白了就是牧場，飼育著牛及馬等等的動物。同時也是獸人們度過休假的野餐地及病人的靜養之地。","1128","0","0","1807","0","0","1033","1254","0","0","0","0","1127","1052","11"
"0","1032","0","1169","0","0","墨丘利財團","1809","1268","1080","1046","1034","1267","1144","0","0","0","0","手邊有著龐大的資金，對各式各樣的事業進行融資及買賣的公會。懲治使用惡劣手段賺取金錢的生意人，是其背地裡的活動目的。","1146","0","0","1168","0","1251","1032","1222","0","0","0","0","1079","1048","12"
"0","1056","1299","1170","0","1276","暮光流星群","1175","1247","1009","1013","1027","1237","1131","0","0","0","0","基於某個目的而組成，無論什麼危險的委託都會承攬下來的萬事屋公會。幾乎每個成員都擁有稱號，也傳聞是蘭德索爾最危險的公會。","1132","0","0","1133","0","1219","1056","1208","0","0","0","0","1090","1051","13"
"0","1018","0","1273","0","0","月光學院","1329","0","1100","1083","1016","0","1190","0","0","0","0","存在於蘭德索爾的學校之一。由公會管理協會所直營的公立教育機關。在學校裡，前來上學的學生的年齡、種族、學力都不盡相同。","1179","0","0","1214","0","0","1018","0","0","0","0","0","1101","1050","14"
"0","1053","1332","1176","0","1270","純白之翼 蘭德索爾分部","1178","1263","1055","1045","1030","1252","1130","0","0","1371","0","身為公會長的莫妮卡所組成的公會。總是因愚蠢的行動而招來許多危機，但成員都可憑己身之力華麗地解決。","1096","0","0","1142","0","1215","1053","1191","0","0","0","0","1095","1008","15"
"0","1110","0","0","0","0","聖德蕾莎女子學院（好朋友社）","0","0","1162","1163","1109","0","1294","0","0","0","0","以通過獎學金審查做為目的，而為了表現具有達成「高親和力共同體」的條件，所趁勢結成的新感覺社團風公會。","1293","0","0","1295","0","0","1110","0","0","0","0","0","1164","1108","16"
"0","1067","0","1318","0","0","龍族巢穴","0","0","1166","1165","1066","0","1249","0","0","0","0","為了發現並且保護稀有的種族－龍人族為目的而成立。僅管在各地都有進行著探索的蹤跡，然而私底下卻進行著幫派活動的負面傳聞不曾停歇過的一個公會。","1245","0","0","1283","0","0","1067","0","0","0","0","0","1216","1065","17"
"0","1180","0","0","0","0","里士滿工商會","0","0","0","0","0","0","0","0","0","0","0","","0","0","0","0","0","0","1180","0","0","0","0","0","0","1280","18"
"0","1181","0","0","0","0","憤怒‧軍團","0","0","1312","1311","1269","0","1363","0","0","0","0","","1343","0","0","0","0","0","1923","0","0","0","0","0","1182","1233","19"
