176a9538763db57aa74da411c2917abd2681826fdd37ccc17ee1c1f67f5a3ccf,24a9179bc396b5b6d99287734d09ff1bf8eec71f2525f38b0870bc199d891d26,3280fb5dc3291a0fa90649caa109c370c9eb6939b38d6172a0446b686d9900eb,8f9dce69c69d335259eff8d68c2b668fb01ab936d6149e3470fb18835357bdd4,7298d617ae21a1dac6ce180878c64dcc001c69921c21a6b1400b9f569f83a043,0fb29cdf14158c8f003ebef3f17e0e2a7e1b6b518d7c7005f161a51b7d8db13c,2e178b9b3c6f519e96b011506f21771eb62eb493a1ffc54323062ba6daa7ff5a,74898adc5103567a1ca3c1f6448573cdc5db264fde91b229d806bb582c375137,d051e5ae01f2cb1bc63e7ba40262c95b0cd748bd1ac2cc888e7ce71f500c3870,4ed05090f0b9b08c613e964c79700c984af3fc751932220d5bce30f48ee399a7,c43b6811f80e8ee3815e6de8b4afdb5a6f3c069ac3bc239e4d671681f992d6b1,1cdab6bb044232fddadb4a8d954f8956d0e33f2f8959d96b63b26838625676bc,f1462ba57e93865098004089507be31bdb2c13940020f3b27f0a0015eb478b79,0c22dfb95a43857cba9152aeb21dd183aa4575bc9a2ccdb886c031361ede2b2b,7e3e067c3f44ace474cdcdce22859d93b1e037e9aa1a3e91dd37d37551cc2352,6565cdbb9e5e95be452d417e5030eb3f44427020d9cd8292b913daed8bd2ea83,c1543ed9cdc885d14311497780eebefd7fab637ef3e2553979be885ff9f990dd,c3eaa853553fa4a6dc821f94d3d7e3f70660962d34e6075d505203ee9affe714,900a6bcd8fa603c6bda996286e914c8fcb6c69f2d631764515ffb0a91bb1810d,808bb47b3433b723a31e7eed8f7d6e6d472a5b8a7b2390db8c60f0713f887848,3ff9f04e958bc4064a860efbc755588c4b7e656ff8ad761391417ada0038a075,b498e0a5b92b42b5ea7a018632031119cbf3e0cbae1cfd2e232f3abd280fae61,309848b59bac40d88e1162f0e1be1d55196eec359a4aa7ef72ab3b8d0fc7830b,aef7a13e5e6f42f8b76b1afc6160a4c16b1eccec93aa981f06ae692de9d09971,f7bf766872774e476900a8ab02aab7a2370a11b5e3993b4d6821c9519f0b9ce9,0dd7deeec4b616e42cb8f7358d945623e715beac11cc264f97deb5033264ae96,99d299389b6dc03fd1f166a66b0fb30941db8ad7d866b7fb44e0df3d402df6de,7ea57a5c8af17e25bdb5b5e08a7e10912ff198b9853c34a1cb21161cb49f87f6,30b2317bc7ef57397a7916c10188000d03b5f856969b74b19a006d3e926b9149,a98c14b5bfbef904beaebf6cd10455e8848d5d3ba497d9603dbdfbaf5a5052b2,63f75164f95cee045fa35a1114be19c6b3fd71ba4ac8c0907368c991ad5635a9,abd692e9e6f4e04788fa85e18308f1e1ec5bb09b437c3f545f76dcc8b1850a3c,d3e1281d76549ffdee37381c999cc4de83a78c22f1068c6e6b41083bfcf63e02,855ef00ed2b664b1bcb25c10e40270b2aa0895756d0ab0402036be357aa52cd2,a51eedb0fc2b807c29d09de650f911b099b66a2838138785d1c0deaef14cc874,37bf3bae69378a722dfeac8b6536ef551db27bafa513e2e64fe09fcfa995326c,a9bb47f8c4ca25e09f24ae1af4f1f11d2309ae8b8b8ae1efade71a4ad08e1743,a33335019dc819b2385c2923532fc0821ac4051adbcef55573511b109d8e5502,662e0fe061d572046cad8cebfaf55422c8cc76e9f7f6d3032e21c8172e85f48b,6c17dbfa036b09a104f1eaa91d15db7cf050f907b766a629784bfc5ab5d9c9d7,c410d5e5542d2ad41bd5ce929b4e0f84c53f043154c50e148cd1ab4d1bd49efa
"0","61001004","1","1001","0","1","0","0","1","18","600000001","0","0","0","1","0","0","0","0","620090001","0","0","1001","0","0","61001005","0","36","0","0","600110011","30","0","1","0","258","620060001","61001007","620130001","0","0"
"0","61001004","1","2001","0","1","0","0","1","18","600000002","0","0","0","1","0","0","0","0","620090001","0","0","2001","0","0","61001005","0","36","0","0","600110021","30","0","1","0","258","620060001","61001007","620130001","0","0"
"0","61001004","1","3001","0","1","0","0","1","18","600000003","0","0","0","1","0","0","0","0","620090001","0","0","3001","0","0","61001005","0","36","0","0","600110031","30","0","1","0","258","620060001","61001007","620130001","0","0"
"0","61001004","1","4001","0","1","0","0","1","18","600000004","0","0","0","1","0","0","0","0","620090001","0","0","4001","0","0","61001005","0","36","0","0","600110041","30","0","1","0","258","620060001","61001007","620130001","0","0"
"0","61001004","1","5001","0","1","0","0","1","18","600000005","0","0","0","1","0","0","0","0","620090002","0","0","5001","0","0","61001005","0","36","0","0","600110051","30","0","1","0","268","620060002","61001007","620130002","0","0"
"0","61001004","1","6001","0","1","0","0","1","18","600000006","0","0","0","1","0","0","0","0","620090003","0","0","6001","0","0","61001005","0","36","0","0","600110061","30","0","1","0","273","620060003","61001007","620130003","0","0"
"0","61001004","1","7001","0","1","0","0","1","18","600000007","0","0","0","1","0","0","0","0","620090004","0","0","7001","0","0","61001005","0","36","0","0","600110071","30","0","1","0","281","620060004","61001007","620130004","0","0"
"0","61001004","1","8001","0","1","0","0","1","18","600000008","0","0","0","1","0","0","0","0","620090005","0","0","8001","0","0","61001005","0","36","0","0","600110081","30","0","1","0","288","620060005","61001007","620130005","0","0"
"0","61001004","1","9001","0","1","0","0","1","18","600000009","0","0","0","1","0","0","0","0","620090006","0","0","9001","0","0","61001005","0","36","0","0","600110091","30","0","1","0","298","620060006","61001007","620130006","0","0"
"0","61001004","1","10001","0","1","0","0","1","18","600000010","0","0","0","1","0","0","0","0","620090007","0","0","10001","0","0","61001005","0","36","0","0","600110101","30","0","1","0","309","620060007","61001007","620130007","0","0"
"0","61001004","1","11001","0","1","0","0","1","18","600000011","0","0","0","1","0","0","0","0","620090008","0","0","11001","0","0","61001005","0","36","0","0","600110111","30","0","1","0","313","620060008","61001007","620130008","0","0"
"0","61001004","1","12001","0","1","0","0","1","18","600000012","0","0","0","1","0","0","0","0","620090009","0","0","12001","0","0","61001005","0","36","0","0","600110121","30","0","1","0","321","620060009","61001007","620130009","0","0"
"0","61001004","1","13001","0","1","0","0","1","18","600000013","0","0","0","1","0","0","0","0","620090010","0","0","13001","0","0","61001005","0","36","0","0","600110131","30","0","1","0","326","620060010","61001007","620130010","0","0"
"0","61001004","1","14001","0","1","0","0","1","18","600000014","0","0","0","1","0","0","0","0","620090011","0","0","14001","0","0","61001005","0","36","0","0","600110141","30","0","1","0","336","620060011","61001007","620130011","0","0"
"0","61001004","1","15001","0","1","0","0","1","18","600000015","0","0","0","1","0","0","0","0","620090012","0","0","15001","0","0","61001005","0","36","0","0","600110151","30","0","1","0","341","620060012","61001007","620130012","0","0"
"0","61001004","1","16001","0","1","0","0","1","18","600000016","0","0","0","1","0","0","0","0","620090013","0","0","16001","0","0","61001005","0","36","0","0","600110161","30","0","1","0","351","620060013","61001007","620130013","0","0"
"0","61001004","1","17001","0","1","0","0","1","18","600000017","0","0","0","1","0","0","0","0","620090014","0","0","17001","0","0","61001005","0","36","0","0","600110171","30","0","1","0","356","620060014","61001007","620130014","0","0"
"0","61001004","1","18001","0","1","0","0","1","18","600000018","0","0","0","1","0","0","0","0","620090015","0","0","18001","0","0","61001005","0","36","0","0","600110181","30","0","1","0","366","620060015","61001007","620130015","0","0"
"0","61001004","1","19001","0","1","0","0","1","18","600000019","0","0","0","1","0","0","0","0","620090016","0","0","19001","0","0","61001005","0","36","0","0","600110191","30","0","1","0","371","620060016","61001007","620130016","0","0"
"0","61001004","1","20001","0","1","0","0","1","18","600000020","0","0","0","1","0","0","0","0","620090017","0","0","20001","0","0","61001005","0","36","0","0","600110201","30","0","1","0","375","620060017","61001007","620130017","0","0"
"0","61001004","1","21001","0","1","0","0","1","18","600000021","0","0","0","1","0","0","0","0","620090018","0","0","21001","0","0","61001005","0","36","0","0","600110211","30","0","1","0","381","620060018","61001007","620130018","0","0"
"0","61001004","1","22001","0","1","0","0","1","18","600000022","0","0","0","1","0","0","0","0","620090019","0","0","22001","0","0","61001005","0","36","0","0","600110221","30","0","1","0","386","620060019","61001007","620130019","0","0"
"0","61001004","1","23001","0","1","0","0","1","18","600000023","0","0","0","1","0","0","0","0","620090020","0","0","23001","0","0","61001005","0","36","0","0","600110231","30","0","1","0","390","620060020","61001007","620130020","0","0"
"0","61001004","1","24001","0","1","0","0","1","18","600000024","0","0","0","1","0","0","0","0","620090021","0","0","24001","0","0","61001005","0","36","0","0","600110241","30","0","1","0","396","620060021","61001007","620130021","0","0"
"0","61001004","1","25001","0","1","0","0","1","18","600000025","0","0","0","1","0","0","0","0","620090022","0","0","25001","0","0","61001005","0","36","0","0","600110251","30","0","1","0","401","620060022","61001007","620130022","0","0"
"0","61001004","1","26001","0","1","0","0","1","18","600000026","0","0","0","1","0","0","0","0","620090023","0","0","26001","0","0","61001005","0","36","0","0","600110261","30","0","1","0","405","620060023","61001007","620130023","0","0"
"0","61001004","1","27001","0","1","0","0","1","18","600000027","0","0","0","1","0","0","0","0","620090024","0","0","27001","0","0","61001005","0","36","0","0","600110271","30","0","1","0","411","620060024","61001007","620130024","0","0"
"0","61001004","1","28001","0","1","0","0","1","18","600000028","0","0","0","1","0","0","0","0","620090025","0","0","28001","0","0","61001005","0","36","0","0","600110281","30","0","1","0","417","620060025","61001007","620130025","0","0"
"0","61001004","1","29001","0","1","0","0","1","18","600000029","0","0","0","1","0","0","0","0","620090026","0","0","29001","0","0","61001005","0","36","0","0","600110291","30","0","1","0","422","620060026","61001007","620130026","0","0"
"0","61001004","1","30001","0","1","0","0","1","18","600000030","0","0","0","1","0","0","0","0","620090027","0","0","30001","0","0","61001005","0","36","0","0","600110301","30","0","1","0","427","620060027","61001007","620130027","0","0"
"0","61001004","1","31001","0","1","0","0","1","18","600000031","0","0","0","1","0","0","0","0","620090028","0","0","31001","0","0","61001005","0","36","0","0","600110311","30","0","1","0","433","620060028","61001007","620130028","0","0"
"0","61001004","1","32001","0","1","0","0","1","18","600000032","0","0","0","1","0","0","0","0","620090029","0","0","32001","0","0","61001005","0","36","0","0","600110321","30","0","1","0","442","620060029","61001007","620130029","0","0"
"0","61001004","1","33001","0","1","0","0","1","18","600000033","0","0","0","1","0","0","0","0","620090030","0","0","33001","0","0","61001005","0","36","0","0","600110331","30","0","1","0","455","620060030","61001007","620130030","0","0"
"0","61001004","1","34001","0","1","0","0","1","18","600000034","0","0","0","1","0","0","0","0","620090031","0","0","34001","0","0","61001005","0","36","0","0","600110341","30","0","1","0","460","620060031","61001007","620130031","0","0"
"0","61001004","1","35001","0","1","0","0","1","18","600000035","0","0","0","1","0","0","0","0","620090032","0","0","35001","0","0","61001005","0","36","0","0","600110351","30","0","1","0","464","620060032","61001007","620130032","0","0"
"0","61001004","1","36001","0","1","0","0","1","18","600000036","0","0","0","1","0","0","0","0","620090033","0","0","36001","0","0","61001005","0","36","0","0","600110361","30","0","1","0","476","620060033","61001007","620130033","0","0"
"0","61001004","1","37001","0","1","0","0","1","18","600000037","0","0","0","1","0","0","0","0","620090034","0","0","37001","0","0","61001005","0","36","0","0","600110371","30","0","1","0","482","620060034","61001007","620130034","0","0"
"0","61001004","1","38001","0","1","0","0","1","18","600000038","0","0","0","1","0","0","0","0","620090035","0","0","38001","0","0","61001005","0","36","0","0","600110381","30","0","1","0","492","620060035","61001007","620130035","0","0"
"0","61001004","1","39001","0","1","0","0","1","18","600000039","0","0","0","1","0","0","0","0","620090036","0","0","39001","0","0","61001005","0","36","0","0","600110391","30","0","1","0","500","620060036","61001007","620130036","0","0"
"0","61001004","1","40001","0","1","0","0","1","18","600000040","0","0","0","1","0","0","0","0","620090037","0","0","40001","0","0","61001005","0","36","0","0","600110401","30","0","1","0","514","620060037","61001007","620130037","0","0"
"0","61001004","1","41001","0","1","0","0","1","18","600000041","0","0","0","1","0","0","0","0","620090038","0","0","41001","0","0","61001005","0","36","0","0","600110411","30","0","1","0","518","620060038","61001007","620130038","0","0"
"0","61001004","1","42001","0","1","0","0","1","18","600000042","0","0","0","1","0","0","0","0","620090039","0","0","42001","0","0","61001005","0","36","0","0","600110421","30","0","1","0","523","620060039","61001007","620130039","0","0"
"0","61001004","1","43001","0","1","0","0","1","18","600000043","0","0","0","1","0","0","0","0","620090040","0","0","43001","0","0","61001005","0","36","0","0","600110431","30","0","1","0","538","620060040","61001007","620130040","0","0"
"0","61001004","1","44001","0","1","0","0","1","18","600000044","0","0","0","1","0","0","0","0","620090041","0","0","44001","0","0","61001005","0","36","0","0","600110441","30","0","1","0","551","620060041","61001007","620130041","0","0"
"0","61001004","1","45001","0","1","0","0","1","18","600000045","0","0","0","1","0","0","0","0","620090042","0","0","45001","0","0","61001005","0","36","0","0","600110451","30","0","1","0","565","620060042","61001007","620130042","0","0"
"0","61001004","1","46001","0","1","0","0","1","18","600000046","0","0","0","1","0","0","0","0","620090043","0","0","46001","0","0","61001005","0","36","0","0","600110461","30","0","1","0","574","620060043","61001007","620130043","0","0"
"0","61001004","1","47001","0","1","0","0","1","18","600000047","0","0","0","1","0","0","0","0","620090044","0","0","47001","0","0","61001005","0","36","0","0","600110471","30","0","1","0","577","620060044","61001007","620130044","0","0"
"0","61001004","1","48001","0","1","0","0","1","18","600000048","0","0","0","1","0","0","0","0","620090045","0","0","48001","0","0","61001005","0","36","0","0","600110481","30","0","1","0","587","620060045","61001007","620130045","0","0"
"0","61001004","1","49001","0","1","0","0","1","18","600000049","0","0","0","1","0","0","0","0","620090046","0","0","49001","0","0","61001005","0","36","0","0","600110491","30","0","1","0","598","620060046","61001007","620130046","0","0"
"0","61001004","1","50001","0","1","0","0","1","18","600000050","0","0","0","1","0","0","0","0","620090047","0","0","50001","0","0","61001005","0","36","0","0","600110501","30","0","1","0","614","620060047","61001007","620130047","0","0"
"0","61001004","1","51001","0","1","0","0","1","18","600000051","0","0","0","1","0","0","0","0","620090048","0","0","51001","0","0","61001005","0","36","0","0","600110511","30","0","1","0","621","620060048","61001007","620130048","0","0"
"0","61001004","1","52001","0","1","0","0","1","18","600000052","0","0","0","1","0","0","0","0","620090049","0","0","52001","0","0","61001005","0","36","0","0","600110521","30","0","1","0","629","620060049","61001007","620130049","0","0"
"0","61001004","1","53001","0","1","0","0","1","18","600000053","0","0","0","1","0","0","0","0","620090050","0","0","53001","0","0","61001005","0","36","0","0","600110531","30","0","1","0","640","620060050","61001007","620130050","0","0"
"0","61001004","1","54001","0","1","0","0","1","18","600000054","0","0","0","1","0","0","0","0","620090051","0","0","54001","0","0","61001005","0","36","0","0","600110541","30","0","1","0","647","620060051","61001007","620130051","0","0"
"0","61001004","1","55001","0","1","0","0","1","18","600000055","0","0","0","1","0","0","0","0","620090052","0","0","55001","0","0","61001005","0","36","0","0","600110551","30","0","1","0","652","620060052","61001007","620130052","0","0"
"0","61001004","1","56001","0","1","0","0","1","18","600000056","0","0","0","1","0","0","0","0","620090053","0","0","56001","0","0","61001005","0","36","0","0","600110561","30","0","1","0","659","620060053","61001007","620130053","0","0"
"0","61001004","1","57001","0","1","0","0","1","18","600000057","0","0","0","1","0","0","0","0","620090054","0","0","57001","0","0","61001005","0","36","0","0","600110571","30","0","1","0","662","620060054","61001007","620130054","0","0"
"0","61001004","1","58001","0","1","0","0","1","18","600000058","0","0","0","1","0","0","0","0","620090055","0","0","58001","0","0","61001005","0","36","0","0","600110581","30","0","1","0","667","620060055","61001007","620130055","0","0"
"0","61001004","1","59001","0","1","0","0","1","18","600000059","0","0","0","1","0","0","0","0","620090056","0","0","59001","0","0","61001005","0","36","0","0","600110591","30","0","1","0","679","620060056","61001007","620130056","0","0"
"0","61001004","1","60001","0","1","0","0","1","18","600000060","0","0","0","1","0","0","0","0","620090057","0","0","60001","0","0","61001005","0","36","0","0","600110601","30","0","1","0","683","620060057","61001007","620130057","0","0"
"0","61001004","1","61001","0","1","0","0","1","18","600000061","0","0","0","1","0","0","0","0","620090058","0","0","61001","0","0","61001005","0","36","0","0","600110611","30","0","1","0","692","620060058","61001007","620130058","0","0"
