b80092092f9373e6fa3ed52b4448c98bd61c1815e8f15717b0080cd4e7f1b49f,74bbd29cdd1c412d391a1d36f7b07376e80e5f0d4cbeb8dc068df4f2c165eea8,9d41a4523edcaf973f1a72f7f511d5a95a12ab637a083ca64472418c8c2ba51c,f51f7671372c7bc7ac78046b6ab9c3438d82c343a00fcf03129acb225f9f4d34,9b79c9fc1532036b18f4d8990dd04ebdd1a1bc75dc44cbf16a237ae49c4e5464,eab8d044e3ceb8a3694f056ee466f2bf15c5d5a54181483dcee26ec549387e15,a51178a274bdd11b5c6a2b2ecf06f10a95b95e396b6fcfaf896c1bf494146230
"70004","0","0","2021/04/25 04:59:59","400","2021/04/23 05:00:00","21"
"70004","0","0","2021/04/25 04:59:59","401","2021/04/23 05:00:00","22"
"70005","1","0","0","416","0","23"
"70005","2","0","0","417","0","24"
"70005","3","0","0","418","0","25"
"80004","3","0","2021/07/18 04:59:59","9002001","2021/07/17 05:00:00","26"
"80004","3","0","2021/07/19 04:59:59","9002002","2021/07/18 05:00:00","27"
"80004","3","0","2021/07/20 04:59:59","9002003","2021/07/19 05:00:00","28"
"80004","3","0","2021/07/21 04:59:59","9002004","2021/07/20 05:00:00","29"
"80004","3","0","2021/07/22 04:59:59","9002005","2021/07/21 05:00:00","30"
"80004","3","0","2021/07/23 04:59:59","9002006","2021/07/22 05:00:00","31"
"80004","3","0","2021/07/24 04:59:59","9002007","2021/07/23 05:00:00","32"
"80004","3","0","2021/07/25 04:59:59","9002008","2021/07/24 05:00:00","33"
"80004","3","0","2021/07/26 04:59:59","9002009","2021/07/25 05:00:00","34"
"80004","3","0","2021/07/27 04:59:59","9002010","2021/07/26 05:00:00","35"
"80004","3","0","2021/07/28 04:59:59","9002011","2021/07/27 05:00:00","36"
"80004","3","0","2021/07/29 04:59:59","9002012","2021/07/28 05:00:00","37"
"80004","3","0","2021/07/30 04:59:59","9002013","2021/07/29 05:00:00","38"
"80004","3","0","2021/07/31 04:59:59","9002014","2021/07/30 05:00:00","39"
"80004","3","0","2021/08/01 04:59:59","9002015","2021/07/31 05:00:00","40"
