59f88320b14f63a056629e1382c5987194fb85bc8ab93e502fe0236a2e833862,49392595150f3b0d8704dafca794b15fe1897d64ba9f08c765fba9c434b45fbc,b05a6e9d889fb09c3a98d9cf44007b43f39690053c2488d73f426de05b64176c,e0803e0abf7d7e3111d536f2100323294e19dcf6dcba71d563ee0d883033679d,c78dde7cc94f2b689cc265c3e6d799fc220eda3e30ced60b6025b324e2de7528,bb176ad9780783987a62749836c10216f0c22aa1878fe742a5834c32940a2fe7,a60f1ced2c37a2b3091659487cf9992a9b30d42779e85f2239827d6ae8a1e8cc,721e67b88538db36d6811e5d16d617f16134ba4fd6112cf2da14c92349bc6b84,51f4c3cbb8ac86e48f4a3100dfecbead8f945204f9a3fc3249bf1f79b8a31843
"2018/11/08 16:00:00","1","0","2018/11/12 15:59:59","1","1","0","0","0"
"2018/11/30 16:00:00","2","0","2018/12/04 15:59:59","1","2","0","0","0"
"2019/02/13 16:00:00","3","0","2019/02/23 15:59:59","1","3","0","0","0"
"2019/05/03 16:00:00","4","0","2019/05/14 15:59:59","1","4","0","0","0"
"2019/07/01 16:00:00","5","0","2019/07/15 15:59:59","1","5","0","0","0"
"2019/08/01 16:00:00","6","0","2019/08/15 15:59:59","1","6","0","0","0"
"2019/12/13 16:00:00","7","0","2019/12/30 15:59:59","1","7","0","0","0"
"2020/04/22 16:00:00","8","0","2020/05/08 15:59:59","1","8","0","1","0"
"2020/06/22 16:00:00","9","0","2020/07/07 15:59:59","1","9","0","1","0"
"2020/08/03 16:00:00","10","0","2020/08/09 15:59:59","1","10","0","1","0"
"2020/12/21 05:00:00","11","0","2021/01/06 15:59:59","1","11","0","1","0"
"2021/02/11 16:00:00","12","0","2021/02/18 04:59:59","1","12","0","1","0"
"2021/04/16 16:00:00","13","0","2021/04/22 15:59:59","1","13","0","1","0"
"2021/04/27 16:00:00","14","0","2021/05/03 15:59:59","1","14","0","1","0"
"2021/06/19 05:00:00","15","0","2021/07/02 04:59:59","1","15","0","1","0"
"2021/07/02 05:00:00","16","14","2021/08/02 04:59:59","0","16","0","1","15"
"2021/09/01 05:00:00","17","0","2021/09/11 04:59:59","1","17","0","1","0"
"2021/12/17 05:00:00","18","0","2022/01/03 04:59:59","1","18","0","1","0"
"2022/01/03 05:00:00","19","17","2022/01/31 15:59:59","0","19","0","1","18"
"2022/03/07 05:00:00","20","0","2022/03/14 04:59:59","1","20","0","1","0"
"2022/03/14 05:00:00","21","7","2022/04/03 04:59:59","0","21","0","1","20"
"2022/04/25 05:00:00","22","0","2022/05/08 04:59:59","1","22","0","1","0"
"2022/05/08 05:00:00","23","13","2022/06/04 04:59:59","0","23","0","1","22"
"2022/06/19 05:00:00","24","0","2022/07/04 04:59:59","1","24","0","1","0"
"2022/07/04 05:00:00","25","15","2022/08/02 04:59:59","0","25","0","1","24"
"2022/09/01 05:00:00","26","0","2022/09/11 04:59:59","1","26","0","1","0"
"2022/12/17 05:00:00","27","0","2023/01/03 04:59:59","1","27","0","1","0"
"2023/02/26 05:00:00","28","0","2023/03/05 04:59:59","1","28","0","1","0"
"2023/04/26 05:00:00","29","0","2023/05/08 04:59:59","1","29","0","1","0"
"2023/06/19 05:00:00","30","0","2023/07/03 04:59:59","1","30","0","1","0"
"2023/08/27 05:00:00","31","0","2023/09/02 04:59:59","1","31","0","1","0"
"2023/12/16 05:00:00","32","0","2024/01/02 04:59:59","1","32","0","1","0"
"2024/02/29 05:00:00","33","0","2024/03/06 04:59:59","1","33","0","1","0"
"2024/04/23 05:00:00","34","0","2024/05/06 04:59:59","1","34","0","2","0"
"2024/06/17 05:00:00","35","0","2024/07/02 04:59:59","1","35","0","2","0"
"2024/08/28 05:00:00","36","0","2024/09/02 04:59:59","1","36","0","2","0"
"2024/12/16 05:00:00","37","0","2025/01/02 04:59:59","1","37","0","2","0"
"2025/04/22 05:00:00","38","0","2025/05/05 04:59:59","1","38","0","2","0"
"2025/06/12 05:00:00","39","0","2025/06/23 04:59:59","1","39","0","2","0"
"2025/08/28 05:00:00","40","0","2025/09/02 04:59:59","1","40","0","2","0"
"2025/12/16 05:00:00","41","0","2026/01/02 04:59:59","1","41","0","2","0"
"2026/04/22 05:00:00","42","0","2026/05/06 04:59:59","1","42","0","2","0"
"2026/06/18 05:00:00","43","0","2026/07/02 04:59:59","1","43","0","2","0"
"2026/09/01 05:00:00","44","0","2026/09/06 04:59:59","1","44","0","2","0"
