83c686ca2608c9883d78b7fc8924932ce3858ee8c64b02018705b83966ec3c50,693f001ff6de7d5c0bc3f80ba465c376e6ecaeec09f4086136ad19d783abca22,8d7f1a4cb86c2866111ffd383ba7695e3c4a5708ef7ede919aacf4d26e9a4710,0c8ab5a402d31e78874aa8d0259a3d1de6bbdb67a9a6bb71e7e03cf497021dc0,cdaaa93283925879f4a55863e3ecf92efda5c227db41f86f02af1b4328ab0cb3,ac3e2fa4e9c55bacfa44414cc4330221baeb337ac9f17c6649cc0b540ce92ff8,bdd2faf127e985c136b77db2a349a9ece51a789c122fa7eb4a2917bf84a1d373,c930e328ef7a9cc07d048ed93ebdb46ededc06a61af5a3dfa1aa3d84fbdf407e,94e4757bc21b85d461e1d8ae77aef1fc0f874960735518761befc835f0d7614f,80ee6a7732abeae0aa45d4eab8e765828258785097c501a88e4a4479d1e3161d,f92674e1c8817cb41a931cc9572d08aa9b147de106e7ce93350c97b318fd4b19,7005af488e875c9c728f0c9d3b7ef14326718380f3bac8790d9b83201bb62e2d,120242d9be583fcc0016724614a11831cf1d36d253fd343351b56bd68c617cec,bcca9dd41afc7309b00a52d35ed90f182704237d40e4ca5bbd035617a1622552,6f5d039569ad77ed62871c2748128cbacdaaa5179f073e17926be23d4d9074e2
"0","103","6011","2019/06/03 16:00:00","打倒優衣、怜、日和的闇影","0","10010","2019/06/21 15:59:59","9001","0","0","3","601","81010001","81010001"
"0","104","6011","2019/06/03 16:00:00","消滅 36 個煩惱","0","10010","2019/06/21 15:59:59","9014","0","0","36","601","81010002","81010002"
"0","105","6011","2019/06/03 16:00:00","消滅 72 個煩惱","0","10010","2019/06/21 15:59:59","9014","0","0","72","601","81010003","81010003"
"0","106","6011","2019/06/03 16:00:00","消滅 108 個煩惱","0","10010","2019/06/21 15:59:59","9014","0","0","108","601","81010004","81010004"
"0","111","6011","2019/06/03 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1080000","0","10010","2019/06/21 15:59:59","9013","0","0","500000","601","81010005","81010005"
"0","113","6011","2019/06/03 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 540000","0","10010","2019/06/21 15:59:59","9013","0","0","1040000","601","81010006","81010006"
"0","115","6011","2019/06/03 16:00:00","將特別戰鬥的 Boss 消滅","0","10010","2019/06/21 15:59:59","9013","0","0","1580000","601","81010007","81010007"
"0","103","6011","2019/07/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 5000000","0","10011","2019/07/18 15:59:59","9013","0","0","500000","601","81011001","81011001"
"0","104","6011","2019/07/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 4000000","0","10011","2019/07/18 15:59:59","9013","0","0","1500000","601","81011002","81011002"
"0","105","6011","2019/07/01 16:00:00","完成特別戰鬥的模式1","0","10011","2019/07/18 15:59:59","9013","0","0","1650000","601","81011003","81011003"
"0","106","6011","2019/01/31 12:00:00","將特別戰鬥的 Boss 的 HP 降低至 2000000","0","10011","2019/02/18 14:59:59","9013","0","0","3500000","601","81011004","81011004"
"0","111","6011","2019/01/31 12:00:00","完成特別戰鬥的模式2","0","10011","2019/02/18 14:59:59","9013","0","0","3300000","601","81011005","81011005"
"0","113","6011","2019/07/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 900000","0","10011","2019/07/18 15:59:59","9013","0","0","4600000","601","81011006","81011006"
"0","115","6011","2019/07/01 16:00:00","將特別戰鬥的 Boss 消滅","0","10011","2019/07/18 15:59:59","9013","0","0","5500000","601","81011007","81011007"
"0","103","6011","2019/07/17 16:00:00","打倒香織、真琴、真步、霞的闇影","0","10012","2019/08/03 15:59:59","9001","0","0","4","601","81012001","81012001"
"0","104","6011","2019/07/17 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2700000","0","10012","2019/08/03 15:59:59","9013","0","0","450000","601","81012002","81012002"
"0","105","6011","2019/07/17 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2100000","0","10012","2019/08/03 15:59:59","9013","0","0","1050000","601","81012003","81012003"
"0","106","6011","2019/07/17 16:00:00","完成特別戰鬥的模式2","0","10012","2019/08/03 15:59:59","9013","0","0","1543500","601","81012004","81012004"
"0","111","6011","2019/07/17 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1000000","0","10012","2019/08/03 15:59:59","9013","0","0","2150000","601","81012005","81012005"
"0","113","6011","2019/07/17 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 500000","0","10012","2019/08/03 15:59:59","9013","0","0","2650000","601","81012006","81012006"
"0","115","6011","2019/07/17 16:00:00","將特別戰鬥的 Boss 消滅","0","10012","2019/08/03 15:59:59","9013","0","0","3150000","601","81012007","81012007"
"0","103","6011","2019/08/01 16:00:00","打倒貪吃佩可、可可蘿、凱留的闇影","0","10013","2019/08/19 15:59:59","9001","0","0","3","601","81013001","81013001"
"0","104","6011","2019/08/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2700000","0","10013","2019/08/19 15:59:59","9013","0","0","300000","601","81013002","81013002"
"0","105","6011","2019/08/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2100000","0","10013","2019/08/19 15:59:59","9013","0","0","900000","601","81013003","81013003"
"0","106","6011","2019/08/01 16:00:00","完成特別戰鬥的模式2","0","10013","2019/08/19 15:59:59","9013","0","0","1500000","601","81013004","81013004"
"0","111","6011","2019/08/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1000000","0","10013","2019/08/19 15:59:59","9013","0","0","2000000","601","81013005","81013005"
"0","113","6011","2019/08/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 500000","0","10013","2019/08/19 15:59:59","9013","0","0","2500000","601","81013006","81013006"
"0","115","6011","2019/08/01 16:00:00","將特別戰鬥的 Boss 消滅","0","10013","2019/08/19 15:59:59","9013","0","0","3000000","601","81013007","81013007"
"0","103","6011","2019/09/03 16:00:00","打倒莫妮卡、步未、雪的闇影","0","10015","2019/09/18 15:59:59","9001","0","0","3","601","81015001","81015001"
"0","104","6011","2019/09/03 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1200000","0","10015","2019/09/18 15:59:59","9013","0","0","300000","601","81015002","81015002"
"0","105","6011","2019/09/03 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1000000","0","10015","2019/09/18 15:59:59","9013","0","0","500000","601","81015003","81015003"
"0","106","6011","2019/09/03 16:00:00","完成特別戰鬥的模式2","0","10015","2019/09/18 15:59:59","9013","0","0","750000","601","81015004","81015004"
"0","111","6011","2019/09/03 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 400000","0","10015","2019/09/18 15:59:59","9013","0","0","1100000","601","81015005","81015005"
"0","113","6011","2019/09/03 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 200000","0","10015","2019/09/18 15:59:59","9013","0","0","1300000","601","81015006","81015006"
"0","115","6011","2019/09/03 16:00:00","將特別戰鬥的 Boss 消滅","0","10015","2019/09/18 15:59:59","9013","0","0","1500000","601","81015007","81015007"
"0","103","6011","2019/10/01 16:00:00","打倒雷姆與拉姆的闇影","0","10017","2019/10/18 15:59:59","9001","0","0","2","601","81017001","81017001"
"0","104","6011","2019/10/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2850000","0","10017","2019/10/18 15:59:59","9013","0","0","300000","601","81017002","81017002"
"0","105","6011","2019/10/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2250000","0","10017","2019/10/18 15:59:59","9013","0","0","900000","601","81017003","81017003"
"0","106","6011","2019/10/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1650000","0","10017","2019/10/18 15:59:59","9013","0","0","1500000","601","81017004","81017004"
"0","111","6011","2019/10/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1150000","0","10017","2019/10/18 15:59:59","9013","0","0","2000000","601","81017005","81017005"
"0","113","6011","2019/10/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 650000","0","10017","2019/10/18 15:59:59","9013","0","0","2500000","601","81017006","81017006"
"0","115","6011","2019/10/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 150000","0","10017","2019/10/18 15:59:59","9013","0","0","3000000","601","81017007","81017007"
"0","118","6011","2019/10/01 16:00:00","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","0","10017","2019/10/18 15:59:59","9015","5","0","1","601","81017008","81017008"
"4","103","6011","2019/11/01 16:00:00","破壞雨神大人的護盾","0","10019","2019/11/18 15:59:59","9014","0","0","200","601","81019001","81019001"
"1","104","6011","2019/11/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 3600000","0","10019","2019/11/18 15:59:59","9013","0","0","900000","601","81019002","81019002"
"1","105","6011","2019/11/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 3000000","0","10019","2019/11/18 15:59:59","9013","0","0","1500000","601","81019003","81019003"
"1","106","6011","2019/11/01 16:00:00","完成特別戰鬥的模式2","0","10019","2019/11/18 15:59:59","9013","0","0","2250000","601","81019004","81019004"
"1","111","6011","2019/11/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1200000","0","10019","2019/11/18 15:59:59","9013","0","0","3300000","601","81019005","81019005"
"1","113","6011","2019/11/01 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 600000","0","10019","2019/11/18 15:59:59","9013","0","0","3900000","601","81019006","81019006"
"1","115","6011","2019/11/01 16:00:00","討伐特別戰鬥的 Boss","0","10019","2019/11/18 15:59:59","9013","0","0","4500000","601","81019007","81019007"
"0","118","6011","2019/11/01 16:00:00","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","0","10019","2019/11/18 15:59:59","9015","5","0","1","601","81019008","81019008"
"1","103","6011","2019/12/02 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2550000","0","10021","2019/12/17 15:59:59","9013","0","0","600000","601","81021001","81021001"
"1","104","6011","2019/12/02 16:00:00","完成特別戰鬥的模式1","0","10021","2019/12/17 15:59:59","9013","0","0","1260000","601","81021002","81021002"
"0","105","6011","2019/12/02 16:00:00","打倒 15 隻奄美魔物的分身","0","10021","2019/12/17 15:59:59","9014","0","0","15","601","81021003","81021003"
"0","106","6011","2019/12/02 16:00:00","完成特別戰鬥的模式2","0","10021","2019/12/17 15:59:59","9014","0","0","30","601","81021004","81021004"
"1","111","6011","2019/12/02 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1450000","0","10021","2019/12/17 15:59:59","9013","0","0","1700000","601","81021005","81021005"
"1","113","6011","2019/12/02 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 850000","0","10021","2019/12/17 15:59:59","9013","0","0","2300000","601","81021006","81021006"
"1","115","6011","2019/12/02 16:00:00","討伐特別戰鬥的 Boss","0","10021","2019/12/17 15:59:59","9013","0","0","3150000","601","81021007","81021007"
"0","118","6011","2019/12/02 16:00:00","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","0","10021","2019/12/17 15:59:59","9015","5","0","1","601","81021008","81021008"
"1","103","6011","2020/01/02 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 3150000","0","10023","2020/01/19 15:59:59","9013","0","0","450000","601","81023001","81023001"
"1","104","6011","2020/01/02 16:00:00","完成特別戰鬥的模式1","0","10023","2020/01/19 15:59:59","9013","0","0","900000","601","81023002","81023002"
"1","105","6011","2020/01/02 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2100000","0","10023","2020/01/19 15:59:59","9013","0","0","1500000","601","81023003","81023003"
"1","106","6011","2020/01/02 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1500000","0","10023","2020/01/19 15:59:59","9013","0","0","2100000","601","81023004","81023004"
"1","111","6011","2020/01/02 16:00:00","完成特別戰鬥的模式2","0","10023","2020/01/19 15:59:59","9013","0","0","2700000","601","81023005","81023005"
"1","113","6011","2020/01/02 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 450000","0","10023","2020/01/19 15:59:59","9013","0","0","3150000","601","81023006","81023006"
"1","115","6011","2020/01/02 16:00:00","討伐特別戰鬥的 Boss","0","10023","2020/01/19 15:59:59","9013","0","0","3600000","601","81023007","81023007"
"0","118","6011","2020/01/02 16:00:00","在5次以內，討伐EXHIBITION或特別戰鬥的BOSS","0","10023","2020/01/19 15:59:59","9015","5","0","1","601","81023008","81023008"
"0","103","6011","2020/02/04 16:00:00","打倒禊和美美和鏡華的闇影","0","10025","2020/02/21 15:59:59","9001","0","0","3","601","81025001","81025001"
"1","104","6011","2020/02/04 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 3150000","0","10025","2020/02/21 15:59:59","9013","0","0","600000","601","81025002","81025002"
"1","105","6011","2020/02/04 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 2550000","0","10025","2020/02/21 15:59:59","9013","0","0","1200000","601","81025003","81025003"
"0","106","6011","2020/02/04 16:00:00","完成特別戰鬥的模式2","0","10025","2020/02/21 15:59:59","9016","2","0","1","601","81025004","81025004"
"1","111","6011","2020/02/04 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 1275000","0","10025","2020/02/21 15:59:59","9013","0","0","2475000","601","81025005","81025005"
"1","113","6011","2020/02/04 16:00:00","將特別戰鬥的 Boss 的 HP 降低至 675000","0","10025","2020/02/21 15:59:59","9013","0","0","3075000","601","81025006","81025006"
"0","115","6011","2020/02/04 16:00:00","討伐特別戰鬥的 Boss","0","10025","2020/02/21 15:59:59","9016","3","0","1","601","81025007","81025007"
