af15fed02c9163235663535bfd1945fe6e17ce89a36bac357919597a989941ab,45e06fc7e76bfbe31a05afd781135f46c27d9c2487fcc255b008bfd97513a8e3,5fc9fb11984792cdfc5ba4750f74b2af42bdd083a5fe7b71098865f0b923abfd,b6f6c5a3e22b0d21d4671886170960f18607714840f6c5f9b85e2601f1b3981c,4836b7ebd813c118e1c38be187af6c24893de00bcc671d97d779fe1bc7f40155,4502ff3490cbe11b075c53275abf9ae858573bb5cd998677ec441ed26e188a36,ae54bf2e7369a7b87f756262c24045fb21ae11a25c5bbb06b18e2798e15b5f78,2285a09869ec4a37588f928e6a2b8211bacbcae11f411a48c425d0f82ec2ba93,4c77e7bcd9b8e5bc745d71806d9a57d5081f62a136d295b1f3c90cc3c51589c7,1a668d3beb4de290e1d32b3d48920f7c100296b374b13cfb14e371329bc3b546,5e248a66c3549aa4d211a6370b4e0984402b9911f0d444b92f8911656a7880de,ca1499d30641f80baef9b559b041971c841ad0b7fb26eb8f793ae450f265c48d,746c9ae3d290325983591f496505904725e4e9f9b49e916f4d5cad85db4b8b91,a644d6c924ccf440111900f1aa351431e644387d1a4ef804db120786682d9670,52dd7459bc55fe4e40a42cff3294202110a991deb19203f43c2c5c4815eb443b
"1001","2","0","1.4","0","0","0","騎士先生\n我們過去幫忙吧～","春咲 日和","1","我是日向♪\n今天也要精神十足的加油喔♪","喔！\n發現那裡有正在傷腦筋的人！","1","1","0"
"1002","2","0","1.4","0","0","0","哎呀，我、\n我在說些什麼呢\n啊哈哈…","草野 優衣","1","跟大家一樣\n我也必須變強一點","希望可以\n守護重要的人…","1","1","0"
"1003","2","0","1.4","0","0","0","都可以藉稍微受到磨練喔。","士條 怜","1","要不要試試看擊劍呢？","你所需要的注意力與感受","1","1","0"
"1004","2","0","1.5","0","0","0","禊我啊，\n想要玩躲貓貓！","穗高 禊","1","那個，哥哥！","今天要玩些什麼呢？","1","1","0"
"1006","2","0","1.4","0","0","0","你要跟我…\n一起去嗎？","風宮 茜里","1","我是風宮 茜里","那個…","1","1","0"
"1007","2","0","1.5","0","0","0","我對於食物的怨念可是很恐怖的ー","出雲 宮子","1","我是出雲 宮子ー","我想吃布丁ー","1","1","0"
"1008","2","0","1.4","0","0","0","沒關係。\n被人看，也是我的命運…","虹村 雪","1","我是虹村雪。","你也是因為我的美貌\n而吸引過來的吧。","1","1","0"
"1009","2","0","1.4","0","0","0","人稱「疾風之冥姬」!!","柊 杏奈","1","哼…你聽到了可不要後悔！","我真正的名字是\n安妮羅潔·馮·修特帕魯！","1","1","0"
"1010","2","0","1.5","0","0","0","真的謝謝你了～♪","姫宮 真步","1","我是真步真步王國的公主，\n真步公主","兔子先生，\n你讓我遇到命運中的王子","1","1","0"
"1011","2","0","1.4","0","0","0","被我遇到了\n算你命大～！","衣之咲 璃乃","1","我是衣之咲璃乃！","為了找尋我那離別的哥哥，\n經歷了許多世界！","1","1","0"
"1012","2","0","1.4","0","0","0","…拜託！\n不要跟任何人說啊～！","柏崎 初音","1","我是初音，\n我還蠻強的喔。\nYeah☆","什、什麼超能力…\n那是什麼東西呢～？","1","1","0"
"1016","2","0","1.4","0","0","0","秀才真的是\nGF（Ｇood feeling）～♪","美波 鈴奈","1","你好！\n我是美波鈴奈呦～♪","勉強算是女子高中生模特兒的時尚教主！","1","1","0"
"1017","2","0","1.4","0","0","0","可是，沖繩也是個好地方喔ー","喜屋武 香織","1","你好啊。\n我是喜屋武香織ー。","東京就像個遊樂園的地方啊ー","1","1","0"
"1018","2","0","1.4","0","0","0","所以就叫我伊緒吧。","支倉 伊緒","1","我是支倉伊緒。","還是不太習慣\n被稱作為老師","1","1","0"
"1020","2","0","1.5","0","0","0","不要放美美一個人啊～","茜 美美","1","什麼…？\n美美，\n不懂太複雜的事情…","啊！哥哥～\n等一下啊～","1","1","0"
"1021","2","0","1.5","0","0","0","哇啊啊啊啊啊……","栗林 胡桃","1","啊…那個…我是…\n栗…林… 胡桃…","那個……\n咦……","1","1","0"
"1022","2","0","1.4","0","0","0","總之先謝謝你！","風宮 依里","1","我是風宮依里。\n啊啊啊啊啊！","為了我，\n浪費那麼寶貴的時間，","1","1","0"
"1023","2","0","1.5","0","0","0","我想要去這裡ー\n快一點、快一點ー","北條 綾音","1","我是綾音！\n我跟噗吉一起跟著你吧！","哥哥要去哪裡呢？\n什麼？","1","1","0"
"1025","2","0","1.4","0","0","0","不對，好像怪怪的…\n啊啊啊，對不起！","天野 鈴莓","1","哇…哇…，\n我叫做天野鈴莓！","雖然我還不夠成熟，\n接下來還請您多多…，","1","1","0"
"1027","2","0","1.4","0","0","0","我絕對不會………\n鬆開手的…!!","倉石 惠理子","1","……呵呵…我是\n…倉石惠理子……","你是我…命中注定的……\n另一半……","1","1","0"
"1028","2","0","1.4","0","0","0","…你不覺得嗎？？","佐佐木 咲戀","1","我是佐佐木咲戀。\n你不覺得在這個世界上，\n無謂的事情太多了嗎？","如果能節省那些事情的話，\n應該可以過得更悠閒一點！","1","1","0"
"1029","2","0","1.4","0","0","0","哈哈哈，\n看來我還得努力呢～","櫻井 望","1","我是櫻井望！\n請多指教","那個…\n你不認識我嗎?!","1","1","0"
"1030","2","0","1.4","0","0","0","將軍，\n跟著我一起統一天下吧！","妮諾‧珠貝爾","1","鏘鏘！","初次見面，\n我叫做妮諾‧珠貝爾！","1","1","0"
"1031","2","0","1.4","0","0","0","真是奇怪呢……","上喜 忍","1","我是上喜忍。\n手上拿的骷髏，是我的父親。","然後在我隔壁的，是……\n什麼，看不到嗎？","1","1","0"
"1033","2","0","1.5","0","0","0","沒錯，\n那就是會吐槽我的對象…！","野戶 真陽","1","我的目標\n是成為有名的搞笑藝人！","但是\n目前還缺少了點東西…","1","1","0"
"1034","2","0","1.4","0","0","0","所以，\n先來去喝一杯了…！","綾瀬 優花梨","1","那個…我是…綾瀬優花…\n那個…不好意思！","因為有一點緊張…","1","1","0"
"1036","2","0","1.5","0","0","0","所以沒有辦法…\n在跟你說話了！","冰川 鏡華","1","我…冰川 鏡華。","因為不可以跟陌生人說話","1","1","0"
"1038","2","0","1.4","0","0","0","因為我身體太虛弱了，\n所以每三十分鐘，\n就得要休息一次。","柏崎 栞","1","我是柏崎…栞。","……啊，鬧鐘響了。","1","1","0"
"1040","2","0","1.4","0","0","0","只有花朵，\n是我唯一的說話對象。","雙葉 碧","1","我、我是雙葉碧。","我，從來都沒有交過朋友……","1","1","0"
"1042","2","0","1.4","0","0","0","我衷心這麼期望著。","三角 千歌","1","我是三角千歌。","我一直都希望，\n能夠以我的歌聲帶給大家幸福…","1","1","0"
"1043","2","0","1.4","0","0","0","抱、抱歉，剛才懷疑了你…","安藝 真琴","1","我是安藝真琴。","什麼？\n你是那傢伙的同伴嗎？","1","1","0"
"1044","2","0","1.4","0","0","0","居服在妾身偉大的力量之下吧\n哈哈哈！","伊莉亞‧奧恩斯坦","1","我就是夜晚的統治者！","所有具有生命的東西啊！","1","1","0"
"1045","2","0","1.4","0","0","0","找、找空花有什麼事情嗎!?","遠見 空花","1","然後騎士就對妖精粗魯的……","呵呵呵呵呵……啊！","1","1","0"
"1046","2","0","1.4","0","0","0","嗯～…\n貓咪真的是太棒了～♪","宮坂 珠希","1","我是宮坂珠希喵♪\n當貓很好呦喵？","可以自由自在的睡覺玩樂♪\n吃飯打架…","1","1","0"
"1048","2","0","1.4","0","0","0","…雖然想這麼講，\n不過打工的時間到了！\n下次再說吧！","大神 美冬","1","我是大神美冬！","那麼趕快來去冒…","1","1","0"
"1049","2","0","1.4","0","0","0","全～部的事情，\n都繳給姐姐吧！","星野 靜流","1","我是星野靜流！","無論是冒險、戰鬥、\n打掃還是洗衣服","1","1","0"
"1050","2","0","1.5","0","0","0","就是在學校裡面，\n大家會捧為偶像的存在呦♪","玉泉 美咲","1","我是玉泉美咲。","正如你所見的，\n是個性感的美少女","1","1","0"
