9c99050fb3311ac035cf41179c77373f5171767a218d13b8a9ea5b28fce2b9c6,95590f3ae6392c1f14e99135f12bf36d023742e5484928d6281b8e3da5cb4c19,ad3d240d0552e005c11cf1bb8cada30ba919cd127161ffb5666be59db70566a5,e32742f57701fe6a745c5f09a4ca13c21c85a25e20676180f91f591e9621c40a,7a33ec824261e8a6eed6aafa8cec854433526a423fe301f478aadb4084e1cd72,66fe00a68704e31f727df8395763323599417249483d17d70450f4f5124432d1,a422a14cc3c6d612f26970647012e7fe3263d86b6d667a1e3afdc84c8ba30a2f,8420948a65e796297f3e768d051ef6096a3a838cf7b0476eb0514131ea3cf532,3f13f832944ddca1222a975646e66b43d6bccd392b9d0a99595b41a52f9c32c3,04d1d730bfc4d72ad3f7eaa3d870846af8b039f67bf65596ac878088560c5e1e,810dbe4d3fc743c3a21e7dca70b27351b9214b599847b68b8ecf4b14731a1287,324109b42eda8f68ccdb25aa682a58f59b1590f1af5cf3278501629b88eed780,4f9d866e69c4326dbe6f65216a1408b00dd0a306a46ae58fe51624f325778ff0,e668f19a899a3338d8bf990af79b1c74698f459da980190c8378fe505f95de15,ecd8b9baf5aad2b409336ad5647b04eed215d0650fdc1ad9baeb9b96f5b889ef,2f0a0df4cd83ae7661f9e1d2861df493a698a2fb9fb668c0fc8c8d9b26841f5b,1b5841a0453b3f576aef043d9285ea1a6ecd87f6588229fa0da35a0a432a5122,2a192a4dce4ea7e0c7d99bf980e2104598e230a50b8cacd527907fbb0ecda333,34baa6f3bb575f245414d8768a2ae106adc0102f040fb2355efe06338da3bc04,1da649a7110b11f6f2cc06f19fd5878b472448d273c1c149a3e95829b78cf763,de72052f60a73a6ed40e161ca037ad0631be66222858a5e79833d857f0c5a312,ff7d522df4db9b47b4e040f00a7247937c64445260c47a091090f5a207d4b658,b2690d4ac4e847ee82c6d64492e2543d82c76ce5a0a5351e7681ee88abc2f2e1,199dffe0d52b0f7c7e60eae0964049c34c0394853dc578d451bfa9c11186a6c2,ee36a9a679762c47fef75036ee8ca6fced701d2921dd1e892a710659d0e8c8c9,9752c8c63237a1408780047146c3b285acdf2909c8aa049feb1375fcf8a8dc95,f9fd76ebc86afbfccdc49f3f663b5f1236671d3f93bc1c692fbcc10d01ef5ec3,13753175cca2ecfdb19da736b808c54c3129a81cd080aa8c03439c619bccb6a3,85dd23c9cfb689035f74dcc1f19cf7a554d07ec13d7950cb6bef0a173818638a,b23ed9932a6c6b6d8b505fa8247b2c2923c28061d8accf4374928f981cc247fc,6a6bcfdfa4c0223cbf560249afff8edd5acbec187efcf35bf8ac2d4b0486a570,fbe061480cf695cfc8dbb43a94e3a11545451dfac9e37bf0732165a80f1a1657,fc9abe4ac79069bc658a3f388ff54977c8fbb43a3a5697a6fe59e000dd481031,f080c6df1f2764ffa6b39fc1eb37029a77510ddc6b9f4bd2cb2ed4289a872210,f3fe4342dab2d2f4fba505585b2c52acdcfb56f23df4f606ce5728c2e1817b9f,c98f03ad7bb7c3f2e4741791f88c355696a84ce660fc7a273eb205e1047ba924,ae5852cb6addd50af2f003d8e84d2bfe420f035441c2172a3753d3a57ef17698,2b5d6bf7a3def46b53532ed920ffe337a818fe897a78a5b9480e7cf2395164ac,4fc8b216e8ede21870a5b558163e0b922126c233871499f2dcc813375884ff5f,dc921b420f3386e5abe9f676764ee7e02d55f42995fb34cc609462aa65f7a2b2,d66029f4ab9f5e47816390df762cc70596ed37485fd2d336f9eee43fc92380f5,1e687c9b8d7235da8db2b5db9e28d98f37e42971c976bc142349a352495efe8c,718feb177490f194fce8325845f7d5bb6898c25675e2ca667dcfbf858d1aed5b,d8bf0d38820e96d0d78b32ae6f5d9b3c24878632335a4ac1ae7ead0986af3fbf
"0","0","0","100","100","0","0","803100201","50","0","50","0","50","100","0","1","0","0","0","50","0","黑之王賈巴沃克","1","0","50","0","50","10","316800","50","100","100","50","0","300000008","0","0","50","0","6500000","100","50","0","0"
"0","0","0","100","1000","0","0","803100202","100","0","100","0","100","100","0","1","0","0","0","400","0","部位A","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","400","0","600000","100","50","100","0"
"0","0","0","100","1000","0","0","803100203","100","0","100","0","100","100","0","1","0","0","0","200","0","部位B","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","200","0","400000","100","50","100","0"
"0","0","0","100","1000","0","0","803100204","100","0","100","0","100","100","0","1","0","0","0","100","0","部位C","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","100","0","200000","100","50","100","0"
"0","0","0","200","5000","0","0","803100205","300","0","300","0","300","200","0","1","0","0","0","200","0","黑之王賈巴沃克","1","0","300","0","300","30","316800","300","5000","300","300","0","300000008","0","0","200","0","13000000","200","50","0","0"
"0","0","0","100","1000","0","0","803100206","100","0","100","0","100","100","0","1","0","0","0","800","0","部位A","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","800","0","1200000","100","50","100","0"
"0","0","0","100","1000","0","0","803100207","100","0","100","0","100","100","0","1","0","0","0","400","0","部位B","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","400","0","800000","100","50","100","0"
"0","0","0","100","1000","0","0","803100208","100","0","100","0","100","100","0","1","0","0","0","200","0","部位C","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","200","0","400000","100","50","100","0"
"0","0","0","300","15000","0","0","803100209","500","0","500","0","500","300","0","1","0","0","0","300","0","黑之王賈巴沃克","1","0","500","0","500","50","316800","500","15000","500","500","0","300000008","0","0","300","0","20000000","300","50","50","0"
"0","0","0","100","1000","0","0","803100210","100","0","100","0","100","100","0","1","0","0","0","1600","0","部位A","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","900","0","2400000","100","50","100","0"
"0","0","0","100","1000","0","0","803100211","100","0","100","0","100","100","0","1","0","0","0","800","0","部位B","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","600","0","1600000","100","50","100","0"
"0","0","0","100","1000","0","0","803100212","100","0","100","0","100","100","0","1","0","0","0","400","0","部位C","1","0","100","0","100","50","316800","100","1000","100","100","0","300000008","0","0","300","0","800000","100","50","100","0"
"0","0","0","50","100","0","0","803100213","50","0","50","0","50","0","0","1","0","0","0","50","0","失控的純潔之弓","1","0","50","0","50","10","316900","50","100","140","50","0","300000008","0","0","50","0","8000000","50","50","50","0"
"0","0","0","300","1500","0","0","803100214","300","0","300","0","300","0","0","1","0","0","0","200","0","失控的純潔之弓","1","0","300","0","300","30","316900","300","1500","340","300","0","300000008","0","0","200","0","16000000","300","50","300","0"
"0","0","0","500","3000","0","0","803100215","500","0","500","0","500","25","0","1","0","0","0","300","0","失控的純潔之弓","1","0","500","0","500","50","316900","500","3000","540","500","0","300000008","0","0","250","0","24000000","500","50","500","0"
"0","0","0","50","500","0","0","803100216","50","0","50","0","50","0","0","1","0","0","0","0","0","幻影男爵","1","0","50","0","50","10","317000","50","500","120","50","0","300000008","0","0","0","0","6500000","50","50","50","0"
"0","0","0","300","5000","0","0","803100217","300","0","300","0","300","0","0","1","0","0","0","100","0","幻影男爵","1","0","300","0","300","30","317000","300","5000","320","300","0","300000008","0","0","100","0","13000000","300","50","300","0"
"0","0","0","500","10000","0","0","803100218","500","0","500","0","500","50","0","1","0","0","0","400","0","幻影男爵","1","0","500","0","500","50","317000","500","10000","520","500","0","300000008","0","0","300","0","20000000","500","50","500","0"
