785cd83989d36c71ff127dfaa43b5454b1fc0cd80c1f8faba0ad76911465d3d7,0e621d8ca6123e7c23223afd0b3f06c3b3ac8cd7c5cd7e4107cf96a924420fc4,1da3ed0da0725ee54a99f2ace182141e687f50e93bf86dee97a9be4e0be4deb3,449fca601ab0376a607b1b5bdf370a99c1726e517397f2ca3813f63b0901769b,6c3b0313a30e8394614b1d440c92a3151fbd911e37bfa7aca951d5013ebfa832,7015b695b9d1b7b756ca7b120e6c27b80c1ef16b8f238ec390992b13f294e39b,23b33cdcb62b4f407ca0dcc5597a0e1d82117c4ef3af0e4038c2fb9a490bae6a,df24cf291b60fdac9e8b86483dffcdf3f8aa624e8887f458f71a7c2d719cdc16,16f6f94d2ec4d59cc4807da3fc5d44eb2c12c29f7676088997db926377d2c32d,094435e182e420ba4bccdaed68890bb80d85d1669a24b8e635ab753ea472566f,34e2484dc5433b9203d065c8aa49db59e1f1a2fb2699cbf4ead73e1e4632ec01,3a1bbe6b0c0130103341eda61a1df7f077d1746a3bda4ac96e0fffeef72255c0,b5564587772750805cfaad0a60992052923accc5edb7faa83f2cc5d7d4d75ffd,93d5dd2d147dcf817572478619e0beee6ce7865af09cd07b365d865da868f5ac,d0862030797000c5648228b99f66a509193f769a3873136492112ebe159b988f,126fc1d815d99b4a833925660195cfb808656ae560152099107f363e5c05aff2,490553ea07ef8fe4269aaba13043c2b6f03f3918ec9808bf2796f32a5350b7e9,a36f3557ace1265accf0398cceb20284ee576f8b949b76d0287a8e3c95cb86da,8295ad51a4ffacc970ccde8cd2d6af9037e381d084ce4d20c96043a6175a6130,5245cb6b2fd5f4e3602e56d9b322f353c857260c8061c822397df4c9d3820ee5
"6","把你變成布丁喲","「宮子」的口頭禪，同時也是其必殺技名稱的詞語。","6","25104","6","6","這個的名稱是什麼？","1001","1","把你變成布丁喲","1","6","1001","21938","1","19969","35722","24067","變成布丁喲"
"6","","每半年舉行一次的障礙物賽跑。來猜猜四名跑者中哪一名角色會跑第一吧！","6","24503","6","6","這個的名稱是什麼？","1008","1","蘭德索爾盃","1","6","0","30403","1","29246","34349","32034","蘭德索爾盃"
"6","","「怜（★6）」的必殺技。","6","25802","6","6","這個的名稱是什麼？","1010","1","斬擊暴風雨","1","6","0","38632","1","39080","26028","26292","斬擊暴風雨"
"6","歡樂軟綿綿突擊","「莉瑪（★6）」的必殺技。","6","27138","6","6","這個的名稱是什麼？","1011","1","歡樂軟綿綿突擊","1","6","0","32191","1","32191","27489","36575","歡樂軟綿綿"
"6","喵咪喵咪幻影大暴走","「珠希（★6）」的必殺技。","6","24433","6","6","這個的名稱是什麼？","1012","1","喵咪喵咪幻影大暴走","2","6","0","36208","1","26292","24187","22823","幻影大暴走"
"6","","「七七香（★6）」的必殺技。","6","19971","6","6","這個的名稱是什麼？","1013","1","七七香‧∞‧閃亮","2","6","0","20142","1","38275","19971","39321","七七香閃亮"
"6","認知與發展性的哲學","「優妮」的必殺技。","6","30693","6","6","這個的名稱是什麼？","1014","1","認知與發展性的哲學","2","6","0","24615","1","23637","35469","30332","認知發展性"
"3","心型Love颶風","「伊緒（★6）」的必殺技。","6","76","2","3","這個的名稱是什麼？","1015","1","心型Love颶風","2","3","0","101","1","118","24515","111","心Love"
"6","","「美美（★6）」的必殺技。","6","23376","6","6","這個的名稱是什麼？","1016","1","兔子先生旋風","2","6","0","26059","1","29983","20820","20808","兔子先生旋"
"6","忍法‧烈火之紅蓮旋風","「妮諾（★6）」的必殺技。","6","28779","6","6","這個的名稱是什麼？","1017","1","忍法‧烈火之紅蓮旋風","2","6","0","34030","1","32005","28872","20043","烈火之紅蓮"
"6","不死鳥之終結","「咲戀（★6）」的必殺技。","6","27515","6","6","這個的名稱是什麼？","1018","1","不死鳥之終結","1","6","0","32080","1","32066","19981","40165","不死鳥終結"
"6","伊麗莎白聯合攻擊","「真陽（★6）」的必殺技。","6","40599","6","6","這個的名稱是什麼？","1019","1","伊麗莎白聯合攻擊","2","6","0","21512","1","32879","20234","33678","伊麗莎聯合"
"6","宇宙藍色行星","「鏡華（★6）」的必殺技。","6","23449","6","6","這個的名稱是什麼？","1020","1","宇宙藍色行星","2","6","0","26143","1","34892","23431","34253","宇宙藍行星"
"6","噗吉旋風全壘打","「綾音（★6）」的必殺技。","6","21513","6","6","這個的名稱是什麼？","1021","1","噗吉旋風全壘打","2","6","0","25171","1","22744","22103","20840","噗吉全壘打"
"6","","「矛依未」的必殺技。","6","27155","6","6","這個的名稱是什麼？","1022","1","天樓霸斷劍","1","6","0","21133","1","26039","22825","38712","天樓霸斷劍"
"6","切嚕切嚕☆大滅絕","「琪愛兒」的必殺技。","6","20999","6","6","這個的名稱是什麼？","1023","1","切嚕切嚕☆大滅絕","1","6","0","32085","1","28357","22165","22823","嚕切大滅絕"
"6","安全撤離路線","登山時，改變預定行程後用以下山的路徑。","6","25764","6","6","這個的名稱是什麼？","1067","1","安全撤離路線","2","6","0","32218","2","36335","20840","38626","全撤離路線"
"6","有金屬爪的鞋子","請解釋「冰爪鞋套」","6","23660","6","6","這是什麼？","1068","1","有金屬爪的鞋子","3","6","0","23376","2","38795","37329","29226","金屬爪鞋子"
"1","3000M以上的山","山岳分級，請解釋「高山」","1","48","1","2","這是什麼？","1070","1","3000M以上的山","2","1","0","77","2","48","51","48","3000M"
"6","進行中長距離的走路鍛鍊","請解釋「遠足」","6","38263","6","6","這是什麼？","1071","1","進行中長距離的走路鍛鍊","2","6","0","30340","2","38626","20013","36317","中長距離的"
"6","","划水是運用□□□□□的合理動作來產生推進速度的技能，是游泳的重點技術環節","6","33218","6","6","這是什麼？","1075","1","手臂在水中","3","6","0","20013","2","27700","25163","22312","手臂在水中"
"6","","冰壺是一種冬季運動，因其高戰略性，也被稱為□□□□□","6","19978","6","6","這個的名稱是什麼？","1076","1","冰上西洋棋","1","6","0","26827","2","27915","20912","35199","冰上西洋棋"
"6","110米跨欄⇒鐵餅⇒撐桿跳⇒標槍⇒1500米跑步","男子十項全能第二天比賽順序為","6","26751","6","6","這個的名稱是什麼？","1077","1","110米跨欄⇒鐵餅⇒撐桿跳⇒標槍⇒1500米跑步","1","6","0","27085","2","27161","25744","36339","撐桿跳標槍"
"6","投技、固技、當身技","柔道分為三種技巧","6","25216","6","6","這個的名稱是什麼？","1078","1","投技、固技、當身技","1","6","0","25216","2","36523","22266","30070","固技當身技"
"6","","棒球的打擊手將球擊出後，採□□□□□，從本壘起跑。","6","26178","6","6","這個的名稱是什麼？","1079","1","逆時針方向","1","6","0","21521","2","26041","36870","37341","逆時針方向"
"6","","在標準的足球比賽中，兩隊各派十一名球員參賽，裡面包括□□球員與一名□□□。","6","21517","6","6","這個的名稱是什麼？","1080","1","十名守門員","1","6","0","21729","2","38272","21313","23432","十名守門員"
"6","","籃球犯規之一。某一方球員，用語言或動作挑逗對手、包括恐嚇、威脅對手會稱為：","6","34899","6","6","這個的名稱是什麼？","1081","1","技術性犯規","2","6","0","35215","2","29359","25216","24615","技術性犯規"
"6","發球、接發球、舉球、扣球、攔網、防守","排球的六種技術","6","30332","6","6","這個的名稱是什麼？","1082","1","發球、接發球、舉球、扣球、攔網、防守","1","6","0","32178","2","25876","25509","29699","接發球攔網"
"6","","在運動會的開幕典禮上，會有選手代表出來宣讀承諾","6","21205","6","6","這個的名稱是什麼？","1083","1","運動員宣誓","1","6","0","35475","2","23459","36939","21729","運動員宣誓"
"6","","在陸上競技或游泳中，於起跑時以上身低伏的姿勢出發。","6","36382","6","6","這個的名稱是什麼？","1085","1","蹲踞式起跑","1","6","0","36305","2","36215","36466","24335","蹲踞式起跑"
"6","","體操有分團體與個人資格賽，計分方式為6 – 5 – 4 的是屬於哪一種","6","39636","6","6","這個的名稱是什麼？","1086","1","團體資格賽","3","6","0","36093","2","26684","22296","36039","團體資格賽"
"6","","游泳時腳不胡亂擺動，而是雙腳同時用力踢水。近似於某種動物的游泳方式。另一種說法為海豚踢","6","35930","6","6","這個的名稱是什麼？","1095","1","海豚式打腿","2","6","0","33151","2","25171","28023","24335","海豚式打腿"
"6","日和燃燒衝擊","「日和（★6）」的必殺技。","6","29123","6","6","這個的名稱是什麼？","1096","1","日和燃燒衝擊","3","6","1096","25802","1","34909","21644","29138","和燃燒衝擊"
"6","初音☆消失球","小遊戲「 美里的全壘打訓練場」中投手「初音」所使用的消失的魔球。","6","38899","6","6","這個的名稱是什麼？","1099","1","初音☆消失球","2","6","1099","29699","1","22833","21021","28040","初音消失球"
"6","","小遊戲「 美里的全壘打訓練場」中投手「嘉夜」所使用的燃燒的魔球。","6","40845","6","6","這個的名稱是什麼？","1100","1","昇龍終結球","2","6","1102","29699","1","32080","26119","32066","昇龍終結球"
"6","","小遊戲「 美里的全壘打訓練場」中「鈴奈」受社員們愛戴的□□□超級□□。","6","20154","6","6","這個的名稱是什麼？","1101","1","超人氣名模","1","6","0","27169","1","21517","36229","27683","超人氣名模"
"6","","小遊戲「 大激戰！龍人們的接龍競賽」是在哪一個島舉行？","6","29246","6","6","這個的名稱是什麼？","1102","1","艾爾皮斯島","2","6","0","23798","1","26031","33406","30382","艾爾皮斯島"
"6","","同時比拚精神與肉體強度的競技。交互進行西洋棋與某種運動。","6","27915","6","6","這個的名稱是什麼？","1104","1","西洋棋拳擊","3","6","0","25802","2","25331","35199","26827","西洋棋拳擊"
"1","","網球一局比賽只有一名球員發球，稱為該球員的「□□□」，率先贏得至少 4 分並多出對手至少 □□ 的運動員贏得一局。","6","29699","6","6","這個的名稱是什麼？","1105","1","發球局2分","2","6","0","20998","2","50","30332","23616","發球局2分"
"6","","在美式足球的護目鏡裡，為了保護眼睛而裝在頭盔面罩上的一種材料。","6","33184","6","6","這個的名稱是什麼？","1106","1","塑膠製薄板","3","6","0","26495","2","34180","22609","35069","塑膠製薄板"
"6","","美式足球的另一種名稱。","6","24335","6","6","這個的名稱是什麼？","1107","1","美式橄欖球","1","6","0","29699","2","27414","32654","27204","美式橄欖球"
"1","","籃球比賽中，每隊要在□□秒內進攻，投籃成功的話一般是□分，如果是在三分線以外投籃的話，就會得到□分，而在罰球情況下成功的會有□分。","1","52","1","1","這個的名稱是什麼？","1115","1","24231","2","1","0","49","2","51","50","50","24231"
"6","地圖指南針","野外定向是利用□□與□□□，於限時內找出預設的控制點。","6","22294","6","6","這個的名稱是什麼？","1116","1","地圖指南針","3","6","0","37341","2","21335","22320","25351","地圖指南針"
"6","","現在飛鏢比賽最常見的規則，也是飛鏢世錦賽的規則","1","48","1","6","這個的名稱是什麼？","1117","1","501規則","3","1","0","21063","2","35215","53","49","501規則"
"2","","高爾夫的得分名稱，比標準桿多一桿。(請用英文回答)","2","79","2","2","這個的名稱是什麼？","1120","1","BOGEY","2","2","0","89","2","69","66","71","BOGEY"
"6","提前結束比賽","意指棒球比賽因遭遇惡劣天候或比分差距過大等情況時，於中途提前結束。","6","32080","6","6","這個的名稱是什麼？","1121","1","提前結束比賽","2","6","0","36093","2","27604","21069","26463","前結束比賽"
