e80cba867ca0856315b0f7845929a955ab0de0f9a86839126fa150a0e78c80e8,c6cfe72bf271bc26663e9740f2b5f8fd11f18454f717c3e418c32799c2a0575f,bb8d26bfe921b14d77650c082b601d453c1bd59fd4b2607ceb6e2384ef0678be,0568d3d102fb487ce5e1df8e0721749af3f6b455adf37e7c4de65ce589dbd983,de748c30cecb484d3e4b0b594f1b759045a664fea9a8e456d474f3313e72b094,70147e908db1f0ee675c81c3e3ba01307f138aa6b735983def7c0141dcbdc68b,2030be5f28272d35dc748fe58f984b7461dde7869aa15fe11b0d5e2a25c99d5b,04c317a6f2d4a8ec73cae17db400a729ea882262f95dcff877671a63f3f19ef7,689b8eabd5bb6317526cecd5ae344e0f6baa3b6166e27f9bc858a342180d2bf5,9fa561089d15935c855c401e48e466396ee4145c1bbdeec98bfefcfb7fe58dd0,fd9d55e3296a6510c27aa085e98e53cc3477ac2bc1b49e719feb7055d196cf1d,a13b954ba70e58332df60b4cc36abd0cadf2203e5954e40586480bad05562f1d,981e7142bbbc00356aa089f1791a688cbb5c182b348223f16c61ca455a0aefb3,e53d55a42d76e717bc37549417ef448a8a9d75a7118ee295363ff4bfc3970c94,1c29221d8b277854d74c7eea0f2966d4135dac012cddf498c1dc923fef9dc52f,69858d59e609fcf70df73235a401d4ea875d6314a78a14bdcf8b6ee53770b614,0e9b6492d433e29c1e4bd1c9fb68ee79803d882912759d0114eabf8cc421fd13,32ca8c8fe8e684343926cd11e26fbec6208058b230b191fdc52b67631eecc9f8,3217ca2ddcc6b7d6b097f3afcd1e282e200c0995c38560fc3b53dafcf1ff4a05,a1abf04784b07851a71ea84016c04dd6f4656de492cbd3c039b39cf9942a066a,c15edee76b7e70f369da67b6e5057d167fe31c9ee3d98a1b62fd291c0d992dbd,84b74104c2bbb37292c3d7464a07964c93d443da587b3679f8a3432abb0176b4,46a06ddee5fbd123ea147f0178c1b9dd58564fa1d291e013e89457cfff131917,9f96bd2e106763913b4612ec6ea629aa8352616c2e97cb12c202076744e18c17,dc5e05f93bf9d654a265f8e6655e79af826cce98654a617ba05b9c9fd99ce653,041cda94d580ea81e6fd1ca4a2dd0b056bff505c8333bcc21937e9d80b202dca
"70001","0.8","0.8","25021","-379","0","100198","188","0.8","bgm_MC131","-190","0","-1","0","0.8","0","0","99010","100198","377","0","0.8","0","bgm_MC131","92407010","0"
"70001","0.8","0.8","25021","-379","0","100198","188","0.8","bgm_MC131","-190","0","-1","0","0.8","0","0","99010","100198","377","0","0.8","0","bgm_MC131","92407020","0"
"70001","0.8","0.8","25021","-379","0","100198","188","0.8","bgm_MC131","-190","0","-1","0","0.8","0","0","99010","100198","377","0","0.8","0","bgm_MC131","92407030","0"
"70001","0.8","0.8","25021","-379","0","101822","188","0.8","bgm_MC132","-190","0","-1","0","0.8","0","0","99010","101822","377","0","0.8","0","bgm_MC132","92408010","0"
"70001","0.8","0.8","25021","-379","0","101822","188","0.8","bgm_MC132","-190","0","-1","0","0.8","0","0","99010","101822","377","0","0.8","0","bgm_MC132","92408020","0"
"70001","0.8","0.8","25021","-379","0","101822","188","0.8","bgm_MC132","-190","0","-1","0","0.8","0","0","99010","101822","377","0","0.8","0","bgm_MC132","92408030","0"
"70003","0.8","0.8","25021","-379","0","101191","188","0.8","bgm_MC135","-190","0","-1","0","0.8","0","0","99010","101191","377","0","0.8","0","bgm_MC135","92409010","0"
"70003","0.8","0.8","25021","-379","0","101191","188","0.8","bgm_MC135","-190","0","-1","0","0.8","0","0","99010","101191","377","0","0.8","0","bgm_MC135","92409020","0"
"70003","0.8","0.8","25021","-379","0","101191","188","0.8","bgm_MC135","-190","0","-1","0","0.8","0","0","99010","101191","377","0","0.8","0","bgm_MC135","92409030","0"
"70004","0.8","0.8","25021","-379","0","103013","188","0.8","bgm_MC134","-190","0","-1","0","0.8","0","0","99010","103013","377","0","0.8","0","bgm_MC134","92410010","0"
"70004","0.8","0.8","25021","-379","0","103013","188","0.8","bgm_MC134","-190","0","-1","0","0.8","0","0","99010","103013","377","0","0.8","0","bgm_MC134","92410020","0"
"70004","0.8","0.8","25021","-379","0","103013","188","0.8","bgm_MC134","-190","0","-1","0","0.8","0","0","99010","103013","377","0","0.8","0","bgm_MC134","92410030","0"
