4084b540f6beb22646322c650018dc292e2221ee37c34e9caba75515b205f64a,7990e024ddeb68bcd31f292a39468c35fa43bd1dd782f1ce983621eb9d29c7e5,a70e21b82f90fd88c1a6ae645c822a867a14b7378a4a8f0e34183dc3c13520a8,0e98913e0b2360752b10c51378fed63458ed004288e2e162a4f43b93101c5d45,8c6777eb8ebda491c80b654451002148d442fb0d708c517decb972782f5022ab,38881d33c769c5f1ff46012cab9a0b95a51f92acbce0c78c0d1273e3d4e8cba2,81c24e3b6dae389066ec812ae2488563545c2c8a7aed5be4d3178a18f197762f,149ce210e8e49aeda07add5e0e4ae2faa27f05b0df6b5c44248bc64eec1ec12a,5ee4fb4c88d199dbbce43b3d528b99ead6738360e834fdcbf8a3855d1a15daaf,2a53d7cf58d4412593b18bb13c0138f0989d4c7ba0e1ade8759419a02518f2b1,49350207c9f837f31a360f20ac3575439611d222b7b306966aef259b868deb49,021a93690b961a269ccd8b952abc822311a1d504a386669f1cc1b0a0e48711e8,f6c56b114d24e24008692a5221afa25f74d980e792ef6e36f429adbd1d057c7f,9fa49b19398b942e1fded39109cb66c9d881b6b7f1fb4e09b3e6ff12f7b6716d,4e9ccbbf67eb624daff6a2fcaaaeb63ebc69d96ede581a213fce21d48f9e1f84,d159c6c4c9a542a6ff2bb4e9d19dc46b688f8e67c45aceba2559d77060ded98e
"2","78100101","40","0","2","91002","25202","0","8","40","50","0","0","0","0","25201"
"2","78100102","25","0","2","91002","25204","0","8","40","50","0","0","0","0","25203"
"2","78100103","5","0","2","91002","25206","0","8","40","50","0","0","0","0","25205"
"2","78100104","40","40","2","91002","25203","0","8","40","50","0","0","2","25202","25201"
"2","78100105","25","5","2","91002","25204","0","8","40","50","0","0","2","25206","25205"
"2","78100111","3","0","2","25201","25202","0","2","2","2","0","0","0","0","25203"
"2","78100112","2","0","2","25203","25204","0","2","2","2","0","0","0","0","25205"
"2","78100113","1","0","2","25203","25206","0","2","2","2","0","0","0","0","25205"
"2","78100114","3","2","2","25201","25202","0","2","2","2","0","0","2","25204","25205"
"2","78100115","0","0","0","25201","0","0","2","1","2","0","0","0","0","25206"
"2","78100121","4","0","2","25201","25202","0","2","4","4","0","0","0","0","25203"
"2","78100122","3","0","2","25203","25204","0","2","4","4","0","0","0","0","25205"
"2","78100123","1","0","2","25203","25206","0","2","4","4","0","0","0","0","25205"
"2","78100124","4","3","2","25201","25202","0","2","4","4","0","0","2","25204","25205"
"2","78100125","0","0","0","25201","0","0","2","1","4","0","0","0","0","25206"
"2","78100131","6","0","2","25201","25202","0","2","6","6","0","0","0","0","25203"
"2","78100132","3","0","2","25203","25204","0","2","6","6","0","0","0","0","25205"
"2","78100133","1","0","2","25203","25206","0","2","6","6","0","0","0","0","25205"
"2","78100134","6","3","2","25201","25202","0","2","6","6","0","0","2","25204","25205"
"2","78100135","0","0","0","25201","0","0","2","1","6","0","0","0","0","25206"
"2","78100201","40","0","2","91002","25202","0","8","40","50","0","0","0","0","25201"
"2","78100202","25","0","2","91002","25204","0","8","40","50","0","0","0","0","25203"
"2","78100203","5","0","2","91002","25206","0","8","40","50","0","0","0","0","25205"
"2","78100204","40","40","2","91002","25203","0","8","40","50","0","0","2","25202","25201"
"2","78100205","25","5","2","91002","25204","0","8","40","50","0","0","2","25206","25205"
"2","78100211","3","0","2","25201","25202","0","2","2","2","0","0","0","0","25203"
"2","78100212","2","0","2","25203","25204","0","2","2","2","0","0","0","0","25205"
"2","78100213","1","0","2","25203","25206","0","2","2","2","0","0","0","0","25205"
"2","78100214","3","2","2","25201","25202","0","2","2","2","0","0","2","25204","25205"
"2","78100215","0","0","0","25201","0","0","2","1","2","0","0","0","0","25206"
"2","78100221","4","0","2","25201","25202","0","2","4","4","0","0","0","0","25203"
"2","78100222","3","0","2","25203","25204","0","2","4","4","0","0","0","0","25205"
"2","78100223","1","0","2","25203","25206","0","2","4","4","0","0","0","0","25205"
"2","78100224","4","3","2","25201","25202","0","2","4","4","0","0","2","25204","25205"
"2","78100225","0","0","0","25201","0","0","2","1","4","0","0","0","0","25206"
"2","78100231","6","0","2","25201","25202","0","2","6","6","0","0","0","0","25203"
"2","78100232","3","0","2","25203","25204","0","2","6","6","0","0","0","0","25205"
"2","78100233","1","0","2","25203","25206","0","2","6","6","0","0","0","0","25205"
"2","78100234","6","3","2","25201","25202","0","2","6","6","0","0","2","25204","25205"
"2","78100235","0","0","0","25201","0","0","2","1","6","0","0","0","0","25206"
"2","78100301","40","0","2","91002","25202","0","8","40","50","0","0","0","0","25201"
"2","78100302","25","0","2","91002","25204","0","8","40","50","0","0","0","0","25203"
"2","78100303","5","0","2","91002","25206","0","8","40","50","0","0","0","0","25205"
"2","78100304","40","40","2","91002","25203","0","8","40","50","0","0","2","25202","25201"
"2","78100305","25","5","2","91002","25204","0","8","40","50","0","0","2","25206","25205"
"2","78100311","3","0","2","25201","25202","0","2","2","2","0","0","0","0","25203"
"2","78100312","2","0","2","25203","25204","0","2","2","2","0","0","0","0","25205"
"2","78100313","1","0","2","25203","25206","0","2","2","2","0","0","0","0","25205"
"2","78100314","3","2","2","25201","25202","0","2","2","2","0","0","2","25204","25205"
"2","78100315","0","0","0","25201","0","0","2","1","2","0","0","0","0","25206"
"2","78100321","4","0","2","25201","25202","0","2","4","4","0","0","0","0","25203"
"2","78100322","3","0","2","25203","25204","0","2","4","4","0","0","0","0","25205"
"2","78100323","1","0","2","25203","25206","0","2","4","4","0","0","0","0","25205"
"2","78100324","4","3","2","25201","25202","0","2","4","4","0","0","2","25204","25205"
"2","78100325","0","0","0","25201","0","0","2","1","4","0","0","0","0","25206"
"2","78100331","6","0","2","25201","25202","0","2","6","6","0","0","0","0","25203"
"2","78100332","3","0","2","25203","25204","0","2","6","6","0","0","0","0","25205"
"2","78100333","1","0","2","25203","25206","0","2","6","6","0","0","0","0","25205"
"2","78100334","6","3","2","25201","25202","0","2","6","6","0","0","2","25204","25205"
"2","78100335","0","0","0","25201","0","0","2","1","6","0","0","0","0","25206"
