48a86ab943dffbb78d07e89528fb6d3d3a68de1fd8b9ee4029620da44be89fae,927661647621e9bd458cc8d522172c2540fae505ea692092b38fa2cdb6067d89,792afe6936cca7cb7404115518eb572f0332550111e18e82f1b504cc0701ee70,3d24cfeceffd3c1b8044c43f218b3c7a3a6a07eb441b06ced07bc28761f4e838,e8f09289c86b83c8e8ae64595e195437786e74ffa77978001be8717a7c2c22d2,54ad0bc008281d18d6aa92dd850d4fc125e27ed69388bc510196c8909a39dfa1,3d4c68f1d06a2a7245401b2a179b9fdab35010bf3226387f40332de8a851a42f,eda4d8c64f69fa9ef0e2edd882646ae14e4dfc01268c91680da230eaadc41d89,7e3bc88afc21a12dedbc20dec60cad98ae2e5e7219e17f47fd460697e7aa543d,793f1119a76dfd749996425c43cf304f75f4ea7c04bde595633f30b556962c9a,5634f6cf2f7b675fe3b6373817d85ec8d3f77a9427b68b00c7acf4143fc906c8,97e3212700b2a36133803693e6e9bc95e02e12d3dbfca604ea9aa7c1518e8ec6,c25d47b173bfc6f87d0c7f7e287a9e55a0ff9a5f648cbf6ecf077cb04a59dace,edb2ca6aaf596e2448d0c9809f43b1d8827e96cc23680033fd12ed9ef47813a2,095bbbece6ad5f82b6998fcf42c12147f88ed5adf8532b8d0f935404aac7ab00,d51298b078da07e3f8cc480c3ac63049f64969ad8b478b084e32c225ced5e5e6,00b577e4834fe07d1b9e5d883ac2663962508f23f3f063ececf7f0ab608d15b3,6f4b86c772589e89bb2c53affbdb10ba392a1cef17f335d3fc18aa2b09eda3d9,3de8dac983e07e0dc9a71f6520f769a930afc8716037abbc7d9496e2022143fb,cb079e560b15774387989c5ec462090cc3003b7ada96716e7bb50201aace4353,ed5a76f97127deb8e0acec422d3cfb771b9a72bed1cb31c2874a3a6f87afdc2d,97dd548262ef4df8803083d6b1651f80a4bb8d90ccf518b2027cb21d7ccf44d3,bb4b62d5fc1d03122dfa39f20817c1b8e30ce47e665bbc9d3d5f19425ba28611,eb7aa83de2c1691611394db8a17acd635ffba1d5b94a2b2c40bf8519324692b5,569fc3fa678004e7ab73d8f9c0a753aae27e573eebcede34c6cc61de49f10cdc,a5c8ea59c79e9640ed5648a5d6837aa7d238442f3f95a1c00a15420580ed88fc,3acd4a85554a1d9d470db074b6885c478a17f5c80a9c72bc6952362d4204a585,ff2f3187b9a78a3db034e467aefd7aeed1ff82064ab8f7c7c93ca2e2d2095f95,ee40174764768b0178e696b6e0bba9e278087f68b6bbd7da499637b162b003f1,14e2fc825c2926be4e4a63cd88e17f191e5293bdcd540e8cd34e0250adab85a4,87c36b5f83680d1de753b8c20d3b20c9e3c5adbb1ece6fd6618a6997593c4dd5,e67023a8c8c6acc4836f9a69b82eb3c55585893e48cd4be5f6378e6aa5676322,b910b259c31f3916815d7bfdf9b7a1dbf65ffc7369f653180c76b7423adf9923,050b5758acbf799ed4165a83c55974d56f9738c4de09b6fa0c13db09fb30cfc7,cfde43af5ae622783c4b26c66f2fd5f6463d35437c5c1374a047433334971bc7,59e9ae2c852661a5c23a79e498ccd6bb7d82ca12380447cca07b2e3bd7c4a630,01f784887dc979283f9ac5fffbbf31d1639271fcb6bf68f9efdb95387c29c412,534896fc484543fa9612f2174f5e7dc4760117130f89c9c3086a16ed7f85db98,c750d800feef972c9e84bcf59dcb5a5658880f778347a7fd60fc206c0ffe3d06,1a1beedf6ee95eb163f38aa59719468ce7497ac7674e7068c9df45564ccee230,f164d7bc428c8594045846b09a95b699863f951033404d7eb94c93fd42f5ac0b,04867b61d8b318fcc74bf50774963c375fe2c8c2006cfd5303cdf0e62650cf1f
"166","-1","0","0","0","720100701","0","0","140000","0","70","0","0.7","101182","91002","1","-20","94002","1","300","-168","100000","0","0","-335","0.7","0.7","40001","0","90","-1","72010070","1","bgm_M126","0","90005","1","0.7","333","2200101","0","30"
"166","-1","0","0","0","720201101","0","0","140000","0","110","0","0.7","101312","91002","1","-20","94002","2","300","-168","100000","0","0","-335","0.7","0.7","40001","0","90","-1","72020110","1","bgm_M126","0","90005","0.7","0.7","333","2200102","0","30"
"166","-1","0","0","0","720301301","0","0","140000","0","130","0","0.7","101322","91002","1","0","94002","3","300","-168","100000","0","0","-335","0.7","0.7","40001","0","90","-1","72030130","1","bgm_M126","0","90005","0.8","0.7","333","2200103","0","30"
"166","-1","0","0","0","720401501","0","0","140000","0","150","0","0.7","101372","91002","1","-20","94002","4","300","-168","100000","0","0","-335","0.7","0.7","40001","0","90","-1","72040150","1","bgm_M126","0","90005","0.7","0.7","333","2200104","0","30"
"166","-1","0","0","0","720501701","0","0","140000","0","170","0","0.7","101492","91002","1","10","94002","5","300","-168","100000","0","0","-335","0.7","0.7","40001","0","90","-1","72050170","1","bgm_M126","0","90005","1.1","0.7","333","2200105","0","30"
"166","-1","0","0","0","720601901","0","0","140000","0","190","0","0.7","101502","91002","1","10","94002","6","300","-168","100000","0","0","-335","0.7","0.7","40001","0","90","-1","72060190","1","bgm_M126","0","90005","1","0.7","333","2200106","0","30"
"166","-1","0","0","0","720702101","0","0","140000","0","210","0","0.7","101512","91002","1","10","94002","7","300","-168","200000","0","0","-335","0.7","0.7","40001","0","90","-1","72070210","1","bgm_M126","0","90005","1","0.7","333","2200107","0","30"
"299","99","0","0","0","720802301","0","0","140000","0","230","0","0.7","101522","91002","1","-10","94002","8","300","-101","200000","0","0","-301","0","0.7","40001","0","90","-1","72080230","1","bgm_M126","0","90005","0.7","0.7","0","2200108","0","30"
"299","99","0","0","0","720902501","0","0","140000","0","250","0","0.7","101722","91002","1","-10","94002","9","300","-101","200000","0","0","-301","0","0.7","40001","0","90","-1","72090250","1","bgm_M126","0","90005","1.1","0.7","0","2200109","0","30"
"166","-1","0","0","0","721002701","0","0","140000","0","270","0","0.7","101812","91002","1","10","94002","10","300","-168","300000","0","0","-335","0.7","0.7","40001","0","90","-1","72100270","1","bgm_M126","0","90005","0.9","0.7","333","2200110","0","30"
"166","-1","0","0","0","721102901","0","0","140000","0","290","0","0.7","101892","91002","1","10","94002","11","300","-168","300000","0","0","-335","0.7","0.7","40001","0","90","-1","72110290","1","bgm_M126","0","90005","0.9","0.7","333","2200111","0","30"
"166","-1","0","0","0","721203101","0","0","140000","0","310","0","0.7","101902","91002","1","10","94002","12","300","-168","300000","0","0","-335","0.7","0.7","40001","0","90","-1","72120310","1","bgm_M126","0","90005","0.7","0.75","333","2200112","0","30"
"166","-1","0","0","0","721303301","0","0","140000","0","330","0","0.7","101912","91002","1","10","94002","13","300","-168","300000","0","0","-335","0.7","0.7","40001","0","90","-1","72130330","1","bgm_M126","0","90005","0.9","0.7","333","2200113","0","30"
"166","-1","0","0","0","721403501","0","0","140000","0","350","0","0.7","102142","91002","1","10","94002","14","300","-168","300000","0","0","-335","0.7","0.7","40001","0","90","-1","72140350","1","bgm_M126","0","90005","0.9","0.7","333","2200114","0","30"
"166","-1","0","0","0","721503601","0","0","140000","0","360","0","0.7","102152","91002","1","-40","94002","15","300","-168","400000","0","0","-335","0.7","0.7","40001","0","90","-1","72150360","1","bgm_M126","0","90005","0.9","0.7","333","2200115","0","30"
