f807e0b19b241ac3d9a6edfeb18e14ff5e1aac854aabb92fb68b9fe430b80a1b,f2e9643891bb97bb346adbc45dd9eabb59472c5e78ad6e6957b70e3d98b4e827,5caa24a226832e66143e55455a7e94ede4f87d0713d1610e8ea6d5458ae7190a,557601dc29867d1d205496a5418d42ab1f47e82df313c503ced30c0b42088791,8b7ba10d07ab9e9f59873795a03a9ce7eeb2c29ec046908b4845c8b6a4263706,186d007c33d4b0b65cc1177f5c220c43c3a5669a20e68f67871953217654dea9,baa8e75069674311ddc8b76efd9b132717c9c27d756e87773d3c77aff411db38,2673ec9eee3aa686f1f671d6e718371c7a9ba6482f189ab104a9fe16085d300b,dccf754a5a49dd56f2638a7f9cc8443aa3ff0f7b02187a57da40b3908e74f34c,4f3c430ba6c044435d31e04841228342814136216c66da7df857b02209ee373c,0b1158e2e4e69b6c82fbd80a1b508b943677fdb5c169d149925c6a920ea2d44b
"10005","0","10002","50079","10003","0","10006","0","0","10001","0"
"10005","0","10002","50084","10003","0","10006","0","10007","10001","0"
"10005","0","10002","50094","10003","10008","10006","0","10007","10001","0"
"10005","10009","10002","50108","10003","10008","10006","0","10007","10001","0"
"10005","10009","10002","50116","10003","10008","10006","0","10007","10001","0"
"10005","10009","10002","50119","10003","10008","10006","0","10007","10001","10010"
"10005","10009","10002","50129","10003","10008","10006","0","10007","10001","10010"
"10005","10009","10002","50140","10003","10008","10006","10011","10007","10001","10010"
"10006","10010","10003","50151","10005","10009","10007","10012","10008","10002","10011"
"10012","0","10010","50162","10011","0","10013","0","0","10009","0"
"10013","0","10011","50172","10012","0","10014","0","0","10010","0"
"10014","0","10012","50183","10013","0","10015","0","0","10011","0"
"10007","0","10014","50190","10015","0","10005","0","0","10013","0"
"10015","0","10013","50195","10014","0","10016","0","0","10012","0"
"10003","0","10015","50200","10016","0","10002","0","0","10014","0"
"10016","0","10014","50217","10015","0","10017","0","0","10013","0"
"10010","0","10016","50231","10017","0","10009","0","0","10015","0"
"10017","0","10015","50237","10016","0","10018","0","0","10014","0"
"0","0","0","50248","0","0","0","0","0","10019","0"
"0","0","0","50261","0","0","0","0","0","10011","0"
"0","0","0","50267","0","0","0","0","0","10020","0"
"0","0","0","50278","0","0","0","0","0","10021","0"
"0","0","0","50291","0","0","0","0","0","10006","0"
"0","0","0","50298","0","0","0","0","0","10022","0"
"0","0","0","50309","0","0","0","0","0","10023","0"
"0","0","0","50321","0","0","0","0","0","10024","0"
"0","0","0","50331","0","0","0","0","0","10025","0"
