1d7b10eeadb1ddadb173c88c24e656142ceb65c2537f486a1b2e0f5c54a4ca2f,67117cb31de1031ea2a9b169d974a6d3bc8a2837f906eec3209d93a8c76bdbdd,35de36920f8a1e7be2eca0166c544103ea4c2156aab5974d0a4af60e005a5c49,6f7ee6cbff148c839addd23ede3dfd0c492f775cd7ed3033c4dba45ddc04c340,440811a755b70bcdeb1619d015d5ff967e17c1af948052c62cbf7f7deb6e2733,2e36db154fda5c2f5191ed6c7df5a4eb499fe141134c87be4d873a3f318deaa8,9bcbd0e4746d4bb6d5ff40d08919e2b021f3fbe729efd40d530b8ec3d937c682,aadcd107b58e3215a2a528f0f84c5f2d9ab516d17348d2614a8d95ddbb20a456,7a11737cda165d8b7d6cca12264e9a937d7ba4ae16a2f25e557327cb24e66a96,9e01aa62093fc634033f66a74622b99f006de2d438669e242275aca958786968,0fbfb027602a2dd0f85c55b23dcb293543e79271f3e542873531c91be0aaaea4,aae1e542732ebc6a8941358a4dd6754ca8cf3b8ac3992406144b2b524bc2a60c,4f88344a68a585c77327597aa566dba7432a57b6d64f7a89d214d46eca320e9d,02059d165a3b58a46a6c88a24c29febef79b4a9314fd762ea09adca5c8f82b7e,4bd4978629c4e69177a76a8f7b0cf2a7906785dc23917c3a23b102239b8e960b
"0","1","101691001","0","0","0","0","0","0","0","0","0","0","101691011","110690103"
"0","1","101701001","0","0","0","0","0","0","0","0","0","0","101701011","110700103"
"0","1","101711001","0","0","0","0","0","0","0","0","0","0","101711011","110710103"
"0","1","101721001","0","0","0","0","0","0","0","0","0","0","101721011","110720103"
"0","1","101731001","0","0","0","0","0","0","0","0","0","0","101731011","110730103"
"0","1","101741001","0","0","0","0","0","0","0","0","0","0","101741011","110740103"
"0","1","101751001","0","0","0","0","0","0","0","0","0","0","101751011","110750103"
"0","1","101761001","0","0","0","0","0","0","0","0","0","0","101761011","110760103"
"0","1","101771001","0","0","0","0","0","0","0","0","0","0","101771011","110770103"
"0","1","101780901","0","0","0","0","0","0","0","0","0","0","101780911","110780093"
"61013201","1","102311001","0","0","0","0","0","0","0","0","0","16","610132504","610132007"
"61013201","1","102311002","0","0","0","0","0","0","0","0","0","16","610132504","610132008"
"61013201","1","102311003","0","0","0","0","0","0","0","0","0","16","610132504","610132009"
"61013401","1","102312001","0","0","0","0","0","0","0","0","0","16","610134504","610134007"
"61013401","1","102312002","0","0","0","0","0","0","0","0","0","16","610134504","610134008"
"61013401","1","102312003","0","0","0","0","0","0","0","0","0","16","610134504","610134009"
"61013601","1","102401001","0","0","0","0","0","0","0","0","0","16","610136404","610136004"
"61013601","1","102401002","0","0","0","0","0","0","0","0","0","16","610136405","610136005"
"61013601","1","102401003","0","0","0","0","0","0","0","0","0","16","610136406","610136006"
"61013601","1","102401004","0","0","0","0","0","0","0","0","0","16","610136504","610136007"
"61013601","1","102401005","0","0","0","0","0","0","0","0","0","16","610136505","610136008"
"61013601","1","102401006","0","0","0","0","0","0","0","0","0","16","610136506","610136009"
"61013601","1","102401007","0","0","0","0","0","0","0","0","0","16","610137504","610137007"
"61013601","1","102401008","0","0","0","0","0","0","0","0","0","16","610137504","610137008"
"61013601","1","102401009","0","0","0","0","0","0","0","0","0","16","610137504","610137009"
"61014001","1","102402001","0","0","0","0","0","0","0","0","0","16","610140504","610140007"
"61014001","1","102402002","0","0","0","0","0","0","0","0","0","16","610140504","610140008"
"61014001","1","102402003","0","0","0","0","0","0","0","0","0","16","610140504","610140009"
"61014201","1","102403001","0","0","0","0","0","0","0","0","0","16","610142404","610142004"
