b771bf637eb108e2f6b459cb14d18a07fd20f04341d29865ab55a0f4fa9e3c6a,b7a2aa26d671ad913650873576a0c4a859c8a62bbdf84df5cc09d9eadbed8c81,8591a681b42bfac95fcd024dc8da2d039d56f467b528213ab7ef8e12092127ae,946d39e9db9b4c4fad543727617dcf9b831899ab2304444cdd5fcda0fb01ddc5,68be60556cf39fca5ba1c1ca71aaaa47d44528f429ca7a0566ef9ae1c9a9f011,16318e07a5f487c394057baa7a2fb395b1c0b14edf489c05501d236547969f5c,099a96f41eeab3577b4a8008b5992c0ef016d24cfba80e92e80eb52a9a0cba30,2e16f6dbc7cb0ccaf14e9271f26a297809346776d92b11c3df2fb466f2000fe8,202d2d118eb126d0b95c2b2a220cc916b2458ce61a4a4b6ace6bf6096e37225b,0503e3f4b5f8f0394b4033226796ac1b3a5d9a11dc3d3fe71e1de56904105819,b94c25eabd7b330a61f7b95b61c30d22e5146154bede9def434fc690b42e2643
"2016/09/01 15:00:00","20000","2","0","2023/08/01 04:59:59","10","新手衝刺登入活動","0","0","0","530100"
"2023/08/01 05:00:00","20001","2","0","2099/01/01 23:59:00","10","新手衝刺登入活動","0","0","0","530100"
"2016/04/01 15:00:00","30000","3","0","2099/01/01 23:59:00","15","登入獎勵","0","0","0","0"
"2019/01/30 05:00:00","40001","4","0","2019/02/14 04:59:59","10","半周年紀念登入活動","0","1","0","500160"
"2021/08/09 05:00:00","40009","4","0","2021/08/26 04:59:59","10","NGs復刻合作紀念","0","2","0","40009"
"2023/06/15 05:00:00","40011","4","0","2023/06/21 04:59:59","6","主線劇情第3部開幕紀念登入活動","0","3","0","531200"
"2024/08/10 05:00:00","40013","4","0","2024/08/26 04:59:59","1","七夕情人節快樂！","0","3","0","40013"
"2024/12/10 05:00:00","40015","4","0","2099/01/01 23:59:00","5","老玩家回歸登入獎勵","0","3","0","40015"
"2026/02/22 05:00:00","40016","4","0","2026/03/25 15:59:59","1","佐賀偶像是傳奇合作登入獎勵","0","2","0","40016"
"2026/04/11 05:00:00","40017","4","0","2026/04/22 04:59:59","5","復刻NGs 灰姑娘女孩 星光舞台合作紀念 蓋章登入活動","0","2","0","40009"
"2019/04/04 05:00:00","49001","4","0","2019/04/19 04:59:59","10","巴哈姆特金賞紀念登入獎勵","0","0","0","500160"
"2019/07/01 05:00:00","49002","4","0","2019/07/15 04:59:00","10","暑期繽紛登入獎","0","0","0","500160"
"2019/07/17 05:00:00","49003","4","0","2019/08/01 04:59:00","10","1周年倒數登入獎勵","0","0","0","500160"
"2019/12/16 05:00:00","49004","4","0","2019/12/31 04:59:00","8","真步真步王國開服一周年紀念","0","0","0","500160"
"2020/01/10 05:00:00","49005","4","0","2020/01/21 15:59:00","10","迎接1.5周年紀念","0","0","0","500160"
"2020/04/01 05:00:00","49006","4","0","2020/04/06 04:59:59","5","春節小禮物","0","0","0","500160"
"2020/04/06 05:00:00","49007","4","0","2020/04/16 04:59:59","10","動畫播放紀念禮物","0","0","0","40006"
"2020/08/03 05:00:00","49008","4","0","2020/08/18 04:59:59","10","2周年紀念登入獎勵（前半）","0","4","0","80002"
"2020/08/18 05:00:00","49009","4","0","2020/08/31 04:59:59","10","2周年紀念登入獎勵（後半）","0","4","0","80002"
