3da015660715a731b50b1f51abcbc0653663d5349234d67aae73c2dcc4cbe386,41c287a74c2c58e1d188368870511d16ab6ef6f1ded5517ae92dd8878a3522ac,5cf56744cb4ce69ddbfce7fa32e8d24a76d1badd1b31f4bbf7993b5a397f3048,c63b8fefec5ed87e0deb2984ba8dcb7471a48f00e0c1fed642e5d6f1344a2bcd,7588f63ab31b120861619968827464cc9c4b5b26402ebb8353c77821d7567d07,bcd56720ede1418087f289ba51d594342222209f12bac0e4217fb1fcf298a8a2,7932630738b5c06125953df5b1f325a7b12c7eb58b7c0aec24c4cf179b264979,0cd05c658f4ae592fe60c2945a2bd0e6527bad0b2a2b451a5ece96b568df5732,486940ba0ebc40c4e722e9d47636640e31e2fa5bc20141c61351c18d8d63943a,dedf16c412c744c81cbcf66e04e069b2dfa86fcb5e7039955c89ccc04e55875f,c08aa7b592ebe0b87b25514296355a1c889219eb0b168f397032a36ee42676bc,3ad9ab430fa62f974ab6284c05a892c2154bd363a8a07e6b887c6772aae2b7ad,70f6b6756b4dc18f1c19821612e3c10b4ea20603ef1e14ac50ba75819895756c,9d7d02bae342cd104b1680f6e196708b4c3336a87a0cebe4aff4d80c65c2b9e9,22d3e7f288d3a2ced75051138c9d29f6bc31d4a9cd4b9dd69334d0c88d2a3e54,9e47942359d2935a2bc36eb130f770230fbd8196c9bfb2e43c1351be2cdb3773
"0","2","0","0","0","0","0","91002","1001101","2","40","90006","40","8","22002","1"
"0","2","0","0","0","0","0","91002","1001102","2","50","90006","60","8","22002","2"
"0","2","0","0","0","0","0","91002","1001103","2","60","90006","80","8","22002","3"
"0","2","0","0","0","0","0","91002","1001104","2","80","90006","100","8","22002","4"
"0","2","0","0","0","0","0","91002","1001105","2","150","90006","200","8","22003","2"
"0","2","0","0","0","0","0","90006","1001106","0","1","22002","20","2","0","0"
"0","2","0","0","0","0","0","90006","1001107","0","1","22002","20","2","0","0"
"0","2","0","0","0","0","0","90006","1001108","0","1","22002","20","2","0","0"
"0","2","0","0","0","0","0","90006","1001109","0","1","22002","20","2","0","0"
"0","2","0","0","0","0","0","90006","1001110","0","1","22003","20","2","0","0"
"0","2","0","0","0","0","0","91002","1002101","2","40","90006","40","8","22002","1"
"0","2","0","0","0","0","0","91002","1002102","2","50","90006","60","8","22002","2"
"0","2","0","0","0","0","0","91002","1002103","2","60","90006","80","8","22002","3"
"0","2","0","0","0","0","0","91002","1002104","2","80","90006","100","8","22002","4"
"0","2","0","0","0","0","0","91002","1002105","2","150","90006","200","8","22003","2"
"0","2","0","0","0","0","0","90006","1002106","0","1","22002","40","2","0","0"
"0","2","0","0","0","0","0","90006","1002107","0","1","22002","40","2","0","0"
"0","2","0","0","0","0","0","90006","1002108","0","1","22002","40","2","0","0"
"0","2","0","0","0","0","0","90006","1002109","0","1","22002","40","2","0","0"
"0","2","0","0","0","0","0","90006","1002110","0","1","22003","40","2","0","0"
"0","2","0","0","0","0","0","91002","1003101","2","40","90006","40","8","22002","1"
"0","2","0","0","0","0","0","91002","1003102","2","50","90006","60","8","22002","2"
"0","2","0","0","0","0","0","91002","1003103","2","60","90006","80","8","22002","3"
"0","2","0","0","0","0","0","91002","1003104","2","80","90006","100","8","22002","4"
"0","2","0","0","0","0","0","91002","1003105","2","150","90006","200","8","22003","2"
"0","2","0","0","0","0","0","90006","1003106","0","1","22002","40","2","0","0"
"0","2","0","0","0","0","0","90006","1003107","0","1","22002","40","2","0","0"
"0","2","0","0","0","0","0","90006","1003108","0","1","22002","40","2","0","0"
"0","2","0","0","0","0","0","90006","1003109","0","1","22002","40","2","0","0"
"0","2","0","0","0","0","0","90006","1003110","0","1","22003","40","2","0","0"
"0","2","0","0","0","0","0","91002","1004101","2","20","90006","40","8","0","0"
"0","2","0","0","0","0","0","91002","1004102","2","30","90006","50","8","0","0"
"0","2","0","0","0","0","0","91002","1004103","2","40","90006","75","8","0","0"
"0","2","0","0","0","0","0","91002","1004104","2","50","90006","100","8","0","0"
"0","2","0","0","0","0","0","91002","1004105","2","100","90006","150","8","31018","2"
"0","2","0","0","0","0","0","91002","1004106","2","20","90006","20","8","0","0"
"0","2","0","0","0","0","0","91002","1004107","2","30","90006","25","8","0","0"
"0","2","0","0","0","0","0","91002","1004108","2","40","90006","30","8","0","0"
"0","2","0","0","0","0","0","91002","1004109","2","50","90006","40","8","0","0"
"0","2","0","0","0","0","0","91002","1004110","2","100","90006","80","8","31018","1"
"0","2","0","0","0","0","0","91002","1004111","2","30","90006","20","8","0","0"
"0","2","0","0","0","0","0","91002","1004112","2","40","90006","25","8","0","0"
"0","2","0","0","0","0","0","91002","1004113","2","50","90006","30","8","0","0"
"0","2","0","0","0","0","0","91002","1004114","2","60","90006","40","8","0","0"
"0","2","0","0","0","0","0","91002","1004115","2","100","90006","80","8","31018","1"
"0","0","0","0","0","0","0","94002","1004116","0","0","0","25000","12","0","0"
"0","2","0","0","0","0","0","91002","1005101","2","20","90006","40","8","0","0"
"0","2","0","0","0","0","0","91002","1005102","2","30","90006","50","8","0","0"
"0","2","0","0","0","0","0","91002","1005103","2","40","90006","75","8","0","0"
"0","2","0","0","0","0","0","91002","1005104","2","50","90006","100","8","0","0"
"0","2","0","0","0","0","0","91002","1005105","2","100","90006","150","8","31042","2"
"0","2","0","0","0","0","0","91002","1005106","2","20","90006","20","8","0","0"
"0","2","0","0","0","0","0","91002","1005107","2","30","90006","25","8","0","0"
"0","2","0","0","0","0","0","91002","1005108","2","40","90006","30","8","0","0"
"0","2","0","0","0","0","0","91002","1005109","2","50","90006","40","8","0","0"
"0","2","0","0","0","0","0","91002","1005110","2","100","90006","80","8","31042","1"
"0","2","0","0","0","0","0","91002","1005111","2","30","90006","20","8","0","0"
"0","2","0","0","0","0","0","91002","1005112","2","40","90006","25","8","0","0"
"0","2","0","0","0","0","0","91002","1005113","2","50","90006","30","8","0","0"
"0","2","0","0","0","0","0","91002","1005114","2","60","90006","40","8","0","0"
"0","2","0","0","0","0","0","91002","1005115","2","100","90006","80","8","31042","1"
"0","0","0","0","0","0","0","94002","1005116","0","0","0","25000","12","0","0"
"0","2","0","0","0","0","0","91002","1006101","2","20","90006","40","8","0","0"
"0","2","0","0","0","0","0","91002","1006102","2","30","90006","50","8","0","0"
"0","2","0","0","0","0","0","91002","1006103","2","40","90006","75","8","0","0"
"0","2","0","0","0","0","0","91002","1006104","2","50","90006","100","8","0","0"
"0","2","0","0","0","0","0","91002","1006105","2","100","90006","150","8","31025","2"
"0","2","0","0","0","0","0","91002","1006106","2","20","90006","20","8","0","0"
"0","2","0","0","0","0","0","91002","1006107","2","30","90006","25","8","0","0"
"0","2","0","0","0","0","0","91002","1006108","2","40","90006","30","8","0","0"
"0","2","0","0","0","0","0","91002","1006109","2","50","90006","40","8","0","0"
"0","2","0","0","0","0","0","91002","1006110","2","100","90006","80","8","31025","1"
"0","2","0","0","0","0","0","91002","1006111","2","30","90006","20","8","0","0"
"0","2","0","0","0","0","0","91002","1006112","2","40","90006","25","8","0","0"
"0","2","0","0","0","0","0","91002","1006113","2","50","90006","30","8","0","0"
