fd9feca871b4a79b5e460e73037fcc1118d6e6ea34a642622a02c19f9dba4db4,b6374dab4d1a72e2588893e2884337ca21a13f484ecd5d73386dd5b722a95ef5,786b16d8e2d2d1490e8ab48348870ba170421a379dfbdcd32a20bb8dd7646934,468e9839f274110731102ccd0126c7f9926bd011779aeb3c0b0ce92ac64c64c1,2c16d753ccc0db7ca5c85db4607366896c164b680e9e2780042810830e34ae97,71fb0c921c4b2dd880f992b6414fb13ec80de121a1c3f64246368e740b224c9f,23dec88cf26ca1752877c1ae8c205256b5c3ca30f8e4edc77f60340e88b3ef7e,7136505b08d77535c1e847eccc01ee8d1763bf8486f60c85642cfc1cffa6eef6,0cca0af39094b71c3147620aede3ef7e29d0defa655e346e7eac78ac6ff1817d,e76a3abd4ee11af4d25e5675df64de3a0ff60ee8e1173d0e55d79bf1713d68ff,c7cf03bfd49e01ab705f7ba32695a6e304d04281037b4126a1290fab3744c681,4ee0f2a29cf642329c7833517d5dee9447566ec24fb22be496968c1cff85ed68,74a41595371cdcc19ec469525057fce480a5fb36ce712e5baa86e05b88b53876,7941955a0141e7e5a3ac398c96579a32be0ef8d2562f708312b9dab5b534999c,5f9e8528e91ce64a31cf5d326652d9629a507965c4e922d6156f17925694dfa6,8097940c2dac84cdffbb3b8f291eca52c5db16da4d440d86a379dde94bb6fa0c,a834e4822d17bdd4e31a8fd4cc075a9d39f4fa9bbf8d7f20772bb1707788a5eb,9aad938afb3fc82abd617a9ff8dbaa1846fd0b456e5c15b5cf00cce7f35da80a,a87b63302026ecd657c27883c8c8bd30caf1cad40f42f676e9d8cea322e2e7e8,fd6e900d24d1cd74509f7cc292dbce72bd720ae1537273267fc675936b0e5ebf,2de454181468f3551e69553b4423b1014a821b15c169b6741f6e271e68289199,c1cd03fe93da198a6d5bc557ec8e69f2afd4060e7f7a2ee9be998bda3a5d29ef,e952c079e90e31a3837946a642ff70e810a4258cd26e2b7b0f3566c48e38c880,ccb1a58617aec69472217d619a96509cdd6fd660c02ddfc47162ff9a04815c0b,512795ffc95a79332656f522572b8dcb4bd655052741d7377248c5bbe2f2c407,254f9ec5039aabb7c810b6d9b24a89dffd115b2e643f969c15a206fcb0472e19,2bc279b4942a7ec6d88a3a9cff914fa1b7548878bd088e3b4335741e9b125ab0,d57b1165520857f45ad8cb2134c76b4c9ed1a8d10ae504f0287f303257e1aad7,51963699dae1e7bed84878846731553ee2a8b9b54ebd14872f9d928e5f34667b
"31001","0","3100101","1","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100091","100091","0","0","0","31001001","0","0","0.4","bgm_M06","0","0"
"31001","0","3100101","2","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100092","100092","0","0","0","31001002","0","0","0.4","bgm_M06","0","0"
"31001","0","3100102","3","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100101","100101","0","100","0","31001003","0","0","0.6","bgm_M06","0","0"
"31001","0","3100103","4","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100102","100102","0","0","0","31001004","0","0","0.65","bgm_M06","0","0"
"31001","0","3100103","5","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100102","100102","0","0","0","31001005","0","0","0.7","bgm_M06","0","0"
"31001","0","3100104","6","0","94002","99002","90005","0","0","0","90002","1.2","40004","90","bgm_M06","1","100102","100102","0","100","0","31001006","0","0","0.75","bgm_M06","0","0"
"31001","0","3100105","7","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M63","3","100722","100722","0","100","0","31001007","501010011","0","1","bgm_M63","0","0"
"31002","0","3100201","1","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100251","100251","0","0","0","31002001","0","0","0.4","bgm_M06","0","0"
"31002","0","3100201","2","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100252","100252","0","0","0","31002002","0","0","0.4","bgm_M06","0","0"
"31002","0","3100202","3","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100253","100253","0","200","0","31002003","0","0","0.6","bgm_M06","0","0"
"31002","0","3100203","4","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100254","100254","0","0","0","31002004","0","0","0.65","bgm_M06","0","0"
"31002","0","3100203","5","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100255","100255","0","0","0","31002005","0","0","0.7","bgm_M06","0","0"
"31002","0","3100204","6","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100256","100256","0","200","0","31002006","0","0","0.75","bgm_M06","0","0"
"31002","0","3100205","7","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100257","100257","0","0","0","31002007","0","0","0.8","bgm_M06","0","0"
"31002","0","3100205","8","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100258","100258","0","0","0","31002008","0","0","0.8","bgm_M06","0","0"
"31002","0","3100206","9","0","94002","99002","90005","0","0","0","90002","1.2","40004","90","bgm_M06","1","100259","100259","0","200","0","31002009","0","0","0.8","bgm_M06","0","0"
"31002","0","3100207","10","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M63","3","100261","100261","0","200","0","31002010","501010021","0","1","bgm_M63","0","0"
"31003","0","3100301","1","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100291","100291","0","0","0","31003001","0","0","0.4","bgm_M06","-50","0"
"31003","0","3100302","2","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100292","100292","0","0","0","31003002","0","0","0.4","bgm_M06","-50","0"
"31003","0","3100302","3","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100293","100293","0","300","0","31003003","0","0","0.6","bgm_M06","-50","0"
"31003","0","3100303","4","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100291","100291","0","0","0","31003004","0","0","0.65","bgm_M06","-50","0"
"31003","0","3100303","5","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100292","100292","0","300","0","31003005","0","0","0.75","bgm_M06","-50","0"
"31003","0","3100304","6","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100294","100294","0","0","0","31003006","0","0","0.75","bgm_M06","-50","0"
"31003","0","3100304","7","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100295","100295","0","300","0","31003007","0","0","0.8","bgm_M06","-50","0"
"31003","0","3100305","8","0","94002","0","0","0","0","0","99002","1.2","40001","90","bgm_M06","1","100296","100296","0","0","0","31003008","0","0","0.85","bgm_M06","-50","0"
"31003","0","3100307","9","0","94002","99002","90005","0","0","0","90002","1.2","40004","90","bgm_M06","1","100297","100297","0","300","0","31003009","0","0","0.85","bgm_M06","-50","0"
"31003","0","3100306","10","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M63","3","100313","100313","0","300","0","31003010","501010031","0","1","bgm_M63","-50","0"
"31004","0","3100401","1","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100271","100271","0","400","0","31004001","0","0","0.7","bgm_M06","-50","0"
"31004","0","3100401","2","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100273","100273","0","400","0","31004002","0","0","0.85","bgm_M06","-50","0"
"31004","0","3100401","3","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M06","1","100274","100274","0","400","0","31004003","0","0","0.9","bgm_M06","-50","0"
"31004","0","3100403","4","0","94002","99002","90005","0","0","0","90002","1.2","40004","90","bgm_M06","1","100277","100277","0","400","0","31004004","0","0","1","bgm_M06","-50","0"
"31004","0","3100402","5","0","94002","99002","0","0","0","0","90002","1.2","40004","90","bgm_M63","3","100283","100283","0","400","0","31004005","501010041","0","1","bgm_M63","-50","0"
"31005","0","3100501","1","0","94002","99002","140001","0","0","0","90002","1.2","40004","90","bgm_M06","1","101601","101601","0","500","0","31005001","0","0","0.7","bgm_M06","-50","0"
"31005","0","3100501","2","0","94002","99002","140001","0","0","0","90002","1.2","40004","90","bgm_M06","1","101601","101601","0","500","0","31005002","0","0","0.85","bgm_M06","-50","0"
"31005","0","3100501","3","0","94002","99002","140001","0","0","0","90002","1.2","40004","90","bgm_M06","1","101602","101602","0","600","0","31005003","0","0","0.9","bgm_M06","-50","0"
"31005","0","3100502","4","0","94002","99002","140001","0","0","90005","90002","1.2","40004","90","bgm_M06","1","101602","101602","0","600","0","31005004","0","0","1","bgm_M06","-50","0"
"31005","0","3100503","5","0","94002","99002","140001","0","0","0","90002","1.6","40004","90","bgm_M63","3","101611","101611","0","300","0","31005005","501010051","0","1","bgm_M63","-50","0"
"31006","0","3100601","1","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","102171","102171","94002","600","0","31006001","0","0","0.7","bgm_M06","-50","0"
"31006","0","3100601","2","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","102172","102172","94002","600","0","31006002","0","0","0.85","bgm_M06","-50","0"
"31006","0","3100601","3","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","102173","102173","94002","800","0","31006003","0","0","0.9","bgm_M06","-50","0"
"31006","0","3100602","4","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","102172","102172","90005","800","0","31006004","0","0","1","bgm_M06","-50","0"
"31006","0","3100603","5","0","90002","20000","140001","0","0","25001","99002","1.3","40004","90","bgm_M63","3","102174","102174","94002","400","0","31006005","501010061","0","1","bgm_M63","-50","0"
"31007","0","3100701","1","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","102741","102741","94002","700","0","31007001","0","0","0.7","bgm_M06","-50","0"
"31007","0","3100701","2","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","102742","102742","94002","700","0","31007002","0","0","0.85","bgm_M06","-50","0"
"31007","0","3100701","3","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","102743","102743","94002","1000","0","31007003","0","0","0.9","bgm_M06","-50","0"
"31007","0","3100702","4","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","102742","102742","90005","1000","0","31007004","0","0","1","bgm_M06","-50","0"
"31007","0","3100703","5","0","90002","20000","140001","1","0","25001","99002","0.5","40004","90","bgm_M63","3","102751","102751","94002","500","5.1","31007005","501010071","1","1","bgm_M63","-50","0"
"31008","0","3100801","1","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","103002","103002","94002","800","0","31008001","0","0","0.7","bgm_M06","-50","0"
"31008","0","3100801","2","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","103002","103002","94002","800","0","31008002","0","0","0.85","bgm_M06","-50","0"
"31008","0","3100801","3","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","103002","103002","94002","1200","0","31008003","0","0","0.9","bgm_M06","-50","0"
"31008","0","3100802","4","0","90002","20000","140001","0","0","25001","99002","1.2","40004","90","bgm_M06","1","103002","103002","90005","1200","0","31008004","0","0","1","bgm_M06","-50","0"
"31008","0","3100803","5","0","90002","20000","140001","1","0","25001","99002","1.3","40004","90","bgm_M63","4","103001","103001","94002","600","2.9","31008005","0","1","1","bgm_M63","-50","0"
