f6d71f48ef2ac32d9625ef0c3c79f718a4f04e1051c6ec80de69beae9ea73c42,78813300a99deebfbdaae48747dda18432af8333835e7d5e2bd6b168e5ff444f,70088c3934fba7ba9f9253f076d688cf3afe7dfaed7cbc9f12afc69abf14569a,f7ae68618ae07bfb3c78db598ed388bffdee36715864eda7cfb7e33243720766,51e1c089aad102f0a6228d766f9520ce04e32dc88a39fc6617badd3a4565619e,bace716ca172f44acf0c6079dac4b546c4fcd5244a856cff58815e852c0efe33,f748fd0ee2bdb339e4699d1159a9c55f628e5bcef1c05a43bf5e73ca2c6e9f47,9f9b9ac93309e97157b803deda114f70d71ea05e2b99188a603f9fcbdf77c3ec,6b5f207a86405f88f5ec48ce102dd3a94d1a032c52b114e2d4ec3a3c83f3fcb8,6bc0cc81334a7987cbec8788deabb2f59305d8f622b5374c6ca94230029ae406,96ade78822bcf6e36e2c37553dbf17d2fbfc154f33254fa0d460b121fa2d254c,cbe3995f0b8079e620f60611bdf20edd5122aabb10f2dd5550b4fae8a75d2ce5,e852ef0d7cd5a87173eccd588ea4db127484b42a2132b356c96f5ed2fca66337,697bb5d2973f81bff6382bb0b2e95c7d6f536b6adb5a580b05cc137b3bb9af27,bb84103735d4703646054211a9b3f909963ed164df2f66899f85b4a9b8b1e77f,f63ff2769b3f6bc47bed15ac9f617f9b1694e702af000ac9ac42fde216467c33,d73862c307694a17468b4c8de472523081104a2f11f9794cc8809948e2d90b4a,34fc27041ed8933c6aa02650f2201491c6a80ea48c27dc1fd0207534d60aa3c7,fec2471f841b146554b002b9e13357502e4e2e94b1a7612b046f972ffdbe5c22,0fed84f57375caf2e3a62d35a5a18c24dcad10cbabdfc9248be792beda17f596,8c0520c9bcf9e09b9815520991cb042376a5522f122dc86fbb47ac5bde370d5b,b3cbe0fe462087bebeb1f27e7daab3002ed27bc8f750f7e132e12e1c8c275ce1,f646e856ca388408db45bdb27713069b3514a09c018b49f63d4775f405bfdf07,669cfa52939ae29e7b0596da95fd722c45b5fc3b2bba71f4c3881cdb125d208d,7ed1d500fe5d50ca4aef540a20353781e951c43a3030045d16537e96938da8fc,4cab8ed3007640e9c0ddc505582763fdcbb0851718d0d8e3c36915bc6f8678c2
"0","10","10","0","81001001","10","81001","0","0","215","25","紅焰的深域1-1","0","281001001","100160","2030/12/17 14:59:59","182100","181001001","10","90","381001001","0","25021","810010011","25011","2024/06/14 16:00:00"
"0","10","10","0","81001002","10","81001","200","0","215","100","紅焰的深域1-2","0","281001002","100160","2030/12/17 14:59:59","182100","181001002","10","90","381001002","0","25021","810010021","25011","2024/06/14 16:00:00"
"0","10","10","0","81001003","10","81001","400","0","215","175","紅焰的深域1-3","0","281001003","100160","2030/12/17 14:59:59","182100","181001003","10","90","381001003","0","25021","810010031","25011","2024/06/14 16:00:00"
"0","10","10","0","81001004","10","81001","550","0","215","50","紅焰的深域1-4","0","281001004","100160","2030/12/17 14:59:59","182100","181001004","10","90","381001004","0","25021","810010041","25011","2024/06/14 16:00:00"
"0","10","10","0","81001005","10","81001","750","0","215","125","紅焰的深域1-5","0","281001005","100160","2030/12/17 14:59:59","182100","181001005","10","90","381001005","0","25021","810010051","25011","2024/06/14 16:00:00"
"0","10","10","0","81001006","10","81001","950","0","215","200","紅焰的深域1-6","0","281001006","100170","2030/12/17 14:59:59","182100","181001006","10","90","381001006","0","25021","810010061","25011","2024/06/14 16:00:00"
"0","10","10","0","81001007","10","81001","1100","0","215","25","紅焰的深域1-7","0","281001007","100160","2030/12/17 14:59:59","182100","181001007","10","90","381001007","0","25021","810010071","25011","2024/06/14 16:00:00"
"0","10","10","0","81001008","10","81001","1300","0","215","100","紅焰的深域1-8","0","281001008","100160","2030/12/17 14:59:59","182100","181001008","10","90","381001008","0","25021","810010081","25011","2024/06/14 16:00:00"
"0","10","10","0","81001009","10","81001","1500","0","215","175","紅焰的深域1-9","0","281001009","100160","2030/12/17 14:59:59","182100","181001009","10","90","381001009","0","25021","810010091","25011","2024/06/14 16:00:00"
"0","10","10","0","81001010","10","81001","1750","0","215","50","紅焰的深域1-10","0","281001010","81001","2030/12/17 14:59:59","182100","181001010","10","90","381001010","0","25021","810010101","25011","2024/06/14 16:00:00"
"0","10","10","0","81001011","10","81001","2000","0","215","25","紅焰的深域2-1","0","281001011","100160","2030/12/17 14:59:59","182100","181001011","20","90","381001011","0","25021","810010111","25011","2024/06/14 16:00:00"
"0","10","10","0","81001012","10","81001","2200","0","215","100","紅焰的深域2-2","0","281001012","100160","2030/12/17 14:59:59","182100","181001012","20","90","381001012","0","25021","810010121","25011","2024/06/14 16:00:00"
"0","10","10","0","81001013","10","81001","2400","0","215","175","紅焰的深域2-3","0","281001013","100160","2030/12/17 14:59:59","182100","181001013","20","90","381001013","0","25021","810010131","25011","2024/06/14 16:00:00"
"0","10","10","0","81001014","10","81001","2550","0","215","50","紅焰的深域2-4","0","281001014","100160","2030/12/17 14:59:59","182100","181001014","20","90","381001014","0","25021","810010141","25011","2024/06/14 16:00:00"
"0","10","10","0","81001015","10","81001","2750","0","215","125","紅焰的深域2-5","0","281001015","100160","2030/12/17 14:59:59","182100","181001015","20","90","381001015","0","25021","810010151","25011","2024/06/14 16:00:00"
"0","10","10","0","81001016","10","81001","2950","0","215","200","紅焰的深域2-6","0","281001016","100170","2030/12/17 14:59:59","182100","181001016","20","90","381001016","0","25021","810010161","25011","2024/06/14 16:00:00"
"0","10","10","0","81001017","10","81001","3100","0","215","25","紅焰的深域2-7","0","281001017","100160","2030/12/17 14:59:59","182100","181001017","20","90","381001017","0","25021","810010171","25011","2024/06/14 16:00:00"
"0","10","10","0","81001018","10","81001","3300","0","215","100","紅焰的深域2-8","0","281001018","100160","2030/12/17 14:59:59","182100","181001018","20","90","381001018","0","25021","810010181","25011","2024/06/14 16:00:00"
"0","10","10","0","81001019","10","81001","3500","0","215","175","紅焰的深域2-9","0","281001019","100160","2030/12/17 14:59:59","182100","181001019","20","90","381001019","0","25021","810010191","25011","2024/06/14 16:00:00"
"0","10","10","0","81001020","10","81001","3750","0","215","50","紅焰的深域2-10","0","281001020","81001","2030/12/17 14:59:59","182100","181001020","20","90","381001020","0","25021","810010201","25011","2024/06/14 16:00:00"
"0","10","10","0","81001021","10","81001","4000","0","215","25","紅焰的深域3-1","0","281001021","100160","2030/12/17 14:59:59","182100","181001021","30","90","381001021","0","25021","810010211","25011","2024/06/14 16:00:00"
"0","10","10","0","81001022","10","81001","4200","0","215","100","紅焰的深域3-2","0","281001022","100160","2030/12/17 14:59:59","182100","181001022","30","90","381001022","0","25021","810010221","25011","2024/06/14 16:00:00"
"0","10","10","0","81001023","10","81001","4400","0","215","175","紅焰的深域3-3","0","281001023","100160","2030/12/17 14:59:59","182100","181001023","30","90","381001023","0","25021","810010231","25011","2024/06/14 16:00:00"
"0","10","10","0","81001024","10","81001","4550","0","215","50","紅焰的深域3-4","0","281001024","100160","2030/12/17 14:59:59","182100","181001024","30","90","381001024","0","25021","810010241","25011","2024/06/14 16:00:00"
"0","10","10","0","81001025","10","81001","4750","0","215","125","紅焰的深域3-5","0","281001025","100160","2030/12/17 14:59:59","182100","181001025","30","90","381001025","0","25021","810010251","25011","2024/06/14 16:00:00"
"0","10","10","0","81001026","10","81001","4950","0","215","200","紅焰的深域3-6","0","281001026","100170","2030/12/17 14:59:59","182100","181001026","30","90","381001026","0","25021","810010261","25011","2024/06/14 16:00:00"
"0","10","10","0","81001027","10","81001","5100","0","215","25","紅焰的深域3-7","0","281001027","100160","2030/12/17 14:59:59","182100","181001027","30","90","381001027","0","25021","810010271","25011","2024/06/14 16:00:00"
