ee79d169b8e7db8a08a76a32313e6fb457a8c39ec4f147e48440c85f73b4e1ad,0b2a59f8d04dbd86013c2413ae31e51f899dfb744afc066c9a1baa5467e7a056,88a42930e34fbb408cdbd09b1de1257d3d2a216fa63116de9ce2f44db42e54de,99e2cdb7898a9d9578d510be1b72be061792da40d4822c58429e6009388e81a1,70ee2ed5b1b9c4ab63c2eb5a6fa004daa1a1d3fa372627067f4a33d2ed148974,5f193ddee9e34fdebb0baed7c5cee97f83bdf5f39bef4834dc22cf2864d3971d,a4eda5368b14a5ffc961beb0a3e04f19e50d8331dec6d051491be6835b7b312d,a7572bcb7d70cb53a92d2702763d83d6f08a5ed6989e5d01032e1f1123eb513d,2eaeb437917caa4d8f444ec0b87055fa332147fe78d925e8321b072a44f0265e,d0a37421879f8da0516450553edcf51b9dd0be873aff494b00f52b4e3259d6e9,c77f4bf9f8177e41e9155b9b5a1dffe105b1352267ea711feb3a2835177a3eb4
"2","285001001","10","2","8","91002","25021","31","8","25015","1"
"2","285001002","10","2","8","91002","25021","31","8","25015","2"
"2","285001003","10","2","8","91002","25021","32","8","25015","3"
"2","285001004","10","2","8","91002","25021","32","8","25015","4"
"2","285001005","10","2","8","91002","25021","33","8","25015","5"
"2","285001006","10","2","9","91002","25021","33","8","25015","6"
"2","285001007","10","2","9","91002","25021","34","8","25015","7"
"2","285001008","10","2","9","91002","25021","35","8","25015","8"
"2","285001009","10","2","9","91002","25021","35","8","25015","9"
"2","285001010","30","2","10","91002","25021","37","8","25015","10"
"2","285001011","10","2","10","91002","25021","41","8","25015","11"
"2","285001012","10","2","11","91002","25021","43","8","25015","12"
"2","285001013","10","2","11","91002","25021","46","8","25015","13"
"2","285001014","10","2","12","91002","25021","48","8","25015","14"
"2","285001015","10","2","12","91002","25021","50","8","25015","15"
"2","285001016","10","2","13","91002","25021","53","8","25015","16"
"2","285001017","10","2","14","91002","25021","55","8","25015","17"
"2","285001018","10","2","14","91002","25021","58","8","25015","18"
"2","285001019","10","2","15","91002","25021","60","8","25015","19"
"2","285001020","30","2","15","91002","25021","62","8","25015","20"
"2","285001021","10","2","16","91002","25021","68","8","25015","21"
"2","285001022","10","2","16","91002","25021","70","8","25015","22"
"2","285001023","10","2","16","91002","25021","72","8","25015","23"
"2","285001024","10","2","17","91002","25021","75","8","25015","24"
"2","285001025","10","2","18","91002","25021","77","8","25015","25"
"2","285001026","10","2","18","91002","25021","79","8","25015","26"
"2","285001027","10","2","19","91002","25021","82","8","25015","27"
"2","285001028","10","2","19","91002","25021","84","8","25015","28"
"2","285001029","10","2","19","91002","25021","86","8","25015","29"
"2","285001030","30","2","20","91002","25021","89","8","25015","30"
"2","285001031","10","2","20","91002","25021","94","8","25015","31"
"2","285001032","10","2","21","91002","25021","96","8","25015","32"
"2","285001033","10","2","21","91002","25021","99","8","25015","33"
"2","285001034","10","2","22","91002","25021","101","8","25015","34"
"2","285001035","10","2","22","91002","25021","103","8","25015","35"
"2","285001036","10","2","23","91002","25021","106","8","25015","36"
"2","285001037","10","2","23","91002","25021","108","8","25015","37"
"2","285001038","10","2","24","91002","25021","111","8","25015","38"
"2","285001039","10","2","25","91002","25021","113","8","25015","39"
"2","285001040","30","2","25","91002","25021","115","8","25015","40"
"2","285001041","10","2","26","91002","25021","121","8","25015","41"
"2","285001042","10","2","27","91002","25021","123","8","25015","42"
"2","285001043","10","2","28","91002","25021","125","8","25015","43"
"2","285001044","10","2","28","91002","25021","128","8","25015","44"
"2","285001045","10","2","29","91002","25021","130","8","25015","45"
"2","285001046","10","2","30","91002","25021","132","8","25015","46"
"2","285001047","10","2","30","91002","25021","135","8","25015","47"
"2","285001048","10","2","31","91002","25021","137","8","25015","48"
"2","285001049","10","2","31","91002","25021","139","8","25015","49"
"2","285001050","30","2","31","91002","25021","142","8","25015","50"
"2","285001051","10","2","32","91002","25021","144","8","25015","51"
"2","285001052","10","2","32","91002","25021","146","8","25015","52"
"2","285001053","10","2","32","91002","25021","149","8","25015","53"
"2","285001054","10","2","33","91002","25021","152","8","25015","54"
"2","285001055","10","2","33","91002","25021","155","8","25015","55"
"2","285001056","10","2","33","91002","25021","157","8","25015","56"
"2","285001057","10","2","34","91002","25021","160","8","25015","57"
"2","285001058","10","2","34","91002","25021","163","8","25015","58"
"2","285001059","10","2","34","91002","25021","166","8","25015","59"
"2","285001060","30","2","35","91002","25021","169","8","25015","60"
"2","285001061","10","2","35","91002","25021","171","8","25015","61"
"2","285001062","10","2","35","91002","25021","174","8","25015","62"
"2","285001063","10","2","36","91002","25021","177","8","25015","63"
"2","285001064","10","2","36","91002","25021","180","8","25015","64"
"2","285001065","10","2","36","91002","25021","182","8","25015","65"
"2","285001066","10","2","37","91002","25021","185","8","25015","66"
"2","285001067","10","2","37","91002","25021","187","8","25015","67"
"2","285001068","10","2","37","91002","25021","190","8","25015","68"
"2","285001069","10","2","38","91002","25021","193","8","25015","69"
"2","285001070","30","2","38","91002","25021","196","8","25015","70"
"2","285001071","10","2","39","91002","25021","200","8","25015","71"
"2","285001072","10","2","39","91002","25021","204","8","25015","72"
"2","285001073","10","2","40","91002","25021","208","8","25015","73"
"2","285001074","10","2","40","91002","25021","212","8","25015","74"
"2","285001075","10","2","41","91002","25021","216","8","25015","75"
"2","285001076","10","2","41","91002","25021","220","8","25015","76"
"2","285001077","10","2","42","91002","25021","224","8","25015","77"
"2","285001078","10","2","42","91002","25021","228","8","25015","78"
"2","285001079","10","2","43","91002","25021","232","8","25015","79"
"2","285001080","30","2","43","91002","25021","236","8","25015","80"
"2","285001081","10","2","44","91002","25021","240","8","25015","81"
"2","285001082","10","2","44","91002","25021","244","8","25015","82"
"2","285001083","10","2","45","91002","25021","248","8","25015","83"
"2","285001084","10","2","45","91002","25021","252","8","25015","84"
"2","285001085","10","2","46","91002","25021","256","8","25015","85"
"2","285001086","10","2","46","91002","25021","260","8","25015","86"
