91241f4f008f8cf9597a5b97d62d5dbf808de33dd6a2e20bf70f1638c0435e43,e87b7696d6efae0a343fde6a1d8c43bd6cfba1682ca7efe87b9d98074ba9fe34,ca9a86ea9e8bf4ac2036b6e1328cd079c1384023350cc51b8b9078965c571ba3,41fdf2da070d1e74c71939a8b00fa893e816bd28b72d3a1b904aac925a4cdc0c,62a6eb76c5326382207416b80f29242dda741540e4d310b229577815d19f6f30,43b46cb67b337cabce4491c2b572d9351d8cefcfc8c13c81df05d5d2d815dd32,49c9f401f6bf72f4804b502de722d663fc89424e716ce9cdd40a07ebb3f3d04f,0a55f46ba52845c93ce847298ea794123fea24da2608fcef68fc810270687d72,e2dfc0f9860017cf56b455b343f69a2861731821bd72b395dae5971248f5fdc9,6bedaf72ba7e7b5dcc0dabe434ccaaa8bb461e5f4077c8ce2f71941b749403ed
"0","2","220","111","101","500000","0","0","25021","0"
"0","2","220","121","102","500000","0","0","25021","0"
"0","2","220","131","103","500000","0","0","25021","0"
"0","2","220","141","104","500000","0","0","25021","0"
"0","2","220","151","105","500000","0","0","25021","0"
"0","2","220","211","201","500000","0","0","25021","0"
"0","2","220","221","202","500000","0","0","25021","0"
"0","2","220","231","203","500000","0","0","25021","0"
"0","2","220","241","204","500000","0","0","25021","0"
"0","2","220","251","205","500000","0","0","25021","0"
"0","2","220","311","301","500000","0","0","25021","0"
"0","2","220","321","302","500000","0","0","25021","0"
"0","2","220","331","303","500000","0","0","25021","0"
"0","2","220","341","304","500000","0","0","25021","0"
"0","2","220","351","305","500000","0","0","25021","0"
"0","2","220","411","401","500000","0","0","25021","0"
"0","2","220","421","402","500000","0","0","25021","0"
"0","2","220","431","403","500000","0","0","25021","0"
"0","2","220","441","404","500000","0","0","25021","0"
"0","2","220","451","405","500000","0","0","25021","0"
"0","2","220","511","501","500000","0","0","25021","0"
"0","2","220","521","502","500000","0","0","25021","0"
"0","2","220","531","503","500000","0","0","25021","0"
"0","2","220","541","504","500000","0","0","25021","0"
"0","2","220","551","505","500000","0","0","25021","0"
"0","2","220","611","601","500000","0","0","25021","0"
"0","2","220","621","602","500000","0","0","25021","0"
"0","2","220","631","603","500000","0","0","25021","0"
"0","2","220","641","604","500000","0","0","25021","0"
"0","2","220","651","605","500000","0","0","25021","0"
"0","2","220","711","701","500000","0","0","25021","0"
"0","2","220","721","702","500000","0","0","25021","0"
"0","2","220","731","703","500000","0","0","25021","0"
"0","2","220","741","704","500000","0","0","25021","0"
"0","2","220","751","705","500000","0","0","25021","0"
"0","2","1100","811","801","500000","0","0","25021","0"
"0","2","220","911","901","500000","0","0","25021","0"
"0","2","220","921","902","500000","0","0","25021","0"
"0","2","220","931","903","500000","0","0","25021","0"
"0","2","220","941","904","500000","0","0","25021","0"
"0","2","220","951","905","500000","0","0","25021","0"
"0","2","1100","1011","1001","500000","0","0","25021","0"
"0","2","220","1111","1101","500000","0","0","25021","0"
"0","2","220","1121","1102","500000","0","0","25021","0"
"0","2","220","1131","1103","500000","0","0","25021","0"
"0","2","220","1141","1104","500000","0","0","25021","0"
"0","2","220","1151","1105","500000","0","0","25021","0"
"0","2","220","1211","1201","500000","0","0","25021","0"
"0","2","220","1221","1202","500000","0","0","25021","0"
"0","2","220","1231","1203","500000","0","0","25021","0"
"0","2","220","1241","1204","500000","0","0","25021","0"
"0","2","220","1251","1205","500000","0","0","25021","0"
"0","2","220","1311","1301","500000","0","0","25021","0"
"0","2","220","1321","1302","500000","0","0","25021","0"
"0","2","220","1331","1303","500000","0","0","25021","0"
"0","2","220","1341","1304","500000","0","0","25021","0"
"0","2","220","1351","1305","500000","0","0","25021","0"
"0","2","220","1411","1401","500000","0","0","25021","0"
"0","2","220","1421","1402","500000","0","0","25021","0"
"0","2","220","1431","1403","500000","0","0","25021","0"
"0","2","220","1441","1404","500000","0","0","25021","0"
"0","2","220","1451","1405","500000","0","0","25021","0"
"0","2","220","1511","1501","500000","0","0","25021","0"
"0","2","220","1521","1502","500000","0","0","25021","0"
"0","2","220","1531","1503","500000","0","0","25021","0"
"0","2","220","1541","1504","500000","0","0","25021","0"
"0","2","220","1551","1505","500000","0","0","25021","0"
"0","2","1100","1611","1601","500000","0","0","25021","0"
"0","2","1100","1711","1701","500000","0","0","25021","0"
"0","2","220","1811","1801","500000","0","0","25021","0"
"0","2","220","1821","1802","500000","0","0","25021","0"
"0","2","220","1831","1803","500000","0","0","25021","0"
"0","2","220","1841","1804","500000","0","0","25021","0"
"0","2","220","1851","1805","500000","0","0","25021","0"
"0","2","220","1911","1901","500000","0","0","25021","0"
"0","2","220","1921","1902","500000","0","0","25021","0"
"0","2","220","1931","1903","500000","0","0","25021","0"
"0","2","220","1941","1904","500000","0","0","25021","0"
"0","2","220","1951","1905","500000","0","0","25021","0"
"0","2","220","2011","2001","500000","0","0","25021","0"
"0","2","220","2021","2002","500000","0","0","25021","0"
"0","2","220","2031","2003","500000","0","0","25021","0"
"0","2","220","2041","2004","500000","0","0","25021","0"
"0","2","220","2051","2005","500000","0","0","25021","0"
"0","2","1100","2111","2101","500000","0","0","25021","0"
"0","2","220","2211","2201","500000","0","0","25021","0"
"0","2","220","2221","2202","500000","0","0","25021","0"
"0","2","220","2231","2203","500000","0","0","25021","0"
