53aa6a52e86ba972f819ebfd178e3319086944bb1560795a590683ff7ea85102,9444c4ad3885db9d5e244502dad6ac671194eb467d30d88587797b0c1c37796a,cb1f3e0f00cd81af01a345ec8974cc383c475f0db0e2a4ba9db0a8a53b8953c4,b9627fbbfeab8120313bf681bc5bac94987e32840202233027c0dea62d5ff525,b213739314a0155073f4ad81106d2a9da5ccfd8a73a2fd147ff2d63aa82b9283,d770dfb122443268c8dbf505f3fa5ead22681ad54f3f3fe60c047272849e5103,ea011939238884cf13c6e0ad39ced18e2ce86016c6558c7e9a3a1e2671490087
"0","1","1","0","81001105","1001101","306700"
"0","1","1","0","81001106","1001102","306700"
"0","1","1","0","81001205","1001201","306800"
"0","1","1","0","81001206","1001202","306800"
"0","1","1","0","81001305","1001301","307000"
"0","1","1","0","81001306","1001302","307000"
"0","1","1","0","81001405","1001401","307500"
"0","1","1","0","81001406","1001402","307500"
"0","1","1","0","81001505","1001501","307300"
"0","1","1","0","81001506","1001502","307300"
"0","1","1","0","81001605","1001601","307700"
"0","1","1","0","81001606","1001602","307700"
"0","1","1","0","81001705","1001701","307400"
"0","1","1","0","81001706","1001702","307400"
"0","1","1","0","81001805","1001801","307900"
"0","1","1","0","81001806","1001802","307900"
"0","1","1","0","81001905","1001901","307800"
"0","1","1","0","81001906","1001902","307800"
"0","1","1","0","81002005","1002001","308100"
"0","1","1","0","81002006","1002002","308100"
"0","1","1","0","81002101","1002101","308000"
"0","1","1","0","81002102","1002102","308000"
"0","1","1","0","81002205","1002201","308300"
"0","1","1","0","81002206","1002202","308300"
"0","1","1","0","81002301","1002301","308200"
"0","1","1","0","81002302","1002302","308200"
"0","1","1","0","81002405","1002401","304705"
"0","1","1","0","81002406","1002402","304705"
"0","1","1","0","81002501","1002501","308400"
"0","1","1","0","81002502","1002502","308400"
"0","1","1","0","81002605","1002601","305004"
"0","1","1","0","81002606","1002602","305004"
"0","1","1","0","81002701","1002701","308600"
"0","1","1","0","81002702","1002702","308600"
"0","1","1","0","81002805","1002801","305205"
"0","1","1","0","81002806","1002802","305205"
"0","1","1","0","81002901","1002901","309300"
"0","1","1","0","81002902","1002902","309300"
"0","1","1","0","81003005","1003001","305500"
"0","1","1","0","81003006","1003002","305500"
"0","1","1","0","81003101","1003101","310000"
"0","1","1","0","81003102","1003102","310000"
"0","1","1","0","81003205","1003201","306000"
"0","1","1","0","81003206","1003202","306000"
"0","1","1","0","81000605","1003301","310300"
"0","1","1","0","81003301","1003302","310300"
"0","1","1","0","81001105","1003401","306700"
"0","1","1","0","81001106","1003402","306700"
"0","2.5","2.5","0","100021","1003501","310500"
"0","2.5","2.5","0","100531","1003502","310500"
"0","0.4","0.4","0","81003601","1003601","310600"
"0","0.4","0.4","0","81003602","1003602","310600"
"0","1","1","0","81001205","1003701","306800"
"0","1","1","0","81001206","1003702","306800"
"0","1.2","1.2","0","81003801","1003801","310700"
"0","1.2","1.2","0","81003802","1003802","310700"
"0","1","1","0","81001305","1003901","307000"
"0","1","1","0","81001306","1003902","307000"
"0","1","1","0","81004001","1004001","310800"
"0","1","1","0","81004002","1004002","310800"
"0","1","1","0","81001505","1004101","307300"
"0","1","1","0","81001506","1004102","307300"
"0","1","1","0","81004201","1004201","311100"
"0","1","1","0","81004202","1004202","311100"
"0","1","1","0","81001905","1004301","307800"
"0","1","1","0","81001906","1004302","307800"
"0","1","1","0","81004401","1004401","311300"
"0","1","1","0","81004402","1004402","311300"
"0","1","1","0","81002101","1004501","308000"
"0","1","1","0","81002102","1004502","308000"
"0","1","1","0","81004601","1004601","311400"
"0","1","1","0","81004602","1004602","311400"
"0","1","1","0","81002301","1004701","308200"
"0","1","1","0","81002302","1004702","308200"
"0","1","1","0","81002405","1004801","311500"
"0","1","1","0","81002406","1004802","311500"
"0","1","1","0","81002501","1004901","308400"
"0","1","1","0","81002502","1004902","308400"
"0","1.4","1.4","-28","81005001","1005001","311600"
"0","1.4","1.4","-28","81005002","1005002","311600"
"0","1","1","0","81002701","1005101","308600"
"0","1","1","0","81002702","1005102","308600"
"0","1","1","0","81000605","1005201","312100"
"0","1","1","0","81003301","1005202","312100"
"0","1","1","0","81001705","1005301","307400"
"0","1","1","0","81001706","1005302","307400"
"0","1","1","0","81003005","1005401","312200"
"0","1","1","0","81003006","1005402","312200"
"0","1","1","0","81002901","1005501","309300"
"0","1","1","0","81002902","1005502","309300"
"0","1","1","0","81005601","1005601","312300"
"0","1","1","0","81005602","1005602","312302"
"0","1","1","0","81003101","1005701","310000"
"0","1","1","0","81003102","1005702","310000"
"0","1.75","1.75","0","100021","1005801","312600"
"0","1.75","1.75","0","100531","1005802","312600"
"0","1","1","0","101821","1005901","312700"
"0","1","1","0","101841","1005902","312700"
"0","1","1","0","81000605","1006001","310300"
"0","1","1","0","81003301","1006002","310300"
"0","0.65","0.65","-27","81006101","1006101","312800"
"0","0.65","0.65","-27","81006102","1006102","312800"
"0","2.5","2.5","0","100021","1006201","310500"
"0","2.5","2.5","0","100531","1006202","310500"
"0","0.4","0.4","0","81003601","1006301","310600"
"0","0.4","0.4","0","81003602","1006302","310600"
"0","1","1","-30","81006401","1006401","313200"
"0","1","1","-30","81006402","1006402","313200"
"0","1.2","1.2","0","81003801","1006501","310700"
"0","1.2","1.2","0","81003802","1006502","310700"
"0","0.7","0.7","-25","81006601","1006601","313100"
"0","0.7","0.7","-25","81006602","1006602","313100"
"0","1","1","0","81004001","1006701","310800"
"0","1","1","0","81004002","1006702","310800"
"0","1.25","1.25","-26","81006801","1006801","313300"
"0","1.25","1.25","-26","81006802","1006802","313300"
"0","1","1","0","81004201","1006901","311100"
