9459c4231ee1d15f752662d1a81263337209f512c563ad57619656c4118bb67a,d3c75a5ea95b14208e80699822bd04e1dafbbdb241bdf3b17eb3008c2bdc1ece,96f2dff950afee6114275c6d0373fec58052a560925cf6986cc758eeef6eb736,478e8bfc6a3ad6bb5e540b0cd7cdbf0b1e124d28cddafd6027fa8a7db8fb401f,cc2ace73bb3b179549a3797e37b856314100787b8332d448677be068b9f677f3,50ab2e0b7aacc6675a0fbf7af786f3742c53b88a590aa7b817ce6a97a083ad0a,e2b1efff155b4847f9b0d34fcff208b8729c1c872de49a34ad33215333cb1bf8,7ef5efd4b10941199050e46fdf97dba79ec7c0956ad61d3f2b167eb6ad42e770,49965f644a034ce8e3674582281b44c38c17b128e969301bca9c9e98386e982b,bb39e72722b8cf10372d1b5198d597324b53f3ed891b037cf021122ec5109315,888329d59e6c188a13485a9bd8c31d0983f40418d82ca1a15477f186813f2cf8,31d1ede09d49a25f0f96e78d6e5600e1081afcfb139f84e95eb5cae29ddfc8fc,8ecc1b4a2f8605d419bf223011ec39324210ece03b891d72c127b827aa40261e,492ff1ab0e9500aff57a56c0bb120158941e936c3be615b49b393ac2dc8f9d01,48262e99368c4f21d7e6ac79fe9d50e5de0ba4aec712cf2c8cfe132d149750d5,a924df8289119486a586874239a00258fbf839426dfeb922d733bda52ec4ae2a,4ab1c1835862dc80a8b2a8c7e339de006e04aad0b38ea0602417ca962a6deb23,222783c794af1cc251ce9cf3fce77aaad08a36b184e2cedbd70b5c2f32ea1a0c,160efc2dff893f27911ec554df43693969a5b2375eb6f0ecf244097ff2bac1bd
"0","0","1","0","0","0","8","0","1","10201","0","過去，一切開端","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 序幕","5201000","0","0"
"0","0","2","1","0","0","8","0","1","10201","0","殘響：迷宮女王","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（迷宮女王）","5201001","0","0"
"0","0","3","1","0","0","8","0","1","10201","0","殘響：誓約女君","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（誓約女君）","5201002","0","0"
"0","0","4","1","0","0","8","0","1","10201","0","殘響：跳躍王","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第1話（跳躍王）","5201003","0","0"
"0","0","5","0","0","0","8","0","1","10201","0","α Re:load","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第2話","5201004","0","0"
"0","0","6","0","0","0","8","0","1","10201","0","原型","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第3話","5201005","0","0"
"0","0","7","0","0","0","8","0","1","10201","0","殘響：霸瞳皇帝","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（霸瞳皇帝）","5201006","0","0"
"0","0","8","0","0","0","8","0","1","10201","0","殘響：變貌大妃","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（變貌大妃）","5201007","0","0"
"0","0","9","0","0","0","8","0","1","10201","0","殘響：嚮導老君","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第4話（嚮導老君）","5201008","0","0"
"0","0","10","0","0","0","8","0","1","10201","0","Crowns fusion","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 第5話","5201009","0","0"
"0","0","11","0","0","0","8","0","1","10201","0","誕生的願望，結下的約定","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 終幕","5201010","0","0"
"0","0","12","1","0","0","8","0","1","10201","0","殘響消失之時","20","91002","1","潛入，阿斯特朗　\n七個願望與創世之殘響 終幕","5201011","0","0"
"0","0","0","0","0","0","8","0","0","10201","0","活動PV","50","91002","2","潛入，阿斯特朗　\n七個願望與創世之殘響 ","5201051","0","0"
"0","0","0","0","0","0","0","0","0","10201","0","預告","0","0","3","潛入，阿斯特朗　\n七個願望與創世之殘響 ","5201052","0","0"
"0","0","0","0","0","0","0","0","0","10201","0","開場動畫","0","0","4","潛入，阿斯特朗　\n七個願望與創世之殘響 ","5201053","0","0"
"0","0","0","0","0","0","8","0","0","10201","0","七冠專用群組聊天","20","91002","5","晶的末端裝置 第1話","5201061","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","平時的群組聊天","20","91002","5","晶的末端裝置 第2話","5201062","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","七冠會議‧變色龍篇","20","91002","5","變色龍玩偶 第1話","5201063","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","七冠會議‧線上篇","20","91002","5","線上會議_紀錄 第1話","5201064","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","美麗設計","20","91002","5","怪物設定資料 第1話","5201066","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","正常的感性","20","91002","5","怪物設定資料 第2話","5201074","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","會議在跳舞，然而毫無進展","20","91002","5","企劃資料 第1話","5201075","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","失控的創作者魂","20","91002","5","企劃資料 第2話","5201076","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","現士實似似花與蛋糕","20","91002","5","綜合莓果蛋糕 第1話","5201077","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","由此而生的好感度","20","91002","5","綜合莓果蛋糕 第2話","5201078","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","華麗報導","20","91002","5","訪談新聞_校閱用 第1話","5201079","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","華麗報導的背後","20","91002","5","訪談新聞_校閱用 第2話","5201081","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","嚮導老君的憂慮","20","91002","5","角色服裝設定資料 第1話","5201083","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","何以何故獸人族","20","91002","5","種族設定資料 第1話","5201085","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","停止的時間，殘留的思念","20","91002","5","埋沒在資料裡的照片 第1話","5201087","4","0"
"0","0","0","0","0","0","8","0","0","10201","0","前進的時間，刻下的回憶","20","91002","5","埋沒在資料裡的照片 第2話","5201088","4","0"
"0","0","1","0","0","0","8","0","1","10202","0","充滿謎團的序曲","20","91002","1","Andante‧With‧You　\n祈禱的雙唱響起時 序幕","5202000","0","0"
"0","0","2","1","0","0","8","0","1","10202","0","不齊的起音","20","91002","1","Andante‧With‧You　\n祈禱的雙唱響起時 第1話","5202001","0","0"
"0","0","3","1","0","0","8","0","1","10202","0","蕩漾的旋律","20","91002","1","Andante‧With‧You　\n祈禱的雙唱響起時 第2話","5202002","0","0"
"0","0","4","1","0","0","8","0","1","10202","0","相位相合","20","91002","1","Andante‧With‧You　\n祈禱的雙唱響起時 第3話","5202003","0","0"
"0","0","5","0","0","0","8","0","1","10202","0","過去的不協和音","20","91002","1","Andante‧With‧You　\n祈禱的雙唱響起時 第4話","5202004","0","0"
"0","0","6","0","0","0","8","0","1","10202","0","扭曲","20","91002","1","Andante‧With‧You　\n祈禱的雙唱響起時 第5話","5202005","0","0"
"0","0","7","0","0","0","8","0","1","10202","0","祈禱之鎮魂曲","20","91002","1","Andante‧With‧You　\n祈禱的雙唱響起時 第6話","5202006","0","0"
"0","0","8","0","0","0","8","0","1","10202","0","未來是行板節奏","20","91002","1","Andante‧With‧You　\n祈禱的雙唱響起時 終幕","5202007","0","0"
"0","0","0","0","0","0","8","0","0","10202","0","活動PV","50","91002","2","Andante‧With‧You　\n祈禱的雙唱響起時 ","5202051","0","0"
"0","0","0","0","0","0","0","0","0","10202","0","預告","0","0","3","Andante‧With‧You　\n祈禱的雙唱響起時 ","5202052","0","0"
"0","0","0","0","0","0","0","0","0","10202","0","開場動畫","0","0","4","Andante‧With‧You　\n祈禱的雙唱響起時 ","5202053","0","0"
"0","0","0","0","0","0","8","0","0","10202","0","安可曲要輕聲地唱","50","91002","5","演唱會海報","5202061","4","0"
"0","0","0","0","0","0","8","0","0","10202","0","教教我吧，千歌老師！","50","91002","5","演唱會海報","5202062","4","0"
"0","0","0","0","0","0","8","0","0","10202","0","因為想配合你的喜好","50","91002","5","演唱會海報","5202063","4","0"
"0","0","0","0","0","0","8","0","0","10202","0","於是心意相連","50","91002","5","演唱會海報","5202064","4","0"
"0","0","1","0","0","0","8","0","1","10203","0","榮光的日落","20","91002","1","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 序幕","5203000","0","0"
"0","0","2","0","0","0","8","0","1","10203","0","怪獸，來襲","20","91002","1","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第1話","5203001","0","0"
"0","0","3","0","0","0","8","0","1","10203","0","超鋼少女，屹立於大地","20","91002","1","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第2話","5203002","0","0"
"0","0","4","0","0","0","8","0","1","10203","0","她的名字是「冥」","20","91002","1","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第3話","5203003","0","0"
"0","0","5","0","0","0","8","0","1","10203","0","友情，心，相合","20","91002","1","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第4話","5203004","0","0"
"0","0","6","0","0","0","8","0","1","10203","0","紅色閃電‧超鋼飛翼","20","91002","1","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第5話","5203005","0","0"
"0","0","7","0","0","0","8","0","1","10203","0","巨型最後之日","20","91002","1","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 第6話","5203006","0","0"
"0","0","8","0","0","0","8","0","1","10203","0","歡迎回來","20","91002","1","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸4.1秒前～ 終幕","5203007","0","0"
"0","0","0","0","0","0","0","0","0","10203","0","預告","0","0","3","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸４.１秒前～ ","5203051","0","0"
"0","0","0","0","0","0","0","0","0","10203","0","開場動畫","0","0","4","超鋼少女巨型克蘿茜　\n～大出擊！蘭德索爾爆炸４.１秒前～ ","5203052","0","0"
"0","0","0","0","0","0","0","0","0","10203","0","也有助於殺時間！巨型護目罩","0","0","5","克蘿茜大解密 GIGANTIC VISOR","5203061","4","0"
"0","0","0","0","0","0","8","0","0","10203","0","克蘿茜大解密其一","30","91002","5","克蘿茜大解密 GIGANTIC HEAD","5203062","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","搭載令人驚愕的新武裝！巨型雙眼","0","0","5","克蘿茜大解密 GIGANTIC TWIN-EYE","5203063","4","0"
"0","0","0","0","0","0","8","0","0","10203","0","克蘿茜大解密其二","30","91002","5","克蘿茜大解密 COCKPIT","5203064","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","熟能生巧才是對的？給新手駕駛員的考驗！","0","0","5","克蘿茜大解密 駕駛艙內部","5203065","4","0"
"0","0","0","0","0","0","8","0","0","10203","0","克蘿茜大解密其三","30","91002","5","克蘿茜大解密 GIGANTIC MISSILE","5203066","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","推動超重量的強大輸出！巨型推進器","0","0","5","克蘿茜大解密 GIGANTIC THRUSTER","5203067","4","0"
"0","0","0","0","0","0","8","0","0","10203","0","克蘿茜大解密其四","30","91002","5","克蘿茜大解密 GIGANTIC ARM＋","5203068","4","0"
"0","0","0","0","0","0","8","0","0","10203","0","克蘿茜大解密其五","30","91002","5","克蘿茜大解密 GIGANTIC TAIL DRILL","5203069","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","流線型的壓倒性質量！巨型雙腿","0","0","5","克蘿茜大解密 GIGANTIC LEG","5203070","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","可愛是最重要項目？多功能武裝護目罩","0","0","5","克蘿茜大解密 AERIAL VISOR","5203071","4","0"
"0","0","0","0","0","0","8","0","0","10203","0","克蘿茜大解密其六","30","91002","5","克蘿茜大解密 AERIAL THRUSTER","5203072","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","最大充電充滿胸腔！可變式能量儲存槽","0","0","5","克蘿茜大解密 CHEST ARMOR","5203073","4","0"
"0","0","0","0","0","0","8","0","0","10203","0","克蘿茜大解密其七","30","91002","5","克蘿茜大解密 AERIAL ARM","5203074","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","柔軟Q彈新觸感！講究規格的美肌","0","0","5","克蘿茜大解密 AERIAL OHADA","5203075","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","搭載能量供給機能！尾巴可不是虛有其表","0","0","5","克蘿茜大解密 AERIAL TAIL CABLE","5203076","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","進行分離與合體！航空軀體的新裝備！","0","0","5","克蘿茜大解密 AERIAL WEAPON","5203077","4","0"
"0","0","0","0","0","0","0","0","0","10203","0","克蘿茜瘋狂特訓！不擅長走路的新型雙腿","0","0","5","克蘿茜大解密 AERIAL LEG","5203078","4","0"
"0","0","0","0","0","0","0","0","0","10204","0","預告","0","0","3","集結！　阿爾克絲＆暮光　\n密醫與兩位鍊金術師 ","5204051","0","0"
"0","0","0","0","0","0","0","0","0","10204","0","開場動畫","0","0","4","集結！　阿爾克絲＆暮光　\n密醫與兩位鍊金術師 ","5204052","0","0"
