0d06542d2befc771109245dea6af56e859a3bd1022fb957a3a0bad47bb1fb2f3,c59a7416289cefec28acde818ccdeb313d98741d12f19d561b1b198ed450a444,07d9d0611d9c2eb7311830d1ef33e1b2da960d5bafb3568f93a18e1b439dfecd,20e3aae075cadd4082d3e9e4bf6ae0847a16afc2cff64f0d9f6d029167e59ebc,ac07d1b202d195ffe5a22840dec373b91c1b163c333093d91040862f49060ac0,cecb212e1c007033653ca239fb579492df57adcee5e2606bbcda3b972d0dd3e6,dce41d595728e06045b110a3659b21a645e6fc53acfbb09837b32b167cde44a9,c3e2471cd3a61a8d5da1e04cede987ae9622b748be5f1765d28b84411d31f8c1,a119790da7e8b2be37c5cbf1180dfa2fcdc080d4f8e9885624c8141142652521,bf002e499a050b90b380135572bf56edb4499d8ca8f042fdf5d56a185154268c,a5a9d4556e57cf1f74cd936e7c24b5fb913b33f82056245d0b4122efbfecb038,f8302d22759f01eabcc6de9faafecd376544957126aa83892b2683d4fc2e9571,fedb60ca51d6e045b8dea094336c7bf1a92d883933247cd70e63f47fbe752619,6a8e9658bd2cff23b62952f71884541eba85514bffa31661590280e0178d5f96,b87b263ec54a05726029be0b6a65433d265740e51eb107f0204594fc10a5f30d,fa67912269ada380925235dbacdeef08da0990fab017e65659b72a549bd61cec,0cb184102bc159c47d109cd087dd03c4ac19ae6e862cbf8f67cabaaaec681543,ebe2c4de290b144d2bc91f45c13e690e2135ddc8f6ae9ae780f63b012fd94936,01f38e9bbce2b14069eb95395d583dbf377ba3c204dfbcc435463277131373d8,291f30af2c71a894bda2b143b46fe19452a4ad1cbbcb32cd44e70b3209802c35,d40482bd5ee966cc1141083881afc755912128a737ac5a11d1f946c03d436b16,eed722af431834ce272ba5bf0db3dd459d0c7b3213e99ff939deebfde9e63f54,e39f294a239f1fe9e928510b0b657c74fe15bf988a5c2d351447ee206c0c1908,5e2993de0f0cfda6959278cd63ff51adc052a135026d8c1c0ae78d8644b11fa1,19d1f1b45fdce2ff0cb6e2921675ec84460395dbca879683cb3d96b1e45e91ea,a5c2a7a38a035768800258df6b75ec59d77bbbe479f16cc1906133d5e0a9b240,6d6efef67be9ed9111469a52a3bef27699afb4d6b9563b186323c09040e5ac80,0e6d677030818d7a77608a0a04168035009be1a446f26473e5b584b488ace2cb,8568e563565410a6abcae031ad8de7080b52dfc3940ed66b442c982cb780785b,a8a5a8cdc6d9acc53f7a47fe418a0487a11dc2db96e190c0321790b4a8e7a208,b082485d59f923b6cdf3703e34fd312bb5f7f663dc7c2a913ff3fa3e7b4f6ef8
"0","0","0","四處都可買到，價格低廉的劍。\n對大多數習劍之人來說，這是他們\n第一次獲得的，很重要的一把劍。","101011","0","1","0","101011","0","鐵劍","60","0","0","0","1","0","0","1","0","0","0","0","0","1","0","6","0","0","15","1"
"0","0","0","外觀宛如一隻筆的短劍。\n攻擊力雖低，\n但十分方便攜帶。","101071","0","1","0","101071","0","殺手筆劍","60","0","0","25","7","0","0","1","0","0","0","0","0","1","0","6","0","0","0","1"
"0","0","0","能夠強化拳頭威力的木製武器。\n雖然做工簡樸，但比起徒手攻擊，\n可減輕對拳頭帶來的負擔","101101","0","1","0","101101","0","木製拳套","60","0","0","0","10","0","0","1","0","0","5","0","0","1","0","4","0","0","0","1"
"0","0","1","標準的木製弓。\n主要受到獵人們的喜愛，\n無論是射程或威力，\n都十分適合用來狩獵動物。","101131","0","1","0","101131","0","獵人弓","60","0","0","0","13","0","0","1","0","0","0","0","0","1","0","3","0","0","0","1"
"0","0","0","士兵經常使用的戟。\n攻擊距離較長，且易於使用，\n所以經常被使用於戰鬥之中。","101161","0","1","0","101161","0","鋼之戟","60","0","0","0","16","0","0","1","0","1","0","0","0","1","0","4","0","0","0","1"
"0","0","0","小型單手斧。\n本來是要做為擲斧用的，\n但由於使用上非常方便，\n因此也被拿來當成近戰攻擊使用。","101191","0","1","0","101191","0","單手斧","60","0","0","0","19","0","0","1","0","0","0","0","0","1","0","8","0","0","0","1"
"0","0","0","以生長在神秘森林裡，\n名叫阿斯特賴亞檜木的檀木\n所削製而成的法杖。\n其散發的香氣能緩和傷者的心情。","101251","0","1","0","101251","8","檀香之杖","60","0","0","0","25","0","0","1","0","0","0","0","0","1","0","0","0","0","0","1"
"0","0","0","原本是工匠在穿的圍裙。\n上面的大口袋保留了原本的特徵。\n新人冒險者身上得攜帶的物品較多，\n所以這些口袋對他們來說非常重要。","101281","0","2","0","101281","0","皮革工作服","60","0","0","0","28","0","0","2","0","0","0","0","0","1","0","2","0","0","50","1"
"0","0","0","冒險者在最初時選擇的一套裝備。\n道具名稱蘊含了祝福冒險者\n踏出第一步的意思，\n因此名稱也成為賣點之一。","101371","0","2","0","101371","1","旅行長袍","60","0","0","0","37","0","0","2","0","0","0","0","0","1","0","0","0","0","55","1"
"0","0","0","以名為阿斯特賴亞雪松的針葉樹，\n所製作而成的盾。\n因為方便加工而且便宜，\n所以經常用在學生的模擬戰。","101401","0","2","0","101401","0","木製盾","60","0","0","0","40","0","0","2","0","1","0","0","0","1","0","2","0","0","15","1"
"0","1","0","即使不是冒險者也很喜歡的基本款。\n很輕，也很適合走路，\n穿得越久就會越合腳。","101431","0","2","0","101431","0","皮靴","60","0","0","0","43","0","0","2","0","0","0","0","0","1","0","0","0","0","15","1"
"0","0","1","原本是畫家愛用的帽子，\n但因為很適合用來遮陽跟擋風，\n所以很受新手冒險者的歡迎。","101521","0","2","0","101521","3","時尚貝雷帽","60","0","0","0","52","0","0","2","0","0","0","0","0","1","0","0","0","0","0","1"
"0","0","0","只要裝備之後，就會湧出幹勁的\n不可思議的手鍊。\n具有提升攻擊力的效果。","101551","0","3","0","101551","0","幹勁手鍊","60","0","0","25","55","0","0","2","0","1","0","0","0","1","0","3","0","0","0","1"
