bac21b39b6fab6a180d753209eeef3b07022d6e6c3b8fd26f4124b7c02575038,9c2e92f568109570b963da758fc14d0035f2cacfefd47b311efd4832b4409d72,c555fd5467428ddaf3b9141320c5b305a87c839527673c68405cb1b7cf42cb06,7113e83929b00724a1e553f72b06953132ab000b75e75bae6667c3e4d11b694b,e52a6ba520ef7daec8d1d56f828c23a26b3778f391a585129388708e896bc392,bd0d8c2f828fb7efe60e9c9f3cde8d77b59c9c636f4cd9bf68744d87332764eb,bd8a085ac58ad1eda16cb1f36ee54eddbfa872b518335705fc3d287ee9aa5203,0555094b5c7eca783911f627aa1c580ce75d8bc718926dc82a14536077ba2061,dec47fa4b585961fff8846aab5f54341c670c3b58229bbdbfbc0fe2d9db6c0e5,09f816b0bcd4c512dee1d3c5e3ba16da385a761dc7c5437b1f15daf02055d351,f1cda42c9626c32ecb22632d3b046ceee825f4a3b609c965630108f87761cec7,3ff7757d88ea02bc62c8e10c9ac15a2ec705da01c8fd2aeab2f9434902e2ea3c
"0","2018/12/20 15:59:59","10004","1","0","1004","5004401","2018/12/01 16:00:00","0","107601","107601","0"
"0","2018/12/20 15:59:59","10004","2","0","1002","5004402","2018/12/01 16:00:00","1","107601","1000403","0"
"0","2018/12/20 15:59:59","10004","3","0","1001","5004403","2018/12/01 16:00:00","0","107701","10","0"
"0","2018/12/20 15:59:59","10004","4","0","1001","5004404","2018/12/01 16:00:00","0","107501","20","0"
"0","2018/12/20 15:59:59","10004","5","0","1001","5004405","2018/12/01 16:00:00","0","107601","30","0"
"0","2018/12/20 15:59:59","10004","6","0","1003","5004406","2018/12/01 16:00:00","0","107501","2","0"
"0","2018/12/20 15:59:59","10004","7","0","1003","5004407","2018/12/01 16:00:00","0","107601","5","0"
"0","2018/12/20 15:59:59","10004","8","0","1003","5004408","2018/12/01 16:00:00","0","107801","8","0"
"0","2018/12/20 15:59:59","10004","9","0","1003","5004409","2018/12/01 16:00:00","0","107701","12","0"
"0","2018/12/20 15:59:59","10004","10","0","1003","5004410","2018/12/01 16:00:00","0","107501","16","0"
"0","2018/12/20 15:59:59","10004","11","0","1003","5004411","2018/12/01 16:00:00","0","107601","20","0"
"0","2019/01/22 15:59:59","10005","12","0","1004","5005401","2019/01/03 16:00:00","0","108001","108001","0"
"0","2019/01/22 15:59:59","10005","13","0","1002","5005402","2019/01/03 16:00:00","1","107901","1000503","0"
"0","2019/01/22 15:59:59","10005","14","0","1001","5005403","2019/01/03 16:00:00","0","108001","10","0"
"0","2019/01/22 15:59:59","10005","15","0","1001","5005404","2019/01/03 16:00:00","0","107901","20","0"
"0","2019/01/22 15:59:59","10005","16","0","1001","5005405","2019/01/03 16:00:00","0","108001","30","0"
"0","2019/01/22 15:59:59","10005","17","0","1003","5005406","2019/01/03 16:00:00","0","107901","2","0"
