0840ed054a5dd60f73c1ff73f4baf804e00049fa361cb2f2dc146b528427e5fa,7adf5accb36361d3e92bbc94467225d71fabcfeb277919fc1d7063c762385704,a98031e04a20d5a661897cc8dfdfcb386615227a1b81473164ee2eb6215a084e,83d2e179849f57399924b56109122da0ff66dd5d0740930a4dc56a7d72905d34,5a64230cdeaab521b3f4142f06c87e00ed1d9314c0b67d104d4163d8b3daa39c,e9343605a655b02a8c0c19e73a8ba950ca3c39168f8bbc370ae84e25f9527d20,4dcef4a388ba945cfec3f7d6991c3a86888b3490aeedc0a351f93dd5cd80c33b,ea1debad32ccf66044fa7551bc35b93bab0ff58fabb00fe9897566b218d36eb7,17eb535d6af206317f61a6775c7c83c305cba4e65748bfc7c43cde1d4dbfedb6,73667cfbe06b12c54f7a3eae654ea7f68473c33cab588933db041540ef1d43dd,6b34d3c84ba1f62fe2ee625a50df95eccf235d60df217768ccc2d48a3e932a84,04f9c79a0a64aab4aa5022fc89cf096a6a0b683271947ca100a92b90f7b9b9ad,be0de0018f15cd5cf3518231d9a941602d95adcf5791dad65f84def21a0666fd,c751a3100c45222505ff2f47829736305085727a7bfbdd542f66b738dc181d18,a27af4bbb06fad0563488a1bb648d1d9e3104a89d06bc580d132ed60c7cd7259,77141812e906b80838f2b0920a0261cb3ff45f7a4a253bb0c63ff9d09ecc793c,b8aa8bb02f3ebc7fe43c227fde31bd6662b15ea0ce24435a4fc49f93c70cbd06,d1a86ed228acae5446f8242f0e3f3eaf1a1d630f96737fa7b7d8fa13430c7d05
"9401","9","1","2","2000","0","403","3","2","每日寶石禮包第{1}天的獎勵","0","1","30","1","17001001","1","104","每日寶石禮包未領取的獎勵"
"99401","12","1","2","0","0","403","3","1","每日瑪那禮包第{1}天的獎勵","0","1","30","101","17001101","0","0","每日瑪那禮包未領取的獎勵"
"99402","13","1","2","0","0","403","0","0","","0","1","1","102","17001102","0","0",""
"99403","14","1","2","0","0","403","1","0","","0","1","7","103","17001103","0","0",""
"99404","15","1","2","0","0","403","3","0","","0","1","30","104","17001104","0","0",""
"99445","32","1","0","0","0","403","3","1","每日體力禮包第{1}天的獎勵","0","1","30","105","17001105","0","0","每日體力未領取的獎勵"
"99456","41","1","2","0","0","403","3","1","每日秘石禮包第{1}天的獎勵","0","1","30","106","17001106","0","0","每日秘石未領取的獎勵"
"99401","42","1","2","0","0","403","3","1","每日瑪那禮包第{1}天的獎勵","0","1","30","107","17001107","0","0","每日瑪那禮包未領取的獎勵"
"9401","75","1","2","0","0","403","3","1","每日寶石禮包第{1}天的獎勵","0","1","90","2","17001109","0","104","每日寶石禮包未領取的獎勵"
"9402","90","0","1","1000","1","0","3","0","","1","0","7","0","0","3","103",""
"99517","91","1","2","0","0","403","3","1","公主之心碎片每日禮包第{1}天的獎勵","0","1","30","108","17001108","0","0","公主之心碎片每日禮包未領取的獎勵"
"9402","139","0","1","1000","1","0","3","0","","1","0","30","0","0","3","103",""
"99559","211","2","3","0","0","405","0","1","體力應援包第{1}天的獎勵","0","0","7","3","17001110","1","103",""
"9403","212","2","4","0","0","0","0","0","","0","34","0","4","0","0","0",""
"9404","213","4","4","0","0","0","0","0","","0","31","0","5","0","0","0",""
"9405","214","6","4","0","0","0","0","0","","0","37","0","6","0","0","0",""
"9406","215","8","4","0","0","0","0","0","","0","38","0","7","0","0","0",""
"9411","517","31","4","0","0","0","0","0","","0","38","0","8","0","0","0",""
"9412","518","33","4","0","0","0","0","0","","0","38","0","9","0","0","0",""
"9319","519","1","5","0","0","0","0","0","","0","0","30","109","0","0","908",""
"9407","520","23","4","0","0","0","0","0","","0","34","0","4","0","0","0",""
"9408","521","25","4","0","0","0","0","0","","0","31","0","5","0","0","0",""
"9409","522","27","4","0","0","0","0","0","","0","37","0","6","0","0","0",""
"9410","523","29","4","0","0","0","0","0","","0","38","0","7","0","0","0",""
"9413","536","24","4","0","0","0","0","0","","0","34","0","4","0","0","0",""
"9414","537","26","4","0","0","0","0","0","","0","31","0","5","0","0","0",""
"9415","538","28","4","0","0","0","0","0","","0","37","0","6","0","0","0",""
"9416","539","30","4","0","0","0","0","0","","0","38","0","7","0","0","0",""
"9417","540","32","4","0","0","0","0","0","","0","38","0","8","0","0","0",""
"9418","541","34","4","0","0","0","0","0","","0","38","0","9","0","0","0",""
"9419","542","35","4","0","0","0","0","0","","0","37","0","10","0","0","0",""
"9420","543","36","4","0","0","0","0","0","","0","37","0","11","0","0","0",""
"9319","550","1","5","0","0","0","0","0","","0","0","30","110","0","0","908",""
"9421","561","37","4","0","0","0","0","0","","0","34","0","4","0","0","0",""
"9422","562","38","4","0","0","0","0","0","","0","31","0","5","0","0","0",""
"9423","563","39","4","0","0","0","0","0","","0","37","0","6","0","0","0",""
"9424","564","40","4","0","0","0","0","0","","0","38","0","7","0","0","0",""
"9425","565","41","4","0","0","0","0","0","","0","37","0","8","0","0","0",""
"9426","566","42","4","0","0","0","0","0","","0","37","0","9","0","0","0",""
"9427","567","43","4","0","0","0","0","0","","0","37","0","10","0","0","0",""
"9428","568","44","4","0","0","0","0","0","","0","37","0","11","0","0","0",""
"9429","569","45","4","0","0","0","0","0","","0","37","0","12","0","0","0",""
"9430","570","46","4","0","0","0","0","0","","0","37","0","13","0","0","0",""
"9319","571","1","5","0","0","0","0","0","","0","0","30","111","0","0","908",""
"9319","572","1","5","0","0","0","0","0","","0","0","30","112","0","0","908",""
"9319","575","1","5","0","0","0","0","0","","0","0","30","113","0","0","908",""
"9319","609","1","5","0","0","0","0","0","","0","0","30","114","0","0","908",""
"9319","616","1","5","0","0","0","0","0","","0","0","30","124","0","0","908",""
"99634","617","27","0","0","0","0","0","0","","0","0","0","115","0","0","0",""
"99635","618","28","0","0","0","0","0","0","","0","0","0","116","0","0","0",""
"99636","619","29","0","0","0","0","0","0","","0","0","0","117","0","0","0",""
"99638","620","30","0","0","0","0","0","0","","0","0","0","118","0","0","0",""
"99639","621","11","4","0","0","0","0","0","","0","0","0","119","0","0","0",""
"99640","622","12","4","0","0","0","0","0","","0","0","0","120","0","0","0",""
"99641","623","13","4","0","0","0","0","0","","0","0","0","121","0","0","0",""
"99642","624","14","4","0","0","0","0","0","","0","0","0","122","0","0","0",""
"99643","625","15","4","0","0","0","0","0","","0","0","0","123","0","0","0",""
"9319","626","1","5","0","0","0","0","0","","0","0","30","125","0","0","908",""
"9431","627","1","6","0","0","0","0","0","","0","0","0","126","0","0","0",""
"9431","628","1","6","0","0","0","0","0","","0","0","0","127","0","0","0",""
"99650","629","31","0","0","0","0","0","0","","0","0","0","128","0","0","0",""
