6f408857aa3ee6928f1a1d2e48ef28423f768878fdee68d0cd12559f9064aae8,e83ab493462edbe4e309d97cf338bf4bd5e8fd4b1c48228ce8a7332872439e2b,4019e021ec943c517b6cedc2267f40d790d3aa1f885ece847b536bba73666085,f35ffb6839b67726af85f88307f9fd859c8a54877565f538707170e2820fd63c,0fae6edfd82e841e6f84f3b290858045a1af999f3f24c9f0b3bab895a22693da,2542602a945e55f3484d92414cc94b8e73c3c062579c251473e6bb1e9e4f2da7,c8fa1cfeee8b58b2212fffd4e1824db9a929271afe62a1654fe9f9b83cb1531f,4767fb40530e26f35a632a543918643579b712dc61d8cd70db2279a923e9bef6,f07e7f05db857c09a40376d5ff9a1dae05545ceade18e543096a50b767d2f3a6,e101121ceaec9fe3d12c9d5bfa82d94c576d2b3326b5aef14c417faaf4bb759b,dbc85886d8161f43e2978f5c439cc8995d13e8da27c97714bde87fc099dd7d12,2d79118143f4e95c2382dbeb47bb0dbe06fd55c77a46054b1c07598436608949
"0","99999999","11000000","1","0","0","可從全目標角色中選擇1位成為夥伴。","0","1","0","0","全目標的自選印記"
"0","3600","11000999","1","0","0","可從公主祭典的角色中選擇1位成為夥伴。","0","1","999","0","公主祭典的自選印記"
"0","2800","11001000","1","0","0","可從攻擊者職階的角色中選擇1位成為夥伴。","1","1","0","0","攻擊者職階的自選印記"
"0","2800","11002000","1","0","0","可從破防者職階的角色中選擇1位成為夥伴。","2","1","0","0","破防者職階的自選印記"
"0","2800","11003000","1","0","0","可從增益者職階的角色中選擇1位成為夥伴。","3","1","0","0","增益者職階的自選印記"
"0","2800","11004000","1","0","0","可從減益者職階的角色中選擇1位成為夥伴。","4","1","0","0","減益者職階的自選印記"
"0","2800","11005000","1","0","0","可從增幅者職階的角色中選擇1位成為夥伴。","5","1","0","0","增幅者職階的自選印記"
"0","2800","11006000","1","0","0","可從治療者職階的角色中選擇1位成為夥伴。","6","1","0","0","治療者職階的自選印記"
"0","2800","11007000","1","0","0","可從掩護者職階的角色中選擇1位成為夥伴。","7","1","0","0","掩護者職階的自選印記"
"0","2800","11008000","1","0","0","可從妨礙者職階的角色中選擇1位成為夥伴。","8","1","0","0","妨礙者職階的自選印記"
"0","99999999","13000001","1","0","1","可從【美食殿堂】的角色中選擇3位成為夥伴。","0","3","0","1","【美食殿堂】的自選印記"
"0","99999999","13000002","1","0","1","可從【破曉之星】的角色中選擇3位成為夥伴。","0","3","0","2","【破曉之星】的自選印記"
"0","99999999","13000003","1","0","1","可從【拉比林斯】的角色中選擇3位成為夥伴。","0","3","0","3","【拉比林斯】的自選印記"
"0","99999999","13000004","1","0","1","可從【慈樂之音】的角色中選擇3位成為夥伴。","0","3","0","4","【慈樂之音】的自選印記"
"0","99999999","13000005","1","0","1","可從【小小甜心】的角色中選擇3位成為夥伴。","0","3","0","5","【小小甜心】的自選印記"
"0","99999999","13000006","1","0","1","可從【森林守衛】的角色中選擇3位成為夥伴。","0","3","0","6","【森林守衛】的自選印記"
"0","99999999","13000007","1","0","1","可從【惡魔偽王國軍】的角色中選擇3位成為夥伴。","0","3","0","7","【惡魔偽王國軍】的自選印記"
"0","99999999","13000008","1","0","1","可從【王宮騎士團】的角色中選擇3位成為夥伴。","0","3","0","8","【王宮騎士團】的自選印記"
"0","99999999","13000009","1","0","1","可從【咲戀育幼院】的角色中選擇3位成為夥伴。","0","3","0","9","【咲戀育幼院】的自選印記"
"0","99999999","13000010","1","0","1","可從【哞哞自衛隊】的角色中選擇3位成為夥伴。","0","3","0","10","【哞哞自衛隊】的自選印記"
"0","99999999","13000011","1","0","1","可從【伊麗莎白牧場】的角色中選擇3位成為夥伴。","0","3","0","11","【伊麗莎白牧場】的自選印記"
"0","99999999","13000012","1","0","1","可從【墨丘利財團】的角色中選擇3位成為夥伴。","0","3","0","12","【墨丘利財團】的自選印記"
"0","99999999","13000013","1","0","1","可從【暮光流星群】的角色中選擇3位成為夥伴。","0","3","0","13","【暮光流星群】的自選印記"
"0","99999999","13000014","1","0","1","可從【月光學院】的角色中選擇3位成為夥伴。","0","3","0","14","【月光學院】的自選印記"
"0","99999999","21000000","2","0","0","","0","1","0","0","戰鬥獎勵隨機印記"
"0","99999999","31000000","3","0","0","可從全目標角色中隨機獲得1位夥伴。","0","1","0","0","全目標的隨機印記"
"0","1800","31000999","3","0","0","可從公主祭典的角色中隨機獲得1位夥伴。","0","1","999","0","公主祭典的隨機印記"
"0","1200","31001000","3","0","0","可從攻擊者職階的角色中隨機獲得1位夥伴。","1","1","0","0","攻擊者職階的隨機印記"
"0","1200","31002000","3","0","0","可從破防者職階的角色中隨機獲得1位夥伴。","2","1","0","0","破防者職階的隨機印記"
"0","1200","31003000","3","0","0","可從增益者職階的角色中隨機獲得1位夥伴。","3","1","0","0","增益者職階的隨機印記"
"0","1200","31004000","3","0","0","可從減益者職階的角色中隨機獲得1位夥伴。","4","1","0","0","減益者職階的隨機印記"
"0","1200","31005000","3","0","0","可從增幅者職階的角色中隨機獲得1位夥伴。","5","1","0","0","增幅者職階的隨機印記"
"0","1200","31006000","3","0","0","可從治療者職階的角色中隨機獲得1位夥伴。","6","1","0","0","治療者職階的隨機印記"
"0","1200","31007000","3","0","0","可從掩護者職階的角色中隨機獲得1位夥伴。","7","1","0","0","掩護者職階的隨機印記"
"0","1200","31008000","3","0","0","可從妨礙者職階的角色中隨機獲得1位夥伴。","8","1","0","0","妨礙者職階的隨機印記"
"0","99999999","31040005","3","0","0","可讓拉比林斯達成為夥伴。","0","1","40005","0","拉比林斯達印記"
"0","99999999","31040006","3","0","0","可讓純成為夥伴。","0","1","40006","0","純印記"
"0","99999999","31040011","3","0","0","可讓禊＆美美＆鏡華成為夥伴。","0","1","40011","0","禊＆美美＆鏡華印記"
"0","1200","31100000","3","1","0","可從火屬性角色中隨機獲得1位夥伴。","0","1","0","0","火屬性的隨機印記"
"0","1200","31200000","3","2","0","可從水屬性角色中隨機獲得1位夥伴。","0","1","0","0","水屬性的隨機印記"
"0","1200","31300000","3","3","0","可從風屬性角色中隨機獲得1位夥伴。","0","1","0","0","風屬性的隨機印記"
"0","1200","31400000","3","4","0","可從光屬性角色中隨機獲得1位夥伴。","0","1","0","0","光屬性的隨機印記"
"0","1200","31500000","3","5","0","可從闇屬性角色中隨機獲得1位夥伴。","0","1","0","0","闇屬性的隨機印記"
