a6c6c1f317735b015bf49729921b6fdc21bfd44b225d87a98e90ee0d474991ac,28db7bd973986dc3e43c15b8bc23edbea71013575833a566a9912a4bfe26e26c,506a47060a214e124a7a304c889809e23e97c0f29b38849a235391856cb80a91,6d899f24cddb66d546aeb794f5abf9c2110ef17cf12a01f2b530db9d0ffecad3,259e48475c6920c3fd187bae7e52a638e45c144cc066b4f36387767ac420a16e,833f974ccfa1609a1335da5934d706f4bc5c0e93cbe42e5ac54d86a07119c08e,89dee5cd63a51bd684b04bf57ea32fcfb6e7cd24204fa38cc9f7307428055bb7,eb7f3bc65370ccae4680fbbe7d048abea6d7489cbe17d6fa8d7fd83ca0c15619,c160ea96d94b8187bcf947385ce8a3117eb6996d7705926f8f8fa4de7b512fbd,671fd6f2187126088074e51cdc766ade2eb177060d738627350bab8861f99e2c,9f7656fd7e690050b376ad044fd97e39ddad76ac49ba08dea0b6a96f6797ed31,253ca9f46c10bafc6d3e45eb3248d2dd62281a20a49f16e1e510cdb956493d7c,4ef5a6c489f84206aa82048e4e0d1da9a7e4571302522ca254f712937649a227,65a8b264313fc5e17f5b5555d8a5a6c658cd0bae0075f4cc5febfbed488b52d2,49dd75ac34975ddebcd04ec324e2b7bda528d8ed480b103b87b6ff1931f47cfe,cdd4c2307ab1b77daa9ad7c15b406462ee1cb39123f495c9cb55f030c470f6d7,f0186b55d85d7b32d1f3e85ef2ccaa84895425bca2c30a6e4505c90631aad6e0,032d289b5c07849ee26a70cb3bbbd7fea81a4b2022565fdf5a1b632caf204a2c,59fa79873555f7e887a9226156f3bcfa2f24fd68a81519e456bfebdd30ce21d6,1ca06e952b0f816ccc921effeecd6c6d6a83d097c30eff370d5feec482a8bc03,7a657192893daf3dd8226c28643ce2ebb6bd315b9091c2eec1152d3b927c8102,c5a23323d1fae4960281c0ceb2b4d40ac5a6c7bbfb4cc9c37a672e365930d3fc,5cc9f6bda3ebc654a9b6bfe2af4862b3dad1e8199b503e19f620509773d04cd4,1820faa6cf6bbae1efba20ac634bf6f2a9ed6b83b5eafabd57eb1a29f8503382,17e6b319d560ff426169c21e459368c968822d2e1d5688b1fb4757153d8f095e,3d2563a4f92dc8ed3fb8479ee5e212c53138173dbb5d0c836b83941ee6af4f06,b27543c1590cff5ce575696181bb76438ee4dc0b951d0424f9f1313f0a3d439e,5dceeecf1c1baa1889f5ea3d4d0432eae355729fadeeb7f9d2c76ca6e93ef5eb,30e9e10eec8880b6416b5a5af5a3ea6c3241905e3caa9a197dbda34fe1cc1e30,ca74e5afa7e4ebeb77e64930fecf2ec0691d0e702d7064d96848f4acbc83590a,4a083254cba0e0d426583df565ac9ac4e85c9a0891a3a6990890c5c2bf5bd24d,951abf21bf6f8ed8e1ce13cf70e0e32e9126c94b94114ec872cf8a08255fcca7,57f96a53dd9ad8074be05fc08896956a1e4eb5d2c7a4042dee34c4078b4762a3,b21c39139414d96c7480c7b7c8d05218e99ee2b4198926bf55609d656c11e80b,36935ffb01ad46b5153e2fdb7745fefc0f449b4d4143e6652f08aa4e0af3bde5,bbd9140cd42576b5e126c17e787cb15ab7d92140c6aff64aa38bf6a23d59a224,865f7b2984e61354fef073f24f31dc150eb6660e78d0e33b47f62d1bf6fed726,0a5b58bcaa0f0d715503cfda71eb34db0cce6cba1bd42e6574e7eafc8a502a6e,f9bff33b370c6051d3d92317db4b4e8fbb563483199cec4a56e3ac6fa47d6a9b,84b72c55e67211bfac6678da6037ff9b6c1781b94a82cc0c865f46e2cb7abd4e,c91ae6ca4197c6cb1fcb28cf29fa48c185acea701eeb711106750edd419529ca,dbe814e933c404e9abc3cd0968c2e8ab129f972c05e3efc70a0d4063ed9e4595,7055c6067d66e6f0ca6f68099f7ac5a8eed12473ead668d7931d2ee49c961e05,710cc973b3668d091f8484c0ca3145735976827a787f2598c2f4cb10805c71f0,7ac7cfee08c4d0001857cc53113482dff6a2772f8b75a1ee97617d877352d410,0ece772b0fc9d3317086ee755bf9c9f911306004282e6f44eba15743bf44fe80,5df0818e0d0d6fa0921fb87ad7cf44e00b89d5a26e656adb24d9fd29d6b1db84
"20","1","610001146","200010","10001101","0","100000","0","770","bgm_M47","0","1000101","1","90","2018/09/19 15:59:59","0.03","0.6","81000105","270","0","0","10001101","1","BOSS戰(NORMAL)","0","1","bgm_M47","1","2018/08/28 16:00:00","1","0","-40","0","610001011","0","0","81000105","0","0","0","870","10001","0","0","0","0","10"
"30","1","610001216","200010","10001201","0","100000","0","450","bgm_M47","0","1000102","1","90","2018/09/19 15:59:59","0.03","0.6","81000106","270","0","0","10001201","1","BOSS戰(HARD)","0","1","bgm_M47","2","2018/08/28 16:00:00","1","0","-40","0","610001021","0","0","81000106","0","0","0","500","10001","0","0","0","0","10"
"20","1","610002001","510021","10002101","0","100000","0","770","bgm_M102","0","1000201","1","90","2018/10/28 15:59:59","0.03","0.6","81000205","40","0","0","10002101","1","BOSS戰(NORMAL)","5002301","1.3","bgm_M102","1","2018/10/03 16:00:00","1","0","-40","0","610002011","0","0","81000205","0","0","0","870","10002","0","0","0","0","10"
"30","1","610002002","510022","10002201","0","100000","0","450","bgm_M102","0","1000202","1","90","2018/10/28 15:59:59","0.03","0.6","81000207","40","0","0","10002201","1","BOSS戰(HARD)","5002302","1.3","bgm_M102","2","2018/10/03 16:00:00","1","0","-40","0","610002021","0","0","81000207","0","0","0","500","10002","0","0","0","0","10"
"20","1","610003001","510031","10003101","0","100000","0","770","bgm_M109","0","1000301","1","90","2018/11/25 15:59:59","0.03","0.6","81000305","20","0","0","10003101","1","BOSS戰(NORMAL)","5003302","1.1","bgm_M109","1","2018/11/01 15:59:59","1","0","-40","0","610003011","0","0","81000305","0","0","0","870","10003","0","30","0","0","10"
"30","1","610003002","510032","10003201","0","100000","0","450","bgm_M109","0","1000302","1","90","2018/11/25 15:59:59","0.03","0.6","81000306","20","0","0","10003201","1","BOSS戰(HARD)","5003301","1.1","bgm_M109","2","2018/11/01 15:59:59","1","0","-40","0","610003021","0","0","81000306","0","0","0","500","10003","0","30","0","0","10"
"20","1","610004001","510041","10004101","0","100000","0","770","bgm_M116","0","1000401","1","90","2018/12/24 15:59:59","0.03","0.6","81000405","20","0","0","10004101","1","BOSS戰(NORMAL)","5004301","1.1","bgm_M116","1","2018/12/01 16:00:00","1","0","-40","0","610004011","0","0","81000405","0","0","0","870","10004","0","30","0","0","10"
"30","1","610004002","510042","10004201","0","100000","0","450","bgm_M116","0","1000402","1","90","2018/12/24 15:59:59","0.03","0.6","81000406","20","0","0","10004201","1","BOSS戰(HARD)","5004302","1.1","bgm_M116","2","2018/12/01 16:00:00","1","0","-40","0","610004021","0","0","81000406","0","0","0","30","10004","0","30","0","0","-5"
"30","1","610004003","510042","10004301","1","100000","0","450","bgm_M116","0","1000403","1","90","2018/12/24 15:59:59","0.03","0.6","81000406","20","0","0","10004201","1","Boss戰(VERYHARD)","5004308","1.1","bgm_M116","3","2018/12/01 16:00:00","1","0","-40","0","610004031","0","0","81000406","0","0","0","500","10004","0","30","0","0","-70"
"20","1","610005001","510051","10005101","0","100000","0","770","bgm_M124","0","1000501","1","90","2019/01/25 15:59:59","0.03","0.6","81000505","90","0","0","10005101","1","BOSS戰(NORMAL)","5005301","1.3","bgm_M124","1","2019/01/03 16:00:00","1","0","-40","0","610005011","0","0","81000505","0","0","0","870","10005","0","90","0","0","10"
"30","1","610005002","510052","10005201","0","100000","0","450","bgm_M124","0","1000502","1","90","2019/01/25 15:59:59","0.03","0.6","81000506","90","0","0","10005201","1","BOSS戰(HARD)","5005302","1.3","bgm_M124","2","2019/01/03 16:00:00","1","0","-40","0","610005021","0","0","81000506","0","0","0","370","10005","0","90","0","0","-115"
"30","1","610005003","510052","10005301","1","100000","0","450","bgm_M124","0","1000503","1","90","2019/01/25 15:59:59","0.03","0.6","81000506","90","0","0","10005201","1","Boss戰(VERYHARD)","5005308","1.3","bgm_M124","3","2019/01/03 16:00:00","1","0","-40","0","610005031","0","0","81000506","0","0","0","520","10005","0","90","0","0","58"
