de6817fd01cf6e0fd085a0810b0e22a495c830b91b781bea6d08713bf48481e4,4e5621b0cdfc8830d446472920414efd7645c269ac77c810bf5bc962a09e04e6,212f520223bcb30ae7fecf0444a4f3119bb7bea8a1517334e004ccf8bd37b370,a3a9f1d6e6db3319eb8088558fbc3fc480c99b90eb3bd8e9482e48e7de4eabae,f45c5fd2e5da84ec00b0e37e873852e16c5926254cf0b712fb7d38d355e03903,2a38ba9ef20486cd8ff02d82c86f73b739d53cb8601d2ecd60f45d52b8a69d8a,20c948d815a143d680405bbe6f499b6788c46def81c30d45739fe8ca302efcac,7fda046b7c66747b1ce9afc229f9ddd4a0150e0b8568e36b5709ca2e67a1b6a1,ec05d96e738615ad24a423996fcbc7f0f6768102adcdc39dd8f8d1364d2fe8fd,b1129fbf6279bbb11cceb2858c12e488e18fce53394a92cb7bf2c3e3eb535e63,6aa28d652aa874ab26b7a6ef590600f75cfee85d96b07abcde4ffde1417208bd
"8","91002","25021","1","2","25012","8","282001001","2","10","31"
"8","91002","25021","2","2","25012","8","282001002","2","10","31"
"8","91002","25021","3","2","25012","8","282001003","2","10","32"
"8","91002","25021","4","2","25012","8","282001004","2","10","32"
"8","91002","25021","5","2","25012","8","282001005","2","10","33"
"8","91002","25021","6","2","25012","9","282001006","2","10","33"
"8","91002","25021","7","2","25012","9","282001007","2","10","34"
"8","91002","25021","8","2","25012","9","282001008","2","10","35"
"8","91002","25021","9","2","25012","9","282001009","2","10","35"
"8","91002","25021","10","2","25012","10","282001010","2","30","37"
"8","91002","25021","11","2","25012","10","282001011","2","10","41"
"8","91002","25021","12","2","25012","11","282001012","2","10","43"
"8","91002","25021","13","2","25012","11","282001013","2","10","46"
"8","91002","25021","14","2","25012","12","282001014","2","10","48"
"8","91002","25021","15","2","25012","12","282001015","2","10","50"
"8","91002","25021","16","2","25012","13","282001016","2","10","53"
"8","91002","25021","17","2","25012","14","282001017","2","10","55"
"8","91002","25021","18","2","25012","14","282001018","2","10","58"
"8","91002","25021","19","2","25012","15","282001019","2","10","60"
"8","91002","25021","20","2","25012","15","282001020","2","30","62"
"8","91002","25021","21","2","25012","16","282001021","2","10","68"
"8","91002","25021","22","2","25012","16","282001022","2","10","70"
"8","91002","25021","23","2","25012","16","282001023","2","10","72"
"8","91002","25021","24","2","25012","17","282001024","2","10","75"
"8","91002","25021","25","2","25012","18","282001025","2","10","77"
"8","91002","25021","26","2","25012","18","282001026","2","10","79"
"8","91002","25021","27","2","25012","19","282001027","2","10","82"
"8","91002","25021","28","2","25012","19","282001028","2","10","84"
"8","91002","25021","29","2","25012","19","282001029","2","10","86"
"8","91002","25021","30","2","25012","20","282001030","2","30","89"
"8","91002","25021","31","2","25012","20","282001031","2","10","94"
"8","91002","25021","32","2","25012","21","282001032","2","10","96"
"8","91002","25021","33","2","25012","21","282001033","2","10","99"
"8","91002","25021","34","2","25012","22","282001034","2","10","101"
"8","91002","25021","35","2","25012","22","282001035","2","10","103"
"8","91002","25021","36","2","25012","23","282001036","2","10","106"
"8","91002","25021","37","2","25012","23","282001037","2","10","108"
"8","91002","25021","38","2","25012","24","282001038","2","10","111"
"8","91002","25021","39","2","25012","25","282001039","2","10","113"
"8","91002","25021","40","2","25012","25","282001040","2","30","115"
"8","91002","25021","41","2","25012","26","282001041","2","10","121"
"8","91002","25021","42","2","25012","27","282001042","2","10","123"
"8","91002","25021","43","2","25012","28","282001043","2","10","125"
"8","91002","25021","44","2","25012","28","282001044","2","10","128"
"8","91002","25021","45","2","25012","29","282001045","2","10","130"
"8","91002","25021","46","2","25012","30","282001046","2","10","132"
"8","91002","25021","47","2","25012","30","282001047","2","10","135"
"8","91002","25021","48","2","25012","31","282001048","2","10","137"
"8","91002","25021","49","2","25012","31","282001049","2","10","139"
"8","91002","25021","50","2","25012","31","282001050","2","30","142"
"8","91002","25021","51","2","25012","32","282001051","2","10","144"
"8","91002","25021","52","2","25012","32","282001052","2","10","146"
"8","91002","25021","53","2","25012","32","282001053","2","10","149"
"8","91002","25021","54","2","25012","33","282001054","2","10","152"
"8","91002","25021","55","2","25012","33","282001055","2","10","155"
"8","91002","25021","56","2","25012","33","282001056","2","10","157"
"8","91002","25021","57","2","25012","34","282001057","2","10","160"
"8","91002","25021","58","2","25012","34","282001058","2","10","163"
"8","91002","25021","59","2","25012","34","282001059","2","10","166"
"8","91002","25021","60","2","25012","35","282001060","2","30","169"
"8","91002","25021","61","2","25012","35","282001061","2","10","171"
"8","91002","25021","62","2","25012","35","282001062","2","10","174"
"8","91002","25021","63","2","25012","36","282001063","2","10","177"
"8","91002","25021","64","2","25012","36","282001064","2","10","180"
"8","91002","25021","65","2","25012","36","282001065","2","10","182"
"8","91002","25021","66","2","25012","37","282001066","2","10","185"
"8","91002","25021","67","2","25012","37","282001067","2","10","187"
"8","91002","25021","68","2","25012","37","282001068","2","10","190"
"8","91002","25021","69","2","25012","38","282001069","2","10","193"
"8","91002","25021","70","2","25012","38","282001070","2","30","196"
"8","91002","25021","71","2","25012","39","282001071","2","10","200"
"8","91002","25021","72","2","25012","39","282001072","2","10","204"
"8","91002","25021","73","2","25012","40","282001073","2","10","208"
"8","91002","25021","74","2","25012","40","282001074","2","10","212"
"8","91002","25021","75","2","25012","41","282001075","2","10","216"
"8","91002","25021","76","2","25012","41","282001076","2","10","220"
"8","91002","25021","77","2","25012","42","282001077","2","10","224"
"8","91002","25021","78","2","25012","42","282001078","2","10","228"
"8","91002","25021","79","2","25012","43","282001079","2","10","232"
"8","91002","25021","80","2","25012","43","282001080","2","30","236"
"8","91002","25021","81","2","25012","44","282001081","2","10","240"
"8","91002","25021","82","2","25012","44","282001082","2","10","244"
"8","91002","25021","83","2","25012","45","282001083","2","10","248"
"8","91002","25021","84","2","25012","45","282001084","2","10","252"
"8","91002","25021","85","2","25012","46","282001085","2","10","256"
"8","91002","25021","86","2","25012","46","282001086","2","10","260"
"8","91002","25021","87","2","25012","47","282001087","2","10","264"
"8","91002","25021","88","2","25012","47","282001088","2","10","268"
"8","91002","25021","89","2","25012","48","282001089","2","10","272"
"8","91002","25021","90","2","25012","48","282001090","2","30","276"
