a9124db082097607a0af2018a747f917aa337f8b74e49170bedfb40049b0b1a1,4a149bc6123c2d55ae55f60071b58edef521ba4afd5f2bf37a41e57a211f1939,c26e2fac43116ad0c03f60a202571e547b7f4e1d6620e092d3f7bf602b9a96f6,2cd8883845d8f1fa13d83ac4d5efaa82234be1d0be5449d3e5f9922f34de501b,3ee737df2e860ec0009540201930b24d6f8367ab8edc7d982cb8b899aadf6e06,cc56f2de96dac89c73e09d7a7933df23fe37f74c9fda07218592564bc5b4ac5e,b60a7f73f2b06c253d016bbff7e4ddf858e76e3bd95130c0395372d06a359f11,2f114743e82ad4f350c447886b2460fc4e877a296a4d31b0d90a1950a69da6a4,2cfa3d01eb40a201c531b4f887eabc55791487ef872a534c9d691aec198b8d1e,b34483d34fb69fa7e88e343aa1b2b77d07f00d81b091309087a995af01c4c63e,cb88338a592233b8c9f1b09704b2840552f397463bcfbf8946d8bcbaeead9cb1,7fd4198f61278e750d66c8a078e6931e876460311881c424464db393b80c1986,a20d82a1873c512b024666e7209611dfab7b55ab81f8f2c47445727f10f833af,511a8be2e2e8746934291e7a5c44a432be7e257216d378e14c253edb2fd69197,089b5b1b305dfc8fbcccfcf0279db9de1571a402c8a13c3418918193f4f6aba6
"924072001","8","0","90","92407","25","0","前哨冒險","924070100","96","924073001","1","6","92407010","92407020"
"924072002","8","0","90","92407","25","92407010","前哨冒險","924070200","96","924073002","2","6","92407020","92407030"
"924072003","8","0","90","92407","25","92407020","前哨冒險","924070300","96","924073003","3","6","92407030","0"
"924082001","25","0","90","92408","25","0","前哨冒險","924080100","540","924083001","1","25","92408010","92408020"
"924082002","25","0","90","92408","25","92408010","前哨冒險","924080200","540","924083002","2","25","92408020","92408030"
"924082003","25","0","90","92408","25","92408020","前哨冒險","924080300","540","924083003","3","25","92408030","0"
"924092001","25","0","90","92409","25","0","前哨冒險","924090100","540","924093001","1","25","92409010","92409020"
"924092002","25","0","90","92409","25","92409010","前哨冒險","924090200","540","924093002","2","25","92409020","92409030"
"924092003","25","0","90","92409","25","92409020","前哨冒險","924090300","540","924093003","3","25","92409030","0"
"924102001","25","0","90","92410","25","0","前哨冒險","924100100","540","924103001","1","25","92410010","92410020"
"924102002","25","0","90","92410","25","92410010","前哨冒險","924100200","540","924103002","2","25","92410020","92410030"
"924102003","25","0","90","92410","25","92410020","前哨冒險","924100300","540","924103003","3","25","92410030","0"
"924112001","25","0","90","92411","25","0","前哨冒險","924110100","540","924113001","1","25","92411010","92411020"
"924112002","25","0","90","92411","25","92411010","前哨冒險","924110200","540","924113002","2","25","92411020","92411030"
"924112003","25","0","90","92411","25","92411020","前哨冒險","924110300","540","924113003","3","25","92411030","0"
"924122001","25","0","90","92412","25","0","前哨冒險","924120100","540","924123001","1","25","92412010","92412020"
"924122002","25","0","90","92412","25","92412010","前哨冒險","924120200","540","924123002","2","25","92412020","92412030"
"924122003","25","0","90","92412","25","92412020","前哨冒險","924120300","540","924123003","3","25","92412030","0"
"924142001","25","0","90","92414","25","0","前哨冒險","924140100","540","924143001","1","25","92414010","92414020"
"924142002","25","0","90","92414","25","92414010","前哨冒險","924140200","540","924143002","2","25","92414020","92414030"
"924142003","25","0","90","92414","25","92414020","前哨冒險","924140300","540","924143003","3","25","92414030","0"
"924152001","25","0","90","92415","25","0","前哨冒險","924150100","540","924153001","1","25","92415010","92415020"
"924152002","25","0","90","92415","25","92415010","前哨冒險","924150200","540","924153002","2","25","92415020","92415030"
"924152003","25","0","90","92415","25","92415020","前哨冒險","924150300","540","924153003","3","25","92415030","0"
"924162001","25","0","90","92416","25","0","前哨冒險","924160100","540","924163001","1","25","92416010","92416020"
"924162002","25","0","90","92416","25","92416010","前哨冒險","924160200","540","924163002","2","25","92416020","92416030"
"924162003","25","0","90","92416","25","92416020","前哨冒險","924160300","540","924163003","3","25","92416030","0"
"924172001","25","0","90","92417","25","0","前哨冒險","924170100","540","924173001","1","25","92417010","92417020"
"924172002","25","0","90","92417","25","92417010","前哨冒險","924170200","540","924173002","2","25","92417020","92417030"
"924172003","25","0","90","92417","25","92417020","前哨冒險","924170300","540","924173003","3","25","92417030","0"
"924182001","25","0","90","92418","25","0","前哨冒險","924180100","540","924183001","1","25","92418010","92418020"
"924182002","25","0","90","92418","25","92418010","前哨冒險","924180200","540","924183002","2","25","92418020","92418030"
"924182003","25","0","90","92418","25","92418020","前哨冒險","924180300","540","924183003","3","25","92418030","0"
"924192001","25","0","90","92419","25","0","前哨冒險","924190100","540","924193001","1","25","92419010","92419020"
"924192002","25","0","90","92419","25","92419010","前哨冒險","924190200","540","924193002","2","25","92419020","92419030"
"924192003","25","0","90","92419","25","92419020","前哨冒險","924190300","540","924193003","3","25","92419030","0"
"924202001","25","0","90","92420","25","0","前哨冒險","924200100","540","924203001","1","25","92420010","92420020"
"924202002","25","0","90","92420","25","92420010","前哨冒險","924200200","540","924203002","2","25","92420020","92420030"
"924202003","25","0","90","92420","25","92420020","前哨冒險","924200300","540","924203003","3","25","92420030","0"
"924212001","25","0","90","92421","25","0","前哨冒險","924010100","540","924213001","1","25","92421010","92421020"
"924212002","25","0","90","92421","25","92421010","前哨冒險","924010200","540","924213002","2","25","92421020","92421030"
"924212003","25","0","90","92421","25","92421020","前哨冒險","924010300","540","924213003","3","25","92421030","0"
"924222001","25","0","90","92422","25","0","前哨冒險","924020100","540","924223001","1","25","92422010","92422020"
"924222002","25","0","90","92422","25","92422010","前哨冒險","924020200","540","924223002","2","25","92422020","92422030"
"924222003","25","0","90","92422","25","92422020","前哨冒險","924020300","540","924223003","3","25","92422030","0"
"924232001","25","0","90","92423","25","0","前哨冒險","924040100","540","924233001","1","25","92423010","92423020"
"924232002","25","0","90","92423","25","92423010","前哨冒險","924040200","540","924233002","2","25","92423020","92423030"
"924232003","25","0","90","92423","25","92423020","前哨冒險","924040300","540","924233003","3","25","92423030","0"
"924242001","25","0","90","92424","25","0","前哨冒險","924010100","540","924243001","1","25","92424010","92424020"
"924242002","25","0","90","92424","25","92424010","前哨冒險","924010200","540","924243002","2","25","92424020","92424030"
"924242003","25","0","90","92424","25","92424020","前哨冒險","924010300","540","924243003","3","25","92424030","0"
"924252001","25","0","90","92425","25","0","前哨冒險","924030100","540","924253001","1","25","92425010","92425020"
"924252002","25","0","90","92425","25","92425010","前哨冒險","924030200","540","924253002","2","25","92425020","92425030"
"924252003","25","0","90","92425","25","92425020","前哨冒險","924030300","540","924253003","3","25","92425030","0"
"925012001","25","0","90","92413","25","0","前哨冒險","925010100","540","925013001","1","25","92501010","92501020"
"925012002","25","0","90","92413","25","92501010","前哨冒險","925010200","540","925013002","2","25","92501020","92501030"
"925012003","25","0","90","92413","25","92501020","前哨冒險","925010300","540","925013003","3","25","92501030","0"
