78093a2734f16b682ddcf21eb340fae8591ae7e1e2d004946294993b2d0e1d30,88db226c9743bb13ad302a3ce59a452c02b29d0f0e670961f13fdd6f769396ee,f17451f42847583905ad5060c36c53e0a27b0f9b1cf7e7a74e9ae3fd5da859ab,65a7b969fc1812f673f5053851f2e1cf34df9e631dddd2423855630bfe666483,5d554b10fa24b110123649d421e73aff19ff70198bcfb8d6fe1baf5be59b3fd6,9dce9576d5ab172986b22edf665d37be9cdac864df1f73186fbde20717e6b75e,2362785cb1f59df846826c2fab1035baffd40831e021154ac5f684d84e1ff671,7ea93827f05273495434428f79f19325a4300fafd303ecdaf59d29a6dc89cd5f,6b26ac410358f69e440293aed25ffab656225f1aae0c09bfc1c941de90f01f2f,ce3b5e1156b463738ec434d0db7c85f09939de0dfc10e4d2e7adb33dfece7455,00e3489ab8fd4e8be618be88b2c62c40716e2e115e0cea8b4d8534379e6a082e,da4ee082ac83342105fe471f5d3449478653beab3ce07f48dccbaf1c43123d07,363fa36d7f64fe217240af57912e299501ce5d0f1fbca335bf3573204877834c,06d3aec075572d492b46d0d090cf29b3a544d63476fb0cb2562bb61319bfc43c,83f5256278ca5fe03fda011db39aea5aa93e60c9aef9b218ef485d0bab7786bb
"1","我是日向♪\n今天也要精神十足的加油喔♪","0","春咲 日和","0","0","1001","0","2","1","0","1","1.4","騎士先生\n我們過去幫忙吧～","喔！\n發現那裡有正在傷腦筋的人！"
"1","跟大家一樣\n我也必須變強一點","0","草野 優衣","0","0","1002","0","2","1","0","1","1.4","哎呀，我、\n我在說些什麼呢\n啊哈哈…","希望可以\n守護重要的人…"
"1","要不要試試看擊劍呢？","0","士條 怜","0","0","1003","0","2","1","0","1","1.4","都可以藉稍微受到磨練喔。","你所需要的注意力與感受"
"1","那個，哥哥！","0","穗高 禊","0","0","1004","0","2","1","0","1","1.5","禊我啊，\n想要玩躲貓貓！","今天要玩些什麼呢？"
"1","我是風宮 茜里","0","風宮 茜里","0","0","1006","0","2","1","0","1","1.4","你要跟我…\n一起去嗎？","那個…"
"1","我是出雲 宮子ー","0","出雲 宮子","0","0","1007","0","2","1","0","1","1.5","我對於食物的怨念可是很恐怖的ー","我想吃布丁ー"
"1","我是虹村雪。","0","虹村 雪","0","0","1008","0","2","1","0","1","1.4","沒關係。\n被人看，也是我的命運…","你也是因為我的美貌\n而吸引過來的吧。"
"1","哼…你聽到了可不要後悔！","0","柊 杏奈","0","0","1009","0","2","1","0","1","1.4","人稱「疾風之冥姬」!!","我真正的名字是\n安妮羅潔·馮·修特帕魯！"
"1","我是真步真步王國的公主，\n真步公主","0","姫宮 真步","0","0","1010","0","2","1","0","1","1.5","真的謝謝你了～♪","兔子先生，\n你讓我遇到命運中的王子"
"1","我是衣之咲璃乃！","0","衣之咲 璃乃","0","0","1011","0","2","1","0","1","1.4","被我遇到了\n算你命大～！","為了找尋我那離別的哥哥，\n經歷了許多世界！"
"1","我是初音，\n我還蠻強的喔。\nYeah☆","0","柏崎 初音","0","0","1012","0","2","1","0","1","1.4","…拜託！\n不要跟任何人說啊～！","什、什麼超能力…\n那是什麼東西呢～？"
"1","你好！\n我是美波鈴奈呦～♪","0","美波 鈴奈","0","0","1016","0","2","1","0","1","1.4","秀才真的是\nGF（Ｇood feeling）～♪","勉強算是女子高中生模特兒的時尚教主！"
"1","你好啊。\n我是喜屋武香織ー。","0","喜屋武 香織","0","0","1017","0","2","1","0","1","1.4","可是，沖繩也是個好地方喔ー","東京就像個遊樂園的地方啊ー"
"1","我是支倉伊緒。","0","支倉 伊緒","0","0","1018","0","2","1","0","1","1.4","所以就叫我伊緒吧。","還是不太習慣\n被稱作為老師"
"1","什麼…？\n美美，\n不懂太複雜的事情…","0","茜 美美","0","0","1020","0","2","1","0","1","1.5","不要放美美一個人啊～","啊！哥哥～\n等一下啊～"
"1","啊…那個…我是…\n栗…林… 胡桃…","0","栗林 胡桃","0","0","1021","0","2","1","0","1","1.5","哇啊啊啊啊啊……","那個……\n咦……"
"1","我是風宮依里。\n啊啊啊啊啊！","0","風宮 依里","0","0","1022","0","2","1","0","1","1.4","總之先謝謝你！","為了我，\n浪費那麼寶貴的時間，"
"1","我是綾音！\n我跟噗吉一起跟著你吧！","0","北條 綾音","0","0","1023","0","2","1","0","1","1.5","我想要去這裡ー\n快一點、快一點ー","哥哥要去哪裡呢？\n什麼？"
"1","哇…哇…，\n我叫做天野鈴莓！","0","天野 鈴莓","0","0","1025","0","2","1","0","1","1.4","不對，好像怪怪的…\n啊啊啊，對不起！","雖然我還不夠成熟，\n接下來還請您多多…，"
"1","……呵呵…我是\n…倉石惠理子……","0","倉石 惠理子","0","0","1027","0","2","1","0","1","1.4","我絕對不會………\n鬆開手的…!!","你是我…命中注定的……\n另一半……"
"1","我是佐佐木咲戀。\n你不覺得在這個世界上，\n無謂的事情太多了嗎？","0","佐佐木 咲戀","0","0","1028","0","2","1","0","1","1.4","…你不覺得嗎？？","如果能節省那些事情的話，\n應該可以過得更悠閒一點！"
"1","我是櫻井望！\n請多指教","0","櫻井 望","0","0","1029","0","2","1","0","1","1.4","哈哈哈，\n看來我還得努力呢～","那個…\n你不認識我嗎?!"
"1","鏘鏘！","0","妮諾‧珠貝爾","0","0","1030","0","2","1","0","1","1.4","將軍，\n跟著我一起統一天下吧！","初次見面，\n我叫做妮諾‧珠貝爾！"
"1","我是上喜忍。\n手上拿的骷髏，是我的父親。","0","上喜 忍","0","0","1031","0","2","1","0","1","1.4","真是奇怪呢……","然後在我隔壁的，是……\n什麼，看不到嗎？"
"1","我的目標\n是成為有名的搞笑藝人！","0","野戶 真陽","0","0","1033","0","2","1","0","1","1.5","沒錯，\n那就是會吐槽我的對象…！","但是\n目前還缺少了點東西…"
"1","那個…我是…綾瀬優花…\n那個…不好意思！","0","綾瀬 優花梨","0","0","1034","0","2","1","0","1","1.4","所以，\n先來去喝一杯了…！","因為有一點緊張…"
"1","我…冰川 鏡華。","0","冰川 鏡華","0","0","1036","0","2","1","0","1","1.5","所以沒有辦法…\n在跟你說話了！","因為不可以跟陌生人說話"
"1","我是柏崎…栞。","0","柏崎 栞","0","0","1038","0","2","1","0","1","1.4","因為我身體太虛弱了，\n所以每三十分鐘，\n就得要休息一次。","……啊，鬧鐘響了。"
"1","我、我是雙葉碧。","0","雙葉 碧","0","0","1040","0","2","1","0","1","1.4","只有花朵，\n是我唯一的說話對象。","我，從來都沒有交過朋友……"
"1","我是三角千歌。","0","三角 千歌","0","0","1042","0","2","1","0","1","1.4","我衷心這麼期望著。","我一直都希望，\n能夠以我的歌聲帶給大家幸福…"
"1","我是安藝真琴。","0","安藝 真琴","0","0","1043","0","2","1","0","1","1.4","抱、抱歉，剛才懷疑了你…","什麼？\n你是那傢伙的同伴嗎？"
"1","我就是夜晚的統治者！","0","伊莉亞‧奧恩斯坦","0","0","1044","0","2","1","0","1","1.4","居服在妾身偉大的力量之下吧\n哈哈哈！","所有具有生命的東西啊！"
"1","然後騎士就對妖精粗魯的……","0","遠見 空花","0","0","1045","0","2","1","0","1","1.4","找、找空花有什麼事情嗎!?","呵呵呵呵呵……啊！"
"1","我是宮坂珠希喵♪\n當貓很好呦喵？","0","宮坂 珠希","0","0","1046","0","2","1","0","1","1.4","嗯～…\n貓咪真的是太棒了～♪","可以自由自在的睡覺玩樂♪\n吃飯打架…"
"1","我是大神美冬！","0","大神 美冬","0","0","1048","0","2","1","0","1","1.4","…雖然想這麼講，\n不過打工的時間到了！\n下次再說吧！","那麼趕快來去冒…"
"1","我是星野靜流！","0","星野 靜流","0","0","1049","0","2","1","0","1","1.4","全～部的事情，\n都繳給姐姐吧！","無論是冒險、戰鬥、\n打掃還是洗衣服"
"1","我是玉泉美咲。","0","玉泉 美咲","0","0","1050","0","2","1","0","1","1.5","就是在學校裡面，\n大家會捧為偶像的存在呦♪","正如你所見的，\n是個性感的美少女"
"1","？？？","0","莉瑪","0","0","1052","0","2","1","0","1","1.4","？？？？","？？？？"
"1","我是莫妮卡‧拜斯溫特。","0","莫妮卡‧拜斯溫特","0","0","1053","0","2","1","0","1","1.5","不、不過，你既然都這樣說了，\n那我就收下吧","居然想利用零食\n這點東西來收買我……"
"1","我是莫妮卡‧拜斯溫特。","0","貪吃佩可","0","0","1058","0","2","1","0","1","1.5","不、不過，你既然都這樣說了，\n那我就收下吧","居然想利用零食\n這點東西來收買我……"
"1","我是莫妮卡‧拜斯溫特。","0","可可蘿","0","0","1059","0","2","1","0","1","1.5","不、不過，你既然都這樣說了，\n那我就收下吧","居然想利用零食\n這點東西來收買我……"
"1","我是莫妮卡‧拜斯溫特。","0","凱留","0","0","1060","0","2","1","0","1","1.5","不、不過，你既然都這樣說了，\n那我就收下吧","居然想利用零食\n這點東西來收買我……"
