8ab5a0a22b9819528641752b745b41a8a20f62fe20fc023c77421f66891b5d18,b917fe0883586ee7d39a9116aabaf9d037497b16a1142306d79f6829705300e0,7579f6bfd270092af7aac3c0bda9c3121dbaed9de91ae5845271327b1c40ede5,d961d694268edf6b7a723ea72fff4a22a8493f17cc0ae8a180c76b74a8356874,af066e5f7db14ffe4e655bdbbbe9c4c703dd8e7714506bc7590b218b158a9366,e90e920839f09c9b250b1aaffd5cea1d1ac2dc5b8e9db946287f46cbbb597aca,ab52e77223d4c491c9d4613f3bc045d36a3c6a22b5b61e6ed1cc4475639aaeda,8438bbbcb2abefb4d90a0342d5f3c0386d93e3abe4573549bb57cc0780e50456,92f9c282c99138a0ea041e3d85669c9a3810b0b044e39d330060f4c0fb51b00a,f051fb2a42d6e334392f16406f4dd5f34af9569dc171eb6c05759a072e883463,0303524dcd2f4c6360e7c64c194e825155066d75f66395820b9596f9714e3600,390ca5392c6e14f4e7a3528df0015316dcf3b05ac33dbcc095927866ec8e3e13,4f68a97880bc476fb75e941d5ce9af239ca8defad1669864df8e29bfe7391326,e4aa3f8c2d668a92d3f0866e0828bd44f231f03c6cb1c0f4c42e6b892e18210b
"2018/01/31 12:00:00","2","190801","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","53","2030/01/01 14:59:59","3.414","0","1","53003","1","-416.5","0","花凜"
"2018/01/31 12:00:00","2","190801","將任務完成，\n並獲得獎勵吧！","53","2030/01/01 14:59:59","3.099","0","1","53004","2","-416.5","0","花凜"
"2018/01/31 12:00:00","2","190801","似乎有能夠\n領取的獎勵了。\n請確認看看","54","2030/01/01 14:59:59","2.801","0","1","54003","3","-416.5","0","花凜"
"2018/01/31 12:00:00","2","190801","能夠領取獎勵了！\n請檢查看看","54","2030/01/01 14:59:59","0","0","2","54004","4","-416.5","0","花凜"
"2018/01/31 12:00:00","2","190801","這裡是公會管理協會！\n如果您持有討伐證的話，\n就能夠交換獎勵哦","55","2030/01/01 14:59:59","5.506","0","1","55003","1","-363","0","花凜"
"2018/01/31 12:00:00","1","190801","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","55","2030/01/01 14:59:59","1.216","0","2","55004","2","-363","0","花凜"
"2018/01/31 12:00:00","1","190801","辛苦了\n別忘記使用討伐證\n來進行交換哦！","56","2030/01/01 14:59:59","1.539","0","2","56003","3","-363","0","花凜"
"2018/01/31 12:00:00","1","190801","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","56","2030/01/01 14:59:59","1.875","0","2","56004","4","-363","0","花凜"
"2018/01/31 12:00:00","1","190801","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","2030/01/01 14:59:59","0","0","1","57003","5","-416.5","0","花凜"
"2020/10/19 16:00:00","2","190801","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","53","2020/10/28 15:59:59","3.414","10043","1","10043001","1","-416.5","0","花凜"
"2020/10/19 16:00:00","2","190801","將任務完成，\n並獲得獎勵吧！","53","2020/10/28 15:59:59","3.099","10043","1","10043002","2","-416.5","0","花凜"
"2020/10/19 16:00:00","2","190801","似乎有能夠\n領取的獎勵了，\n請確認看看。","54","2020/10/28 15:59:59","2.801","10043","1","10043003","3","-416.5","0","花凜"
"2020/10/19 16:00:00","2","190801","能夠領取獎勵了！\n請檢查看看","54","2020/10/28 15:59:59","0","10043","2","10043004","4","-416.5","0","花凜"
"2020/10/19 16:00:00","1","190801","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","2020/10/28 15:59:59","0","10043","1","10043005","5","-416.5","0","花凜"
"2020/10/19 16:00:00","2","110001","","51","2020/10/28 15:59:59","6.75","10043","1","10043101","101","-285","0","鈴奈（夏日）"
"2020/10/19 16:00:00","2","110101","","51","2020/10/28 15:59:59","0","10043","2","10043102","201","-285","0","伊緒（夏日）"
"2020/10/19 16:00:00","3","110201","","51","2020/10/28 15:59:59","7.237","10043","2","10043103","301","-285","70","美咲（夏日）"
"2020/10/19 16:00:00","4","110001","","51","2020/10/28 15:59:59","5.017","10043","6","10043104","102","-285","0","鈴奈（夏日）"
"2020/10/19 16:00:00","1","110101","","51","2020/10/28 15:59:59","4.802","10043","2","10043105","202","-285","0","伊緒（夏日）"
"2020/10/19 16:00:00","3","110201","","51","2020/10/28 15:59:59","10.992","10043","2","10043106","302","-285","70","美咲（夏日）"
"2020/10/19 16:00:00","2","110001","","51","2020/10/28 15:59:59","0","10043","2","10043107","103","-285","0","鈴奈（夏日）"
"2020/10/19 16:00:00","2","110101","","51","2020/10/28 15:59:59","3.047","10043","1","10043108","203","-285","0","伊緒（夏日）"
"2020/10/19 16:00:00","1","110001","","52","2020/10/28 15:59:59","7.904","10043","2","10043109","104","-285","0","鈴奈（夏日）"
"2020/10/19 16:00:00","2","110101","","52","2020/10/28 15:59:59","8.81","10043","1","10043110","204","-285","0","伊緒（夏日）"
"2020/10/19 16:00:00","1","110201","","52","2020/10/28 15:59:59","6.65","10043","2","10043111","304","-285","70","美咲（夏日）"
"2020/10/19 16:00:00","6","110001","","52","2020/10/28 15:59:59","9.043","10043","1","10043112","105","-285","0","鈴奈（夏日）"
"2020/10/19 16:00:00","5","110101","","52","2020/10/28 15:59:59","4.995","10043","2","10043113","205","-285","0","伊緒（夏日）"
"2020/10/19 16:00:00","2","110201","","52","2020/10/28 15:59:59","11.657","10043","1","10043114","305","-285","70","美咲（夏日）"
"2020/10/19 16:00:00","5","110001","","52","2020/10/28 15:59:59","7.892","10043","2","10043115","106","-285","0","鈴奈（夏日）"
"2020/10/19 16:00:00","3","110101","","52","2020/10/28 15:59:59","7.635","10043","2","10043116","206","-285","0","伊緒（夏日）"
"2020/10/19 16:00:00","2","110201","","52","2020/10/28 15:59:59","9.858","10043","1","10043117","306","-285","70","美咲（夏日）"
"2020/11/02 16:00:00","2","190801","如果完成任務的話，\n就能夠獲得獎勵哦！\n請加油吧","53","2020/11/20 15:59:59","3.414","10044","1","10044001","1","-416.5","0","花凜"
"2020/11/02 16:00:00","2","190801","將任務完成，\n並獲得獎勵吧！","53","2020/11/20 15:59:59","3.099","10044","1","10044002","2","-416.5","0","花凜"
"2020/11/02 16:00:00","2","190801","似乎有能夠\n領取的獎勵了，\n請確認看看。","54","2020/11/20 15:59:59","2.801","10044","1","10044003","3","-416.5","0","花凜"
"2020/11/02 16:00:00","2","190801","能夠領取獎勵了！\n請檢查看看","54","2020/11/20 15:59:59","0","10044","2","10044004","4","-416.5","0","花凜"
"2020/11/02 16:00:00","1","190801","參加活動辛苦了！\n各位活躍的樣子\n我們始終非常感謝","57","2020/11/20 15:59:59","0","10044","1","10044005","5","-416.5","0","花凜"
"2020/11/02 16:00:00","2","190801","這裡是公會管理協會！\n如果您持有的討伐證，\n就能夠交換獎勵哦。","55","2020/11/20 15:59:59","5.506","10044","1","10044006","1","-363","0","花凜"
"2020/11/02 16:00:00","1","190801","辛苦了！\n在這裡，能夠以討伐證\n來換取獎勵哦！","55","2020/11/20 15:59:59","1.216","10044","2","10044007","2","-363","0","花凜"
"2020/11/02 16:00:00","1","190801","辛苦了\n別忘記使用討伐證\n來進行交換哦！","56","2020/11/20 15:59:59","1.539","10044","2","10044008","3","-363","0","花凜"
"2020/11/02 16:00:00","1","190801","結束了呢─\n討伐證就是努力的證明！\n拿來換取獎勵吧！","56","2020/11/20 15:59:59","1.875","10044","2","10044009","4","-363","0","花凜"
"2020/11/02 16:00:00","5","113101","","51","2020/11/20 15:59:59","14.15","10044","4","10044102","111","-285","8","流夏（夏日）"
"2020/11/02 16:00:00","2","113301","","51","2020/11/20 15:59:59","9.48","10044","5","10044104","211","-285","8","七七香（夏日）"
"2020/11/02 16:00:00","3","113201","","51","2020/11/20 15:59:59","0","10044","3","10044106","311","-285","8","杏奈（夏日）"
"2020/11/02 16:00:00","2","105601","","51","2020/11/20 15:59:59","9.376","10044","1","10044107","102","-285","8","流夏"
"2020/11/02 16:00:00","2","113101","","51","2020/11/20 15:59:59","9.376","10044","1","10044108","112","-285","8","流夏（夏日）"
"2020/11/02 16:00:00","3","101301","","51","2020/11/20 15:59:59","0","10044","3","10044109","202","-285","8","七七香"
"2020/11/02 16:00:00","3","113301","","51","2020/11/20 15:59:59","0","10044","3","10044110","212","-285","8","七七香（夏日）"
"2020/11/02 16:00:00","1","100901","","51","2020/11/20 15:59:59","8.18","10044","4","10044111","302","-285","8","杏奈"
"2020/11/02 16:00:00","1","113201","","51","2020/11/20 15:59:59","8.18","10044","4","10044112","312","-285","8","杏奈（夏日）"
"2020/11/02 16:00:00","4","105601","","51","2020/11/20 15:59:59","0","10044","4","10044113","103","-285","8","流夏"
"2020/11/02 16:00:00","4","113101","","51","2020/11/20 15:59:59","0","10044","4","10044114","113","-285","8","流夏（夏日）"
"2020/11/02 16:00:00","5","101301","","51","2020/11/20 15:59:59","10.33","10044","4","10044115","203","-285","8","七七香"
"2020/11/02 16:00:00","5","113301","","51","2020/11/20 15:59:59","10.33","10044","4","10044116","213","-285","8","七七香（夏日）"
"2020/11/02 16:00:00","4","100901","","51","2020/11/20 15:59:59","0","10044","4","10044117","303","-285","8","杏奈"
"2020/11/02 16:00:00","4","113201","","51","2020/11/20 15:59:59","0","10044","4","10044118","313","-285","8","杏奈（夏日）"
"2020/11/02 16:00:00","2","105601","","52","2020/11/20 15:59:59","8.83","10044","1","10044119","104","-285","8","流夏"
"2020/11/02 16:00:00","2","113101","","52","2020/11/20 15:59:59","8.83","10044","1","10044120","114","-285","8","流夏（夏日）"
"2020/11/02 16:00:00","4","101301","","52","2020/11/20 15:59:59","0","10044","4","10044121","204","-285","8","七七香"
"2020/11/02 16:00:00","4","113301","","52","2020/11/20 15:59:59","0","10044","4","10044122","214","-285","8","七七香（夏日）"
"2020/11/02 16:00:00","2","100901","","52","2020/11/20 15:59:59","4.73","10044","1","10044123","304","-285","8","杏奈"
