f5543c2bb107f0f0c96d415da34058b28c8bcb8082fb064e415f59ca0d179045,53f8457a2e74691834d748622633897da51837ed03255dc2463130613e61e00d,855e162a3aa745084e019138fe82cffff3d31ebd2e5e95cbbd5b328459ef4304,9c9ab2b9efcab17aa431376c82e8bd61c6f935a05e8467c2a01fb65c910c2417,e4dd10d9960e60e9d07c1366872947ff4a466e40bfbfa6f7983f417ca7ba0473,60d2f21546474e0a95d427fccaf865eb08da374a01f71563b1de47bafb0046a3,85983982b01ae8145e8978b8ba818497d6dbf00422bb66ed340964fc0ff40721,1c28690e70044b5075ddb90215c2b51b5445394e8b9670862a3a5914e0d5a68d,14e696b392437db67f0c26f634519bcc383173796ce6f6c6769ca3d8e10da9c5,8ae06f0e9afcc2da782f24d1ce3722b0a72e4fbb53c880ee31b5a0d51d74335d,0a69ff50f636a90318977db40175a395136d80a444e614421d15b1975ace18cd
"2016/09/01 15:00:00","2023/08/01 04:59:59","10","新手衝刺登入活動","2","0","20000","530100","0","0","0"
"2023/08/01 05:00:00","2099/01/01 23:59:00","10","新手衝刺登入活動","2","0","20001","530100","0","0","0"
"2016/04/01 15:00:00","2099/01/01 23:59:00","15","登入獎勵","3","0","30000","0","0","0","0"
"2019/01/30 05:00:00","2019/02/14 04:59:59","10","半周年紀念登入活動","4","1","40001","500160","0","0","0"
"2021/08/09 05:00:00","2021/08/26 04:59:59","10","NGs復刻合作紀念","4","2","40009","40009","0","0","0"
"2023/06/15 05:00:00","2023/06/21 04:59:59","6","主線劇情第3部開幕紀念登入活動","4","3","40011","531200","0","0","0"
"2024/08/10 05:00:00","2024/08/26 04:59:59","1","七夕情人節快樂！","4","3","40013","40013","0","0","0"
"2024/12/10 05:00:00","2099/01/01 23:59:00","5","老玩家回歸登入獎勵","4","3","40015","40015","0","0","0"
"2026/02/22 05:00:00","2026/03/25 15:59:59","1","佐賀偶像是傳奇合作登入獎勵","4","2","40016","40016","0","0","0"
"2026/04/11 05:00:00","2026/04/22 04:59:59","5","復刻NGs 灰姑娘女孩 星光舞台合作紀念 蓋章登入活動","4","2","40017","40009","0","0","0"
"2026/08/12 05:00:00","2026/08/30 04:59:59","4","8周年慶典紀念禮物 登入活動","4","3","40018","40019","0","0","0"
"2026/07/01 05:00:00","2026/07/16 04:59:59","8","連結RANK應援 特別登入獎勵","4","3","40019","40019","0","0","0"
"2026/09/01 05:00:00","2026/09/23 04:59:59","5","少戰合作紀念 登入活動 其一","4","2","40020","40020","0","0","0"
"2026/09/12 05:00:00","2026/09/23 04:59:59","5","少戰合作紀念 登入活動 其二","4","2","40021","40021","0","0","0"
"2019/04/04 05:00:00","2019/04/19 04:59:59","10","巴哈姆特金賞紀念登入獎勵","4","0","49001","500160","0","0","0"
"2019/07/01 05:00:00","2019/07/15 04:59:00","10","暑期繽紛登入獎","4","0","49002","500160","0","0","0"
"2019/07/17 05:00:00","2019/08/01 04:59:00","10","1周年倒數登入獎勵","4","0","49003","500160","0","0","0"
"2019/12/16 05:00:00","2019/12/31 04:59:00","8","真步真步王國開服一周年紀念","4","0","49004","500160","0","0","0"
"2020/01/10 05:00:00","2020/01/21 15:59:00","10","迎接1.5周年紀念","4","0","49005","500160","0","0","0"
"2020/04/01 05:00:00","2020/04/06 04:59:59","5","春節小禮物","4","0","49006","500160","0","0","0"
"2020/04/06 05:00:00","2020/04/16 04:59:59","10","動畫播放紀念禮物","4","0","49007","40006","0","0","0"
"2020/08/03 05:00:00","2020/08/18 04:59:59","10","2周年紀念登入獎勵（前半）","4","4","49008","80002","0","0","0"
"2020/08/18 05:00:00","2020/08/31 04:59:59","10","2周年紀念登入獎勵（後半）","4","4","49009","80002","0","0","0"
"2020/11/02 05:00:00","2020/11/15 04:59:00","10","感謝的禮物-每日登入獎勵寶石","4","0","49010","500160","0","0","0"
"2020/12/24 05:00:00","2021/01/06 04:59:00","10","歡慶聖誕","4","0","49011","500160","0","0","0"
"2021/01/13 05:00:00","2021/01/25 04:59:00","10","2.5周年預熱","4","0","49012","500160","0","0","0"
"2021/04/16 05:00:00","2021/04/28 04:59:00","10","歡慶IP合作","4","2","49013","40007","0","0","0"
"2021/09/17 05:00:00","2021/10/01 04:59:00","10","歡慶中秋","4","2","49014","500160","0","0","0"
"2021/10/18 05:00:00","2021/11/01 04:59:00","10","秋季贈禮","4","2","49015","500160","0","0","0"
"2021/12/24 05:00:00","2022/01/06 04:59:00","10","歡慶聖誕&迎接新年到來","4","2","49016","500160","0","0","0"
"2022/10/17 05:00:00","2022/11/01 04:59:00","10","秋季贈禮","4","2","49017","500160","0","0","0"
"2022/12/24 05:00:00","2023/01/06 04:59:59","10","歡慶聖誕&迎接新年到來","4","2","49018","500160","0","0","0"
"2023/01/21 05:00:00","2023/02/06 04:59:59","10","迎接春節來到","4","2","49019","500160","0","0","0"
"2023/05/06 05:00:00","2023/06/05 04:59:59","10","每日登入獎勵","4","2","49020","501470","0","0","0"
"2023/12/31 05:00:00","2024/01/02 04:59:59","1","迎接2024特別禮物","4","2","49021","500160","0","0","0"
"2025/12/17 05:00:00","2026/01/19 04:59:59","8","心路公益禮盒-登入獎勵活動","4","2","49022","500160","0","0","0"
"2026/02/23 05:00:00","2026/03/04 15:59:59","1","佐賀偶像是傳奇合作登入獎勵","4","2","49023","500160","0","0","0"
"2019/05/07 05:00:00","2019/05/17 04:59:59","7","公主祭典紀念登入抽籤","6","0","60000","500160","0","0","1"
"2020/05/05 05:00:00","2020/05/15 04:59:59","7","謹賀新年 新年登入獎勵","6","0","60001","500553","0","0","1"
"2021/05/04 05:00:00","2021/05/14 04:59:59","7","謹賀新年 新年登入獎勵","6","0","60002","500553","0","0","1"
"2022/05/03 05:00:00","2022/05/13 04:59:59","7","謹賀新年 新年登入獎勵","6","0","60003","500553","0","0","1"
"2023/05/02 05:00:00","2023/05/14 04:59:59","7","謹賀新年 新年登入獎勵","6","0","60004","500553","0","0","1"
"2024/05/01 05:00:00","2024/05/11 04:59:59","7","謹賀新年 新年登入獎勵","6","0","60005","500553","0","0","1"
"2025/05/01 05:00:00","2025/05/11 04:59:59","5","謹賀新年 新年登入獎勵","6","0","60006","500553","0","0","1"
"2026/05/01 05:00:00","2026/05/11 04:59:59","5","謹賀新年 新年登入獎勵","6","0","60007","500553","0","0","1"
"2021/04/23 05:00:00","2021/04/25 04:59:59","2","聖誕節登入獎勵","7","0","70004","500160","1","0","0"
"2021/05/04 05:00:00","2021/05/07 04:59:59","3","元旦紀念特別登入獎勵","7","0","70005","500160","2","0","0"
"2022/04/24 05:00:00","2022/04/26 04:59:59","2","聖誕節登入獎勵","7","0","70006","500160","1","0","0"
"2022/05/03 05:00:00","2022/05/06 04:59:59","3","元旦紀念特別登入獎勵","7","0","70007","500160","2","0","0"
"2023/04/24 05:00:00","2023/04/26 04:59:59","2","聖誕節登入獎勵","7","0","70008","500160","1","0","0"
"2023/05/02 05:00:00","2023/05/05 04:59:59","1","元旦紀念特別登入獎勵","7","0","70009","500160","2","0","0"
"2024/04/04 05:00:00","2024/04/06 04:59:59","1","連假快樂特別禮物1","4","2","70010","500160","0","0","0"
"2024/05/01 05:00:00","2024/05/04 04:59:59","1","勞動節限定特別登入獎勵","4","2","70011","500160","0","0","0"
"2024/04/06 05:00:00","2024/04/08 04:59:59","1","連假快樂特別禮物2","4","2","70012","500160","0","0","0"
"2025/05/01 05:00:00","2025/05/05 04:59:59","1","勞動節限定特別登入獎勵","7","0","70013","500160","2","0","0"
"2025/04/03 05:00:00","2025/04/04 04:59:59","1","聖誕節登入獎勵","7","0","70014","500160","1","0","0"
"2025/04/04 05:00:00","2025/04/05 04:59:59","1","聖誕節登入獎勵","7","0","70015","500160","1","0","0"
"2025/08/01 16:00:00","2025/08/24 04:59:59","1","觀看「勇氣與邊緣人！ 巨型克蘿茜」MV","7","0","70016","500160","1","0","0"
"2026/04/03 05:00:00","2026/04/04 04:59:59","1","聖誕節登入獎勵","7","0","70017","500160","1","0","0"
"2026/04/04 05:00:00","2026/04/05 04:59:59","1","聖誕節登入獎勵","7","0","70018","500160","1","0","0"
"2026/05/01 05:00:00","2026/05/11 04:59:59","1","勞動節限定特別登入獎勵","7","0","70019","500160","2","0","0"
"2021/01/25 05:00:00","2021/02/09 04:59:59","15","2.5周年倒數登入獎勵","8","0","80003","0","0","1","0"
"2021/07/17 05:00:00","2021/08/03 04:59:59","17","3周年倒數登入獎勵","10","0","80004","0","1","1","0"
"2022/01/18 05:00:00","2022/02/02 04:59:59","15","三周年半倒數登入獎勵","8","0","80005","0","0","1","0"
"2022/07/16 05:00:00","2022/08/02 04:59:59","17","4th Year Anniversary倒數登入獎勵","10","0","80006","0","1","1","0"
"2023/01/06 05:00:00","2023/01/21 04:59:59","15","四周年半倒數登入獎勵","10","0","80007","0","1","1","0"
"2023/07/17 05:00:00","2023/08/02 04:59:59","16","5周年倒數登入獎勵","10","0","80008","0","1","1","0"
"2024/01/24 05:00:00","2024/02/08 04:59:59","15","5.5 Year Anniversary 倒數登入獎勵","10","0","80009","0","1","1","0"
"2024/07/17 05:00:00","2024/08/02 04:59:59","16","6周年倒數登入獎勵","10","0","80010","0","1","1","0"
"2025/01/18 05:00:00","2025/02/02 04:59:59","15","6.5 Year Anniversary 倒數登入獎勵","10","0","80011","0","1","1","0"
"2025/07/24 05:00:00","2025/08/01 04:59:59","8","7th Year Anniversary 倒數登入獎勵","10","0","80012","0","1","1","0"
"2026/01/25 05:00:00","2026/01/30 04:59:59","5","7.5 Year Anniversary 倒數登入獎勵","8","0","80013","0","0","1","0"
"2026/01/30 05:00:00","2026/02/02 04:59:59","3","7.5 Year Anniversary 倒數登入獎勵","10","0","80014","0","1","1","0"
"2026/07/25 05:00:00","2026/07/29 04:59:59","4","8th Anniversary 倒數登入獎勵","8","0","80015","0","0","1","0"
"2026/07/29 05:00:00","2026/08/02 04:59:59","4","8th Anniversary 倒數登入獎勵","10","0","80016","0","1","1","0"
