da75c21170a5b8ff37c0e681edd19c2dad27ab67634658659b50168246ca725f,e6eae79cb120e1a5aaf0c57ff6aac8ca8e0e8adb5d23bad63547a6665066b5c0,8f949b6ee6c217769544a2a913ed98cb72c4a2f1efe78246727b4f1968a8c2ec,fbf43cb45a6f7b0722ba912255b32935dfc4af74557552f2f4d049314896a256,8092ced1860af282e199816b2cb5ed6076723263165a91d420c7b48b01a491ba,89519c4b1822c6f00554973325dcdb3c7e7a1344c6c84efb7254d7dbf6b361ab,6a49a1a9b49378db70b7ed9aefb91c4889d9bcb45b0148cab977a514119b3b54,21ad0ea23a605c48208f3317adc59a720334b8aff21df09cc5fd3b09802be385,0517c83d4b6e504a208ab642c1887a77baae4a11e26d96d2b28df22c069fb1d5,4959414d743f9927241be05ff7202ec833acf8d6315737726d9b847e38bb48e4,06ce319b86a19024a55bc2828d1c124db6daf85835904c36a0cf5befa56c50d1,30f1758a479405926e9dc61bc5bdc91bc7652c675c5c7d17b68d2c18ace607b9,b6e449ab27a130da85c69cbdc43e2d5ab4aa56d3f35761e7587eab1fcf08b2b7,f2656861ddcf421158bff10728bc4e7f386663ac55b460d31f29dda9b98fa470,6c66a659eda443cd4d7358b375d58013bffab0752e26038d6e0fe36f4e09c78e,8f0c12bc61a2779bf1aa737258cbfd8d3b409dfa8231be78b3a9da8082cd7dec,7bba30fb42cd8a8c6c0eeafbdf220260325017814950befde3ca6798f7869c32,ad3e2924590696a9fd47fe4c85beca3e2b501baae81bb07d7ffebb9cd58935b2,c6d37d9b77bedf6816cbac242473760bcfb60f3e9d08b27a95170c35d513ef1b,cc61f300c8697075e80ff68d4c12480c82f23c7237d4e63585930ac2b25a72dc,42c1c43b70b8372cfb1ebae2d8fe23fcd140e4fcb5cdc9b83843aff5ef9b5664,cba6dd622708141f326f4df48d807aabd9c3b26b84b3adecf17b8d8b466c4a54,64d79456e01d14857e3a365cb2b014ba36e211c3e5681111d707d9901e87c3d3,ed8bde08d4fdca2a0487c2b1a0f5417dcc3c208e23d6196a20d9ac39d855791a,85b7fe10f8488e1d1209c3d0635afde3f779a809bdeacfe6d2d484fd88ab2f0b,407d1e52051b0ddedd7ed9a854fbf318451649e4b78959d8bf4ff69df01c6664,59907cb89e9454ca19f4786a34b10092c6d397409be51f3e3ce14fb77dd84940,0ec442fb3bcb0bfc82777e60e342ec0318de98fc5757e5ede4c3995c558636c6,baeb3cc1cd2e255df347cd1f659f33a6210d7746ff521bea7395477f7b0a9886,48b4b8bb4d380039fd330d02c13025c81e0b68a46b0147cbc2b242fa1a00210f,00764707c6b9dbe26e10acd3b45ba3f33821dac5611eb60c8e7d515339b4c00e,01bfe13191e22eb1aba735a4371fa6cc4ad5cbc4fe5485f4016cb62828f33cde,9453fc41f70bf52488b0f55405860b01df0fc9b8f9ab9eea0e94fcef7812fbe6,0d7b711cb5864940eb7f6c441e786256c3a201575c785380f42fc3c60010cf3b,80a76f377c333203ce33b055db78a06321032645b3b8351868128f808a5b9ff7,803d7d1211cfad73aaa7748103acdf7c4b4a0d6a189c29482127e5435485af8e,c24adb9d28233f7a5160277c2ae79744bce4b565bca0a0b74198b0759596fbe9,2b1e89060abb278e1697156ea26ce6d29494607743ce3e4bf68e6b7b69e70a7a,26f89559a26f195ee4bf2d4f20707ad2bddcd0cbfb24a0e783d6550de04f0515,7b5c81eba41223d2255eaf02871506a2b11fc637f4efd86f0ba4b5ddb5f8c7e8,7d2cfba881237d6fd68f835bdfb5bf8ebbc3b46acf00169f8152918ea3ba2acb
"0","61001004","0","0","0","18","3001","0","0","1","61001007","0","0","0","1","0","620090001","0","0","61001005","0","30","0","600000003","1","36","0","1","620130001","3001","0","0","0","0","0","0","258","0","620060001","600110031","1"
"0","61001004","0","0","0","18","4001","0","0","1","61001007","0","0","0","1","0","620090001","0","0","61001005","0","30","0","600000004","1","36","0","1","620130001","4001","0","0","0","0","0","0","258","0","620060001","600110041","1"
"0","61001004","0","0","0","18","5001","0","0","1","61001007","0","0","0","1","0","620090002","0","0","61001005","0","30","0","600000005","1","36","0","1","620130002","5001","0","0","0","0","0","0","268","0","620060002","600110051","1"
"0","61001004","0","0","0","18","6001","0","0","1","61001007","0","0","0","1","0","620090003","0","0","61001005","0","30","0","600000006","1","36","0","1","620130003","6001","0","0","0","0","0","0","273","0","620060003","600110061","1"
"0","61001004","0","0","0","18","7001","0","0","1","61001007","0","0","0","1","0","620090004","0","0","61001005","0","30","0","600000007","1","36","0","1","620130004","7001","0","0","0","0","0","0","281","0","620060004","600110071","1"
"0","61001004","0","0","0","18","8001","0","0","1","61001007","0","0","0","1","0","620090005","0","0","61001005","0","30","0","600000008","1","36","0","1","620130005","8001","0","0","0","0","0","0","288","0","620060005","600110081","1"
"0","61001004","0","0","0","18","9001","0","0","1","61001007","0","0","0","1","0","620090006","0","0","61001005","0","30","0","600000009","1","36","0","1","620130006","9001","0","0","0","0","0","0","298","0","620060006","600110091","1"
"0","61001004","0","0","0","18","10001","0","0","1","61001007","0","0","0","1","0","620090007","0","0","61001005","0","30","0","600000010","1","36","0","1","620130007","10001","0","0","0","0","0","0","309","0","620060007","600110101","1"
"0","61001004","0","0","0","18","11001","0","0","1","61001007","0","0","0","1","0","620090008","0","0","61001005","0","30","0","600000011","1","36","0","1","620130008","11001","0","0","0","0","0","0","313","0","620060008","600110111","1"
"0","61001004","0","0","0","18","12001","0","0","1","61001007","0","0","0","1","0","620090009","0","0","61001005","0","30","0","600000012","1","36","0","1","620130009","12001","0","0","0","0","0","0","321","0","620060009","600110121","1"
"0","61001004","0","0","0","18","13001","0","0","1","61001007","0","0","0","1","0","620090010","0","0","61001005","0","30","0","600000013","1","36","0","1","620130010","13001","0","0","0","0","0","0","326","0","620060010","600110131","1"
"0","61001004","0","0","0","18","14001","0","0","1","61001007","0","0","0","1","0","620090011","0","0","61001005","0","30","0","600000014","1","36","0","1","620130011","14001","0","0","0","0","0","0","336","0","620060011","600110141","1"
"0","61001004","0","0","0","18","15001","0","0","1","61001007","0","0","0","1","0","620090012","0","0","61001005","0","30","0","600000015","1","36","0","1","620130012","15001","0","0","0","0","0","0","341","0","620060012","600110151","1"
"0","61001004","0","0","0","18","16001","0","0","1","61001007","0","0","0","1","0","620090013","0","0","61001005","0","30","0","600000016","1","36","0","1","620130013","16001","0","0","0","0","0","0","351","0","620060013","600110161","1"
"0","61001004","0","0","0","18","17001","0","0","1","61001007","0","0","0","1","0","620090014","0","0","61001005","0","30","0","600000017","1","36","0","1","620130014","17001","0","0","0","0","0","0","356","0","620060014","600110171","1"
"0","61001004","0","0","0","18","18001","0","0","1","61001007","0","0","0","1","0","620090015","0","0","61001005","0","30","0","600000018","1","36","0","1","620130015","18001","0","0","0","0","0","0","366","0","620060015","600110181","1"
"0","61001004","0","0","0","18","19001","0","0","1","61001007","0","0","0","1","0","620090016","0","0","61001005","0","30","0","600000019","1","36","0","1","620130016","19001","0","0","0","0","0","0","371","0","620060016","600110191","1"
