516118b9524f7c3db65e19c1a6ba1d36fe9a28ef91d14a25df55dcf340861fac,a74352492874da2f5a6d9f06d4b6fd735e683705095c642281038fbd2e3a4f81,09224f7b5bdfe434fa3ae4b4f07fbd09e5bb23a550a9d21e78938fdb198c5e6e,1e7d3ac1b564f7f7efc3ec90ea524c44c66d1395835ce10fe48c77680b26a818,cec5d5e756d6250bbdc40215d6099b4c3742c1008ecc438d4e27c63256a7bc19,72455add810a1efb0f28c49ea9b135cfda428ceffde3c354d3754c4120d68666,25ea1acdc450e7a5183a00a61e3c504624122c63bd742d5cce48252cc857719b
"81001105","1001101","0","1","1","0","306700"
"81001106","1001102","0","1","1","0","306700"
"81001205","1001201","0","1","1","0","306800"
"81001206","1001202","0","1","1","0","306800"
"81001305","1001301","0","1","1","0","307000"
"81001306","1001302","0","1","1","0","307000"
"81001405","1001401","0","1","1","0","307500"
"81001406","1001402","0","1","1","0","307500"
"81001505","1001501","0","1","1","0","307300"
"81001506","1001502","0","1","1","0","307300"
"81001605","1001601","0","1","1","0","307700"
"81001606","1001602","0","1","1","0","307700"
"81001705","1001701","0","1","1","0","307400"
"81001706","1001702","0","1","1","0","307400"
"81001805","1001801","0","1","1","0","307900"
"81001806","1001802","0","1","1","0","307900"
"81001905","1001901","0","1","1","0","307800"
"81001906","1001902","0","1","1","0","307800"
"81002005","1002001","0","1","1","0","308100"
"81002006","1002002","0","1","1","0","308100"
"81002101","1002101","0","1","1","0","308000"
"81002102","1002102","0","1","1","0","308000"
"81002205","1002201","0","1","1","0","308300"
"81002206","1002202","0","1","1","0","308300"
"81002301","1002301","0","1","1","0","308200"
"81002302","1002302","0","1","1","0","308200"
"81002405","1002401","0","1","1","0","304705"
"81002406","1002402","0","1","1","0","304705"
"81002501","1002501","0","1","1","0","308400"
"81002502","1002502","0","1","1","0","308400"
"81002605","1002601","0","1","1","0","305004"
"81002606","1002602","0","1","1","0","305004"
"81002701","1002701","0","1","1","0","308600"
"81002702","1002702","0","1","1","0","308600"
"81002805","1002801","0","1","1","0","305205"
"81002806","1002802","0","1","1","0","305205"
"81002901","1002901","0","1","1","0","309300"
"81002902","1002902","0","1","1","0","309300"
"81003005","1003001","0","1","1","0","305500"
"81003006","1003002","0","1","1","0","305500"
"81003101","1003101","0","1","1","0","310000"
"81003102","1003102","0","1","1","0","310000"
"81003205","1003201","0","1","1","0","306000"
"81003206","1003202","0","1","1","0","306000"
"81000605","1003301","0","1","1","0","310300"
"81003301","1003302","0","1","1","0","310300"
"81001105","1003401","0","1","1","0","306700"
"81001106","1003402","0","1","1","0","306700"
"100021","1003501","0","2.5","2.5","0","310500"
"100531","1003502","0","2.5","2.5","0","310500"
"81003601","1003601","0","0.4","0.4","0","310600"
"81003602","1003602","0","0.4","0.4","0","310600"
"81001205","1003701","0","1","1","0","306800"
"81001206","1003702","0","1","1","0","306800"
"81003801","1003801","0","1.2","1.2","0","310700"
"81003802","1003802","0","1.2","1.2","0","310700"
"81001305","1003901","0","1","1","0","307000"
"81001306","1003902","0","1","1","0","307000"
"81004001","1004001","0","1","1","0","310800"
"81004002","1004002","0","1","1","0","310800"
"81001505","1004101","0","1","1","0","307300"
"81001506","1004102","0","1","1","0","307300"
"81004201","1004201","0","1","1","0","311100"
"81004202","1004202","0","1","1","0","311100"
"81001905","1004301","0","1","1","0","307800"
"81001906","1004302","0","1","1","0","307800"
"81004401","1004401","0","1","1","0","311300"
"81004402","1004402","0","1","1","0","311300"
"81002101","1004501","0","1","1","0","308000"
"81002102","1004502","0","1","1","0","308000"
"81004601","1004601","0","1","1","0","311400"
"81004602","1004602","0","1","1","0","311400"
"81002301","1004701","0","1","1","0","308200"
"81002302","1004702","0","1","1","0","308200"
"81002405","1004801","0","1","1","0","311500"
"81002406","1004802","0","1","1","0","311500"
"81002501","1004901","0","1","1","0","308400"
"81002502","1004902","0","1","1","0","308400"
"81005001","1005001","0","1.4","1.4","-28","311600"
"81005002","1005002","0","1.4","1.4","-28","311600"
"81002701","1005101","0","1","1","0","308600"
"81002702","1005102","0","1","1","0","308600"
"81000605","1005201","0","1","1","0","312100"
"81003301","1005202","0","1","1","0","312100"
"81001705","1005301","0","1","1","0","307400"
"81001706","1005302","0","1","1","0","307400"
"81003005","1005401","0","1","1","0","312200"
"81003006","1005402","0","1","1","0","312200"
"81002901","1005501","0","1","1","0","309300"
"81002902","1005502","0","1","1","0","309300"
"81005601","1005601","0","1","1","0","312300"
"81005602","1005602","0","1","1","0","312302"
"81003101","1005701","0","1","1","0","310000"
"81003102","1005702","0","1","1","0","310000"
"100021","1005801","0","1.75","1.75","0","312600"
"100531","1005802","0","1.75","1.75","0","312600"
"101821","1005901","0","1","1","0","312700"
"101841","1005902","0","1","1","0","312700"
"81000605","1006001","0","1","1","0","310300"
"81003301","1006002","0","1","1","0","310300"
"81006101","1006101","0","0.65","0.65","-27","312800"
"81006102","1006102","0","0.65","0.65","-27","312800"
"100021","1006201","0","2.5","2.5","0","310500"
"100531","1006202","0","2.5","2.5","0","310500"
"81003601","1006301","0","0.4","0.4","0","310600"
"81003602","1006302","0","0.4","0.4","0","310600"
"81006401","1006401","0","1","1","-30","313200"
"81006402","1006402","0","1","1","-30","313200"
"81003801","1006501","0","1.2","1.2","0","310700"
