18393facec0cfebe2ba7b082f7510de13e84125410b6b52069ad43f5cc5ef495,6210f78c4503c4712a95992d3910a9ad643bd198acf55219a517d5aac8217afc,b526efb14137ce0549e91318b65dc1ff76caebe0f47e4d7663ff1b8cca2c79cf,c600da8042eaaad332b39d94e6366bd5aa36bf7affbb0eb90cad885f65c13070,64fd58ab07df3692797ac1c7ee73513ea61eb46ce1d1f7aad401c52c29788e3a,17c2d9c53ed91af186480ae9a0301261126f23921547e6c24528d5d5f714483d,50a60290171ae8d2724211045e99ff559baa7d4d13fc5dc10c060f231bab139a,9f0582f964ff9a245ac3d73b5b24290535963349b59e4c8e6649062a5a7477ed,8234d4ae6f56ff842895e95565893112c333b731449021e0b823bcefa56ad5ff,ee371c222311b8d0504c7f58ac98fcead131dcf2b46e3c6b37138c334b08c089,71a60bf94322701976b96e9449362e5323013b58edfe2660895467fd73fbbf45,f5c7df9fea5d52bae80df7f93a9f1120c1f6f9d00df60d0ecf6b429317086b57,0ff43965d1a639d89550d5ed02fcd4e7d6bdbd4c2d672157a10998fa0231a12f,add93c5d5be8800287c43008cbfd9a1798368d30f7c640804dfefbb22322fffa
"2018/09/19 15:59:59","0","9012","601","61001001","10001","0","101","6008","0","2018/08/28 16:00:00","挑戰席茲1次（NORMAL、HARD共通）","1","61001001"
"2018/09/19 15:59:59","0","9004","601","61001002","10001","0","102","6004","0","2018/08/28 16:00:00","完成10次活動冒險","10","61001002"
"2018/10/28 15:59:59","0","9012","601","61002001","10002","0","101","6008","0","2018/10/03 16:00:00","挑戰阿爾瑪1次（NORMAL、HARD共通）","1","61002001"
"2018/10/28 15:59:59","0","9004","601","61002002","10002","0","102","6004","0","2018/10/03 16:00:00","完成10次活動冒險","10","61002002"
"2018/11/25 15:59:59","0","9012","601","61003001","10003","0","101","6008","0","2018/11/01 15:59:59","挑戰食屍巨狼1次（NORMAL、HARD共通） ","1","61003001"
"2018/11/25 15:59:59","0","9004","601","61003002","10003","0","102","6004","0","2018/11/01 15:59:59","完成10次活動冒險","10","61003002"
"2018/12/24 15:59:59","0","9012","601","61004001","10004","0","101","6008","0","2018/12/01 16:00:00","挑戰1次天塔帕斯（全難度共通）","1","61004001"
"2018/12/24 15:59:59","0","9004","601","61004002","10004","0","102","6004","0","2018/12/01 16:00:00","完成10次活動冒險","10","61004002"
"2019/01/25 15:59:59","0","9012","601","61005001","10005","0","101","6008","0","2019/01/03 16:00:00","挑戰1次島鯨（全難度共通）","1","61005001"
"2019/01/25 15:59:59","0","9004","601","61005002","10005","0","102","6004","0","2019/01/03 16:00:00","完成10次活動冒險","10","61005002"
"2019/02/22 15:59:59","0","9012","601","61006001","10006","0","101","6008","0","2019/02/01 12:00:00","挑戰1次亡靈鎧甲（全難度共通）","1","61006001"
"2019/02/22 15:59:59","0","9004","601","61006002","10006","0","102","6004","0","2019/02/01 12:00:00","完成10次活動冒險","10","61006002"
"2019/03/28 15:59:59","0","9012","601","61007001","10007","0","101","6008","0","2019/03/06 16:00:00","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） ","1","61007001"
"2019/03/28 15:59:59","0","9004","601","61007002","10007","0","102","6004","0","2019/03/06 16:00:00","完成10次活動冒險","10","61007002"
"2019/04/21 15:59:59","0","9012","601","61008001","10008","0","101","6008","0","2019/04/03 16:00:00","挑戰 1 次奧拉姆吧（全難易度皆可） ","1","61008001"
"2019/04/21 15:59:59","0","9004","601","61008002","10008","0","102","6004","0","2019/04/03 16:00:00","完成10次活動冒險","10","61008002"
"2019/05/19 15:59:59","0","9012","601","61009001","10009","0","101","6008","0","2019/05/02 16:00:00","挑戰 1 次霧奇吧（全難易度皆可） ","1","61009001"
"2019/05/19 15:59:59","0","9004","601","61009002","10009","0","102","6004","0","2019/05/02 16:00:00","完成10次活動冒險","10","61009002"
"2019/06/21 15:59:59","0","9012","601","61010001","10010","0","101","6008","0","2019/06/03 16:00:00","挑戰 1 次邪餅神鏡餅吧（全難易度共通） ","1","61010001"
"2019/06/21 15:59:59","0","9004","601","61010002","10010","0","102","6004","0","2019/06/03 16:00:00","完成10次活動冒險","10","61010002"
"2019/07/18 15:59:59","0","9012","601","61011001","10011","0","101","6008","0","2019/07/01 16:00:00","挑戰 1 次醜陋可愛吧（全難易度共通） ","1","61011001"
"2019/07/18 15:59:59","0","9004","601","61011002","10011","0","102","6004","0","2019/07/01 16:00:00","完成10次活動冒險","10","61011002"
"2019/07/18 15:59:59","0","9011","601","61011003","10011","0","103","6008","0","2019/07/01 16:00:00","打敗 1 次醜陋可愛吧（全難易度共通） ","1","61011003"
"2019/08/03 15:59:59","0","9012","601","61012001","10012","0","101","6008","0","2019/07/17 16:00:00","挑戰 1 次哀嘆之女神吧（全難易度共通） ","1","61012001"
"2019/08/03 15:59:59","0","9004","601","61012002","10012","0","102","6004","0","2019/07/17 16:00:00","完成10次活動冒險","10","61012002"
"2019/08/19 15:59:59","0","9012","601","61013001","10013","0","101","6008","0","2019/08/01 16:00:00","挑戰 1 次元核‧巨靈吧（全難易度皆可） ","1","61013001"
"2019/08/19 15:59:59","0","9004","601","61013002","10013","0","102","6004","0","2019/08/01 16:00:00","完成10次活動冒險","10","61013002"
"2019/08/26 15:59:59","0","9012","601","61014001","10014","0","101","6008","0","2019/08/16 16:00:00","挑戰1次席茲吧（全難易度皆可） ","1","61014001"
"2019/08/26 15:59:59","0","9004","601","61014002","10014","0","102","6004","0","2019/08/16 16:00:00","完成10次活動冒險","10","61014002"
"2019/09/18 15:59:59","0","9012","601","61015001","10015","0","101","6008","0","2019/09/03 16:00:00","挑戰 1 次惡代官吧（全難易度皆可） ","1","61015001"
"2019/09/18 15:59:59","0","9004","601","61015002","10015","0","102","6004","0","2019/09/03 16:00:00","完成10次活動冒險","10","61015002"
"2019/09/27 15:59:59","0","9012","601","61016001","10016","0","101","6008","0","2019/09/17 16:00:00","挑戰1次阿爾瑪吧（全難易度皆可）","1","61016001"
"2019/09/27 15:59:59","0","9004","601","61016002","10016","0","102","6004","0","2019/09/17 16:00:00","完成10次活動冒險","10","61016002"
"2019/10/18 15:59:59","0","9012","601","61017001","10017","0","101","6008","0","2019/10/01 16:00:00","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） ","1","61017001"
"2019/10/18 15:59:59","0","9004","601","61017002","10017","0","102","6004","0","2019/10/01 16:00:00","完成10次活動冒險","10","61017002"
"2019/10/27 15:59:59","0","9012","601","61018001","10018","0","101","6008","0","2019/10/17 16:00:00","挑戰食屍巨狼1次（全難易度皆可）","1","61018001"
"2019/10/27 15:59:59","0","9004","601","61018002","10018","0","102","6004","0","2019/10/17 16:00:00","完成10次活動冒險","10","61018002"
"2019/11/18 15:59:59","0","9012","601","61019001","10019","0","101","6008","0","2019/11/01 16:00:00","挑戰 1 次雨神大人吧（全難易度皆可）","1","61019001"
"2019/11/18 15:59:59","0","9004","601","61019002","10019","0","102","6004","0","2019/11/01 16:00:00","完成10次活動冒險","10","61019002"
"2019/11/27 15:59:59","0","9012","601","61020001","10020","0","101","6008","0","2019/11/17 16:00:00","挑戰1次天塔帕斯（全難易度皆可）","1","61020001"
"2019/11/27 15:59:59","0","9004","601","61020002","10020","0","102","6004","0","2019/11/17 16:00:00","完成10次活動冒險","10","61020002"
"2019/12/17 15:59:59","0","9012","601","61021001","10021","0","101","6008","0","2019/12/02 16:00:00","挑戰 1 次奄美魔物吧（全難易度皆可）","1","61021001"
"2019/12/17 15:59:59","0","9004","601","61021002","10021","0","102","6004","0","2019/12/02 16:00:00","完成10次活動冒險","10","61021002"
"2019/12/26 15:59:59","0","9012","601","61022001","10022","0","101","6008","0","2019/12/17 16:00:00","挑戰1次島鯨（全難易度皆可）","1","61022001"
"2019/12/26 15:59:59","0","9004","601","61022002","10022","0","102","6004","0","2019/12/17 16:00:00","完成10次活動冒險","10","61022002"
