40d1e6f6820d488cb8e4f472fcbd0d4aa643bd4840a800bfa21b4c98bdaa1fe2,6ee13ba71fc5144d4bdca39ff32ad1c8f375ddaaddede57e1f0d4f6bfc0602f9,6c8fcc4fba512f4c3dba7a53c299c8a81ee9433016df651145b84c3563c041a8,5720d97474a64db795e13f573bc86d8f8d09d6da68338cc1044867e52ebbb3a8,b89abdd06cd9b0457e42ef6024680980cf212484ce89794063c00ed6469dc3bd,a06e9f03ae7451acb94d8fc53cdad87718ef107f6b30ec3f8b1f42864604f051,1a13cd40a20afe287c72b766d11176b6b9af88ceab8005db01810dcc49bb0f57,0f17e99265fc1e4190da791a5115f9987472c04c017b91ba3aaecdebe8bb5114,d41080630a5229a85e603c1a6aac23818a0bf090d3c03ed560961f41372dc789,7217101120710c1da8cd81eeb7a763f3fcfe135e4d82fe4960e0a07ccf505375,0d38d5b689ba3424f9c842b8eb6a4b0f2f9b5572e736f50f2395f8681ebc761b,839da785593b98ee76dbf6ddae871c5c12d7d35318d95886b6c13e98db19ef45,3c07ac873b26645fa9637103fc6c28f6ae0451840da050f17c44be02d72f6b1b,b759190e611f0ed13bfdfeb85124550bba162acd0d02578ea845720e96e97512,c8d864d11f3876a2fb6a1789b47fcc4cf64bccdf4fe14a8e6259374079b471b5,aaed20f0f9cde7979ab2f05ebe8a16e6b62f6bcdac8f6d164046ec8f8f7c9a4e,4f173a361fe61a58b92a97117766a9117e657f6fc9a812287e1ca8c4b27b4ab0,9144559c0c50931097480fb60013b5e5308b5891977fa94586cb2279310f058e,e7bc926faa4bcb19843cb8c8ce5d4e5bec9ef036c891a746d62b05780d1aeaf9,3074a82c4422039c4570fefadf5ea3b452131b830e92348902da749f7b8828f3
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","1","10153","1","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","1","10153","2","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","1","10153","3","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","1","10153","4","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","1","10153","5","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","2","10153","6","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","2","10153","7","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","2","10153","8","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","2","10153","9","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","2","10153","10","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","3","10153","11","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","3","10153","12","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","3","10153","13","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","3","10153","14","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","3","10153","15","0","0","0"
"0","12","0","100","15000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","1","20015","1001901","0","0","0"
"0","12","0","200","37500","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","1","20015","1001902","0","0","0"
"0","8","0","500","75","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","1","20015","1001903","0","0","0"
"0","12","0","800","75000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","1","20015","1001904","0","0","0"
"0","8","0","1000","150","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","1","20015","1001905","0","0","0"
"0","12","0","100","15000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","2","20015","1001906","0","0","0"
"0","12","0","200","37500","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","2","20015","1001907","0","0","0"
"0","8","0","500","75","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","2","20015","1001908","0","0","0"
"0","12","0","800","75000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","2","20015","1001909","0","0","0"
"0","8","0","1000","150","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","2","20015","1001910","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","1","20017","1002301","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","1","20017","1002302","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","1","20017","1002303","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","1","20017","1002304","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","1","20017","1002305","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","2","20017","1002306","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","2","20017","1002307","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","2","20017","1002308","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","2","20017","1002309","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","2","20017","1002310","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","3","20017","1002311","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","3","20017","1002312","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","3","20017","1002313","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","3","20017","1002314","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","3","20017","1002315","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","1","20018","1002501","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","1","20018","1002502","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","1","20018","1002503","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","1","20018","1002504","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","1","20018","1002505","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","2","20018","1002506","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","2","20018","1002507","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","2","20018","1002508","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","2","20018","1002509","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","2","20018","1002510","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","3","20018","1002511","0","0","0"
"0","12","0","200","25000","0","0","0","讓信賴度達到200吧","0","0","0","94002","0","3","20018","1002512","0","0","0"
"0","8","0","500","50","0","0","0","讓信賴度達到500吧","0","0","0","91002","0","3","20018","1002513","0","0","0"
"0","12","0","800","50000","0","0","0","讓信賴度達到800吧","0","0","0","94002","0","3","20018","1002514","0","0","0"
"0","8","0","1000","100","0","0","0","讓信賴度達到MAX吧","0","0","0","91002","0","3","20018","1002515","0","0","0"
"0","12","0","100","10000","0","0","0","讓信賴度達到100吧","0","0","0","94002","0","1","20019","1002701","0","0","0"
