b93cc46d98e81da817132a13bcb8112fe35fa9d7c32772256719890cc0d1b133,4216db25d8bcee745ee893b09150c8e9a799e86d992d302e1bdda105bd49ce15,42816e4175e46732076258af50153d4c50385dae0383781b11ffb1001cdc80f2,efff0abbc1d1efbd4824a5dcc0719662d09411212b20b9f08a560415e83ee7c1,5bce0889eb6b9f87f70076476c4dd0888d095b4f9ecea43a69a056b3fdec9e80,ebd1c737565fa1984979fc157a5f7e2199b2bbdd2d627db399877938f8ee6d4f,aeac6d9f665990ff4b9845d2c54bd21215a4a78eb2dbfafe9e6640009435385b,ea0e17e47445a361b94eaa1ef16d7a94ed5f8b4f50d956c13e72b54bc6ed86d3,b9e8fcdcfd1a4ec2dd505be562e71ae8b56dbb73693a246f943eb77627002bc8,59655304148e1a1553b31af3bb5846c4d5eaa67d35929b01088908d95efb4011,8810f666d09baf6f850b2922aee2908ba88875af916218c64400ee1c0c7a19fe,3824cff3a17c8c4200a303572f45e7ab5a2a73f99131e4088102b5825c20cee1,1fe153f9a831cf268157414d0603843ad4f06f38989a364b9bb584e41799a198,732fe2ae38e50ae76300744b3f02dcf337ffbb73f8e5887dc13d2e47aa600b26,b5f6841402f5703362a281b8766d4303f3596841ff47199ac45ce222affd0bfd,3d42dfaa564aa12c86b86b2b5339d65f5e0bd66c77ffe8d1ce2af3427643cb65,887abcbc9d1ae3a7a0935e0a5922b1954f72ddefc463d362189a6eba6e9d2f58,f3a15f21bc55211e9a88ca4e438fbe98f8702eed714db6fbfb598e162724611f,e823f1b1331be13fb5b00db14811c0dc1575cd8a2270f0617a31a4fddde0f296,cc08951782210668dfc81363c1096970ec157fdce520a8782725290eb00911d6,c2e18e1f7e78dff485768fa06de9311848c7c259b1b775a0bfd5b11066b38d4e,e5e345fb215852391f5c458cfef0b580692cf3491e0b91d18f2ee101a5d5e1a2,004fe703dbf302c8d9e29972eb73d174f4d1fc32bbd8fb8243469bb6187404d3,6d98712b6531bc9a18efc8c0dfee35de5f215751eee38b90826fbec643a2d209,f8c2d33919e1e61d8fae2071ad7ad2f1bd5c341ce67ba6ca326e6ad0db20f854,8fe74966628aa354b47cfa59b6e3f105c07b196195d649d584715013e6bbe79e
"0","0","130011","1","0","喵王腰帶","0","94","0","0","0","0","0","98","日和配戴的腰帶。\n有著猛獸睥睨眼神的扣環，\n能鼓動鬥爭本能，\n令拳頭更有勁道。","0","1","0","0","20","0","0","0","0","0","0"
"0","0","130021","1","0","繁花之願","0","0","0","0","46","0","5","98","優衣配戴的髮箍。\n造型可愛的花蕾絲與裝飾，\n讓守護夥伴的治療之力\n更為提升。","0","1","0","0","0","0","0","0","0","5","5"
"0","0","130031","1","0","雄風手套","0","95","0","0","0","110","0","98","怜愛用的手套。這副攻守\n兼備的手套所打出的正拳突刺，\n不論對上什麼敵人\n都能夠打倒。","0","1","0","0","0","0","0","0","0","0","0"
"0","0","130041","1","0","驚嚇箱","0","67","0","0","0","0","6","98","禊充滿自信的最高傑作驚嚇箱。\n別以為只是小孩的玩具而輕視，\n外觀的驚嚇度與衝擊性的音效，\n肯定能夠嚇破敵人的膽子。","0","1","0","0","0","0","0","0","0","0","2"
"0","0","130051","1","0","正義勳章","0","0","0","0","0","130","9","98","茉莉所珍惜的騎士團致贈\n勳章。每當看到閃亮的勳章\n茉莉的正義之心就會強化，\n能夠對抗任何邪惡。","0","1","0","0","0","0","0","0","0","0","8"
"0","0","130061","1","0","惡魔三叉戟","0","0","0","0","72","0","3","98","通體注滿茜里之愛的魔槍。\n藏在武器裡的強大魔力，\n能讓小惡魔變成煽動的魔女，\n並華麗地變身。","0","1","0","0","0","0","0","0","0","0","3"
"0","0","130071","1","0","幽靈香甜鬼魂布丁","0","0","0","0","0","230","9","98","將宮子的最愛大型化，連每樣\n素材都仔細講究的究極布丁。\n那已達至高領域的超級美味，\n入口時感覺身體都要變透明了。","0","1","0","3","0","0","0","0","0","0","3"
"0","0","130081","1","0","閃亮隨身鏡","0","0","0","0","63","0","4","98","雪愛用的隨身鏡。\n炫目的裝飾能引出雪的\n光輝，能夠對全人類造成\n巨大的影響。","0","1","0","0","0","0","0","0","0","0","4"
"0","0","130091","1","0","螺旋靈擊疾風飛劍","0","0","0","0","90","0","0","98","由疾風之冥姬使用之魔裝。若是凡人\n將瞬間被魔力吞噬，成為廢人。\n不祥的闇黑色刀刃泛起光彩的剎那，\n黑暗將化為疾風，將愚者引入黃泉。","0","1","0","0","0","0","0","10","0","0","0"
"0","0","130101","1","0","純真童話杖","0","0","0","0","42","0","6","98","可愛而絢爛的魔法杖。一揮動\n就能與支援魔法一起舞出童話\n般的風格，受到真步真步王國\n的庇護。","0","1","0","0","0","0","0","0","0","5","5"
