335e9be8c0ac6cbc5269b9d9f910ca02125c31c02df39cee935309335be0c944,e9453a3b8bd6228980857f356cae2f3c92cb10c1f6245d4fe7ec5248aa16fd0b,9120f111ba38c6e3c62a2c13b4babe9117acb94c7452e723af11d9b6f0f519d5,ffd018667f691f2c7ca0b32f2d8602bf143735126f393e776e56df582428a430,9f41bac9d7496d671ca519ef24ae625f3b9dde5bba08997682d78448f9d3c345,2f8bdfb4bacc7df64095c9b1a0dc5d998e25afe16109279a322d7a432de6425b,a08d073f4ce56452abb34dcfeabdc9f393150ca7d60dba9f6e9c583a08e5d3c0,68f0708654ac83e7f3d4aff90cbd8a73766c0fbbaef57859f44ff42eb7c864fc,5a18606d0921e6ba974adc5726467ecddaa508c78b7fb4d49b3e1f8a0aad5eb1,c16d1d5ad0c780448180eee4abc23820d421bce0b020e6456e28460592109127,edfcba53d87076040ebf543502d5e6df016adb4cd69385bc7856b6e22f133e62,f99f2cda56e915917ae0b9c553032559339470efb046761d56c3d970d395e307,65ff1f6b70f9e6f86dd5554c5de223cc420e91fe418a8c1b25426a79c7669305,1364c67d0a0219367139fad1505f76ff53c52ff750a90098e3ec174f80949136,bbc0d6e86d666afd185e574896ef3aee14a1f5bade1a8bbe07ed5862fa0c6916
"1","7001","偶爾參加共鬥\n好像也不錯吼？\n我也助你一臂之力吧。","0","-363","0","0","2015/12/17 15:00:00","7","凱留","1","106001","2099/12/17 14:59:59","0","1"
"1","7002","似乎可以和許多人\n協力戰鬥呢。\n要是主人的話，\n想必能夠非常活躍吧。","0","-363","0","0","2015/12/17 15:00:00","7","可可蘿","1","105901","2099/12/17 14:59:59","0","1"
"1","7003","和許多人一起\n共同戰鬥！\n一起加油吧☆　","0","-363","0","0","2015/12/17 15:00:00","7","貪吃佩可","1","105801","2099/12/17 14:59:59","0","1"
"1","10001","用寶石可以換食物…\n不對，是換貴重物品啦！","0","-363","0","0","2015/12/17 15:00:00","10","貪吃佩可","1","105801","2099/12/17 14:59:59","0","1"
"1","10002","寶石要好好想清楚\n再使用哦！\n別亂花喔！","0","-363","0","0","2015/12/17 15:00:00","10","凱留","1","106001","2099/12/17 14:59:59","0","1"
"1","10003","用主人的寶石\n可以買到各種貴重的物品\n雖然如此，浪費還是\n『壞壞』呦。","0","-363","0","0","2015/12/17 15:00:00","10","可可蘿","1","105901","2099/12/17 14:59:59","0","1"
"1","10004","只要有寶石\n似乎就能交換貴重物品\n珍惜著使用吧","0","-363","2104010","0","2015/12/17 15:00:00","10","雪菲","2","106401","2030/12/17 14:59:59","0","1"
"1","12001","達到特定條件的話\n可以得到報酬喔！\n一起加油吧♪　","0","-416.5","0","0","2015/12/17 15:00:00","12","貪吃佩可","1","105801","2099/12/17 14:59:59","0","1"
"1","13001","雖然經歷了各種事，\n回頭一看，\n感覺卻挺不賴吶？","0","-363","0","0","2015/12/17 15:00:00","13","凱留","1","106001","2099/12/17 14:59:59","0","1"
"1","13002","和主人度過的快樂每一天……\n到這裡可以隨意\n想回想幾次就回想幾次♪　","0","-363","0","0","2015/12/17 15:00:00","13","可可蘿","1","105901","2099/12/17 14:59:59","0","1"
"1","13003","裡頭裝有許多\n和大家一起的重要回憶呢\n希望能跟各位一同回想\n雋刻於心上","0","-363","2104010","0","2015/12/17 15:00:00","13","雪菲","2","106401","2099/12/17 14:59:59","0","1"
"1","13004","看到你有很多\n和女生共度的回憶哦！\n嗚呼嗚呼♪\n你很受歡迎呢☆","0","-363","0","0","2015/12/17 15:00:00","13","貪吃佩可","1","105801","2099/12/17 14:59:59","0","1"
"1","14001","這是可以獲得培育\n所需的道具的冒險。\n為了主人，在下\n一定會變強的呦","0","-363","0","0","2015/12/17 15:00:00","14","可可蘿","1","105901","2099/12/17 14:59:59","0","1"
"1","14002","只要攻略這個冒險，\n似乎就能取得道具。\n為了變得更強，\n要拚命努力啊！","0","-363","2104010","0","2015/12/17 15:00:00","14","雪菲","2","106401","2099/12/17 14:59:59","0","1"
"1","14003","攻略這個冒險的話，\n可以得到道具哦\n蒐集許多道具，變得\n越來越強吧！","0","-363","0","0","2015/12/17 15:00:00","14","貪吃佩可","1","105801","2099/12/17 14:59:59","0","1"
"1","14004","攻略冒險的話，\n聽說就能得到道具\n能拿的東西，\n我們就要拿到！","0","-363","0","0","2015/12/17 15:00:00","14","凱留","1","106001","2099/12/17 14:59:59","0","1"
"1","15001","主人，做好行前準備\n一起完成充實的冒險吧。","0","-470","0","0","2015/12/17 15:00:00","15","可可蘿","1","105901","2099/12/17 14:59:59","0","1"
"1","16001","欸……要不要加入戰隊？\n一個人是很開心，但跟大家\n一起很熱鬧，我覺得很棒","0","-363","2104010","0","2015/12/17 15:00:00","16","雪菲","2","106401","2099/12/17 14:59:59","0","1"
"1","16002","要加入戰隊看看嗎？\n和大家一起冒險\n非常開心哦！","0","-363","0","0","2015/12/17 15:00:00","16","貪吃佩可","1","105801","2099/12/17 14:59:59","0","1"
"1","16003","似乎可以加入戰隊哦\n機會難得，加入看看吧？\n好像挺好玩的哦♪","0","-363","0","0","2015/12/17 15:00:00","16","凱留","1","106001","2099/12/17 14:59:59","0","1"
"1","16004","在這裡可以加入戰隊，\n有很多厲害的戰隊，\n真令人目不暇給。","0","-363","0","0","2015/12/17 15:00:00","16","可可蘿","1","105901","2099/12/17 14:59:59","0","1"
"1","17002"," 在這邊可以回顧\n與同伴一同參加戰隊競賽時\n大顯身手的樣子。","0","-363","0","0","2015/12/17 15:00:00","17","可可蘿","1","105901","2099/12/17 14:59:59","0","1"
"1","17004","模擬戰的戰績裡如果有你\n喜歡的內容在裡面的話，\n可以存檔喔","0","-363","0","0","2015/12/17 15:00:00","25","凱留","1","106001","2030/12/17 14:59:59","0","1"
"1","17005","主人，您這次在戰隊競賽的\n活躍表現已存檔\n請用來作為未來戰鬥時的參考吧","0","-363","0","0","2015/12/17 15:00:00","25","可可蘿","1","105901","2030/12/17 14:59:59","0","1"
"1","17006","這次的戰隊競賽\n戰況如何？\n看戰績，或許能活用到\n下次的戰鬥上","0","-363","2104010","0","2015/12/17 15:00:00","25","雪菲","2","106401","2030/12/17 14:59:59","0","1"
"1","17007","可以複習一下這次戰隊競賽\n的戰績喔！\n也讓我看看吧☆","0","-363","0","0","2015/12/17 15:00:00","25","貪吃佩可","1","105801","2030/12/17 14:59:59","0","1"
"1","18001","歡迎！\n在這裡提供主頁或\n公會小屋播放音樂的\n變更與購買服務喔。","0","-363","0","0","2019/03/06 16:00:00","18","花凜","1","190801","2030/12/17 14:59:59","0","1"
"2","18002","BGM的變更與購買\n都可以在這裡進行喔\n我們為您準備了，\n很多動人的樂曲喔！","0","-363","0","0","2019/03/06 16:00:00","18","花凜","1","190801","2030/12/17 14:59:59","0","1"
"3","19001","主頁或公會小屋的BGM\n都可以更改喔\n您喜歡的樂曲，\n也請讓我聽聽看吧。","0","-470","0","0","2019/03/06 16:00:00","19","花凜","1","190801","2030/12/17 14:59:59","0","1"
"4","19002","在這裡，\n可以將BGM更改喔\n您要更改為什麼樂曲呢？\n呵呵呵，我也很期待呢♪","0","-470","0","0","2019/03/06 16:00:00","19","花凜","1","190801","2030/12/17 14:59:59","0","1"
"5","20001","在這裡，\n可以讓您購買BGM喔，\n也可以讓您試聽，\n請仔細挑選吧。","0","-470","0","0","2019/03/06 16:00:00","20","花凜","1","190801","2030/12/17 14:59:59","0","1"
"6","20002","歡迎光臨！\n請到這裡購買BGM\n有很多優秀的樂曲，\n讓人挑得目不暇給呢。","0","-470","0","0","2019/03/06 16:00:00","20","花凜","1","190801","2030/12/17 14:59:59","0","1"
"1","21001","在這裡好像可以用取得的道具\n來製作專用裝備呢\n如果收集到了道具\n就立刻來試做吧！","0","-363","0","0","2019/03/06 16:00:00","21","凱留","1","106001","2030/12/17 14:59:59","0","1"
"1","21002","攻略時有可能\n獲得稀有的道具喔\n有了這類道具\n好像可以用來製作專用裝備。","0","-363","0","0","2019/03/06 16:00:00","21","可可蘿","1","105901","2030/12/17 14:59:59","0","1"
"1","21003","想要專用裝備的話\n就挑戰這個冒險吧\n靠著收集到的素材\n變得更強更強吧","0","-363","2104010","0","2015/12/17 15:00:00","21","雪菲","2","106401","2030/12/17 14:59:59","0","1"
"1","21004","好像可以獲得\n製作專用裝備的必要道具\n多多收集、\n越裝就會越強大！","0","-363","0","0","2019/03/06 16:00:00","21","貪吃佩可","1","105801","2030/12/17 14:59:59","0","1"
"1","22001","投票請到這邊。\n請為你支持的女孩\n投下你心意滿滿的\n一票吧！","0","-430","0","0","2019/07/24 16:00:00","22","花凜","1","190801","2030/12/17 14:59:59","0","1"
"2","22002","歡迎！\n你喜愛的女孩\n是哪一位呢？\n請幫她加油吧！","0","-430","0","0","2019/07/24 16:00:00","22","花凜","1","190801","2030/12/17 14:59:59","0","1"
"3","23001","謝謝你們\n踴躍的投票。\n請大家耐心等候，\n敬請期待結果發表喔！","0","-430","0","0","2019/07/24 16:00:00","23","花凜","1","190801","2030/12/17 14:59:59","0","1"
"4","23002","目前正在統計\n人氣投票結果。\n在結果統計完畢之前\n請再稍候一下喔。","0","-430","0","0","2019/07/24 16:00:00","23","花凜","1","190801","2030/12/17 14:59:59","0","1"
