ff6c2fa0b24d433f8237f4cc3aad8f1a4a2ce17aae3aebf16bb2a3519c6c7861,12b5c3a3f839ad4eb5b5a48f9d7c7b74313be8fb38243064d2ab31edbc176cfc,03b45913c706074338e6c02d3b15d403e012a189426906ba3574c8d41fa84191,66fc6de1332fc1dcfd51967b2b5c75b2f222cfbced83e1aa020c48e789799e35,4fcad05330ce61851f5370cc700da1a8e94c057c3cd4d1ce727b79aae540387e,ae0b66a6ec8e5eab0419722de8910aa3a44518e8964852b7dcd34aaaf4c14558,66832edab9e3e279b38a3c6b15ed918531d91e6ffb284bc7686b0f0b3a979539
"0","300","1","10101","0","2","0"
"0","360","1","10101","1","2","0"
"0","420","1","10101","2","2","0"
"0","480","1","10101","3","2","0"
"0","540","1","10101","4","2","0"
"0","600","1","10101","5","2","0"
"0","900","2","10101","0","2","0"
"0","960","2","10101","1","2","0"
"0","1020","2","10101","2","2","0"
"0","1080","2","10101","3","2","0"
"0","1140","2","10101","4","2","0"
"0","1200","2","10101","5","2","0"
"0","1500","3","10101","0","2","0"
"0","1560","3","10101","1","2","0"
"0","1620","3","10101","2","2","0"
"0","1680","3","10101","3","2","0"
"0","1740","3","10101","4","2","0"
"0","1800","3","10101","5","2","0"
"0","2100","4","10101","0","2","0"
"0","2160","4","10101","1","2","0"
"0","2220","4","10101","2","2","0"
"0","2280","4","10101","3","2","0"
"0","2340","4","10101","4","2","0"
"0","2400","4","10101","5","2","0"
"0","2700","5","10101","0","2","0"
"0","2760","5","10101","1","2","0"
"0","2820","5","10101","2","2","0"
"0","2880","5","10101","3","2","0"
"0","2940","5","10101","4","2","0"
"0","3000","5","10101","5","2","0"
"0","150","1","10102","0","5","0"
"0","180","1","10102","1","5","0"
"0","210","1","10102","2","5","0"
"0","240","1","10102","3","5","0"
"0","270","1","10102","4","5","0"
"0","300","1","10102","5","5","0"
"0","450","2","10102","0","5","0"
"0","480","2","10102","1","5","0"
"0","510","2","10102","2","5","0"
"0","540","2","10102","3","5","0"
"0","570","2","10102","4","5","0"
"0","600","2","10102","5","5","0"
"0","750","3","10102","0","5","0"
"0","780","3","10102","1","5","0"
"0","810","3","10102","2","5","0"
"0","840","3","10102","3","5","0"
"0","870","3","10102","4","5","0"
"0","900","3","10102","5","5","0"
"0","1050","4","10102","0","5","0"
"0","1080","4","10102","1","5","0"
"0","1110","4","10102","2","5","0"
"0","1140","4","10102","3","5","0"
"0","1170","4","10102","4","5","0"
"0","1200","4","10102","5","5","0"
"0","1350","5","10102","0","5","0"
"0","1380","5","10102","1","5","0"
"0","1410","5","10102","2","5","0"
"0","1440","5","10102","3","5","0"
"0","1470","5","10102","4","5","0"
"0","1500","5","10102","5","5","0"
"0","150","1","10103","0","7","0"
"0","180","1","10103","1","7","0"
"0","210","1","10103","2","7","0"
"0","240","1","10103","3","7","0"
"0","270","1","10103","4","7","0"
"0","300","1","10103","5","7","0"
"0","450","2","10103","0","7","0"
"0","480","2","10103","1","7","0"
"0","510","2","10103","2","7","0"
"0","540","2","10103","3","7","0"
"0","570","2","10103","4","7","0"
"0","600","2","10103","5","7","0"
"0","750","3","10103","0","7","0"
"0","780","3","10103","1","7","0"
"0","810","3","10103","2","7","0"
"0","840","3","10103","3","7","0"
"0","870","3","10103","4","7","0"
"0","900","3","10103","5","7","0"
"0","1050","4","10103","0","7","0"
"0","1080","4","10103","1","7","0"
"0","1110","4","10103","2","7","0"
"0","1140","4","10103","3","7","0"
"0","1170","4","10103","4","7","0"
"0","1200","4","10103","5","7","0"
"0","1350","5","10103","0","7","0"
"0","1380","5","10103","1","7","0"
"0","1410","5","10103","2","7","0"
"0","1440","5","10103","3","7","0"
"0","1470","5","10103","4","7","0"
"0","1500","5","10103","5","7","0"
"0","300","1","10104","0","10","0"
"0","360","1","10104","1","10","0"
"0","420","1","10104","2","10","0"
"0","480","1","10104","3","10","0"
"0","540","1","10104","4","10","0"
"0","600","1","10104","5","10","0"
"0","900","2","10104","0","10","0"
"0","960","2","10104","1","10","0"
"0","1020","2","10104","2","10","0"
"0","1080","2","10104","3","10","0"
"0","1140","2","10104","4","10","0"
"0","1200","2","10104","5","10","0"
"0","1500","3","10104","0","10","0"
"0","1560","3","10104","1","10","0"
"0","1620","3","10104","2","10","0"
"0","1680","3","10104","3","10","0"
"0","1740","3","10104","4","10","0"
"0","1800","3","10104","5","10","0"
"0","2100","4","10104","0","10","0"
"0","2160","4","10104","1","10","0"
"0","2220","4","10104","2","10","0"
"0","2280","4","10104","3","10","0"
"0","2340","4","10104","4","10","0"
"0","2400","4","10104","5","10","0"
"0","2700","5","10104","0","10","0"
"0","2760","5","10104","1","10","0"
"0","2820","5","10104","2","10","0"
"0","2880","5","10104","3","10","0"
"0","2940","5","10104","4","10","0"
"0","3000","5","10104","5","10","0"
"0","300","1","10201","0","2","0"
"0","360","1","10201","1","2","0"
"0","420","1","10201","2","2","0"
"0","480","1","10201","3","2","0"
"0","540","1","10201","4","2","0"
"0","600","1","10201","5","2","0"
"0","900","2","10201","0","2","0"
"0","960","2","10201","1","2","0"
"0","1020","2","10201","2","2","0"
"0","1080","2","10201","3","2","0"
"0","1140","2","10201","4","2","0"
"0","1200","2","10201","5","2","0"
"0","1500","3","10201","0","2","0"
"0","1560","3","10201","1","2","0"
"0","1620","3","10201","2","2","0"
"0","1680","3","10201","3","2","0"
"0","1740","3","10201","4","2","0"
"0","1800","3","10201","5","2","0"
"0","2100","4","10201","0","2","0"
"0","2160","4","10201","1","2","0"
"0","2220","4","10201","2","2","0"
"0","2280","4","10201","3","2","0"
"0","2340","4","10201","4","2","0"
"0","2400","4","10201","5","2","0"
"0","2700","5","10201","0","2","0"
"0","2760","5","10201","1","2","0"
"0","2820","5","10201","2","2","0"
"0","2880","5","10201","3","2","0"
"0","2940","5","10201","4","2","0"
"0","3000","5","10201","5","2","0"
"0","150","1","10202","0","5","0"
"0","180","1","10202","1","5","0"
"0","210","1","10202","2","5","0"
"0","240","1","10202","3","5","0"
"0","270","1","10202","4","5","0"
"0","300","1","10202","5","5","0"
"0","450","2","10202","0","5","0"
"0","480","2","10202","1","5","0"
"0","510","2","10202","2","5","0"
"0","540","2","10202","3","5","0"
"0","570","2","10202","4","5","0"
"0","600","2","10202","5","5","0"
"0","750","3","10202","0","5","0"
"0","780","3","10202","1","5","0"
"0","810","3","10202","2","5","0"
"0","840","3","10202","3","5","0"
"0","870","3","10202","4","5","0"
"0","900","3","10202","5","5","0"
"0","1050","4","10202","0","5","0"
"0","1080","4","10202","1","5","0"
"0","1110","4","10202","2","5","0"
"0","1140","4","10202","3","5","0"
"0","1170","4","10202","4","5","0"
"0","1200","4","10202","5","5","0"
"0","1350","5","10202","0","5","0"
"0","1380","5","10202","1","5","0"
"0","1410","5","10202","2","5","0"
"0","1440","5","10202","3","5","0"
"0","1470","5","10202","4","5","0"
"0","1500","5","10202","5","5","0"
"0","150","1","10203","0","6","0"
"0","180","1","10203","1","6","0"
"0","210","1","10203","2","6","0"
"0","240","1","10203","3","6","0"
"0","270","1","10203","4","6","0"
"0","300","1","10203","5","6","0"
"0","450","2","10203","0","6","0"
"0","480","2","10203","1","6","0"
"0","510","2","10203","2","6","0"
"0","540","2","10203","3","6","0"
"0","570","2","10203","4","6","0"
"0","600","2","10203","5","6","0"
"0","750","3","10203","0","6","0"
"0","780","3","10203","1","6","0"
"0","810","3","10203","2","6","0"
"0","840","3","10203","3","6","0"
"0","870","3","10203","4","6","0"
"0","900","3","10203","5","6","0"
"0","1050","4","10203","0","6","0"
"0","1080","4","10203","1","6","0"
"0","1110","4","10203","2","6","0"
"0","1140","4","10203","3","6","0"
"0","1170","4","10203","4","6","0"
"0","1200","4","10203","5","6","0"
"0","1350","5","10203","0","6","0"
"0","1380","5","10203","1","6","0"
"0","1410","5","10203","2","6","0"
"0","1440","5","10203","3","6","0"
"0","1470","5","10203","4","6","0"
"0","1500","5","10203","5","6","0"
"0","300","1","10204","0","10","0"
"0","360","1","10204","1","10","0"
"0","420","1","10204","2","10","0"
"0","480","1","10204","3","10","0"
"0","540","1","10204","4","10","0"
"0","600","1","10204","5","10","0"
"0","900","2","10204","0","10","0"
"0","960","2","10204","1","10","0"
"0","1020","2","10204","2","10","0"
"0","1080","2","10204","3","10","0"
"0","1140","2","10204","4","10","0"
"0","1200","2","10204","5","10","0"
"0","1500","3","10204","0","10","0"
"0","1560","3","10204","1","10","0"
"0","1620","3","10204","2","10","0"
