0cf240cef5621eb6cab248b98801d5db646074b0693e22989e468d4b52f58877,3cf98dce85df75cb9f7c6aedcfa6085a321a7a4c8aa7ca99973d41a89ae3dcf3,ce5d5c773538de8680113e617d80d50dd1de8b61871334028931806ae366ebf7,fcf08ff12893e7f0b1afbf4ae4201cad7a8aa13ac6209cd5e0a8154e6b5de2cf,257e0ed9a8bf87cc19e291db4a61353c6d434a06c3430538ddd07b35c740699e,e3d547338dba08cb46de07b49e09e9608144731975c0813671e5a093f2808ef9,800562748ed178a47ed4ddf040aa13fc3018ade8a566c6ce4e219d078d99d23e,23442372bf5dd0ad873b8e27897880b9cfd05cc5b0aaf09104cc341fe09e22b4,e29efc101380b79e55d6ff6d04ca7566c98cb4697954f6ae8124f25482b43588,c3de18bbae28d65cca8bc8427283805b643a4670fc58297b17cd5a75cfb549a2,ffa88459ce30613dcca0e5ff3652bdeaa26d1568b4d02f4353e86a9ed104208f,61870fe7e421dc0adb376626de458c60c55b4c1e57fbf4f95e2e29b8988fb934,67a0700ba9a6d8d7c7e4030ef3458789a96eefafb58faf11dce7801e4cc69988
"380000","0","2018/08/24 16:00:00","2030/03/26 14:59:00","1","380000","0","0","1","0","10001","bgm_M33","bgm_M33"
"380000","0","2018/10/01 16:00:00","2030/03/26 14:59:00","2","380000","0","0","1","0","10002","bgm_M99","bgm_M99"
"380000","0","2018/10/30 16:00:00","2030/03/26 14:59:00","3","380000","0","0","1","0","10003","bgm_M107","bgm_M107"
"380000","0","2018/11/29 16:00:00","2030/03/26 14:59:00","4","380000","0","0","1","0","10004","bgm_M113","bgm_M113"
"380000","0","2019/01/01 16:00:00","2030/03/26 14:59:00","5","380000","0","0","1","0","10005","bgm_M121","bgm_M121"
"380000","0","2019/01/30 16:00:00","2030/03/26 14:59:00","6","380000","0","0","1","0","10006","bgm_M128","bgm_M128"
"380000","0","2019/03/04 16:00:00","2030/03/26 14:59:00","7","380000","0","0","1","0","10007","bgm_M135","bgm_M135"
"380000","0","2019/04/01 16:00:00","2030/03/26 14:59:00","8","380000","0","0","1","0","10008","bgm_M162","bgm_M162"
"380000","0","2019/04/30 16:00:00","2030/03/26 14:59:00","9","380000","0","0","1","0","10009","bgm_M171","bgm_M171"
"380000","0","2019/05/31 16:00:00","2030/03/26 14:59:00","10","380000","0","0","1","0","10010","bgm_M182","bgm_M182"
"380000","0","2019/06/28 16:00:00","2030/03/26 14:59:00","11","380000","0","0","1","0","10011","bgm_M189","bgm_M189"
"380000","0","2019/07/15 16:00:00","2030/03/26 14:59:00","12","380000","0","0","1","0","10012","bgm_M206","bgm_M206"
"380000","0","2019/07/30 16:00:00","2030/03/26 14:59:00","13","380000","0","0","1","0","10013","bgm_M215","bgm_M215"
"380000","0","2019/08/15 16:00:00","2030/03/26 14:59:00","14","380000","0","0","1","0","10014","bgm_M33","bgm_M33"
"380000","0","2019/08/30 16:00:00","2030/03/26 14:59:00","15","380000","0","0","1","0","10015","bgm_M223","bgm_M223"
"380000","0","2019/09/15 16:00:00","2030/03/26 14:59:00","16","380000","0","0","1","0","10016","bgm_M99","bgm_M99"
"380000","0","2019/09/27 16:00:00","2030/03/26 14:59:00","17","380000","0","0","1","0","10017","",""
"380000","0","2019/10/15 16:00:00","2030/03/26 14:59:00","18","380000","0","0","1","0","10018","bgm_M107","bgm_M107"
"380000","0","2019/10/30 16:00:00","2030/03/26 14:59:00","19","380000","0","0","1","0","10019","bgm_M237","bgm_M237"
"380000","0","2019/11/15 16:00:00","2030/03/26 14:59:00","20","380000","0","0","1","0","10020","bgm_M113","bgm_M113"
"380000","0","2019/11/29 16:00:00","2030/03/26 14:59:00","21","380000","0","0","1","0","10021","bgm_M245","bgm_M245"
"380000","0","2019/12/15 16:00:00","2030/03/26 14:59:00","22","380000","0","0","1","0","10022","bgm_M121","bgm_M121"
"380000","0","2019/12/31 16:00:00","2030/03/26 14:59:00","23","380000","0","0","1","0","10023","bgm_M254","bgm_M254"
"380000","0","2020/01/14 16:00:00","2030/03/26 14:59:00","24","380000","0","0","1","0","10024","bgm_M128","bgm_M128"
"380000","0","2020/01/31 16:00:00","2030/03/26 14:59:00","25","380000","0","0","1","0","10025","bgm_M265_Top","bgm_M265"
"380000","0","2020/02/14 16:00:00","2030/03/26 14:59:00","26","380000","0","0","1","0","10026","bgm_M135","bgm_M135"
"380000","0","2020/02/27 16:00:00","2030/03/26 14:59:00","27","380000","0","0","1","0","10027","bgm_M273","bgm_M273"
"380000","0","2020/03/13 16:00:00","2030/03/26 14:59:00","28","380000","0","0","1","0","10028","bgm_M162","bgm_M162"
"380000","0","2020/03/30 16:00:00","2030/03/26 14:59:00","29","380000","0","0","1","0","10029","bgm_M281","bgm_M281"
"380000","0","2020/04/13 16:00:00","2030/03/26 14:59:00","30","380000","0","0","1","0","10030","bgm_M171","bgm_M171"
"380000","0","2020/04/30 16:00:00","2030/03/26 14:59:00","31","380000","0","0","1","0","10031","bgm_M294","bgm_M294"
"380000","0","2020/05/15 16:00:00","2030/03/26 14:59:00","32","380000","0","0","1","0","10032","bgm_M182","bgm_M182"
"380000","0","2020/06/01 16:00:00","2030/03/26 14:59:00","33","380000","0","0","1","0","10033","bgm_M316","bgm_M316"
"380000","0","2020/06/15 16:00:00","2030/03/26 14:59:00","34","380000","0","0","1","0","10034","bgm_M189","bgm_M189"
"380000","0","2020/09/28 16:00:00","2030/03/26 14:59:00","35","380000","0","0","1","0","10035","bgm_M330","bgm_M330"
"380000","0","2020/09/28 16:00:00","2030/03/26 14:59:00","36","380000","0","0","1","0","10036","bgm_M330","bgm_M330"
"380000","0","2020/08/14 16:00:00","2030/03/26 14:59:00","37","380000","0","0","1","0","10037","bgm_M206","bgm_M206"
"380000","0","2020/06/29 16:00:00","2030/03/26 14:59:00","38","380000","0","0","1","0","10038","bgm_M343","bgm_M343"
"380000","0","2020/07/13 16:00:00","2030/03/26 14:59:00","39","380000","0","0","1","0","10039","bgm_M215","bgm_M215"
"380000","0","2020/07/31 16:00:00","2030/03/26 14:59:00","40","380000","0","0","1","0","10040","bgm_M351","bgm_M351"
"380000","0","2020/09/18 16:00:00","2030/03/26 14:59:00","41","380000","0","0","1","0","10041","bgm_M223","bgm_M223"
"380000","0","2020/09/01 16:00:00","2030/03/26 14:59:00","42","380000","0","0","1","0","10042","bgm_M375","bgm_M375"
"380000","0","2020/10/19 18:00:00","2030/03/26 14:59:00","43","380000","0","0","1","0","10043","bgm_M237","bgm_M237"
"380000","0","2020/11/02 16:00:00","2030/03/26 14:59:00","44","380000","0","0","1","0","10044","bgm_M380A","bgm_M380A"
"380000","0","2020/12/04 16:00:00","2030/03/26 14:59:00","45","380000","0","0","1","0","10046","bgm_M393","bgm_M393"
"380000","0","2020/12/18 16:00:00","2030/03/26 14:59:00","47","380000","0","0","1","0","10047","bgm_M254","bgm_M254"
"380000","0","2020/12/28 16:00:00","2030/03/26 14:59:00","48","380000","0","0","1","0","10048","bgm_M403","bgm_M403"
"380000","0","2021/01/18 16:00:00","2030/03/26 14:59:00","49","380000","0","0","1","0","10049","bgm_M265_Top","bgm_M265"
"380000","0","2021/02/01 16:00:00","2030/03/26 14:59:00","50","380000","0","0","1","0","10050","bgm_M413","bgm_M413"
"380000","0","2021/03/02 16:00:00","2030/03/26 14:59:00","52","380000","0","0","1","0","10052","bgm_M421","bgm_M421"
"380000","0","2021/04/16 16:00:00","2030/03/26 14:59:00","53","380000","0","0","1","0","10053","0","0"
"380000","0","2021/04/01 16:00:00","2030/03/26 14:59:00","54","380000","0","0","1","0","10054","bgm_M426","bgm_M426"
"380000","0","2021/05/04 16:00:00","2030/03/26 14:59:00","56","380000","0","0","1","0","10056","bgm_M435","bgm_M435"
"380000","0","2021/06/02 16:00:00","2030/03/26 14:59:00","58","380000","0","0","1","0","10058","bgm_M442A","bgm_M442A"
"380000","0","2021/06/12 16:00:00","2030/03/26 14:59:00","59","380000","0","0","1","0","10059","bgm_M442B","bgm_M442B"
"380000","0","2021/07/05 16:00:00","2030/03/26 14:59:00","61","380000","0","0","1","0","10061","bgm_M451","bgm_M451"
"380000","0","2021/08/02 16:00:00","2030/03/26 14:59:00","64","380000","0","0","1","0","10064","bgm_M457","bgm_M457"
"380000","0","2021/09/01 16:00:00","2030/03/26 14:59:00","66","380000","0","0","1","0","10066","bgm_M467","bgm_M467"
