608350c60e61938092ec23235595ebd8092b83b57efaa5007d64fca344422c83,56fdfd23fed05297c3bbdfa2e4a9b3b3b26a2d7979e18cd861137a87aaa32994,cf29a73284dce3032746e80fa9d3a534f74e2f61b086053c1109c70cea82cdbe,62863e4114a25c1d7d58d089546ace0203b553f248fc64f7ade83760e4e0ce9a,f6774171954dc8a31a3e7149785e1990e5beffc66e4284afb135ea5122c5198e,e9c948689e48559a5048143edcb45041bd0ac16ccdc063ce36b0877c61684ba3,89d799bf919ff5c74942ce9a04e8b74bd821945fea9b08e5ca72380640c99652,a00b2738465e7d7c23f8c63b0ea9a2a7b0f8ec0685cde43c46323dea6a458619,51c9109d762b3422b39d1f18789fc5db495f480e88d7b473b12cff4fca707158,daf5f7d99dc038ece5fa267174399d810136173eec36c54cfed48a0d76ed79f3,7d2d8407afe2048695d1810c10050cd79c9c5fbf349fe4488c0053a644cfc75f,4eaf6621c0b170585cef1b3c2253b270973043917c10b5641c0865f7a926a6ed,e7ae9474f65869bc8270b8ddd60f648a13ddea7e36975cbfd9b6a94912398384
"0","31038","60001","60002","0","10001","0","0","0","31012","0","0","0"
"0","31004","60011","60012","0","10002","0","0","0","31020","0","0","0"
"0","31017","60021","60022","0","10003","0","0","0","31010","0","0","0"
"0","31028","60031","60032","0","10004","0","0","0","31076","0","0","0"
"0","31032","60041","60042","0","10005","0","0","0","31080","0","0","0"
"0","31034","60051","60052","0","10006","0","0","0","31047","0","0","0"
"0","31022","60061","60062","0","10007","0","0","0","31082","0","0","0"
"0","31051","60071","60072","0","10008","0","0","0","31009","0","0","0"
"0","31029","60081","60082","0","10009","0","0","0","31085","0","0","0"
"0","31002","60091","60092","0","10010","0","0","0","31089","0","0","0"
"0","31011","60101","60102","0","10011","0","0","0","31090","0","0","0"
"0","31008","60111","60112","0","10012","0","0","0","31043","0","0","0"
"0","31018","60121","60122","0","10013","0","0","0","31093","0","0","0"
"0","31038","60131","60132","0","10014","0","0","0","31012","0","0","0"
"0","31045","60141","60142","0","10015","0","0","0","31053","0","0","0"
"0","31004","60151","60152","0","10016","0","0","0","31020","0","0","0"
"0","31025","60161","60162","0","10017","0","0","0","31098","0","0","0"
"0","31017","60171","60172","0","10018","0","0","0","31010","0","0","0"
"0","31050","60181","60182","0","10019","0","0","0","31101","0","0","0"
"0","31028","60191","60192","0","10020","0","0","0","31076","0","0","0"
"0","31014","60201","60202","0","10021","0","0","0","31105","0","0","0"
"0","31032","60211","60212","0","10022","0","0","0","31080","0","0","0"
"0","31040","60221","60222","0","10023","0","0","0","31056","0","0","0"
"0","31034","60231","60232","0","10024","0","0","0","31047","0","0","0"
"0","31036","60241","60242","0","10025","0","0","0","31112","0","0","0"
"0","31022","60251","60252","0","10026","0","0","0","31082","0","0","0"
"0","31005","60261","60262","0","10027","0","0","0","31037","0","0","0"
"0","31051","60271","60272","0","10028","0","0","0","31009","0","0","0"
"0","31044","60281","60282","0","10029","0","0","0","31116","0","0","0"
"0","31029","60291","60292","0","10030","0","0","0","31085","0","0","0"
"0","31021","60301","60302","0","10031","0","0","0","31121","0","0","0"
"0","31002","60311","60312","0","10032","0","0","0","31089","0","0","0"
"0","31049","60321","60322","0","10033","0","0","0","31123","0","0","0"
"0","31011","60331","60332","0","10034","0","0","0","31090","0","0","0"
"0","31042","60341","60342","0","10035","0","0","0","31126","0","0","0"
"0","31042","60341","60342","0","10036","0","0","0","31126","0","0","0"
"0","31008","60361","60362","0","10037","0","0","0","31043","0","0","0"
"0","31046","60371","60372","0","10038","0","0","0","31107","0","0","0"
"0","31018","60381","60382","0","10039","0","0","0","31093","0","0","0"
"0","31033","60391","60392","0","10040","0","0","0","31028","0","0","0"
"0","31045","60401","60402","0","10041","0","0","0","31053","0","0","0"
"0","31065","60411","60412","0","10042","0","0","0","31130","0","0","0"
"0","31050","60421","60422","0","10043","0","0","0","31101","0","0","0"
"0","31027","60431","60432","0","10044","0","0","0","31132","0","0","0"
"0","31014","60441","60442","0","10045","0","0","0","31105","0","0","0"
"0","31023","60451","60452","0","10046","0","0","0","31135","0","0","0"
"0","31040","60461","60462","0","10047","0","0","0","31056","0","0","0"
"0","31013","60471","60472","0","10048","0","0","0","31016","0","0","0"
"0","31036","60481","60482","0","10049","0","0","0","31112","0","0","0"
"0","31054","60491","60492","0","10050","0","0","0","31141","0","0","0"
"0","31005","60501","60502","0","10051","0","0","0","31037","0","0","0"
"0","31037","60511","60512","0","10052","0","0","0","31014","0","0","0"
"0","31025","60521","60522","0","10053","0","0","0","31098","0","0","0"
"0","31048","60531","60532","0","10054","0","0","0","31146","0","0","0"
"0","31044","60541","60542","0","10055","0","0","0","31116","0","0","0"
"0","31060","60551","60552","0","10056","0","0","0","31147","0","0","0"
"0","31021","60561","60562","0","10057","0","0","0","31121","0","0","0"
"0","31003","60571","60572","0","10058","0","0","0","31156","0","0","0"
"0","31003","60571","60572","0","10059","0","0","0","31156","0","0","0"
"0","31049","60591","60592","0","10060","0","0","0","31123","0","0","0"
"0","31010","60601","60602","0","10061","0","0","0","31158","0","0","0"
"0","31042","60611","60612","0","10062","0","0","0","31126","0","0","0"
"0","31042","60611","60612","0","10063","0","0","0","31126","0","0","0"
"0","31031","60631","60632","0","10064","0","0","0","31032","0","0","0"
"0","31046","60641","60642","0","10065","0","0","0","31107","0","0","0"
"0","31015","60651","60652","0","10066","0","0","0","31065","0","0","0"
"0","31033","60661","60662","0","10067","0","0","0","31028","0","0","0"
"0","31040","60671","60672","0","10068","0","0","0","31168","0","0","0"
"0","31065","60681","60682","0","10069","0","0","0","31130","0","0","0"
"0","31050","60691","60692","0","10070","0","0","0","31018","0","0","0"
"0","31027","60701","60702","0","10071","0","0","0","31132","0","0","0"
"0","31109","60711","60712","0","10072","0","0","0","31174","0","0","0"
"0","31023","60721","60722","0","10073","0","0","0","31135","0","0","0"
"0","31051","60731","60732","0","10074","0","0","0","31096","0","0","0"
"0","31013","60741","60742","0","10075","0","0","0","31016","0","0","0"
"0","31047","60751","60752","0","10076","0","0","0","31178","0","0","0"
"0","31054","60761","60762","0","10077","0","0","0","31141","0","0","0"
"0","31055","60771","60772","0","10078","0","0","0","31053","0","0","0"
"0","31037","60781","60782","0","10079","0","0","0","31014","0","0","0"
"0","31006","60791","60792","0","10080","0","0","0","31192","0","0","0"
"0","31048","60801","60802","0","10081","0","0","0","31146","0","0","0"
"0","31044","60811","60812","0","10082","0","0","0","31208","0","0","0"
"0","31060","60821","60822","0","10083","0","0","0","31147","0","0","0"
"0","31060","60831","60832","0","10084","0","0","0","31059","0","0","0"
"0","31058","60841","60842","0","10085","0","0","0","31212","0","0","0"
"0","31003","60851","60852","0","10086","0","0","0","31156","0","0","0"
"0","31003","60851","60852","0","10087","0","0","0","31156","0","0","0"
"0","31026","60871","60872","0","10088","0","0","0","31128","0","0","0"
"0","31010","60881","60882","0","10089","0","0","0","31158","0","0","0"
"0","31046","60891","60892","0","10090","0","0","0","31065","0","0","0"
"0","31031","60901","60902","0","10091","0","0","0","31032","0","0","0"
"0","31031","60911","60912","0","10092","0","0","0","31014","0","0","0"
"0","31015","60921","60922","0","10093","0","0","0","31065","0","0","0"
"0","31034","60931","60932","0","10094","0","0","0","31221","0","0","0"
"0","31040","60941","60942","0","10095","0","0","0","31168","0","0","0"
"0","31002","60951","60952","0","10096","0","0","0","31224","0","0","0"
"0","31050","60961","60962","0","10097","0","0","0","31018","0","0","0"
"0","31036","60971","60972","0","10098","0","0","0","31228","0","0","0"
"0","31109","60981","60982","0","10099","0","0","0","31174","0","0","0"
"0","31023","60991","60992","0","10100","0","0","0","31010","0","0","0"
"0","31051","61001","61002","0","10101","0","0","0","31096","0","0","0"
"0","31013","61011","61012","0","10102","0","0","0","31235","0","0","0"
"0","31047","61021","61022","0","10103","0","0","0","31178","0","0","0"
"0","31005","61031","61032","0","10104","0","0","0","31037","0","0","0"
"0","31055","61041","61042","0","10105","0","0","0","31053","0","0","0"
"0","31047","61051","61052","0","10106","0","0","0","31241","0","0","0"
"0","31006","61061","61062","0","10107","0","0","0","31192","0","0","0"
"0","31066","61071","61072","0","10108","0","0","0","31247","0","0","0"
"0","31044","61081","61082","0","10109","0","0","0","31208","0","0","0"
"0","31029","61091","61092","0","10110","0","0","0","31249","0","0","0"
"0","31042","61101","61102","0","10111","0","0","0","31249","0","0","0"
"0","31060","61111","61112","0","10112","0","0","0","31059","0","0","0"
"0","31058","61121","61122","0","10113","0","0","0","31212","0","0","0"
"0","31046","61131","61132","0","10114","0","0","0","31053","0","0","0"
"0","31026","61141","61142","0","10115","0","0","0","31128","0","0","0"
"0","31038","61151","61152","0","10116","0","0","0","31012","0","0","0"
"0","31046","61161","61162","0","10117","0","0","0","31065","0","0","0"
"0","31057","61171","61172","0","10118","0","0","0","31257","0","0","0"
"0","31031","61181","61182","0","10119","0","0","0","31014","0","0","0"
"0","31008","61191","61192","0","10120","0","0","0","31044","0","0","0"
"0","31034","61201","61202","0","10121","0","0","0","31221","0","0","0"
"0","31048","61211","61212","0","10122","0","0","0","31267","0","0","0"
"0","31002","61221","61222","0","10123","0","0","0","31224","0","0","0"
"0","31031","61231","61232","0","10124","0","0","0","31270","0","0","0"
"0","31036","61241","61242","0","10125","0","0","0","31228","0","0","0"
"0","31060","61251","61252","0","10126","0","0","0","31011","0","0","0"
"0","31023","61261","61262","0","10127","0","0","0","31010","0","0","0"
"0","31042","61271","61272","0","10128","0","0","0","31056","0","0","0"
"0","31013","61281","61282","0","10129","0","0","0","31235","0","0","0"
"0","31054","61291","61292","0","10130","0","0","0","31018","0","0","0"
"0","31005","61301","61302","0","10131","0","0","0","31037","0","0","0"
"0","31058","61311","61312","0","10132","0","0","0","31028","0","0","0"
"0","31047","61321","61322","0","10133","0","0","0","31241","0","0","0"
"0","31014","61331","61332","0","10134","0","0","0","31283","0","0","0"
"0","31066","61341","61342","0","10135","0","0","0","31247","0","0","0"
"0","31002","61351","61352","0","10136","0","0","0","31288","0","0","0"
"0","31001","61361","61362","0","10137","0","0","0","31288","0","0","0"
"0","31029","61371","61372","0","10138","0","0","0","31249","0","0","0"
"0","31042","61381","61382","0","10139","0","0","0","31249","0","0","0"
"0","31034","61391","61392","0","10140","0","0","0","31110","0","0","0"
"0","31046","61401","61402","0","10141","0","0","0","31053","0","0","0"
"0","31027","61411","61412","0","10142","0","0","0","31043","0","0","0"
"0","31038","61421","61422","0","10143","0","0","0","31012","0","0","0"
"0","31025","61431","61432","0","10144","0","0","0","31036","0","0","0"
"0","31057","61441","61442","0","10145","0","0","0","31257","0","0","0"
"0","31021","61451","61452","0","10146","0","0","0","31010","0","0","0"
"0","31008","61461","61462","0","10147","0","0","0","31044","0","0","0"
"0","31042","61471","61472","0","10148","0","0","0","31029","0","0","0"
"0","31048","61481","61482","0","10149","0","0","0","31267","0","0","0"
"0","31058","61491","61492","0","10150","0","0","0","31047","0","0","0"
"0","31031","61501","61502","0","10151","0","0","0","31270","0","0","0"
"0","31059","61511","61512","0","10152","0","0","0","31319","0","0","0"
"0","31025","61521","61522","0","10153","0","0","0","31098","0","0","0"
"0","31007","61531","61532","0","10154","0","0","0","31012","0","0","0"
