2178e50b89a77e66be0cebc4c83373a3d0811552affd82748cc30c631148829b,9956e28d264738dade8ba9aae9c25872e047310c815da32b17fca20ef6e1f4d5,f774a5a374a7d497e0ff3878ffdd330873fd7a5b8a83fc0ecba5413b6f6ee930,5b98a3a610dc970c95958afd33d92d9b1533f8da32a66372a2b3c7420b74a6af,c131e2998d4d1df13c4d8336ec7691fc775f076191ea1d8e2114176001253c23,0ad81c30f62d1954f9467fad210de284dbc61ee635574a10d94f7a35812c7e26,7fb06999b1456496a96e34e78c9442acae886e3cf5e15a290590007d6f22ed2d,445b3e2ef6f5dd44d0c14b6b9ddaa625aca5b76d4e1219efe0b55927a25cb7a9,586945aa217a2a84bd9cf7830fe908000687077a63e9d55dfd960d84c2ad26e2,dc6d67e243fb9835d8e9311bfb4c1d86533d86745907e7b90d99f5bd981555e6,6283fe5f4b48c8470af730ea97c2027d20c82d5dfeed7936316b875ec601f1f8,674e41af866a608b928823467870a58b027ecb12fb24a44764a6b5f03abcf7fd,e619375119c58078c903322dc9ed49dd106efd12fa4d122908cc4d07728aafc4,8e5c1ac37acee067ddfe2c2fb1bbc52195d4e447894845ab812914fa97869dcb,850f0cc404e41db41bfce9754c14125a434d33cca38828b51a7509add486b94e,a6c36ef495c87e195c074d275a8d5370f2d499538bee2aaeef9915ed14eb4735,9f318a880a5884eb934270a11743cb1bf37aa35e419d43f047c5e158521dde7b,1fdee43bbb4a5ad849458faed813a63b8e44d6be9a2cc99376aef63490aa8fec,639b1a622f3490554d8f5686326cab52fe0cbf6ee2f8a4df9b87bad9ab83008b,bddda1eadba097776936b6b03ff2f009862c335d6d98f710c47f0bdba91c84b6,00fb813ebb5ced2cd77a45fcc3ea603dd6e534ac87c82f3f42b0f8c51f63f5f2,3515c688659dc587de353de7ed4741d6717714feb0c45d8c9c661d2625281515,da76a8bd2e87b2dee7fb18e68665215c4a267d3ed118ec608ac6922f21849092,c2c002f6594e7990c27149a7f49eac933d4f2f22a91da1494732b03e01d3491f,962641886140bba3f5ddfbe8afd895be7237deac52cf1476727c2f794bda868b,67a1722ccf9ecaaae291b5ca39e8f9eddd3a4117f5c68c1ca9e2a59cea89c61a,85680c0af510debbdb20ba7788db90a2ef4b3e726ffe3e9d47ab64aaf27c8913,741d1440fa9805c833643f0daf45f905a2afa8280d3d28ddc526849b9227d26e,76a28f4267ce0fbc0d6e793581d69e5373172bcaa166aef0f0fed521b792a0fb,17c3d70b027b34fcaa6cf230ffe022e6e2461ae76aa5ddf090f975eccdc1949f,00f5f32607eb0a7fe8790735c3915b130f8c2dd1310b0037cc77a63a7979f2bc,aa44b75e6fe76bf08e2e29060b550ffacd32b7bb9af248b3194fcab8bcfe6296,b0ddac4316a89db12c10601281f57e06f915b211219a735469c1316f9313aa34,a3305ceda4363110834e333c41f4b909479c7cf7543a298bbd7ad7df831cdb5f,5d2c765bc960fd6e7199592bbc602c0c7e97ea4070401e0c8f60f1bc3dff4b15,6b4c5e3f7c61dae2811f7c49f8ca232f21596c466358a29f376d1d0357dd7dfd,7b610829d9dac014ce2164893985a3e7e39f76a248b9361788c161c9beba7bd2,73ff4bfc6a75df0d4762cb7cfa72e87f119c47a9f1e9f80c2f8060d84eb43b7a,aa223b4dd680060ff56df0d1d6dc06e74931e658088db43cd3d86170d45b4145,526f048a956ac2de7eb51dbfe18cd8452df2141b9f4ae7c83572c0ff251b71f1,e8a870b97074cde00ce81c95cf3ec9e282c5f2ba6ee22187616214afe1588670,bb93c5a9e0f14b37a62c54d52fb537bdcfcd184982b7b1350a7f9651a3fdc0eb,71649eb625fbcbddd2606a418d3941fc9ae3dd351b2b06c73a8a98f935a576b6,a1c77256ee3c3af4d1ad752713f9210bb9eeb3e00ab964f710f2a86740a11a4f
"0","0.03","10010101","10010105","0","0","1001101","401010021","100000","0","1","0","1001105","1","710011","401010011","1","0","401010031","0","1","0","0","1001102","1.1","1","401010041","401010051","0","0","10010103","1001","1","0","10010104","10010102","1001103","1","1","1.1","0","1","1001104","1.2"
"0","0.06","10010101","10010105","0","0","1001106","401010021","100000","0","2","0","1001110","-1","710011","401010011","1","0","401010031","0","1","0","0","1001107","1.5","2","401010041","401010051","0","0","10010103","1001","1.2","0","10010104","10010102","1001108","1","2","1.7","0","1.2","1001109","2"
"0","0.03","10020101","10020105","0","0","1002101","401020021","100000","0","1","0","1002105","1","710021","401020011","1","0","401020031","0","1","0","0","1002102","1.1","3","401020041","401020051","0","0","10020103","1002","1","0","10020104","10020102","1002103","1","1","1.1","0","1","1002104","1.2"
"0","0.06","10020101","10020105","0","0","1002106","401020071","100000","0","2","0","1002110","-1","710021","401020061","1","0","401020081","0","1","0","0","1002107","1.5","4","401020091","401020101","0","0","10020103","1002","1.2","0","10020104","10020102","1002108","1","2","1.7","0","1.2","1002109","2"
"0","0.03","10030101","10030105","0","0","1003101","401030021","100000","0","1","0","1003105","1","710031","401030011","1","0","401030031","0","1","0","0","1003102","1.1","5","401030041","401030051","0","0","10030103","1003","1","0","10030104","10030102","1003103","1","1","1.1","0","1","1003104","1.2"
"0","0.06","10030101","10030105","0","0","1003106","401030071","100000","0","2","0","1003110","-1","710031","401030061","1","0","401030081","0","1","0","0","1003107","1.5","6","401030091","401030101","0","0","10030103","1003","1.2","0","10030104","10030102","1003108","1","2","1.7","0","1.2","1003109","2"
"0","0.03","10040101","10040105","0","0","1004101","401040021","100000","0","1","0","1004105","1","710041","401040011","1","0","401040031","0","1","0","0","1004102","1.1","7","401040041","401040051","0","0","10040103","1004","1","0","10040104","10040102","1004103","1","1","1.1","0","1","1004104","1.2"
"0","0.06","10040101","10040105","0","0","1004106","401040071","100000","0","2","0","1004110","-1","710041","401040061","1","0","401040081","0","1","0","0","1004107","1.5","8","401040091","401040101","0","0","10040103","1004","1.2","0","10040104","10040102","1004108","1","2","1.7","0","1.2","1004109","2"
"0","0.03","10050101","10050105","0","0","1004101","401040121","100000","0","1","0","1004105","1","710051","401040111","1","0","401040131","0","1","0","0","1004102","1.1","9","401040141","401040151","0","0","10050103","1005","1","0","10050104","10050102","1004103","1","1","1.1","0","1","1004104","1.2"
"0","0.06","10050101","10050105","0","0","1004106","401040171","100000","0","2","0","1004110","-1","710051","401040161","1","0","401040181","0","1","0","0","1004107","1.5","10","401040191","401040201","0","0","10050103","1005","1.2","0","10050104","10050102","1004108","1","2","1.7","0","1.2","1004109","2"
"0","0.03","10060101","10060105","0","0","1004101","401040221","100000","0","1","0","1004105","1","710061","401040211","1","0","401040231","0","1","0","0","1004102","1.3","11","401040241","401040251","0","0","10060103","1006","1","0","10060104","10060102","1004103","1","1","1.3","0","1","1004104","1.5"
"0","0.06","10060101","10060105","0","0","1004106","401040271","100000","0","2","0","1004110","-1","710061","401040261","1","0","401040281","0","1","0","0","1004107","1.8","12","401040291","401040301","0","0","10060103","1006","1.3","0","10060104","10060102","1004108","1","2","1.8","0","1.3","1004109","2"
"0","0.03","10070101","10070105","0","0","1004101","401040321","100000","0","1","0","1004105","1","710071","401040311","1","0","401040331","0","1","0","0","1004102","1.3","13","401040341","401040351","0","0","10070103","1007","1","0","10070104","10070102","1004103","1","1","1.3","0","1","1004104","1.5"
"0","0.06","10070101","10070105","0","0","1004106","401040371","100000","0","2","0","1004110","-1","710071","401040361","1","0","401040381","0","1","0","0","1004107","1.8","14","401040391","401040401","0","0","10070103","1007","1.3","0","10070104","10070102","1004108","1","2","1.8","0","1.3","1004109","2"
"0","0.03","10080101","10080105","0","0","1004101","401040421","100000","0","1","0","1004105","1","710081","401040411","1","0","401040431","0","1","0","0","1004102","1.3","15","401040441","401040451","0","0","10080103","1008","1","0","10080104","10080102","1004103","1","1","1.3","0","1","1004104","1.5"
"0","0.06","10080101","10080105","0","0","1004106","401040471","100000","0","2","0","1004110","-1","710081","401040461","1","0","401040481","0","1","0","0","1004107","1.8","16","401040491","401040501","0","0","10080103","1008","1.3","0","10080104","10080102","1004108","1","2","1.8","0","1.3","1004109","2"
"0","0.03","10090101","10090105","0","0","1004101","401040521","100000","0","1","0","1004105","1","710091","401040511","1","0","401040531","0","1","0","0","1004102","1.3","17","401040541","401040551","0","0","10090103","1009","1","0","10090104","10090102","1004103","1","1","1.3","0","1","1004104","1.5"
"0","0.06","10090101","10090105","0","0","1004106","401040571","100000","0","2","0","1004110","5","710091","401040561","1","0","401040581","0","1","0","0","1004107","1.8","18","401040591","401040601","0","0","10090103","1009","1.4","0","10090104","10090102","1004108","1","2","1.8","0","1.4","1004109","2"
"0","0.06","10090101","10090105","0","0","1004101","401040621","100000","0","2","0","1004105","-1","710091","401040611","1","0","401040631","0","1","0","0","1004102","2.5","19","401040641","401040651","0","0","10090103","1009","2","0","10090104","10090102","1004103","1","6","2.5","0","2","1004104","3"
"0","0.03","10100101","10100105","0","0","1004106","401011002","100000","0","1","0","1004110","3","710101","401011001","1","0","401011003","0","1","0","0","1004107","1.3","20","401011004","401011005","0","0","10100103","1010","1","0","10100104","10100102","1004108","1","1","1.3","0","1","1004109","1.5"
"0","0.06","10100101","10100105","0","0","1004101","401021002","100000","0","2","0","1004105","10","710101","401021001","1","0","401021003","0","1","0","0","1004102","1.8","21","401021004","401021005","0","0","10100103","1010","1.4","0","10100104","10100102","1004103","1","4","1.8","0","1.4","1004104","2"
"0","0.06","10100101","10100105","0","0","1004106","401031002","100000","0","2","0","1004110","-1","710101","401031001","1","0","401031003","0","1","0","0","1004107","2.5","22","401031004","401031005","0","0","10100103","1010","2","0","10100104","10100102","1004108","1","11","2.5","0","2","1004109","3"
"0","0.03","10110101","10110105","0","0","1004101","401040671","100000","0","1","0","1004105","1","710111","401040661","1","0","401040681","0","1","0","0","1004102","1.3","23","401040691","401040701","0","0","10110103","1011","1","0","10110104","10110102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.03","10110101","10110105","0","0","1004106","401040671","100000","0","1","0","1004110","3","710111","401040661","1","0","401040681","0","1","0","0","1004107","1.3","24","401040691","401040701","0","0","10110103","1011","1","0","10110104","10110102","1004108","2","2","1.3","0","1","1004109","1.5"
"0","0.06","10110101","10110105","0","0","1004101","401040721","100000","0","2","0","1004105","10","710111","401040711","1","0","401040731","0","2","0","0","1004102","1.8","25","401040741","401040751","0","0","10110103","1011","1.4","0","10110104","10110102","1004103","5","4","1.8","0","1.4","1004104","2"
"0","0.06","10110101","10110105","0","0","1004106","401040771","100000","0","2","0","1004110","-1","710111","401040761","1","0","401040781","0","3","0","0","1004107","2.5","26","401040791","401040801","0","0","10110103","1011","2","0","10110104","10110102","1004108","12","11","2.5","0","2","1004109","3"
"0","0.03","10120101","10120105","0","0","1004101","401040821","100000","0","1","0","1004105","1","710121","401040811","1","0","401040831","0","1","0","0","1004102","1.3","27","401040841","401040851","0","0","10120103","1012","1","0","10120104","10120102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.03","10120101","10120105","0","0","1004106","401040821","100000","0","1","0","1004110","3","710121","401040811","1","0","401040831","0","1","0","0","1004107","1.3","28","401040841","401040851","0","0","10120103","1012","1","0","10120104","10120102","1004108","2","2","1.3","0","1","1004109","1.5"
"0","0.06","10120101","10120105","0","0","1004101","401040871","100000","0","2","0","1004105","10","710121","401040861","1","0","401040881","0","2","0","0","1004102","1.8","29","401040891","401040901","0","0","10120103","1012","1.4","0","10120104","10120102","1004103","5","4","1.8","0","1.4","1004104","2"
"0","0.06","10120101","10120105","0","0","1004106","401040921","100000","0","2","0","1004110","-1","710121","401040911","1","0","401040931","0","3","0","0","1004107","2.5","30","401040941","401040951","0","0","10120103","1012","2","0","10120104","10120102","1004108","12","11","2.5","0","2","1004109","3"
"0","0.03","10130101","10130105","0","0","1004101","401040971","100000","0","1","0","1004105","1","710011","401040961","1","0","401040981","0","1","0","0","1004102","1.3","31","401040991","401041001","0","0","10130103","1013","1","0","10130104","10130102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.03","10130101","10130105","0","0","1004106","401040971","100000","0","1","0","1004110","3","710011","401040961","1","0","401040981","0","1","0","0","1004107","1.3","32","401040991","401041001","0","0","10130103","1013","1","0","10130104","10130102","1004108","2","2","1.3","0","1","1004109","1.5"
"0","0.06","10130101","10130105","0","0","1004101","401041021","100000","0","2","0","1004105","10","710011","401041011","1","0","401041031","0","2","0","0","1004102","1.8","33","401041041","401041051","0","0","10130103","1013","1.4","0","10130104","10130102","1004103","5","4","1.8","0","1.4","1004104","2"
"0","0.06","10130101","10130105","0","0","1004106","401041071","100000","0","2","0","1004110","-1","710011","401041061","1","0","401041081","0","3","0","0","1004107","2.5","34","401041091","401041101","0","0","10130103","1013","2","0","10130104","10130102","1004108","12","11","2.5","0","2","1004109","3"
"0","0.03","10140101","10140105","0","0","1004101","401041071","100000","0","1","0","1004105","1","710021","401041061","1","0","401041081","0","1","0","0","1004102","1.3","35","401041091","401041101","0","0","10140103","1014","1","0","10140104","10140102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.03","10140101","10140105","0","0","1004106","401041121","100000","0","1","0","1004110","3","710021","401041111","1","0","401041131","0","1","0","0","1004107","1.3","36","401041141","401041151","0","0","10140103","1014","1","0","10140104","10140102","1004108","2","2","1.3","0","1","1004109","1.5"
"0","0.06","10140101","10140105","0","0","1004101","401041171","100000","0","2","0","1004105","10","710021","401041161","1","0","401041181","0","2","0","0","1004102","1.8","37","401041191","401041201","0","0","10140103","1014","1.4","0","10140104","10140102","1004103","5","4","1.8","0","1.4","1004104","2"
"0","0.06","10140101","10140105","0","0","1004106","401041221","100000","0","2","0","1004110","-1","710021","401041211","1","0","401041231","0","3","0","0","1004107","2.5","38","401041241","401041251","0","0","10140103","1014","2","0","10140104","10140102","1004108","12","11","2.5","0","2","1004109","3"
"0","0.03","10150101","10150105","0","0","1004101","401041271","100000","0","1","0","1004105","1","710031","401041261","1","0","401041281","0","1","0","0","1004102","1.3","39","401041291","401041301","0","0","10150103","1015","1","0","10150104","10150102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.03","10150101","10150105","0","0","1004106","401041271","100000","0","1","0","1004110","3","710031","401041261","1","0","401041281","0","1","0","0","1004107","1.3","40","401041291","401041301","0","0","10150103","1015","1","0","10150104","10150102","1004108","2","2","1.3","0","1","1004109","1.5"
"0","0.06","10150101","10150105","0","0","1004101","401041321","100000","0","2","0","1004105","10","710031","401041311","1","0","401041331","0","2","0","0","1004102","1.8","41","401041341","401041351","0","0","10150103","1015","1.4","0","10150104","10150102","1004103","5","4","1.8","0","1.4","1004104","2"
"0","0.06","10150101","10150105","0","0","1004106","401041371","100000","0","2","0","1004110","-1","710031","401041361","1","0","401041381","0","3","0","0","1004107","2.5","42","401041391","401041401","0","0","10150103","1015","2","0","10150104","10150102","1004108","12","11","2.5","0","2","1004109","3"
"0","0.03","10160101","10160105","0","0","1004101","401041571","100000","0","1","0","1004105","1","710041","401041561","1","0","401041581","0","1","0","0","1004102","1.3","43","401041591","401041601","0","0","10160103","1016","1","0","10160104","10160102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.06","10160101","10160105","0","0","1004106","401041571","100000","0","2","0","1004110","3","710041","401041561","1","0","401041581","0","2","0","0","1004107","1.8","44","401041591","401041601","0","0","10160103","1016","1.4","0","10160104","10160102","1004108","3","2","1.8","0","1.4","1004109","2"
"0","0.06","10160101","10160105","0","0","1004111","401041621","100000","0","2","0","1004115","4","710041","401041611","1","0","401041631","0","3","0","0","1004112","1.8","45","401041641","401041651","0","0","10160103","1016","1.4","0","10160104","10160102","1004113","5","4","1.8","0","1.4","1004114","2"
"0","0.06","10160101","10160105","0","0","1004116","401041671","100000","0","2","0","1004116","-1","710041","401041661","1","0","401041681","0","3","0","0","1004116","2.5","46","401041691","401041701","0","0","10160103","1016","2","0","10160104","10160102","1004116","5","5","2.5","0","2","1004116","3"
"0","0.03","10170101","10170105","0","0","1004101","401041721","100000","0","1","0","1004105","1","710051","401041711","1","0","401041731","0","1","0","0","1004102","1.3","47","401041741","401041751","0","0","10170103","1017","1","0","10170104","10170102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.03","10170101","10170105","0","0","1004106","401041721","100000","0","1","0","1004110","3","710051","401041711","1","0","401041731","0","2","0","0","1004107","1.3","48","401041741","401041751","0","0","10170103","1017","1","0","10170104","10170102","1004108","3","2","1.3","0","1","1004109","1.5"
"0","0.06","10170101","10170105","0","0","1004106","401041771","100000","0","2","0","1004110","10","710051","401041761","1","0","401041781","0","3","0","0","1004107","1.8","49","401041791","401041801","0","0","10170103","1017","1.4","0","10170104","10170102","1004108","6","4","1.8","0","1.4","1004109","2"
"0","0.06","10170101","10170105","0","0","1004106","401041821","100000","0","2","0","1004110","-1","710051","401041811","1","0","401041831","0","4","0","0","1004107","2.5","50","401041841","401041851","0","0","10170103","1017","2","0","10170104","10170102","1004108","9","11","2.5","0","2","1004109","3"
"0","0.03","10180101","10180105","0","0","1004101","401041871","100000","0","1","0","1004105","1","710061","401041861","1","0","401041881","0","1","0","0","1004102","1.3","51","401041891","401041901","0","0","10180103","1018","1","0","10180104","10180102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.03","10180101","10180105","0","0","1004106","401041871","100000","0","1","0","1004110","3","710061","401041861","1","0","401041881","0","2","0","0","1004107","1.3","52","401041891","401041901","0","0","10180103","1018","1","0","10180104","10180102","1004108","3","2","1.3","0","1","1004109","1.5"
"0","0.06","10180101","10180105","0","0","1004106","401041921","100000","0","2","0","1004110","10","710061","401041911","1","0","401041931","0","3","0","0","1004107","1.8","53","401041941","401041951","0","0","10180103","1018","1.4","0","10180104","10180102","1004108","6","4","1.8","0","1.4","1004109","2"
"0","0.06","10180101","10180105","0","0","1004106","401041971","100000","0","2","0","1004110","-1","710061","401041961","1","0","401041981","0","4","0","0","1004107","2.5","54","401041991","401042001","0","0","10180103","1018","2","0","10180104","10180102","1004108","9","11","2.5","0","2","1004109","3"
"0","0.03","10190101","10190105","0","0","1004101","401042321","1000000","0","1","0","1004105","1","710071","401042311","1","0","401042331","0","1","0","0","1004102","1.3","55","401042341","401042351","0","0","10190103","1019","1","0","10190104","10190102","1004103","2","1","1.3","0","1","1004104","1.5"
"0","0.06","10190101","10190105","0","0","1004106","401042371","1000000","0","2","0","1004110","3","710071","401042361","1","0","401042381","0","2","0","0","1004107","1.8","57","401042391","401042401","0","0","10190103","1019","1.4","0","10190104","10190102","1004108","3","2","1.8","0","1.4","1004109","2"
