1bfab7d3fe7e9aa72076abee64238e88f14fc418bde9b5295e45fb3b7f2e8570,611fb033711edef170390f03208ec2ba14acf316e78e4841b9ffaf6bfa7c2e12,3e0364d84c4a3fb1c015961d211cb7e3795540babeab1ea46221cc5942051d51,5260027aec6045ea289fd1910fa62fa9e72dc05587d3c5dead0322a135fea37e,1858732752a0c9816b74903de99dc44f4ff5b6c0c209e7b8a2aaa88102c78015,ea14fc8bc2ecb04597b8e9c31225dc264c6eca3aadeb577d1ae8f64ca12ac3e1,42621f3906e26789a30486720dc43b2fa2f6116f63353bc96295971c8cce999b,4bf2d377b56b43a1c2b94f4bcdbd4b8564b525c9371bca2ad96d962682bd4ff5,d541e1b6a736e0a2a41e60ca7f36301ecaefa3f790b17baff47df0b7516fc9ae,03356f888adedd0c75cce80d7c60785a4307d829ee652ab8f8eb491a7643cae3,4e6b7bdfed76f617d68c57840c4ded4f772cf42e9b8f031c257cbaa1bbfafca9,39e69bb2ed851f862276342405e72fe53b0fb1605650437b47db42a307ba1ec1,87f11ce8d8d3718662fff826a9d915112336c1eb1dedee6577a13fa2563ac948,f08ba4f46a1810a8382e40b15fa9434ffc1fb56a871be7eb4886b34bd97d625b,d4c3776a549a91998bec7558f9ca6fe74ba18b7a466f659c39a29ca60f5a0d9f
"0","1","106001","7001","-363","1","0","凱留","0","2099/12/17 14:59:59","7","偶爾參加共鬥\n好像也不錯吼？\n我也助你一臂之力吧。","2015/12/17 15:00:00","1","0"
"0","1","105901","7002","-363","1","0","可可蘿","0","2099/12/17 14:59:59","7","似乎可以和許多人\n協力戰鬥呢。\n要是主人的話，\n想必能夠非常活躍吧。","2015/12/17 15:00:00","1","0"
"0","1","105801","7003","-363","1","0","貪吃佩可","0","2099/12/17 14:59:59","7","和許多人一起\n共同戰鬥！\n一起加油吧☆　","2015/12/17 15:00:00","1","0"
"0","1","105801","10001","-363","1","0","貪吃佩可","0","2099/12/17 14:59:59","10","用寶石可以換食物…\n不對，是換貴重物品啦！","2015/12/17 15:00:00","1","0"
"0","1","106001","10002","-363","1","0","凱留","0","2099/12/17 14:59:59","10","寶石要好好想清楚\n再使用哦！\n別亂花喔！","2015/12/17 15:00:00","1","0"
"0","1","105901","10003","-363","1","0","可可蘿","0","2099/12/17 14:59:59","10","用主人的寶石\n可以買到各種貴重的物品\n雖然如此，浪費還是\n『壞壞』呦。","2015/12/17 15:00:00","1","0"
"0","2","106401","10004","-363","1","0","雪菲","2104010","2030/12/17 14:59:59","10","只要有寶石\n似乎就能交換貴重物品\n珍惜著使用吧","2015/12/17 15:00:00","1","0"
"0","1","105801","12001","-416.5","1","0","貪吃佩可","0","2099/12/17 14:59:59","12","達到特定條件的話\n可以得到報酬喔！\n一起加油吧♪　","2015/12/17 15:00:00","1","0"
"0","1","106001","13001","-363","1","0","凱留","0","2099/12/17 14:59:59","13","雖然經歷了各種事，\n回頭一看，\n感覺卻挺不賴吶？","2015/12/17 15:00:00","1","0"
"0","1","105901","13002","-363","1","0","可可蘿","0","2099/12/17 14:59:59","13","和主人度過的快樂每一天……\n到這裡可以隨意\n想回想幾次就回想幾次♪　","2015/12/17 15:00:00","1","0"
"0","2","106401","13003","-363","1","0","雪菲","2104010","2099/12/17 14:59:59","13","裡頭裝有許多\n和大家一起的重要回憶呢\n希望能跟各位一同回想\n雋刻於心上","2015/12/17 15:00:00","1","0"
"0","1","105801","13004","-363","1","0","貪吃佩可","0","2099/12/17 14:59:59","13","看到你有很多\n和女生共度的回憶哦！\n嗚呼嗚呼♪\n你很受歡迎呢☆","2015/12/17 15:00:00","1","0"
"0","1","105901","14001","-363","1","0","可可蘿","0","2099/12/17 14:59:59","14","這是可以獲得培育\n所需的道具的冒險。\n為了主人，在下\n一定會變強的呦","2015/12/17 15:00:00","1","0"
"0","2","106401","14002","-363","1","0","雪菲","2104010","2099/12/17 14:59:59","14","只要攻略這個冒險，\n似乎就能取得道具。\n為了變得更強，\n要拚命努力啊！","2015/12/17 15:00:00","1","0"
"0","1","105801","14003","-363","1","0","貪吃佩可","0","2099/12/17 14:59:59","14","攻略這個冒險的話，\n可以得到道具哦\n蒐集許多道具，變得\n越來越強吧！","2015/12/17 15:00:00","1","0"
"0","1","106001","14004","-363","1","0","凱留","0","2099/12/17 14:59:59","14","攻略冒險的話，\n聽說就能得到道具\n能拿的東西，\n我們就要拿到！","2015/12/17 15:00:00","1","0"
