f7cdbd437f385b1c9c159c0661a447dd85381b3fbd85554179da112f11e47705,cbec2235ef0dc68f792967c156aae125094b3ee56b2e814ed34cd048b59969ba,e9292b19da4ccce83bfad701ab3319ad66d9e730d6a764e09737bab6e0b9aae9,00f304a773a65c8aa193c597c30bc29564519bead8eb0baf42a5db79141186fa,a79181c33e4831a1da712633f120e21f772b6fd71fb0e6686904ebdd584c8e0f,83c1100f2e1305330ace959730ddad0ce0d8aad7e3e2b7bd814c67d03800780e,241077a41d2f069e56d4753884feb19a77254e3bb054f10b0225c14df3dad020,ffcfbf006cedcd00ef6b10bedbc776890bab8cbd5adf4d3545cbdb6fe25fc27f,090889d88d6a41082f37b98fa0abbf3a99378840a21bb30692e16bd226673507,db4231db4724b8d67f3b4c9fedd059d54ad947b2fe10e4ab332336a0538ec5ab,8fc9d9ff1cb606c6629b2f8128f6a95442e3812f2c58d2bf1ab063847e2b2b8c,c7382663be80c1dbc70888d80873fd29908c21b5e48f29dff48ddbdc10193053,6ddba1ab51fe2e655e649fb629a3dc0873608913b8e1d9761d7e433ac50b0d88,e2cdea5fd3cb3a51e6e9d5de4c60d1a980a669199efc10fa892dea4ff0834f22,12d082478403f151cfed447290f7ce84b2406beaf497ef64d0f345c685021fec,d7b972292525ff0989a330aca352eefaca5053cce1e09be74875ffb017521380,ab57f91f7596d1890be3a4041439a51809dc665030f0b544a470d7367018c60f,520817111dd145b7f3fd4cd777ead746b26dcf374db4e520a57f48e43404d400
"0","10","0","0","0","0","0","1","50","0","8","1","0","0","91002","0","0","0"
"0","100","0","0","0","0","0","11","10","0","8","2","0","0","91002","0","0","0"
"0","200","0","0","0","0","0","101","5","0","8","3","0","0","91002","0","0","0"
"0","500","0","0","0","0","0","201","3","0","8","4","0","0","91002","0","0","0"
"0","1000","0","0","0","0","0","501","2","0","8","5","0","0","91002","0","0","0"
"0","2000","0","0","0","0","0","1001","2","0","8","6","0","0","91002","0","0","0"
"0","3999","0","0","0","0","0","2001","1","0","8","7","0","0","91002","0","0","0"
"0","4000","0","0","0","0","0","4000","50","0","8","8","0","0","91002","0","0","0"
"0","4100","0","0","0","0","0","4100","50","0","8","9","0","0","91002","0","0","0"
"0","4200","0","0","0","0","0","4200","50","0","8","10","0","0","91002","0","0","0"
"0","4300","0","0","0","0","0","4300","50","0","8","11","0","0","91002","0","0","0"
"0","4400","0","0","0","0","0","4400","50","0","8","12","0","0","91002","0","0","0"
"0","4500","0","0","0","0","0","4500","50","0","8","13","0","0","91002","0","0","0"
"0","4600","0","0","0","0","0","4600","50","0","8","14","0","0","91002","0","0","0"
"0","4700","0","0","0","0","0","4700","50","0","8","15","0","0","91002","0","0","0"
"0","4800","0","0","0","0","0","4800","50","0","8","16","0","0","91002","0","0","0"
"0","4900","0","0","0","0","0","4900","50","0","8","17","0","0","91002","0","0","0"
"0","5000","0","0","0","0","0","5000","50","0","8","18","0","0","91002","0","0","0"
