28dc10b0716652d58852792c1391fb198d08c9d6bfb8de10eb48f02c913b63e9,fdc79969667ab09a49c2acac43ad3e59d97d5e7eb9d8b20e5ddbc7057f654346,b1683b113e95b7a1828a21fc547fc0752061e0c18e6d2f1fe3db86bc63268109,7a7f8cff5d7946faf1080d48c4d3b5e548304046d5b914180fb2c593b5852068,f4067bd40b367269c24b00cff72d295b674e9098eaad33c02b64dd75306d59ff,4c5880b0885548ec7af1c47ee21ebae87eed27daddaef073a988708a17b1ecf3,79e69c21950281214f9327d6201597651db78a74a8409bc80fce41ea4fdf5631,ee3dd43c64bc21a9c9672aee729f30e8ca00b65d31ee7176b8b6af9fd8f8c8cd,fc6edb85c8e8cbfd153dd2a75403957db3bdcacf80ba3c353203522fbdd3c960,07cca9ccfd1f690a2c61a8b4275c4eaf9664a4c0562d7561ac99d1b4d89d11a0,e3dba2582e971234f7e1300e4bd27e217ebd44eebe323b1677cd1f65b016e802,0ef6180e21975da6af7825985b4aef830d255b99aebd98694d440026b9f38c6a,fef89cd6f63efb4cc6786f6c5d9579ee1903c1784fb3f5b29dbe0d3e7c38129d,1cfafa462bf7196fe654cdb6db0bfc731de542f85995f3c5c4326406c05bf2e0,da3f4d041b93efeceac6e797f0792bcc73068d24b015c3b9427b267553423d41,fc7b2dcbfb0c6e4db5dfaf3cfacfe66136e93ab5e21ce35f51f28fd17b833f1a,b05c9270834f6d9055711af671c4782b0199cfea8f2ddcafd65935f5ff343fb8,d3c1b93f59bb8bb3a7a802c6d86db8af28989e153fd0fa5cf8be3540ce6da7d2,a50dc0b821800033d81420a7c1440ecf1a5eca35870b798a647bf063e695a586,ce99c3a767477e6df18498f17f4c1df346651a0992e2e2bde7ae1a7880f583e1,8829e2f26e175632131f70f8edd151ec03e14131813026494c79e352e55b6911,223f4f3f983f1e2d2a2b3cfce42a8a7d74a99c6a6ab5e4bf11591d80c0b82453,ee34bb9f4cc1d8877c0001b1443bce7f896109dec7360fcbb919141262416cd0,9d4ec35f981b94ace2a63f12142cb2374ff4be984dcc00d7b6df27deaa644ed2,32f6124b0934132f09cfea72b3e2fc292ccd13ef4774f054aff9e3adb322f1d1,82522308bdd562850107a019c1cb7bf4ee76763267466f4f782e545cae1208b9,eb27cc3380137c64225261a293c766ae531e74718d4e75aa556509794c229497,d24780cd5cb47724e162bcd02d705728a0fcc4f4bcab8dd3423ea758b3e1dc07,76dba978b391e9ff85a834bb0ced69d23ecbdfa27e3c00732a32c49f60526e5a,fd52a44906214a1681c382ffaf5a86d18f7868563cb124996f15ffbd6d46d8ef,d8d437511cc615867b597377224a016182a6fcb5f311c28a2571caa631fd90b8,11bfb271f65a2a5ee9ea8f2966b6aa65cec097d0b4c9a95f6f4ac327d1c35608,8d551c7e67772af9aed85976a51a540e038346ca963945338308cbce8a02d83a,764b82a061756701cfe433a1a75174f889cbadfe302694d208cf994138d47da6,967371a71c8ca68d5abf5353290eeac0f057dc26cc5faf479d7e47fa331490f0
"90008","1","5","103121","377","74001101","0.8","-1","0","1","150003","10","40002","1","3","91002","-190","0.8","0.8","0","-100","140001","741001101","0","94002","1","188","bgm_MC008","200000","200","-379","0","0","74001101","90"
"90008","0.8","5","103121","377","74001102","0.8","-1","0","1","150004","10","40003","2","3","91002","-190","0.8","0.8","0","-100","140001","741001102","0","94002","1","188","bgm_MC008","200000","200","-379","0","0","74001102","90"
"90008","0.8","5","103121","377","74001103","0.8","-1","0","1","150005","10","40004","3","3","91002","-190","0.8","0.8","0","-100","140001","741001103","0","94002","0.8","188","bgm_MC008","300000","500","-379","0","0","74001103","90"
"90008","0.8","5","103121","377","74001104","0.8","-1","0","1","150006","10","40006","4","3","91002","-190","0.8","0.8","0","-100","140001","741001104","0","94002","0.8","188","bgm_MC008","300000","750","-379","0","0","74001104","90"
"90008","0.8","5","103121","377","74001105","0.8","-1","0","1","150007","10","40007","5","3","91002","-190","0.8","0.8","0","-100","140001","741001105","0","94002","0.8","188","bgm_MC008","500000","1000","-379","0","0","74001105","90"
"90008","0.8","5","103122","377","74001201","0.8","-1","0","1","150003","10","40002","1","3","91002","-190","0.8","0.8","0","-100","140001","741001101","0","94002","0.8","188","bgm_MC008","200000","200","-379","0","0","74001201","90"
"90008","0.8","5","103122","377","74001202","0.8","-1","0","1","150004","10","40003","2","3","91002","-190","0.8","0.8","0","-100","140001","741001102","0","94002","0.8","188","bgm_MC008","200000","200","-379","0","0","74001202","90"
"90008","0.8","5","103122","377","74001203","0.8","-1","0","1","150005","10","40004","3","3","91002","-190","0.8","0.8","0","-100","140001","741001103","0","94002","0.8","188","bgm_MC008","300000","500","-379","0","0","74001203","90"
"90008","0.8","5","103122","377","74001204","0.8","-1","0","1","150006","10","40006","4","3","91002","-190","0.8","0.8","0","-100","140001","741001104","0","94002","0.8","188","bgm_MC008","300000","750","-379","0","0","74001204","90"
"90008","0.8","5","103122","377","74001205","0.8","-1","0","1","150007","10","40007","5","3","91002","-190","0.8","0.8","0","-100","140001","741001105","0","94002","0.8","188","bgm_MC008","500000","1000","-379","0","0","74001205","90"
"90008","1","5","103123","0","74001301","0","250","0","1","150003","10","40002","1","3","91002","-30","0.9","0","0","-100","140001","741001101","0","94002","1","0","bgm_MC008","200000","200","-310","0","0","74001301","90"
"90008","1","5","103123","0","74001302","0","250","0","1","150004","10","40003","2","3","91002","-30","0.8","0","0","-100","140001","741001102","0","94002","1","0","bgm_MC008","200000","200","-310","0","0","74001302","90"
"90008","0.8","5","103123","0","74001303","0","250","0","1","150005","10","40004","3","3","91002","-30","0.8","0","0","-100","140001","741001103","0","94002","1","0","bgm_MC008","300000","500","-310","0","0","74001303","90"
"90008","0.8","5","103123","0","74001304","0","250","0","1","150006","10","40006","4","3","91002","-30","0.8","0","0","-100","140001","741001104","0","94002","1","0","bgm_MC008","300000","750","-310","0","0","74001304","90"
