3a90184c7f2dbf87e15bbf08ceac425401b6bd7bb1161cc03a9de89575591a1f,1faea94893284aa97172267504745eb2815bafb636128a79bb1b0f542ecc8899,c8e40d74e8eb1e5cf255073206fbb4cbfa7c301377cfbaa1d883c27b9727fda6,3ac72fc46250e8852c4d91d0cf0ae721986c9e17c88c05d71c2b1f707abab9cf,3d19f7f415b6c112b36223aa3d581661ce8bc1d4740cc30810d95716505a0ea6,c4e656c9ec9fdccee5fa2b9c5fa801da2ee5ab20f39e310f6807df3bcace631e
"0","100111","0","3000","1","2999180"
"0","100112","0","10000","1","2999101"
"0","100121","0","10000","1","2999167"
"0","100122","0","10000","1","2999168"
"0","100123","0","10000","1","2999169"
"0","100124","0","10000","1","2999170"
"0","100125","0","10000","1","2999171"
"0","100131","0","5000","1","2999172"
"0","100132","0","5000","1","2999173"
"0","100133","0","5000","1","2999174"
"0","100134","0","5000","1","2999175"
"0","100135","0","5000","1","2999176"
"0","100211","0","10000","1","2999182"
"0","100221","0","100000","1","2999102"
"0","100231","0","40000","1","2999103"
"0","100232","0","100000","1","2999102"
"0","100311","0","10000","1","2999184"
"0","100321","0","200000","1","2999183"
"0","100331","0","1000000","1","2999185"
"0","100332","0","50000","1","2999186"
"0","100333","0","50000","1","2999187"
"0","100334","0","50000","1","2999188"
"0","100335","0","50000","1","2999189"
"0","100411","0","3000","1","2999104"
"0","100412","0","110","1","2999177"
"0","100421","0","5000","1","2999105"
"0","100422","0","130","1","2999178"
"0","100431","0","7000","1","2999106"
"0","100432","0","160","1","2999179"
"0","100511","0","3300","1","2999190"
"0","100521","0","20000","1","2999107"
"0","100522","0","20000","1","2999108"
"0","100523","0","20000","1","2999109"
"0","100524","0","20000","1","2999110"
"0","100525","0","20000","1","2999111"
"0","100531","0","20000","1","2999112"
"0","100532","0","20000","1","2999113"
"0","100533","0","20000","1","2999114"
"0","100534","0","20000","1","2999115"
"0","100535","0","20000","1","2999116"
"0","110011","0","5","14","14"
"0","110021","0","10000","1","2999117"
"0","110031","0","10000","1","2999120"
"0","110041","0","2","14","16"
"0","110051","0","1000","1","2999101"
"0","120011","0","2000","14","105"
"0","120021","0","5000","1","2999121"
"0","120031","0","5000","1","2999124"
"0","120041","0","1000","1","2999127"
"0","120051","0","1000","1","2999128"
"0","130011","0","1000","1","2999129"
"0","130021","0","1000","14","100"
"0","130022","0","1000","14","101"
"0","130031","0","3000","14","107"
"0","130041","0","1000","14","6"
"0","130042","0","1000","14","7"
"0","130051","0","10","14","9"
"0","140011","0","3000","14","108"
"0","140021","0","5000","1","2999132"
"0","140031","0","5000","1","2999133"
"0","140041","0","2000","14","2"
"0","140042","0","2000","14","4"
"0","140051","0","1000","14","3"
"0","140052","0","1000","14","5"
"0","150011","0","1000","14","110"
"0","150021","0","1000","14","1"
"0","150031","0","50000","1","2999134"
"0","150032","0","50000","1","2999135"
"0","150033","0","50000","1","2999136"
"0","150034","0","50000","1","2999137"
"0","150035","0","50000","1","2999138"
"0","150041","0","50000","1","2999149"
"0","150042","0","50000","1","2999150"
"0","150043","0","50000","1","2999151"
"0","150044","0","50000","1","2999152"
"0","150045","0","50000","1","2999153"
"0","150051","0","5000","1","2999164"
"0","210011","0","10","14","14"
"0","210021","0","20000","1","2999118"
"0","210031","0","20000","1","2999120"
"0","210041","0","4","14","16"
"0","210051","0","2000","1","2999101"
"0","220011","0","4000","14","105"
"0","220021","0","10000","1","2999122"
"0","220031","0","10000","1","2999125"
"0","220041","0","2000","1","2999127"
"0","220051","0","2000","1","2999128"
"0","230011","0","2000","1","2999129"
"0","230021","0","2000","14","100"
"0","230022","0","2000","14","101"
"0","230031","0","6000","14","107"
"0","230041","0","2000","14","6"
"0","230042","0","2000","14","7"
"0","230051","0","20","14","9"
"0","240011","0","6000","14","108"
