232af049d2e1cc10a32e5c8d40fa5a1f9d7f9227dc1d4bb02da6ec12cac66a4c,e683ad9e4795da8ac3a181ae38cabee1122fd1a003165300cd2ba3c304fa085f,d7201aad026764ef55f9a6d054915b6da1b7e6aa4a5e96200d6b40338d4abb03,e82fda16c4cdefaf255dae162fa8c77d300ffbd9b083cbbf43d6ec7697c8b5f7,c19304b5d90a390d45caeb2092f12fc6a5edb437e421e4adfc596192948485b4,580fed5c29a14b6a6ff29bfa469cc079a72535cf49ae5550c12dd6db9dff5892,b3466fc94fc9fc8541a1f2797cbe932c79be047126ea4758ccbf32adba254231,07663363309d0f3e68c575f668ea537a0bf501733f8947fb177889c150bd5928
"111","1","48","5","3","2","4","1"
"121","1","96","5","3","2","4","1"
"131","1","144","5","3","2","4","1"
"141","1","192","5","3","2","4","1"
"151","1","240","5","3","2","4","1"
"211","2","84","0","0","0","0","1"
"221","2","168","0","0","0","0","1"
"231","2","252","0","0","0","0","1"
"241","2","336","0","0","0","0","1"
"251","2","420","0","0","0","0","1"
"311","5","36","0","0","0","0","3"
"321","5","72","0","0","0","0","3"
"331","5","108","0","0","0","0","3"
"341","5","144","0","0","0","0","3"
"351","5","180","0","0","0","0","3"
"411","4","84","0","0","0","0","4"
"421","4","168","0","0","0","0","4"
"431","4","252","0","0","0","0","4"
"441","4","336","0","0","0","0","4"
"451","4","420","0","0","0","0","4"
"511","4","84","0","0","0","0","2"
"521","4","168","0","0","0","0","2"
"531","4","252","0","0","0","0","2"
"541","4","336","0","0","0","0","2"
"551","4","420","0","0","0","0","2"
"611","2","84","0","0","0","0","4"
"621","2","168","0","0","0","0","4"
"631","2","252","0","0","0","0","4"
"641","2","336","0","0","0","0","4"
"651","2","420","0","0","0","0","4"
"711","1","56","0","0","0","0","5"
"721","1","112","0","0","0","0","5"
"731","1","168","0","0","0","0","5"
"741","1","224","0","0","0","0","5"
"751","1","280","0","0","0","0","5"
"811","101","1","0","0","0","0","2"
"911","2","84","0","0","0","0","3"
"921","2","168","0","0","0","0","3"
"931","2","252","0","0","0","0","3"
"941","2","336","0","0","0","0","3"
"951","2","420","0","0","0","0","3"
"1011","101","1","0","0","0","0","1"
"1111","5","36","0","0","0","0","2"
"1121","5","72","0","0","0","0","2"
"1131","5","108","0","0","0","0","2"
"1141","5","144","0","0","0","0","2"
"1151","5","180","0","0","0","0","2"
"1211","4","84","0","0","0","0","5"
"1221","4","168","0","0","0","0","5"
"1231","4","252","0","0","0","0","5"
"1241","4","336","0","0","0","0","5"
"1251","4","420","0","0","0","0","5"
"1311","2","86","0","0","0","0","1"
"1321","2","172","0","0","0","0","1"
"1331","2","258","0","0","0","0","1"
"1341","2","344","0","0","0","0","1"
"1351","2","430","0","0","0","0","1"
"1411","1","44","0","0","0","0","3"
"1421","1","88","0","0","0","0","3"
"1431","1","132","0","0","0","0","3"
"1441","1","176","0","0","0","0","3"
"1451","1","220","0","0","0","0","3"
"1511","5","36","0","0","0","0","4"
"1521","5","72","0","0","0","0","4"
"1531","5","108","0","0","0","0","4"
"1541","5","144","0","0","0","0","4"
"1551","5","180","0","0","0","0","4"
"1611","101","1","0","0","0","0","5"
"1711","100","1","0","0","0","0","2"
"1811","4","84","0","0","0","0","3"
"1821","4","168","0","0","0","0","3"
"1831","4","252","0","0","0","0","3"
"1841","4","336","0","0","0","0","3"
"1851","4","420","0","0","0","0","3"
"1911","3","36","0","0","0","0","4"
"1921","3","72","0","0","0","0","4"
"1931","3","108","0","0","0","0","4"
"1941","3","144","0","0","0","0","4"
"1951","3","180","0","0","0","0","4"
"2011","4","84","0","0","0","0","1"
"2021","4","168","0","0","0","0","1"
"2031","4","252","0","0","0","0","1"
"2041","4","336","0","0","0","0","1"
"2051","4","420","0","0","0","0","1"
"2111","100","1","0","0","0","0","3"
"2211","2","84","0","0","0","0","5"
"2221","2","168","0","0","0","0","5"
"2231","2","252","0","0","0","0","5"
"2241","2","336","0","0","0","0","5"
"2251","2","420","0","0","0","0","5"
"2311","1","44","0","0","0","0","1"
"2321","1","88","0","0","0","0","1"
"2331","1","132","0","0","0","0","1"
"2341","1","176","0","0","0","0","1"
"2351","1","220","0","0","0","0","1"
"2411","2","84","0","0","0","0","2"
"2421","2","168","0","0","0","0","2"
"2431","2","252","0","0","0","0","2"
"2441","2","336","0","0","0","0","2"
"2451","2","420","0","0","0","0","2"
"2511","4","86","0","0","0","0","5"
"2521","4","172","0","0","0","0","5"
"2531","4","258","0","0","0","0","5"
"2541","4","344","0","0","0","0","5"
"2551","4","430","0","0","0","0","5"
"2611","100","1","5","3","2","4","1"
"2621","100","2","5","3","2","4","1"
"2631","100","3","5","3","2","4","1"
"2711","3","36","0","0","0","0","1"
"2721","3","72","0","0","0","0","1"
"2731","3","108","0","0","0","0","1"
"2741","3","144","0","0","0","0","1"
"2751","3","180","0","0","0","0","1"
"2811","4","86","0","0","0","0","4"
"2821","4","172","0","0","0","0","4"
"2831","4","258","0","0","0","0","4"
"2841","4","344","0","0","0","0","4"
"2851","4","430","0","0","0","0","4"
"2911","7","10","0","0","0","0","5"
"2921","7","20","0","0","0","0","5"
"2931","7","30","0","0","0","0","5"
"2941","7","40","0","0","0","0","5"
"2951","7","50","0","0","0","0","5"
"3011","3","36","0","0","0","0","2"
"3021","3","72","0","0","0","0","2"
"3031","3","108","0","0","0","0","2"
"3041","3","144","0","0","0","0","2"
"3051","3","180","0","0","0","0","2"
"3111","1","46","0","0","0","0","3"
"3121","1","92","0","0","0","0","3"
"3131","1","138","0","0","0","0","3"
"3141","1","184","0","0","0","0","3"
"3151","1","230","0","0","0","0","3"
"3211","4","88","0","0","0","0","4"
"3221","4","176","0","0","0","0","4"
"3231","4","264","0","0","0","0","4"
"3241","4","352","0","0","0","0","4"
"3251","4","440","0","0","0","0","4"
"3311","4","86","0","0","0","0","1"
"3321","4","172","0","0","0","0","1"
"3331","4","258","0","0","0","0","1"
"3341","4","344","0","0","0","0","1"
"3351","4","430","0","0","0","0","1"
"3411","2","86","0","0","0","0","2"
"3421","2","172","0","0","0","0","2"
"3431","2","258","0","0","0","0","2"
"3441","2","344","0","0","0","0","2"
"3451","2","430","0","0","0","0","2"
"3511","5","38","0","0","0","0","3"
"3521","5","76","0","0","0","0","3"
"3531","5","114","0","0","0","0","3"
"3541","5","152","0","0","0","0","3"
"3551","5","190","0","0","0","0","3"
"3611","2","86","0","0","0","0","4"
"3621","2","172","0","0","0","0","4"
"3631","2","258","0","0","0","0","4"
"3641","2","344","0","0","0","0","4"
"3651","2","430","0","0","0","0","4"
"3711","4","88","0","0","0","0","5"
"3721","4","176","0","0","0","0","5"
"3731","4","264","0","0","0","0","5"
"3741","4","352","0","0","0","0","5"
"3751","4","440","0","0","0","0","5"
"3811","1","44","0","0","0","0","2"
"3821","1","88","0","0","0","0","2"
"3831","1","132","0","0","0","0","2"
"3841","1","176","0","0","0","0","2"
"3851","1","220","0","0","0","0","2"
"3911","4","86","0","0","0","0","3"
"3921","4","172","0","0","0","0","3"
"3931","4","258","0","0","0","0","3"
"3941","4","344","0","0","0","0","3"
"3951","4","430","0","0","0","0","3"
"4011","3","36","0","0","0","0","5"
"4021","3","72","0","0","0","0","5"
"4031","3","108","0","0","0","0","5"
"4041","3","144","0","0","0","0","5"
"4051","3","180","0","0","0","0","5"
"4111","7","10","0","0","0","0","2"
"4121","7","20","0","0","0","0","2"
"4131","7","30","0","0","0","0","2"
"4141","7","40","0","0","0","0","2"
"4151","7","50","0","0","0","0","2"
"4211","2","88","0","0","0","0","1"
"4221","2","176","0","0","0","0","1"
"4231","2","264","0","0","0","0","1"
"4241","2","352","0","0","0","0","1"
"4251","2","440","0","0","0","0","1"
"4311","3","38","0","0","0","0","4"
"4321","3","76","0","0","0","0","4"
"4331","3","114","0","0","0","0","4"
"4341","3","152","0","0","0","0","4"
"4351","3","190","0","0","0","0","4"
"4411","1","58","0","0","0","0","5"
"4421","1","116","0","0","0","0","5"
"4431","1","174","0","0","0","0","5"
"4441","1","232","0","0","0","0","5"
"4451","1","290","0","0","0","0","5"
"4511","2","88","0","0","0","0","2"
"4521","2","176","0","0","0","0","2"
"4531","2","264","0","0","0","0","2"
"4541","2","352","0","0","0","0","2"
"4551","2","440","0","0","0","0","2"
"4611","2","86","0","0","0","0","3"
"4621","2","172","0","0","0","0","3"
"4631","2","258","0","0","0","0","3"
"4641","2","344","0","0","0","0","3"
"4651","2","430","0","0","0","0","3"
"4711","7","10","0","0","0","0","4"
"4721","7","20","0","0","0","0","4"
"4731","7","30","0","0","0","0","4"
"4741","7","40","0","0","0","0","4"
"4751","7","50","0","0","0","0","4"
"4811","3","38","0","0","0","0","1"
"4821","3","76","0","0","0","0","1"
"4831","3","114","0","0","0","0","1"
"4841","3","152","0","0","0","0","1"
"4851","3","190","0","0","0","0","1"
"4911","5","38","0","0","0","0","2"
"4921","5","76","0","0","0","0","2"
"4931","5","114","0","0","0","0","2"
"4941","5","152","0","0","0","0","2"
"4951","5","190","0","0","0","0","2"
"5011","2","86","0","0","0","0","5"
"5021","2","172","0","0","0","0","5"
"5031","2","258","0","0","0","0","5"
"5041","2","344","0","0","0","0","5"
"5051","2","430","0","0","0","0","5"
"5111","4","88","0","0","0","0","1"
"5121","4","176","0","0","0","0","1"
"5131","4","264","0","0","0","0","1"
"5141","4","352","0","0","0","0","1"
"5151","4","440","0","0","0","0","1"
"5211","3","36","0","0","0","0","3"
"5221","3","72","0","0","0","0","3"
"5231","3","108","0","0","0","0","3"
"5241","3","144","0","0","0","0","3"
"5251","3","180","0","0","0","0","3"
"5311","7","15","0","0","0","0","4"
"5321","7","30","0","0","0","0","4"
"5331","7","45","0","0","0","0","4"
"5341","7","60","0","0","0","0","4"
"5351","7","75","0","0","0","0","4"
"5411","101","1","5","3","2","4","1"
"5421","101","2","5","3","2","4","1"
"5431","101","3","5","3","2","4","1"
"5511","4","90","0","0","0","0","1"
"5521","4","180","0","0","0","0","1"
"5531","4","270","0","0","0","0","1"
"5541","4","360","0","0","0","0","1"
"5551","4","450","0","0","0","0","1"
"5611","100","1","0","0","0","0","2"
"5621","100","2","0","0","0","0","2"
"5711","6","10","0","0","0","0","5"
"5721","6","20","0","0","0","0","5"
"5731","6","30","0","0","0","0","5"
"5741","6","40","0","0","0","0","5"
"5751","6","50","0","0","0","0","5"
"5811","2","90","0","0","0","0","2"
"5821","2","180","0","0","0","0","2"
"5831","2","270","0","0","0","0","2"
"5841","2","360","0","0","0","0","2"
"5851","2","450","0","0","0","0","2"
"5911","1","48","0","0","0","0","3"
"5921","1","96","0","0","0","0","3"
"5931","1","144","0","0","0","0","3"
"5941","1","192","0","0","0","0","3"
"5951","1","240","0","0","0","0","3"
"6011","101","1","0","0","0","0","5"
"6021","101","2","0","0","0","0","5"
"6111","2","90","0","0","0","0","1"
"6121","2","180","0","0","0","0","1"
"6131","2","270","0","0","0","0","1"
"6141","2","360","0","0","0","0","1"
"6151","2","450","0","0","0","0","1"
"6211","3","38","0","0","0","0","2"
"6221","3","76","0","0","0","0","2"
"6231","3","114","0","0","0","0","2"
"6241","3","152","0","0","0","0","2"
"6251","3","190","0","0","0","0","2"
"6311","2","88","0","0","0","0","3"
"6321","2","176","0","0","0","0","3"
"6331","2","264","0","0","0","0","3"
"6341","2","352","0","0","0","0","3"
"6351","2","440","0","0","0","0","3"
"6411","2","88","0","0","0","0","4"
"6421","2","176","0","0","0","0","4"
"6431","2","264","0","0","0","0","4"
"6441","2","352","0","0","0","0","4"
"6451","2","440","0","0","0","0","4"
"6511","7","10","0","0","0","0","1"
"6521","7","20","0","0","0","0","1"
"6531","7","30","0","0","0","0","1"
"6541","7","40","0","0","0","0","1"
"6551","7","50","0","0","0","0","1"
"6611","100","1","0","0","0","0","4"
"6711","5","36","0","0","0","0","5"
"6721","5","72","0","0","0","0","5"
"6731","5","108","0","0","0","0","5"
"6741","5","144","0","0","0","0","5"
"6751","5","180","0","0","0","0","5"
"6811","5","36","0","0","0","0","1"
"6821","5","72","0","0","0","0","1"
"6831","5","108","0","0","0","0","1"
"6841","5","144","0","0","0","0","1"
"6851","5","180","0","0","0","0","1"
"6911","4","86","0","0","0","0","2"
"6921","4","172","0","0","0","0","2"
"6931","4","258","0","0","0","0","2"
"6941","4","344","0","0","0","0","2"
"6951","4","430","0","0","0","0","2"
"7011","6","10","0","0","0","0","4"
"7021","6","20","0","0","0","0","4"
"7031","6","30","0","0","0","0","4"
"7041","6","40","0","0","0","0","4"
"7051","6","50","0","0","0","0","4"
"7111","6","10","0","0","0","0","1"
"7121","6","20","0","0","0","0","1"
"7131","6","30","0","0","0","0","1"
"7141","6","40","0","0","0","0","1"
"7151","6","50","0","0","0","0","1"
"7211","101","1","0","0","0","0","3"
"7311","3","38","0","0","0","0","3"
"7321","3","76","0","0","0","0","3"
"7331","3","114","0","0","0","0","3"
"7341","3","152","0","0","0","0","3"
"7351","3","190","0","0","0","0","3"
"7411","1","56","0","0","0","0","4"
"7421","1","112","0","0","0","0","4"
"7431","1","168","0","0","0","0","4"
"7441","1","224","0","0","0","0","4"
"7451","1","280","0","0","0","0","4"
"7511","5","40","0","0","0","0","2"
"7521","5","80","0","0","0","0","2"
"7531","5","120","0","0","0","0","2"
"7541","5","160","0","0","0","0","2"
"7551","5","200","0","0","0","0","2"
"7611","4","90","0","0","0","0","4"
"7621","4","180","0","0","0","0","4"
"7631","4","270","0","0","0","0","4"
"7641","4","360","0","0","0","0","4"
"7651","4","450","0","0","0","0","4"
"7711","100","1","0","0","0","0","5"
"7811","101","1","0","0","0","0","1"
"7821","101","2","0","0","0","0","1"
"7911","3","40","0","0","0","0","4"
"7921","3","80","0","0","0","0","4"
"7931","3","120","0","0","0","0","4"
"7941","3","160","0","0","0","0","4"
"7951","3","200","0","0","0","0","4"
"8011","7","10","0","0","0","0","3"
"8021","7","20","0","0","0","0","3"
"8031","7","30","0","0","0","0","3"
"8041","7","40","0","0","0","0","3"
"8051","7","50","0","0","0","0","3"
"8111","3","38","0","0","0","0","5"
"8121","3","76","0","0","0","0","5"
"8131","3","114","0","0","0","0","5"
"8141","3","152","0","0","0","0","5"
"8151","3","190","0","0","0","0","5"
"8211","6","15","5","3","2","4","1"
"8221","6","30","5","3","2","4","1"
"8231","6","45","5","3","2","4","1"
"8241","6","60","5","3","2","4","1"
"8251","6","75","5","3","2","4","1"
"8311","6","10","0","0","0","0","2"
"8321","6","20","0","0","0","0","2"
"8331","6","30","0","0","0","0","2"
"8341","6","40","0","0","0","0","2"
"8351","6","50","0","0","0","0","2"
"8411","1","58","0","0","0","0","4"
"8421","1","116","0","0","0","0","4"
"8431","1","174","0","0","0","0","4"
"8441","1","232","0","0","0","0","4"
"8451","1","290","0","0","0","0","4"
"8511","2","92","0","0","0","0","1"
"8521","2","184","0","0","0","0","1"
"8531","2","276","0","0","0","0","1"
"8541","2","368","0","0","0","0","1"
"8551","2","460","0","0","0","0","1"
"8611","5","40","0","0","0","0","3"
"8621","5","80","0","0","0","0","3"
"8631","5","120","0","0","0","0","3"
"8641","5","160","0","0","0","0","3"
"8651","5","200","0","0","0","0","3"
"8711","1","46","0","0","0","0","1"
"8721","1","92","0","0","0","0","1"
"8731","1","138","0","0","0","0","1"
"8741","1","184","0","0","0","0","1"
"8751","1","230","0","0","0","0","1"
"8811","7","15","0","0","0","0","2"
"8821","7","30","0","0","0","0","2"
"8831","7","45","0","0","0","0","2"
"8841","7","60","0","0","0","0","2"
"8851","7","75","0","0","0","0","2"
"8911","4","90","0","0","0","0","5"
"8921","4","180","0","0","0","0","5"
"8931","4","270","0","0","0","0","5"
"8941","4","360","0","0","0","0","5"
"8951","4","450","0","0","0","0","5"
"9011","4","88","0","0","0","0","2"
"9021","4","176","0","0","0","0","2"
"9031","4","264","0","0","0","0","2"
"9041","4","352","0","0","0","0","2"
"9051","4","440","0","0","0","0","2"
"9111","5","42","0","0","0","0","3"
"9121","5","84","0","0","0","0","3"
"9131","5","126","0","0","0","0","3"
"9141","5","168","0","0","0","0","3"
"9151","5","210","0","0","0","0","3"
"9211","6","15","0","0","0","0","4"
"9221","6","30","0","0","0","0","4"
"9231","6","45","0","0","0","0","4"
"9241","6","60","0","0","0","0","4"
"9251","6","75","0","0","0","0","4"
"9311","3","40","0","0","0","0","5"
"9321","3","80","0","0","0","0","5"
"9331","3","120","0","0","0","0","5"
"9341","3","160","0","0","0","0","5"
"9351","3","200","0","0","0","0","5"
"9411","5","38","0","0","0","0","1"
"9421","5","76","0","0","0","0","1"
"9431","5","114","0","0","0","0","1"
"9441","5","152","0","0","0","0","1"
"9451","5","190","0","0","0","0","1"
"9511","3","40","0","0","0","0","3"
"9521","3","80","0","0","0","0","3"
"9531","3","120","0","0","0","0","3"
"9541","3","160","0","0","0","0","3"
"9551","3","200","0","0","0","0","3"
"9611","4","92","0","0","0","0","4"
"9621","4","184","0","0","0","0","4"
"9631","4","276","0","0","0","0","4"
"9641","4","368","0","0","0","0","4"
"9651","4","460","0","0","0","0","4"
"9711","7","15","0","0","0","0","5"
"9721","7","30","0","0","0","0","5"
"9731","7","45","0","0","0","0","5"
"9741","7","60","0","0","0","0","5"
"9751","7","75","0","0","0","0","5"
"9811","3","40","0","0","0","0","2"
"9821","3","80","0","0","0","0","2"
"9831","3","120","0","0","0","0","2"
"9841","3","160","0","0","0","0","2"
"9851","3","200","0","0","0","0","2"
"9911","2","90","0","0","0","0","3"
"9921","2","180","0","0","0","0","3"
"9931","2","270","0","0","0","0","3"
"9941","2","360","0","0","0","0","3"
"9951","2","450","0","0","0","0","3"
"10011","2","90","0","0","0","0","4"
"10021","2","180","0","0","0","0","4"
"10031","2","270","0","0","0","0","4"
"10041","2","360","0","0","0","0","4"
"10051","2","450","0","0","0","0","4"
"10111","5","40","0","0","0","0","1"
"10121","5","80","0","0","0","0","1"
"10131","5","120","0","0","0","0","1"
"10141","5","160","0","0","0","0","1"
"10151","5","200","0","0","0","0","1"
"10211","1","46","0","0","0","0","2"
"10221","1","92","0","0","0","0","2"
"10231","1","138","0","0","0","0","2"
"10241","1","184","0","0","0","0","2"
"10251","1","230","0","0","0","0","2"
"10311","3","42","0","0","0","0","5"
"10321","3","84","0","0","0","0","5"
"10331","3","126","0","0","0","0","5"
"10341","3","168","0","0","0","0","5"
"10351","3","210","0","0","0","0","5"
"10411","6","10","0","0","0","0","3"
"10421","6","20","0","0","0","0","3"
"10431","6","30","0","0","0","0","3"
"10441","6","40","0","0","0","0","3"
"10451","6","50","0","0","0","0","3"
"10511","5","38","0","0","0","0","5"
"10521","5","76","0","0","0","0","5"
"10531","5","114","0","0","0","0","5"
"10541","5","152","0","0","0","0","5"
"10551","5","190","0","0","0","0","5"
"10611","7","15","0","0","0","0","1"
"10621","7","30","0","0","0","0","1"
"10631","7","45","0","0","0","0","1"
"10641","7","60","0","0","0","0","1"
"10651","7","75","0","0","0","0","1"
"10711","5","42","0","0","0","0","2"
"10721","5","84","0","0","0","0","2"
"10731","5","126","0","0","0","0","2"
"10741","5","168","0","0","0","0","2"
"10751","5","210","0","0","0","0","2"
"10811","4","88","0","0","0","0","3"
"10821","4","176","0","0","0","0","3"
"10831","4","264","0","0","0","0","3"
"10841","4","352","0","0","0","0","3"
"10851","4","440","0","0","0","0","3"
"10911","2","88","0","0","0","0","5"
"10921","2","176","0","0","0","0","5"
"10931","2","264","0","0","0","0","5"
"10941","2","352","0","0","0","0","5"
"10951","2","440","0","0","0","0","5"
"11011","7","15","5","3","2","4","1"
"11021","7","30","5","3","2","4","1"
"11031","7","45","5","3","2","4","1"
"11041","7","60","5","3","2","4","1"
"11051","7","75","5","3","2","4","1"
"11111","6","15","0","0","0","0","2"
"11121","6","30","0","0","0","0","2"
"11131","6","45","0","0","0","0","2"
"11141","6","60","0","0","0","0","2"
"11151","6","75","0","0","0","0","2"
"11211","2","92","0","0","0","0","4"
"11221","2","184","0","0","0","0","4"
"11231","2","276","0","0","0","0","4"
"11241","2","368","0","0","0","0","4"
"11251","2","460","0","0","0","0","4"
"11311","4","92","0","0","0","0","5"
"11321","4","184","0","0","0","0","5"
"11331","4","276","0","0","0","0","5"
"11341","4","368","0","0","0","0","5"
"11351","4","460","0","0","0","0","5"
"11411","2","92","0","0","0","0","2"
"11421","2","184","0","0","0","0","2"
"11431","2","276","0","0","0","0","2"
"11441","2","368","0","0","0","0","2"
"11451","2","460","0","0","0","0","2"
"11511","4","90","0","0","0","0","3"
"11521","4","180","0","0","0","0","3"
"11531","4","270","0","0","0","0","3"
"11541","4","360","0","0","0","0","3"
"11551","4","450","0","0","0","0","3"
"11611","7","20","0","0","0","0","4"
"11621","7","40","0","0","0","0","4"
"11631","7","60","0","0","0","0","4"
"11641","7","80","0","0","0","0","4"
"11651","7","100","0","0","0","0","4"
"11711","1","48","0","0","0","0","2"
"11721","1","96","0","0","0","0","2"
"11731","1","144","0","0","0","0","2"
"11741","1","192","0","0","0","0","2"
"11751","1","240","0","0","0","0","2"
"11811","6","15","0","0","0","0","3"
"11821","6","30","0","0","0","0","3"
"11831","6","45","0","0","0","0","3"
"11841","6","60","0","0","0","0","3"
"11851","6","75","0","0","0","0","3"
"11911","3","44","0","0","0","0","5"
"11921","3","88","0","0","0","0","5"
"11931","3","132","0","0","0","0","5"
"11941","3","176","0","0","0","0","5"
"11951","3","220","0","0","0","0","5"
"12011","5","42","0","0","0","0","1"
"12021","5","84","0","0","0","0","1"
"12031","5","126","0","0","0","0","1"
"12041","5","168","0","0","0","0","1"
"12051","5","210","0","0","0","0","1"
"12111","2","92","0","0","0","0","3"
"12121","2","184","0","0","0","0","3"
"12131","2","276","0","0","0","0","3"
"12141","2","368","0","0","0","0","3"
"12151","2","460","0","0","0","0","3"
"12211","100","1","0","0","0","0","4"
"12221","100","2","0","0","0","0","4"
"12311","6","15","0","0","0","0","1"
"12321","6","30","0","0","0","0","1"
"12331","6","45","0","0","0","0","1"
"12341","6","60","0","0","0","0","1"
"12351","6","75","0","0","0","0","1"
"12411","4","90","0","0","0","0","2"
"12421","4","180","0","0","0","0","2"
"12431","4","270","0","0","0","0","2"
"12441","4","360","0","0","0","0","2"
"12451","4","450","0","0","0","0","2"
"12511","7","15","0","0","0","0","3"
"12521","7","30","0","0","0","0","3"
