dd3ebf5c85999f0c45cd10ba15583372f2689a1b4ed29c2d9a733088976b0f0b,ac8553fef45f6e23c883c5465061e32852601222a7589fff06d00ac654c94d2d,e921bc78887309188879e793534b1ccb47cface85585a858b605c726964de718,9b0b2de9ad502316f9dfaa3b771a4af73e50c30215f1a694a90fbdb6c05e58cb,599b5092539ac27c2f1a306830a252eefcfa5e4e32008506e9d0392986fc1c43,9e4d1151e609469486b5aedb6c01fc9d51a553ceeee38b56f8f96b79a670611e,88c1f640c169c886185e8a8b13211001430e108ec906857db43844cd89a57e90,b3476c5830b156bb6059a1e486876e147b65cbdab9ec5ed73652eb061abc437e,01fe2e732097fb3b58c05f754eb57f67e6fa6d970025e8bec1c38f8e5bfff37c,b59b31e2fbae450c8a179167dc36f92ff1ee834884749cef5e8957347afce89b,228c2b6feeb5e6b2fa1d56b812c639684ca2c7e29705014f3fcadf66f3eac8d9,0fe4c83cae65800acbd10e691c4abce339da084e8098ecfe85016e5e542e36a0,c75c88be249a0de5c1e9802f8f71250ca933e81c4771722d27a833a023675251,0cb8091f2fb3f7be10726981339c47e6430cae512896f61de1e15ad8e95729d7,e8641b04c01d5d28904b7c656728408511895650e83b0424ffd0978c5df97310,ebd5e00a1c5fbad0c82e1ba537e85b3b1e076ff51e42bb149bb90b09dd2ddcf2,fa3da458c71e4d77b685088ab57d90a70e46f122f1bfd8e9aac63ccba8df1d1f,8ce586c695306c63bb5bfd62b8948fc82094ad6c7a0f42c65288c32b8708081f,3f78fda27a70ef8da86a690885fea62f6d0410ee7fc46fa1816dcbaa656abe34,a49c8e07c7a67dcfd7c2a6a9255e4e6c2011d9dd176a3a75d42c42342ae69ad0,23d1410459aac3e43077c5a40cd166ca8333558e8c688c6ede1bbffa9f974039,fd3188cf8de2af617bc781450d9c0712ef8fed50d77eaf425094b6a419b43bff,876badba02fe376720fc005c1a4d76c3decb65e525c7135fff977096b17ad878,abecc3e3a5559aa31ea994f1599afa52ebecb9bf8cacf0bc7c6fb2955ec82083,a1dbdfc38f6481c77ddf8980538b2774d7246e1ef4e6b93aabbb0e8d603ffb3b,54533319b3f287781195096080be177abb43ee7a46456743601bef14c4137639,52f499f04323349bebcd7da217f6160c854db8fd9621606d293f74afdaae614c,65f0292f4bfaaf2fad96138297e32733aaa8ae3060b3d7418f30a611abcb672f,f559ceef6781575680221b29f15cd2827894a6177c7aa8e437037df2ce80c62b,66b500988f8869ef23b042096c95026e3ddd61e4cd595948736a388febf86858,2649e4fa3dc9d2fdb96120c6112d8b51f6571e6218246b39d79defff03f5ac07,06c7230a85bdb5ff445f1e78bd20edc3dc0632473d5de37aa1e5ab8b49c5da3e,c0fc9de842e28e18228401dea1aa4686112169637084cc042c202dfbd1650be4,0995f6b23527b22d49105d690a21e0f9e7a2859c18768e75f50c1bd0055f2d75,f066ed9580a83135c7a01757700e6a04f5ffecec36f01bccebdfbf2dbd22ca81,27af97ce0a150250b166bbedcac2fb30064262188dcde4ee859419d36b30476c,e1e8d4f9acd0e0f5e3a9945c124c8bc1da399ec3e81a52e1117d2df0bee035e6,6085f707396826b7870c291f84556b857ff2a9fabc2ae97355bac968f437042c,80ffc540394a6fac797050c0c0e69e32a128b15673b9232949cc8b4314da5556,2d1cd23cb84e889a1b3305d4f88dd0762dab4fa97a50e106b343db0d502b855e,dc69e21969555d70eb06f8d167c112a842ad05faa40b8a552d533e31e9598b93,a3b5d597fe8785887ea3b9f8efb7f0f5f4c692e3d32d66f111b4029b352d1b38,2911f93e1bf248926c86f64f3e1521ac19e7180c858f41b3e08e03311744a538,ff64d76a9279e9f0ba4781d1911805d36f05a1bb1bee31aabbf391ebd8da806a
"50","0","803100201","0","300000008","316800","100","0","0","0","50","100","黑之王賈巴沃克","100","50","100","1","0","0","10","0","50","100","0","50","50","50","0","0","50","1","50","0","0","100","0","0","0","0","0","6500000","50","0","0"
"100","0","803100202","100","300000008","316800","100","0","0","0","400","1000","部位A","1000","100","100","1","0","0","50","0","100","100","0","400","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","600000","100","0","0"
"100","0","803100203","100","300000008","316800","100","0","0","0","200","1000","部位B","1000","100","100","1","0","0","50","0","100","100","0","200","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","400000","100","0","0"
"100","0","803100204","100","300000008","316800","100","0","0","0","100","1000","部位C","1000","100","100","1","0","0","50","0","100","100","0","100","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","200000","100","0","0"
"300","0","803100205","0","300000008","316800","200","0","0","0","200","5000","黑之王賈巴沃克","5000","300","200","1","0","0","30","0","300","300","0","200","300","300","0","0","50","1","300","0","0","200","0","0","0","0","0","13000000","300","0","0"
"100","0","803100206","100","300000008","316800","100","0","0","0","800","1000","部位A","1000","100","100","1","0","0","50","0","100","100","0","800","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","1200000","100","0","0"
"100","0","803100207","100","300000008","316800","100","0","0","0","400","1000","部位B","1000","100","100","1","0","0","50","0","100","100","0","400","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","800000","100","0","0"
"100","0","803100208","100","300000008","316800","100","0","0","0","200","1000","部位C","1000","100","100","1","0","0","50","0","100","100","0","200","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","400000","100","0","0"
"500","0","803100209","50","300000008","316800","300","0","0","0","300","15000","黑之王賈巴沃克","15000","500","300","1","0","0","50","0","500","500","0","300","500","500","0","0","50","1","500","0","0","300","0","0","0","0","0","20000000","500","0","0"
"100","0","803100210","100","300000008","316800","100","0","0","0","900","1000","部位A","1000","100","100","1","0","0","50","0","100","100","0","1600","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","2400000","100","0","0"
"100","0","803100211","100","300000008","316800","100","0","0","0","600","1000","部位B","1000","100","100","1","0","0","50","0","100","100","0","800","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","1600000","100","0","0"
"100","0","803100212","100","300000008","316800","100","0","0","0","300","1000","部位C","1000","100","100","1","0","0","50","0","100","100","0","400","100","100","0","0","50","1","100","0","0","100","0","0","0","0","0","800000","100","0","0"
"50","0","803100213","50","300000008","316900","0","0","0","0","50","100","失控的純潔之弓","100","50","50","1","0","0","10","0","50","140","0","50","50","50","0","0","50","1","50","0","0","50","0","0","0","0","0","8000000","50","0","0"
"300","0","803100214","300","300000008","316900","0","0","0","0","200","1500","失控的純潔之弓","1500","300","300","1","0","0","30","0","300","340","0","200","300","300","0","0","50","1","300","0","0","300","0","0","0","0","0","16000000","300","0","0"
"500","0","803100215","500","300000008","316900","25","0","0","0","250","3000","失控的純潔之弓","3000","500","500","1","0","0","50","0","500","540","0","300","500","500","0","0","50","1","500","0","0","500","0","0","0","0","0","24000000","500","0","0"
"50","0","803100216","50","300000008","317000","0","0","0","0","0","500","幻影男爵","500","50","50","1","0","0","10","0","50","120","0","0","50","50","0","0","50","1","50","0","0","50","0","0","0","0","0","6500000","50","0","0"
"300","0","803100217","300","300000008","317000","0","0","0","0","100","5000","幻影男爵","5000","300","300","1","0","0","30","0","300","320","0","100","300","300","0","0","50","1","300","0","0","300","0","0","0","0","0","13000000","300","0","0"
"500","0","803100218","500","300000008","317000","50","0","0","0","300","10000","幻影男爵","10000","500","500","1","0","0","50","0","500","520","0","400","500","500","0","0","50","1","500","0","0","500","0","0","0","0","0","20000000","500","0","0"
"50","0","803100219","50","300000008","317100","0","0","0","0","100","500","天塔帕斯","500","50","50","1","0","0","10","0","50","160","0","100","50","50","0","0","50","1","50","0","0","50","0","0","0","0","0","8000000","50","0","0"
"300","0","803100220","300","300000008","317100","0","0","0","0","300","10000","天塔帕斯","10000","300","300","1","0","0","30","0","300","360","0","300","300","300","0","0","50","1","300","0","0","300","0","0","0","0","0","16000000","300","0","0"
"500","0","803100221","500","300000008","317100","50","0","0","0","450","30000","天塔帕斯","30000","500","500","1","0","0","50","0","500","560","0","600","500","500","0","0","50","1","500","0","0","500","0","0","0","0","0","24000000","500","0","0"
"50","0","803100222","50","300000008","317200","0","0","0","0","50","250","豪紳","250","50","50","1","0","0","10","0","50","200","0","50","50","50","0","0","50","1","50","0","0","50","0","0","0","0","0","7000000","50","0","0"
"300","0","803100223","300","300000008","317200","0","0","0","0","200","2500","豪紳","2500","300","300","1","0","0","30","0","300","400","0","200","300","300","0","0","50","1","300","0","0","300","0","0","0","0","0","15000000","300","0","0"
"500","0","803100224","500","300000008","317200","25","0","0","0","300","10000","豪紳","10000","500","500","1","0","0","50","0","500","600","0","300","500","500","0","0","50","1","500","0","0","500","0","0","0","0","0","22000000","500","0","0"
"50","0","803100225","50","300000008","317300","0","0","0","0","80","200","阿爾瑪","200","50","50","1","0","0","10","0","50","180","0","20","50","50","0","0","50","1","50","0","0","50","0","0","0","0","0","3250000","50","0","0"
"50","0","803100226","50","300000008","317400","0","0","0","0","240","200","奧拉姆","200","50","50","1","0","0","10","0","50","180","0","60","50","50","0","0","50","1","50","0","0","50","0","0","0","0","0","3250000","50","0","0"
"300","0","803100227","300","300000008","317300","0","0","0","0","150","3000","阿爾瑪","3000","300","300","1","0","0","30","0","300","380","0","50","300","300","0","0","50","1","300","0","0","300","0","0","0","0","0","6500000","300","0","0"
"300","0","803100228","300","300000008","317400","0","0","0","0","450","3000","奧拉姆","3000","300","300","1","0","0","30","0","300","380","0","150","300","300","0","0","50","1","300","0","0","300","0","0","0","0","0","6500000","300","0","0"
"500","0","803100229","500","300000008","317300","25","0","0","0","200","4000","阿爾瑪","4000","500","500","1","0","0","50","0","500","580","0","150","500","500","0","0","50","1","500","0","0","500","0","0","0","0","0","10000000","500","0","0"
"500","0","803100230","500","300000008","317400","25","0","0","0","600","4000","奧拉姆","4000","500","500","1","0","0","50","0","500","580","0","450","500","500","0","0","50","1","500","0","0","500","0","0","0","0","0","10000000","500","0","0"
"50","0","803100231","50","300000008","317500","0","0","0","0","50","150","好朋友X","150","50","50","1","0","0","10","0","50","200","0","50","50","50","0","0","50","1","50","0","0","50","0","0","0","0","0","4000000","50","0","0"
