868568a523fcb007eba6d44689d7e1c76fb3357575408f28c8185a5f1c7e7fae,985b325b339ea1c5e369aeb6386a0a9a9ee9de5b01985434de8362d432a4191c,aad3a8261b3f9388551bcac31dfab69f14abf9ab354c11311788a5969699c454,d3d825a4973fbc7f9eae4ee21d7c0cb7cbd64b37841eed86959529642fe0ec9a,3560bf711b2a4d0186757216136387ef0e2f8fd2835811324f6f5091e9dfee5e,514a3277221821d41582069bf67072bda81846117343c06369a832b6415aefb1,4a3d8f40b6f0acf3c768862570fedfc98156f7d0b113a1d2faa346d0259801df,f02fdf334a258d835cf9a00f32e01aa65fb4870f3cf1f567612da02ae8244b78,4601005419b3dd2fa2a698dc17e4adc8648de86264df231d075d92ec04cb316f
"10000","12000","90043","1","1","10","90001","0","30000"
"10000","24000","90047","2","2","20","90002","0","30000"
"10000","24000","90047","3","3","20","90002","0","30000"
"10000","24000","90047","4","4","20","90002","0","30000"
"10000","24000","90047","5","5","20","90002","0","30000"
"10000","24000","90047","6","6","20","90002","0","30000"
"10000","24000","90047","7","7","20","90002","0","30000"
"10000","24000","90047","8","8","20","90002","0","30000"
"10000","24000","90047","9","9","20","90002","0","30000"
"10000","24000","90047","10","10","20","90002","0","30000"
"10000","48000","90051","11","11","40","90003","90011","30000"
"10000","48000","90051","12","12","40","90003","90011","30000"
"10000","48000","90051","13","13","40","90003","90011","30000"
"10000","48000","90051","14","14","40","90003","90011","30000"
"10000","48000","90051","15","15","40","90003","90011","30000"
"10000","48000","90051","16","16","40","90003","90011","30000"
"10000","48000","90051","17","17","40","90003","90011","30000"
"10000","48000","90051","18","18","40","90003","90011","30000"
"10000","48000","90051","19","19","40","90003","90011","30000"
"10000","48000","90051","20","20","40","90003","90011","30000"
"10000","72000","90055","21","21","60","90004","90015","30000"
"10000","72000","90055","22","22","60","90004","90015","30000"
"10000","72000","90055","23","23","60","90004","90015","30000"
"10000","72000","90055","24","24","60","90004","90015","30000"
"10000","72000","90055","25","25","60","90004","90015","30000"
"10000","72000","90055","26","26","60","90004","90015","30000"
"10000","72000","90055","27","27","60","90004","90015","30000"
"10000","72000","90055","28","28","60","90004","90015","30000"
"10000","72000","90055","29","29","60","90004","90015","30000"
"10000","72000","90055","30","30","60","90004","90015","30000"
"10000","96000","90059","31","31","80","90005","90015","30000"
"10000","96000","90059","32","32","80","90005","90015","30000"
"10000","96000","90059","33","33","80","90005","90015","30000"
"10000","96000","90059","34","34","80","90005","90015","30000"
"10000","96000","90059","35","35","80","90005","90015","30000"
"10000","96000","90059","36","36","80","90005","90015","30000"
"10000","96000","90059","37","37","80","90005","90015","30000"
"10000","96000","90059","38","38","80","90005","90015","30000"
"10000","96000","90059","39","39","80","90005","90015","30000"
"10000","96000","90059","40","40","80","90005","90015","30000"
"10000","144000","90063","41","41","120","90005","90017","30000"
"10000","144000","90063","42","42","120","90005","90017","30000"
"10000","144000","90063","43","43","120","90005","90017","30000"
"10000","144000","90063","44","44","120","90005","90017","30000"
"10000","144000","90063","45","45","120","90005","90017","30000"
"10000","144000","90063","46","46","120","90005","90017","30000"
"10000","144000","90063","47","47","120","90005","90017","30000"
"10000","144000","90063","48","48","120","90005","90017","30000"
"10000","144000","90063","49","49","120","90005","90017","30000"
"10000","144000","90063","50","50","120","90005","90017","30000"
"10000","180000","90067","51","51","150","90006","90019","30000"
"10000","180000","90067","52","52","150","90006","90019","30000"
"10000","180000","90067","53","53","150","90006","90019","30000"
"10000","180000","90067","54","54","150","90006","90019","30000"
"10000","180000","90067","55","55","150","90006","90019","30000"
"10000","180000","90067","56","56","150","90006","90019","30000"
"10000","180000","90067","57","57","150","90006","90019","30000"
"10000","180000","90067","58","58","150","90006","90019","30000"
"10000","180000","90067","59","59","150","90006","90019","30000"
"10000","180000","90067","60","60","150","90006","90019","30000"
"10000","216000","90071","61","61","180","90007","90021","30000"
"10000","216000","90071","62","62","180","90007","90021","30000"
"10000","216000","90071","63","63","180","90007","90021","30000"
"10000","216000","90071","64","64","180","90007","90021","30000"
"10000","216000","90071","65","65","180","90007","90021","30000"
"10000","216000","90071","66","66","180","90007","90021","30000"
"10000","216000","90071","67","67","180","90007","90021","30000"
"10000","216000","90071","68","68","180","90007","90021","30000"
"10000","216000","90071","69","69","180","90007","90021","30000"
"10000","216000","90071","70","70","180","90007","90021","30000"
