b7f7ca4bc2c77cc9d99b0bce0e07119f101738440fef65f918f9d93bdfea049c,80d0e3cb05cff45ade58488272028e27969d4a7647818cae88aa7efcb2d1d188,b16e4bf725090418831689d7878fa506429795f28633fc9bba8a9acbad092544,81998e33235b22595233b04d3d1065d076886ce56a69a0e103c5af5caa1518ad,7f588637ef23dc2bc9e385f8fefb3b3b0b15d3166f1eb26d436168af988467a4,13180a3ef7b8d7249de69c7f231d9c58ce409ab3caeda41caf3337888ce17fd4,f53314ada416884242d26baffaaac6b526846b372d40ffd9033de320c664e8e0,ee6f779fe4ca95fd3a012605c2b9c1c67797f18923c1263a98a29ea64bdaf643,5f826612878e9a9bc7839739318acb74cd736296c0c32441f76d6b5a2d06bbdc,35c1159464b34aff37ee90ad16ce4bf4def2f47ed9d0269f0627fff99987efcd,eb6e6ad48846e9d2257df60c2bbef783ad8ced8669abbfa4e88ce794287f1c66,0463ce7733367c9871559e40b10d577180b442e4f0fcc482c1e7aab32e0502db,1d41ecea17719b018640e0e94bc259d5c1204fb74860f35082c0f0cb604ca5de,c1d5aa82cfeccb26d0f44dadb774445a50833f0ba53c02b4ea1973310f7b4da1,3d820b1d398f49a25922b9e195f4526e64f42c76de5a72333b20f8b35a58bea0,1f4bccd9a753cd317e8f34282ab53e57858919b1f1b472df79c1b8241657a51e,2e7423d8f3fd6cac69a295290c1028e8111fd92771760eb41d9cee29c670b48e,435ebbd6595004af44a1218fc0e601ed2ce66e0750c2bb776815679747359de3,ab9b7947b501151fe6256bd5daef0cd3e0774a9bfb08e39209fd15658bd77c75
"100003","6","100111","103401","1","100701","6","123001","100701","1001","0","112201","-100","1","6","6","105501","6","90"
"100003","6","100112","103401","2","103401","6","123001","106601","1001","0","105101","-100","1","6","6","100901","6","90"
"100003","6","100113","113401","3","110301","6","101801","112701","1001","0","106901","-100","1","6","6","110301","6","90"
"100003","4","100121","103401","1","100201","4","100201","102901","1001","0","123001","-100","2","4","4","117301","5","90"
"100003","4","100122","117301","2","104001","4","104001","104801","1001","0","110301","-100","2","4","4","105101","4","90"
"100003","4","100123","118001","3","101401","4","111001","101401","1001","0","100801","-100","2","4","5","118501","4","90"
"100003","1","100131","117301","1","112201","2","100801","100701","1001","0","123001","-100","3","1","2","112201","3","90"
"100003","1","100132","106601","2","105501","2","112201","100501","1001","0","105501","-100","3","2","1","103401","1","90"
"100003","1","100133","104801","3","124501","1","124501","105401","1001","0","110301","-100","3","3","2","113401","2","90"
"100003","6","100211","103401","1","111401","6","111401","106601","1002","0","105001","-100","1","6","6","117301","6","90"
"100003","6","100212","105401","2","113401","6","100801","105201","1002","0","123001","-100","1","6","6","113401","6","90"
"100003","6","100213","103401","3","105501","6","107701","100501","1002","0","123001","-100","1","6","6","105501","6","90"
"100003","4","100221","103401","1","122801","4","119001","122801","1002","0","100901","-100","2","4","5","124101","4","90"
"100003","4","100222","100501","2","100501","4","123001","105201","1002","0","121101","-100","2","5","4","103401","4","90"
"100003","4","100223","103401","3","118501","4","118501","100701","1002","0","123001","-100","2","5","4","105501","5","90"
"100003","1","100231","108901","1","108901","2","123001","105201","1002","0","102601","-100","3","3","1","103401","1","90"
"100003","1","100232","102601","2","104801","1","123001","104801","1002","0","112201","-100","3","3","2","113401","2","90"
"100003","1","100233","114701","3","106001","2","106001","100701","1002","0","110301","-100","3","7","1","100501","2","90"
"100003","6","100311","122801","1","102901","6","125101","102901","1003","0","123001","-100","1","6","6","103401","6","90"
"100003","6","100312","106601","2","180301","6","111001","105401","1003","0","110301","-100","1","6","6","180301","6","90"
"100003","6","100313","121401","3","121401","6","118501","101401","1003","0","118001","-100","1","6","6","123001","6","90"
"100003","4","100321","106601","1","114701","4","123001","114701","1003","0","110301","-100","2","5","4","103401","4","90"
"100003","4","100322","117301","2","106901","4","180201","100701","1003","0","106901","-100","2","4","4","110301","5","90"
"100003","4","100323","117501","3","124501","4","124501","103401","1003","0","113401","-100","2","5","4","105101","4","90"
"100003","1","100331","108101","1","108101","8","123001","103401","1003","0","102601","-100","3","3","2","117301","1","90"
"100003","1","100332","103401","2","108201","1","108201","100701","1003","0","123501","-100","3","8","2","112701","2","90"
"100003","1","100333","123001","3","108301","3","108301","101401","1003","0","100801","-100","3","8","1","101001","1","90"
"100003","6","100411","106601","1","106601","6","110301","114701","1004","0","100901","-100","1","6","6","103401","6","90"
"100003","6","100412","100501","2","180401","6","106901","180401","1004","0","103401","-100","1","6","6","105401","6","90"
"100003","6","100413","105501","3","100801","6","100801","103401","1004","0","123001","-100","1","6","6","101401","6","90"
"100003","4","100421","106601","1","105401","4","118001","105401","1004","0","110301","-100","2","4","4","180301","4","90"
"100003","4","100422","113401","2","101801","4","101801","105301","1004","0","124501","-100","2","4","4","110301","5","90"
"100003","4","100423","123301","3","123301","4","123001","105201","1004","0","105501","-100","2","5","4","103401","4","90"
"100003","3","100431","125801","1","126101","3","108301","126001","1004","0","110301","-100","3","8","3","126101","2","90"
"100003","7","100432","103401","2","103301","1","108301","103301","1004","0","123001","-100","3","8","2","121101","3","90"
"100003","7","100433","117301","3","105801","2","106001","105801","1004","0","123001","-100","3","7","2","180501","3","90"
"100003","6","100511","103401","1","105501","6","123001","100701","1005","0","112201","-100","1","6","6","105501","6","90"
"100003","6","100512","103401","2","100901","6","123001","106601","1005","0","105101","-100","1","6","6","100901","6","90"
"100003","6","100513","113401","3","112701","6","101801","112701","1005","0","106901","-100","1","6","6","110301","6","90"
"100003","4","100521","106601","1","100101","4","110301","114701","1005","0","123801","-100","2","4","4","100101","4","90"
"100003","4","100522","103401","2","102601","4","112201","105201","1005","0","102601","-100","2","4","4","105501","4","90"
"100003","4","100523","119201","3","119201","4","121401","105401","1005","0","110301","-100","2","4","4","105501","4","90"
"100003","1","100531","106601","1","106601","1","108301","105201","1005","0","107701","-100","3","8","1","103401","8","90"
"100003","3","100532","103401","2","127901","1","108301","127901","1005","0","123001","-100","3","8","3","126101","3","90"
"100003","7","100533","123301","3","108401","2","108401","105801","1005","0","123001","-100","3","8","1","102601","3","90"
"100003","6","100611","103401","1","111401","6","111401","106601","1006","0","105001","-100","1","6","6","117301","6","90"
"100003","6","100612","105401","2","113401","6","100801","105201","1006","0","123001","-100","1","6","6","113401","6","90"
"100003","6","100613","103401","3","107701","6","107701","100501","1006","0","123001","-100","1","6","6","105501","6","90"
"100003","4","100621","103401","1","112201","4","111401","106601","1006","0","105001","-100","2","4","4","112201","4","90"
"100003","4","100622","105401","2","123001","4","123001","102901","1006","0","105501","-100","2","5","4","105301","4","90"
"100003","4","100623","117301","3","117301","4","123001","100701","1006","0","112201","-100","2","5","4","101401","4","90"
"100003","3","100631","103401","1","128301","1","108301","128301","1006","0","106001","-100","3","8","1","105501","7","90"
"100003","1","100632","106601","2","106501","1","108301","106501","1006","0","123001","-100","3","8","2","123301","3","90"
"100003","8","100633","102601","3","109001","1","107701","109001","1006","0","123001","-100","3","8","2","110301","3","90"
"100003","6","100711","122801","1","125101","6","125101","102901","1007","1001","123001","-100","1","6","6","103401","6","90"
"100003","6","100712","106601","2","111001","6","111001","105401","1007","1001","110301","-100","1","6","6","180301","6","90"
"100003","6","100713","121401","3","118001","6","118501","101401","1007","1001","118001","-100","1","6","6","123001","6","90"
"100003","4","100721","103401","1","100201","4","100201","102901","1007","1001","123001","-100","2","4","4","117301","5","90"
"100003","4","100722","117301","2","105101","4","104001","104801","1007","1001","110301","-100","2","4","4","105101","4","90"
"100003","4","100723","118001","3","100801","4","111001","101401","1007","1001","100801","-100","2","4","4","118501","4","90"
"100003","3","100731","123301","1","128801","2","118501","128801","1007","1001","123001","-100","3","3","1","102601","3","90"
"100003","1","100732","103401","2","128901","1","108301","104501","1007","1001","128901","-100","3","8","1","105501","3","90"
"100003","3","100733","128701","3","128701","3","108301","128301","1007","1001","123001","-100","3","8","2","117301","3","90"
"100003","6","100811","103401","1","100701","6","123001","100701","1008","1002","112201","-100","1","6","6","105501","6","90"
"100003","6","100812","103401","2","111401","6","111401","106601","1008","1002","105001","-100","1","6","6","117301","6","90"
"100003","6","100813","122801","3","102901","6","125101","102901","1008","1002","123001","-100","1","6","6","103401","6","90"
"100003","4","100821","103401","1","110301","4","111401","104601","1008","1002","101201","-100","2","4","4","110301","4","90"
"100003","4","100822","106601","2","106601","4","123001","105201","1008","1002","106901","-100","2","5","4","113401","5","90"
"100003","4","100823","105501","3","123001","4","100801","103401","1008","1002","123001","-100","2","4","4","101401","5","90"
"100003","1","100831","103401","1","108801","1","108301","108901","1008","1002","108801","-100","3","8","2","112201","1","90"
"100003","1","100832","108901","2","129001","1","129001","100701","1008","1002","107701","-100","3","3","3","126101","8","90"
"100003","1","100833","126101","3","100201","3","100201","103401","1008","1002","123001","-100","3","1","1","101401","3","90"
"100003","6","100911","106601","1","100901","6","110301","114701","1009","1003","100901","-100","1","6","6","103401","6","90"
"100003","6","100912","100501","2","106901","6","106901","180401","1009","1003","103401","-100","1","6","6","105401","6","90"
"100003","6","100913","105501","3","101401","6","100801","103401","1009","1003","123001","-100","1","6","6","101401","6","90"
"100003","4","100921","103401","1","122801","4","119001","122801","1009","1003","100901","-100","2","4","4","124101","4","90"
"100003","4","100922","100501","2","100501","4","123001","105201","1009","1003","121101","-100","2","5","4","103401","4","90"
"100003","4","100923","103401","3","103401","4","118501","100701","1009","1003","123001","-100","2","5","4","105501","5","90"
"100003","2","100931","104901","1","120001","7","108301","120001","1009","1003","101601","-100","3","8","1","103401","7","90"
"100003","1","100932","100501","2","112201","1","129001","108901","1009","1003","112201","-100","3","3","1","101801","2","90"
"100003","1","100933","128801","3","123001","3","129001","100701","1009","1003","123001","-100","3","3","3","126101","3","90"
