eb3aff7c9cbd6a0a1da6ec2474b0316fb32058c5cebebc4fa2dfb7bd31585288,482e24cdace0e33e9e3a893b7f53d35842863a9cfcf163d4546234ae437e456e,20ad2d238263ffffee110ce215203b418dfec067a6bab6ba200121b0d02b67af,0be006b6a204db30e294eb403ece862bff38aac99f17114edba70fce9d076e50,811d8c2a547547a67eb39453b2683625c68a94e9ea7d1317b1f88e44eb5f0bb6,518033d2fca9b4ebf1ec0c57c6cb39a13bb2125897c502aac52be5dfe2dd1384,4e2a8bdd1e0aaaedda7e428ab8ad5aee91b58909df3493c3dda87c0c254aab73,6ac1258cbb2dd701c080aad935fad6611d2f136de0b14b50c89460b94f073ee6,72042a16265eab028c4823dfcac428b956f6e1db6439da928c6a83df7fd27df3,a5d653910fad6e31e2d8843361012f94b6f6859d310f7def6ed519b54538c699,799dea4ec734108c2f60e3cbb662df8e4843d13f3b7523101c4805dab15d65d2,1d7add29abb1a23373e2f1455cbaa8ed2b3a08ffe17ddb925f7c30385194bf27,09e45fd3aaad54e063eb09322a73cd098e2ca4493a6f31bb9095a043443b4a09,d5f5d38ccfdaad5abc6d85313ac46f8232149be2ce966f218b90c13c62987981,3873a28f0d05ae9458e50327d6d0d25379a288debd9cd6b8c159b808f10cb58e,871bef313d8a0ca2d4773674eae63af6ebfc3887f86602ebf8fb8691c9540fe4,c11008ec3f87bc5bc753c0dd9e1c0408ab89e12b7c973514ee4f6f09903608bc,4f604b5815f539bf7d42af381b7de36cf224db7ef460484def32b6bddb75186e,3fa722cde8816bfa9cd534284b234955ee782ba2f335989c707dd7f1a397e455,aa1270d8fabd060f209904bdf4bf26103e790e7e7673a64988f71124da354601,f7adfb7aed6182aeed65ac4629c49b2093cd305b6d3db6a4cea060ce6bb22bd0
"512000011","901000103","0","2000001","0","901000105","0","0","0","901000102","0","100182","0","90","0","51200001","0","最終之戰","0","901000106","0"
"512000021","901000202","0","2000002","bgm_M06","901000104","512000022","0","0","901000201","bgm_M06","100021","bgm_M06","90","0","51200002","100022","新手教學戰鬥","bgm_M06","0","0"
"512000021","901000202","0","2000006","bgm_M06","901000104","512000022","0","0","901000201","bgm_M06","100021","bgm_M06","90","0","51200006","100022","新手教學戰鬥","bgm_M06","0","0"
"520030051","901000302","0","2003005","bgm_M17_03_and_M29","901000303","0","0","0","901000301","0","100671","bgm_M17","90","0","52003005","0","ADV戰鬥","0","0","0"
"520040021","901000402","0","2004002","bgm_M06","901000403","0","0","0","901000401","0","100011","bgm_M06","90","0","52004002","0","ADV戰鬥","0","0","0"
"550010041","0","0","5001004","bgm_M47","0","0","0","0","901000501","0","81000111","bgm_M47","90","0","55001004","0","席茲之戰","0","0","0"
"550010041","901000501","0","5001006","bgm_M47","901000502","0","0","0","901000401","0","81000106","bgm_M47","90","0","55001006","0","席茲之戰","0","0","0"
"550020051","901000602","0","5002005","bgm_M102","901000603","0","0","0","901000601","0","81000205","bgm_M102","90","0","55002005","0","阿爾瑪之戰","0","0","0"
"550020052","901000602","0","5002006","bgm_M102","901000603","0","0","0","901000601","0","81000206","bgm_M102","90","0","55002006","0","阿爾瑪之戰","0","0","0"
"550030061","901000701","0","5003006","bgm_M109","901000702","0","0","0","901000601","0","81000305","bgm_M109","90","0","55003006","0","加爾格之戰","0","901000703","0"
"550040051","901000801","0","5004005","bgm_M116","901000802","0","0","0","901000601","0","100931","bgm_M116","90","0","55004005","0","泳裝戰鬥","0","901000803","0"
"550050061","901000901","0","5005006","bgm_M124","901000902","0","0","0","901000906","0","81000505","bgm_M124","90","0","55005006","0","島鯨戰鬥","0","901000903","901000904"
"550110051","901001001","0","5011005","bgm_M192","901001002","0","0","0","901000906","0","81001105","bgm_M192","90","0","55011005","0","情人節頭目戰","0","901001003","0"
"550110051","901001002","0","5011006","0","901001003","0","0","0","901001001","0","81001106","0","90","0","55011006","0","情人節頭目戰","0","0","0"
