527d4a71d2594b16d11ec01ca272469737971a0fb6de8429c7464bf48e11e55d,82faab7849d604a2a951219731c459f11483d9d45c034a0aaa6eeb628ca7b3b6,40815d8be39f8be25581c62f8ba573f44b33db298fa4e5f9042f3563b4df6979,563b7840c897f5069947c428cbd90def2997a189f9baa6b064896c0bdf12aa4d,bcc49601575df9b1058095f720645c3b9aefdc752ef6bf468da1d823f734c9e6,810aa1ccb8439267132642a0f8ae9c116b3a6181d48807529bd2fc27101e41ad,cc6a44aac651c0a0e67afa60a18680cc9630cd6d84e009e16fdff30a82e3c7ce,903df1a241714777d35b1809744d4e5912a9572669e11bdd20f33eb21b9472c6,c1b8164cefbeb0b87f0c7513781119190b3e0693fd37926be4f33eefa3d45e34,25edef65845fda6aafea4c55e8830b21deb2f8fead0d43975a66fede4b71b050,d3f2efbfcba9e0ab60085ddc05b6e7256fb2ff24799743a855edbb2c9be56cb5,231ae139b644409deabe646b08f470052a6c95efde2660cc2fa7edd85ff1cdff,26b5fc67fca9a655be9340d6ca6f3fbf3b88ecbc4a9a41b5c8a89191552edf64,2699dd3834ccbdfa0f017dcc1f95ec8110b6cbed9a47f726e3fa2ae87c1d0a4f,2087b25b6ae936e861e8b481d2257b142542e7707125a196ef698d5077bb54d8,80471282a6cce5c47691c9feb905b22f1e6f7500cc6c200bd760dbc1528cecc8,024d7c493166814c34e1e8fdf8eee93c57479dc5b5d284005717682514f3d00d,74b537c61c796a0190fe1dbb2a720bcb9cc50c436cf407f0c644b7ed1f8a17de,0172c24ca303249924cfc080fb68db47da32648e6cd1a457f0f5a10c781129ca,76df1f6f7daf062ac984f0d4cd2e73380da53750bdb33b6c74562b21faabf441,87a303c40696b9a2f062bb66f7be77c08e9b9894b9703e80cfc0ad243307955f,801330a6668014dd500b70d80930b1f9440481c979c1ea645ec8f98b9101b2bc,08155e499e087c042ef708ade5f13c37bc4a3733a64ce32a09a52145c33c3484,3b626842aff74758f307fb5621a6fb3c89fa70f4eb1b2e50a92de97c06f7254e,0f2fa3d8b198508ecf508011351cbaa87c3c8fb10fe6a84df555ee7d17d63cf1,5de2b745da6589da3f1e4081cb7711eb4f5080e37bb2d44ef7686e3592032ea9,bb9f24dec3981a851c4c57ea327c63d872b9dd4db6214668f416b8e8d2715405,7d29073fecc3844417ae3a0ae549e51d306661f393b68c32860533d47a31dddb
"2024/11/01 16:00:00","100305","100003","110301","100101","100303","1001001","14","50","0","100101","100101","0","100203","100101","100101","106001","105401","0","90","1","1","0","100101","180301","1001","180301","128801"
"2024/11/01 16:00:00","100101","100003","123701","100201","100204","1001002","13","50","0","100201","100201","0","100203","100201","100201","106001","124501","0","90","2","1","0","100201","123701","1001","101801","110301"
"2024/11/01 16:00:00","100102","100003","106901","100301","100101","1001003","20","50","0","100301","100301","0","100304","100301","100301","104001","117301","0","90","3","1","0","100301","104001","1001","110301","105401"
"2024/11/01 16:00:00","100304","100003","123001","100401","100302","1001004","14","50","0","100401","100402","0","100202","100402","100401","129001","101801","0","90","4","1","0","100401","101801","1001","101401","103401"
"2024/11/01 16:00:00","100102","100003","102601","100501","100101","1001005","13","50","0","100501","100501","0","100303","100501","100501","111001","103001","0","90","5","1","0","100501","103001","1001","102801","104901"
"2024/11/01 16:00:00","100304","100003","106001","100601","100302","1001006","14","50","0","100602","100601","0","100202","100601","100601","100801","110301","0","90","6","1","0","100601","100801","1001","123001","106501"
"2024/11/01 16:00:00","100101","100003","106001","100702","100203","1001007","13","50","0","100701","100701","2","100202","100701","100701","108301","103401","0","90","7","1","0","100701","105501","1001","105501","128301"
"2024/11/01 16:00:00","100102","100003","112201","100801","100101","1001008","14","50","0","100801","100802","7","100303","100801","100801","123001","105301","0","90","8","1","0","100801","105201","1001","101801","105201"
"2024/11/01 16:00:00","100304","100003","110301","100901","100302","1001009","20","50","0","100901","100901","11","100202","100901","100901","124501","108901","0","90","9","1","0","100901","113401","1001","113401","100701"
"2024/11/01 16:00:00","100102","100003","100901","101002","100101","1001010","13","50","8","101005","101005","1","100303","101002","101001","115001","103401","0","90","10","2","0","101002","100901","1001","124101","106601"
"2024/11/01 16:00:00","100305","100003","106901","101102","100303","1001011","14","50","18","101105","101105","16","100203","101106","101101","121301","117501","0","90","11","2","0","101105","117501","1001","110301","105401"
"2024/11/01 16:00:00","100101","100003","123001","101202","100205","1001012","13","50","10","101205","101206","3","100203","101206","101201","129001","126101","0","90","12","2","0","101206","117301","1001","117301","108901"
"2024/11/02 16:00:00","100102","100003","118501","101302","100101","1001013","14","50","11","101301","101306","6","100303","101306","101301","129001","123001","0","90","13","2","0","101306","118501","1001","106001","101401"
