e3f963ed2e6a3bb81c2f6e99110675299c8550c749d82f86d123467e81852ea4,63678b4181c383a45f55b8149199202cf297cf16fa8bbba51dd4e5bb91e2c0b4,2e392944bd337ac3a691a60b2053b4a8ee967b3a86ee2ad6a5b86eb7b595d274,9514d46274fa6df34fabff2f96ebb3ff17f179342f9687f2bbfb88e906fe2345,a30f409042dd64325eddf42016a4b043726e10cec892a71425fc90309b05fd4a,cf297514792ddc1eaffcb2a57e9fc2c2a1bbfa116741481c9778c4e3dfa22dde,59f51463e3f0f615f6593c06d09fd213a0cc307b79fe0add44a1325c48a2cffa,363c395307c9c7020b82734b39229120e2edababdc5494a37c017ea72988ef92,2ec647d8bfaa78b6eabb0f039cde524ce902a21253cff2ab9c195b465afc669e,39f2d6346f549ea7f681f284b8d6d2d7558b31a6b1d92b425f0b0ace76de90d6,3280da3b20a9aed8429fe0db17edb05ae4a2c1a5fd9f434ef5556aa22c7d1147,e5ea490cb5cf3ecccf2af9b13c303cd688d74303d8c413faed3942946c92defc,07c7ded66983b4668850f6f4e7d94321ca658f50b1e1db99ed7b118635222632,d3aac5f24d7b9b9a982a400f0745d771ab30616e901a125a732bb75f8eb0d70f,4ce41a28c21eb8eca3856daf7df733d77d7cb707e082320f2ec683589e881bfd,95b2edcbefa5837f1be3164ec3237e6e2ce244beb738040440c70706c3dd50b2,e37908113a5537b00cf73ef392ab29e4c6b24c192d2ad47a3cd93ddf2fe9424f,5a593da412e199211d81525bb4b1aa5366e3e933f548410306e7feefb4ff8a05,647c3a3680f888a396c45e48968a77c6a5c3a1974427ec5aa22b871682acc5b0,55176a57fa11d7e8a10b3baa534a4a761e43002880a15258d4a8993fc03c6368,913c5d4f55f58bf87d5727cd3239d08525066d654a62fd21e876df5cd208a81c,0a1aefb8fa453cbe0aa4dd8eec457134a43f0a0fb59b775360d7ec836f02d9d0
"0","1","122282","102282","0","0","0","0","0","102281","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","1","122311","102311","0","0","0","0","0","101281","0","0","0","0","1500","0","0","1","0","0","0","0"
"0","1","122312","102312","0","0","0","0","0","102311","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","1","122341","102341","0","0","0","0","0","101581","0","0","0","0","1500","0","0","1","0","0","0","0"
"0","1","122342","102342","0","0","0","0","0","102341","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","1","122371","102371","0","0","0","0","0","101371","0","0","0","0","1500","0","0","1","0","0","0","0"
"0","1","122372","102372","0","0","0","0","0","102371","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","1","122401","102401","0","0","0","0","0","101401","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","1","122431","102431","0","0","0","0","0","101431","0","0","0","0","1500","0","0","1","0","0","0","0"
"0","1","122432","102432","0","0","0","0","0","102431","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","1","122491","102491","0","0","0","0","0","101521","0","0","0","0","1500","0","0","1","0","0","0","0"
"0","1","122493","102493","0","0","0","0","0","102311","0","0","0","0","1500","0","0","1","0","0","0","0"
"0","1","122521","102521","0","0","0","0","0","102251","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","1","122613","102613","0","0","0","0","0","101611","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","1","122614","102614","0","0","0","0","0","102612","0","0","0","0","2000","0","0","1","0","0","0","0"
"0","0","113011","103011","0","0","0","0","0","0","0","0","0","0","5000","0","0","2","0","0","0","0"
"0","0","113012","103012","0","0","0","0","0","0","0","0","0","0","7000","0","0","2","0","0","0","0"
"0","0","113013","103013","0","0","0","0","0","0","0","0","0","0","10000","0","0","2","0","0","0","0"
