1e829b2e3b50704642d48a78c85a83a9aa212aed689ebabc4253002beb300e13,efdf189124e295999b0b27f0e7f3745c8bac1a9ba0b76ea3fd87c111c756768e,22d5bba2719e10071fb6a824cdc52b362b1cf71e3b614e8c3bdce1bdd00f2e50,53e01f20df23d52968f35592f06ce79d1ade540da4897d927630061d929e0ec0,426e7d6fb24bd57bda422cfe9c2c705a473b22ac56d4428667f7d33b04f438d4,f6f6d6bf8eb17c6d8ec782548178b9cef07d5730bc70f3058daa311e1018ca37,f9aeadec68df033b1ef72a35bffd8dad314777847ddfcac13a1b7988cfeebba1,7d3c782dab58eb1465584d0d31334d124318be5943116f59969f471c73f667a0,047ad9b5e27f852ffbd8aad2c2115d333a8c5ec106c02b1b109fcb2d8ad4c68e,30d74e05e36cd8b6ee0cdce10f63a48fa67bd7807223f17f26c7ff0c84c7800c,8b32bd3fa4ba78afca9d78a488c61f8dc07e0dbfe1eebbb09ec4b55355ba03d7,601a13145b3ad7d45d3a606abe93a043e56ab2014ae1c2200fffd242c3a17edc,02966195d4aa19bd2ef7443945e8a3ec3cc953c2e73438f7e90cb9e26a9c8a95,3c9dd78b4836b185e7d2c3b8cad5e391092933ba4f549d5ab007f5798172fc8d
"129901","100","惠理子","10142","100","0","0","24","1","10.85","2024/08/01 16:00:00","2030/12/17 14:59:59","恭喜你們，訓練成功。\n在該誇獎時，好好地誇獎，\n也是教官的職責。還是說，\n你們比較喜歡被痛罵呢？嘻嘻。","7"
"129901","101","惠理子","10142","101","0","0","24","1","11.15","2024/08/01 16:00:00","2030/12/17 14:59:59","就算是嚴苛的訓練，結束後回顧，\n還是會覺得時光稍縱即逝呢。\n坦白說，我甚至鬧得不夠盡興……\n沒事，沒什麼。嘻嘻。","2"
"129901","102","惠理子","10142","102","0","0","24","7","6.4","2024/08/01 16:00:00","2030/12/17 14:59:59","將擋住去路的可恨礙事者全部擊垮，\n漂亮地抵達終點……！\n簡直就是象徵我與那位大人的\n人生路途……","5"
"129901","103","惠理子","10142","103","0","0","24","3","0","2024/08/01 16:00:00","2030/12/17 14:59:59","這結果太令人失望了。\n但是，還有挽回的機會。\n為了擺脫垃圾蟲的地位，\n你們下次要拚死努力。聽到了嗎？","3"
"129901","104","惠理子","10142","104","0","0","24","2","2.43","2024/08/01 16:00:00","2030/12/17 14:59:59","嘻嘻……啊，您毋須擔心，\n我只是在思考要給予\n留下這種難看成績的傢伙們\n什麼樣的處罰才適合……嘻嘻嘻。","8"
"129901","105","惠理子","10142","105","0","0","24","4","9.08","2024/08/01 16:00:00","2030/12/17 14:59:59","要是我沒能以教官的身分得到認可，\n就會讓那位大人感到失望……\n唯獨這件事絕對不能發生，\n你們也很清楚吧？","3"
"129901","106","惠理子","10142","106","0","0","24","6","0","2024/08/01 16:00:00","2030/12/17 14:59:59","雖然這結果不算差，\n但要是這點程度就感到滿足，\n那可傷腦筋了。身為惠理子班的一員，\n你們還得以更高的境界為目標才行。","6"
"129901","107","惠理子","10142","107","0","0","24","3","10.6","2024/08/01 16:00:00","2030/12/17 14:59:59","接受我的指導，卻交出這種結果……\n我得更認真思考才行呢。\n思考如要讓你們時刻不敢懈怠，\n需要什麼樣的管教……嘻嘻。","8"
"129901","108","惠理子","10142","108","0","0","24","6","7.54","2024/08/01 16:00:00","2030/12/17 14:59:59","要因完成訓練而獎勵，\n還是因沒能完全發揮實力而懲罰……\n這樣的結果該如何處置各位，\n讓我有些傷腦筋呢。","4"
"129901","109","惠理子","10142","109","0","0","24","2","11.5","2024/08/01 16:00:00","2030/12/17 14:59:59","剛才的奮戰英姿值得誇讚。\n這也是你們的努力，\n與我這位優秀教官的教育結果。\n是吧？嘻嘻嘻……","7"
