927f801098e4a4777c03cee36aca153e165046dffba314848b3a7c1e4b3b4d61,c07503fc8e123fe7cfaf9dcd756437cc1181edfd5668000aa78e090823332bcc,27c6b1889faf502c026c1dbda63f1e606daff26abd46bcbbca70c2ca20532c04,3eb4b9a3fcd559bf1e76ddfc2adc268089d1916ac1040d62bc26944af0c89557,9d91436de11aab26bd5df14626e708b2429721d12291ab2e42e795f9e3f21c0e,611fd8bb1b7f1ed0754ec3838e09a44b7d02c3d9e8a82419579746316b59694a,e7e7019f255544347fef13ba083067bee736bdf2300d3794225ef63b92b50e62,6ad4200823c4c352c2fde808d0c93665d1a3987e067160075521f6c56f2287bb,9df199b6b34fe0f53c8e02b16e0eb3bfba3b517d0018b8364b37b58b3fc31a13,bbf2604fba3abdacb59b60fec03f713cd46dabc2d426bc32e4b801bbc0eca8f7,bd14f1ac9fe1b87fe6376eb2e6d877f4a773f9f1e8fedbf06ab7cf9695be7f3c,7d62e6a6826eec746fcdb9b4f50f6287dd9f99bd201d8150ffcd3ccc7e52420e,c01cac703b976790e079a36157d5d95f5875ba83aa1c67010e7dc2ec74fb3e5d,f47dd3fcb3f275ae6e43911883465b00f5ad434a1c88ef75de102802f934c430
"0","61001001","2018/08/28 16:00:00","0","601","9012","61001001","0","10001","101","6008","1","2018/09/19 15:59:59","挑戰席茲1次（NORMAL、HARD共通）"
"0","61001002","2018/08/28 16:00:00","0","601","9004","61001002","0","10001","102","6004","10","2018/09/19 15:59:59","完成10次活動冒險"
"0","61002001","2018/10/03 16:00:00","0","601","9012","61002001","0","10002","101","6008","1","2018/10/28 15:59:59","挑戰阿爾瑪1次（NORMAL、HARD共通）"
"0","61002002","2018/10/03 16:00:00","0","601","9004","61002002","0","10002","102","6004","10","2018/10/28 15:59:59","完成10次活動冒險"
"0","61003001","2018/11/01 15:59:59","0","601","9012","61003001","0","10003","101","6008","1","2018/11/25 15:59:59","挑戰食屍巨狼1次（NORMAL、HARD共通） "
"0","61003002","2018/11/01 15:59:59","0","601","9004","61003002","0","10003","102","6004","10","2018/11/25 15:59:59","完成10次活動冒險"
"0","61004001","2018/12/01 16:00:00","0","601","9012","61004001","0","10004","101","6008","1","2018/12/24 15:59:59","挑戰1次天塔帕斯（全難度共通）"
"0","61004002","2018/12/01 16:00:00","0","601","9004","61004002","0","10004","102","6004","10","2018/12/24 15:59:59","完成10次活動冒險"
"0","61005001","2019/01/03 16:00:00","0","601","9012","61005001","0","10005","101","6008","1","2019/01/25 15:59:59","挑戰1次島鯨（全難度共通）"
"0","61005002","2019/01/03 16:00:00","0","601","9004","61005002","0","10005","102","6004","10","2019/01/25 15:59:59","完成10次活動冒險"
"0","61006001","2019/02/01 12:00:00","0","601","9012","61006001","0","10006","101","6008","1","2019/02/22 15:59:59","挑戰1次亡靈鎧甲（全難度共通）"
"0","61006002","2019/02/01 12:00:00","0","601","9004","61006002","0","10006","102","6004","10","2019/02/22 15:59:59","完成10次活動冒險"
"0","61007001","2019/03/06 16:00:00","0","601","9012","61007001","0","10007","101","6008","1","2019/03/28 15:59:59","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） "
"0","61007002","2019/03/06 16:00:00","0","601","9004","61007002","0","10007","102","6004","10","2019/03/28 15:59:59","完成10次活動冒險"
"0","61008001","2019/04/03 16:00:00","0","601","9012","61008001","0","10008","101","6008","1","2019/04/21 15:59:59","挑戰 1 次奧拉姆吧（全難易度皆可） "
"0","61008002","2019/04/03 16:00:00","0","601","9004","61008002","0","10008","102","6004","10","2019/04/21 15:59:59","完成10次活動冒險"
"0","61009001","2019/05/02 16:00:00","0","601","9012","61009001","0","10009","101","6008","1","2019/05/19 15:59:59","挑戰 1 次霧奇吧（全難易度皆可） "
"0","61009002","2019/05/02 16:00:00","0","601","9004","61009002","0","10009","102","6004","10","2019/05/19 15:59:59","完成10次活動冒險"
"0","61010001","2019/06/03 16:00:00","0","601","9012","61010001","0","10010","101","6008","1","2019/06/21 15:59:59","挑戰 1 次邪餅神鏡餅吧（全難易度共通） "
"0","61010002","2019/06/03 16:00:00","0","601","9004","61010002","0","10010","102","6004","10","2019/06/21 15:59:59","完成10次活動冒險"
"0","61011001","2019/07/01 16:00:00","0","601","9012","61011001","0","10011","101","6008","1","2019/07/18 15:59:59","挑戰 1 次醜陋可愛吧（全難易度共通） "
"0","61011002","2019/07/01 16:00:00","0","601","9004","61011002","0","10011","102","6004","10","2019/07/18 15:59:59","完成10次活動冒險"
"0","61011003","2019/07/01 16:00:00","0","601","9011","61011003","0","10011","103","6008","1","2019/07/18 15:59:59","打敗 1 次醜陋可愛吧（全難易度共通） "
"0","61012001","2019/07/17 16:00:00","0","601","9012","61012001","0","10012","101","6008","1","2019/08/03 15:59:59","挑戰 1 次哀嘆之女神吧（全難易度共通） "
"0","61012002","2019/07/17 16:00:00","0","601","9004","61012002","0","10012","102","6004","10","2019/08/03 15:59:59","完成10次活動冒險"
"0","61013001","2019/08/01 16:00:00","0","601","9012","61013001","0","10013","101","6008","1","2019/08/19 15:59:59","挑戰 1 次元核‧巨靈吧（全難易度皆可） "
"0","61013002","2019/08/01 16:00:00","0","601","9004","61013002","0","10013","102","6004","10","2019/08/19 15:59:59","完成10次活動冒險"
"0","61014001","2019/08/16 16:00:00","0","601","9012","61014001","0","10014","101","6008","1","2019/08/26 15:59:59","挑戰1次席茲吧（全難易度皆可） "
"0","61014002","2019/08/16 16:00:00","0","601","9004","61014002","0","10014","102","6004","10","2019/08/26 15:59:59","完成10次活動冒險"
"0","61015001","2019/09/03 16:00:00","0","601","9012","61015001","0","10015","101","6008","1","2019/09/18 15:59:59","挑戰 1 次惡代官吧（全難易度皆可） "
"0","61015002","2019/09/03 16:00:00","0","601","9004","61015002","0","10015","102","6004","10","2019/09/18 15:59:59","完成10次活動冒險"
"0","61016001","2019/09/17 16:00:00","0","601","9012","61016001","0","10016","101","6008","1","2019/09/27 15:59:59","挑戰1次阿爾瑪吧（全難易度皆可）"
"0","61016002","2019/09/17 16:00:00","0","601","9004","61016002","0","10016","102","6004","10","2019/09/27 15:59:59","完成10次活動冒險"
"0","61017001","2019/10/01 16:00:00","0","601","9012","61017001","0","10017","101","6008","1","2019/10/18 15:59:59","挑戰 1 次貝特魯吉烏斯吧（全難易度皆可） "
"0","61017002","2019/10/01 16:00:00","0","601","9004","61017002","0","10017","102","6004","10","2019/10/18 15:59:59","完成10次活動冒險"
"0","61018001","2019/10/17 16:00:00","0","601","9012","61018001","0","10018","101","6008","1","2019/10/27 15:59:59","挑戰食屍巨狼1次（全難易度皆可）"
"0","61018002","2019/10/17 16:00:00","0","601","9004","61018002","0","10018","102","6004","10","2019/10/27 15:59:59","完成10次活動冒險"
"0","61019001","2019/11/01 16:00:00","0","601","9012","61019001","0","10019","101","6008","1","2019/11/18 15:59:59","挑戰 1 次雨神大人吧（全難易度皆可）"
"0","61019002","2019/11/01 16:00:00","0","601","9004","61019002","0","10019","102","6004","10","2019/11/18 15:59:59","完成10次活動冒險"
"0","61020001","2019/11/17 16:00:00","0","601","9012","61020001","0","10020","101","6008","1","2019/11/27 15:59:59","挑戰1次天塔帕斯（全難易度皆可）"
"0","61020002","2019/11/17 16:00:00","0","601","9004","61020002","0","10020","102","6004","10","2019/11/27 15:59:59","完成10次活動冒險"
"0","61021001","2019/12/02 16:00:00","0","601","9012","61021001","0","10021","101","6008","1","2019/12/17 15:59:59","挑戰 1 次奄美魔物吧（全難易度皆可）"
"0","61021002","2019/12/02 16:00:00","0","601","9004","61021002","0","10021","102","6004","10","2019/12/17 15:59:59","完成10次活動冒險"
"0","61022001","2019/12/17 16:00:00","0","601","9012","61022001","0","10022","101","6008","1","2019/12/26 15:59:59","挑戰1次島鯨（全難易度皆可）"
"0","61022002","2019/12/17 16:00:00","0","601","9004","61022002","0","10022","102","6004","10","2019/12/26 15:59:59","完成10次活動冒險"
"0","61023001","2020/01/02 16:00:00","0","601","9012","61023001","0","10023","101","6008","1","2020/01/19 15:59:59","挑戰 1 次劇毒曼德拉草吧（全難易度皆可）"
"0","61023002","2020/01/02 16:00:00","0","601","9004","61023002","0","10023","102","6004","10","2020/01/19 15:59:59","完成10次活動冒險"
"0","61024001","2020/01/16 16:00:00","0","601","9012","61024001","0","10024","101","6008","1","2020/01/26 15:59:59","挑戰1次亡靈鎧甲（全難度共通）"
"0","61024002","2020/01/16 16:00:00","0","601","9004","61024002","0","10024","102","6004","10","2020/01/26 15:59:59","完成10次活動冒險"
"0","61025001","2020/02/04 16:00:00","0","601","9012","61025001","0","10025","101","6008","1","2020/02/21 15:59:59","挑戰 1 次幻影男爵吧（全難易度共通） "
"0","61025002","2020/02/04 16:00:00","0","601","9004","61025002","0","10025","102","6004","10","2020/02/21 15:59:59","完成10次活動冒險"
"0","61026001","2020/02/18 16:00:00","0","601","9012","61026001","0","10026","101","6008","1","2020/02/28 15:59:59","挑戰 1 次傑克南瓜布丁吧（全難易度皆可） "
"0","61026002","2020/02/18 16:00:00","0","601","9004","61026002","0","10026","102","6004","10","2020/02/28 15:59:59","完成10次活動冒險"
"0","61027001","2020/03/02 16:00:00","0","601","9012","61027001","0","10027","101","6008","1","2020/03/19 15:59:59","挑戰 1 次似龍生物吧（全難易度共通） "
"0","61027002","2020/03/02 16:00:00","0","601","9004","61027002","0","10027","102","6004","10","2020/03/19 15:59:59","完成10次活動冒險"
"0","61028001","2020/03/16 16:00:00","0","601","9012","61028001","0","10028","101","6008","1","2020/03/26 15:59:59","挑戰 1 次奧拉姆吧（全難易度皆可） "
"0","61028002","2020/03/16 16:00:00","0","601","9004","61028002","0","10028","102","6004","10","2020/03/26 15:59:59","完成10次活動冒險"
"0","61029001","2020/04/01 16:00:00","0","601","9012","61029001","0","10029","101","6008","1","2020/04/19 15:59:59","挑戰 1 次復仇者馴鹿吧（全難易度共通） "
"0","61029002","2020/04/01 16:00:00","0","601","9004","61029002","0","10029","102","6004","10","2020/04/19 15:59:59","完成10次活動冒險"
"0","61030001","2020/04/15 16:00:00","0","601","9012","61030001","0","10030","101","6008","1","2020/04/26 15:59:59","挑戰 1 次霧奇吧（全難易度皆可） "
"0","61030002","2020/04/15 16:00:00","0","601","9004","61030002","0","10030","102","6004","10","2020/04/26 15:59:59","完成10次活動冒險"
"0","61031001","2020/05/05 16:00:00","0","601","9012","61031001","0","10031","101","6008","1","2020/05/22 15:59:59","挑戰 1 次山神大人吧（全難易度共通） "
"0","61031002","2020/05/05 16:00:00","0","601","9004","61031002","0","10031","102","6004","10","2020/05/22 15:59:59","完成10次活動冒險"
"0","61032001","2020/05/19 16:00:00","0","601","9012","61032001","0","10032","101","6008","1","2020/05/29 15:59:59","挑戰 1 次邪餅神鏡餅吧（全難易度共通） "
"0","61032002","2020/05/19 16:00:00","0","601","9004","61032002","0","10032","102","6004","10","2020/05/29 15:59:59","完成10次活動冒險"
"0","61033001","2020/06/03 16:00:00","0","601","9012","61033001","0","10033","101","6008","1","2020/06/21 15:59:59","挑戰 1 次反逆獸吧（全難易度共通） "
"0","61033002","2020/06/03 16:00:00","0","601","9004","61033002","0","10033","102","6004","10","2020/06/21 15:59:59","完成10次活動冒險"
"0","61034001","2020/06/17 16:00:00","0","601","9012","61034001","0","10034","10034101","6008","1","2020/06/28 15:59:59","挑戰 1 次醜陋可愛吧（全難易度共通） "
"0","61034002","2020/06/17 16:00:00","0","601","9004","61034002","0","10034","10034102","6004","10","2020/06/28 15:59:59","完成10次活動冒險"
"0","61035001","2020/09/30 16:00:00","0","601","9012","61035001","0","10035","10035101","6008","1","2020/10/26 15:59:59","挑戰 1 次Boss吧（前後篇的全難易度共通）"
"0","61035002","2020/09/30 16:00:00","0","601","9004","61035002","0","10035","10035102","6004","10","2020/10/26 15:59:59","完成10次活動冒險（前後篇共通）"
"0","61037001","2020/08/17 16:00:00","0","601","9012","61037001","0","10037","10037101","6008","1","2020/08/28 15:59:59","挑戰 1 次哀嘆之女神吧（全難易度共通） "
"0","61037002","2020/08/17 16:00:00","0","601","9004","61037002","0","10037","10037102","6004","10","2020/08/28 15:59:59","完成10次活動冒險"
