2b904217df9ef786ec95188f7b91d20323db14e943f4c99193f2ce7e611add9b,c4f412b6ef1dde8d690353accadf0de03ca78507382823105559d5ab4a4874a2,82038121e04dda1043ccc7ebf96b5954d8be0146468d4dc805f62fa247c8122b,1120461c0ba2c43f18cb186dbd1883295215d36035b4f6eeeeaeac0018918f1a,12920d87e1586139e35f1347dc3a3167063f1e60d90e19ec9d2b8421117be290,1e9cf3631798f7d86030a1cbf5135d55dc256c803adbb944dec5dcc0a7e6f35e,5ef33a18678b38f3fd70b116d62718d409789b0269a439764868e46138e67706,91e3ee359b93afb42eb9b8c6e9731caa576b44a364f3b672f4158af3d3a619e0,d86c54214295cfe91175d54f3e2b1b3457df9f7defaa997143fff0ccf3f4e065,a8efac7b5aa8195cb5a1cdd3854894b6b7e0af6f9eb4e7d0ecdee1284357cbe7,7bdc4237264d8757a9c539ed59a5c758f7e776effee9ab1892a5766432712ac2,12a62e7b340877865da46e3bd2fe89258ebb165ee291455d08fc3ee7d501602a,4efb0c883ff6c5a3cfe7ac109af4152e2c40021e17094f23cd43ae02b311044a,a4904a23539b8a85157168e04b9e4370716796276b892840aab3fc9ebc293c77,a8b03c6860b3550d835f894cf1cadb8a1deb63d3d476ac2ae123fef6cea22ac7,9cae85da4d45c68355a5b815c9ce86b300074885ab38139aa21fcabc010c4c62,74158897c9115fcb82663d5db725819c4dc4041f176ce86e679c4f44285421d4,397b95a0db3c965acdb832b2d17435f511f7b5c157c7a97d526705cd5b147cc7
"0","10","0","0","1","1","0","0","500","0","8","0","0","91002","0","0","0","0"
"0","100","0","0","2","11","0","0","50","0","8","0","0","91002","0","0","0","0"
"0","200","0","0","3","101","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","500","0","0","4","201","0","0","10","0","8","0","0","91002","0","0","0","0"
"0","1000","0","0","5","501","0","0","5","0","8","0","0","91002","0","0","0","0"
"0","2000","0","0","6","1001","0","0","3","0","8","0","0","91002","0","0","0","0"
"0","4000","0","0","7","2001","0","0","2","0","8","0","0","91002","0","0","0","0"
"0","7999","0","0","8","4001","0","0","1","0","8","0","0","91002","0","0","0","0"
"0","8000","0","0","9","8000","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8100","0","0","10","8100","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8200","0","0","11","8200","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8300","0","0","12","8300","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8400","0","0","13","8400","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8500","0","0","14","8500","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8600","0","0","15","8600","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8700","0","0","16","8700","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8800","0","0","17","8800","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","8900","0","0","18","8900","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","9000","0","0","19","9000","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","9100","0","0","20","9100","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","9200","0","0","21","9200","0","0","30","0","8","0","0","91002","0","0","0","0"
"0","9300","0","0","22","9300","0","0","30","0","8","0","0","91002","0","0","0","0"
