c569fe9d0ad677dc8aab4897dd8ef665c799686dfab88390f967d566cfee3e33,cc35123016e50deccb8e5a9841b93ad851edbb79578305e72c3cd88489ea39b0,561f6f6b1bfafceac7b994f371ddf675a1fa9e8b048aa52a767d0d35fdcd1064,0f5b63642d8b23afbb240e73ca9adb42c3d9ddc85a5d44e663e2191a56df8518,3dd450bca21a3d2647bd24a9f57c2cfcdaab120bad33884b271fd2f8dc230c72,6a6a6c6e59bf2ccfb489ae65680ebd6cfa76049c94a6de3b68c22a7057866245,0163c50266ef993a24c339c1867fa8ac8291f0a915e08bba333d180e38479e72,21d099af51042f56618031ba159a400f3a8883585dc68753b3075d702ec4ff81,0d240e45a6a1b3b87d4b35c33582a2e3242beea7d859b7f42cc607fe676eb1aa,c85672df3e614ef341756bae91b6e47bbf10c20a43c34f9db7cd63ade117ec29,28f9457ef2b601bf93fb6fec8289dbdbb6aa68030951adc4cdf3334ff7ade5eb,d577f422f004b8b7ad2673c1e6178a9c71ebec34e12f9a98ad94cb60547f77dd,374c4b0c3a43df0845ddb9516b20efcad96ba2f8afc5c954f884183f33eb0484,19a4d5681971aa2aad7dbfd0bdb56b9678cc962f5f345e11528d6c58201c1ef6,b30cebc8409c594e5a6d030ce9ee73b3c1faa22617c4d3c6e9f7332f199307a0,45d55e1323427e7a96094c1b31cec8d8d1f88ffbb10faf481f710532527cfa29,3415e4a3aa962b6688937372112f32a1e6036d4aada55abacf3e8527a32d2770,7365fafed1e2f065fee1fdb32e6e075e1c0b2f1f738f04dae17aede5e21a847e,0a1deb86741fff2b6e0fa819e7362f8782ae4dbe94b67d632bac4b901533a525,4d9d79fe121297c551869fdb638626e6feff22cabbe7d6936338edde478fc5d5,c45eb938611a732759e9f6a88e43a47421ff919e8b83625b2fe23543764fb431,cf70e402706b893f3d6d27eb2e235f40899289ecc68f080c2ad2817c0f507868,dc2540f98a7b121496a32ea06c6412e8bd810288220794cd9cc831685e4365a3,5a82ffe269d34af2453618a1f78880c5e485500a7e09db36b37af9e613f98236,47640296dffc8a6f77cb84fc55e806b86196dc88d38a55e0681c9a7ab3425c82,7c8e530911cbc0b20a20542d6ec8b42b70b50b32c5e86d12130354234b6a9d3c,44237696595388098bc899670b17fa411bbcd2943ab96c7cddf7ce821a69b6e6,a067b5a66bfa69a459395dc84565f79a24e471090e2938b4e8fe541054001897,2f6608734a570d71e3867bc6ad553bb641b6e80f98b7e80bd8fa4442554278fe,ed8070805997c7f9e383a27b32fe6e0e45f70c1616b1c70eb1f9ae346a94d128,ae28880d5b738475a9e701e3779b257abb81df10af4ad882ada9339bb3fb481c,2865d5434c487c8da9b4453897a58314745cc92f2b7ed61b38f4c22ae88eef36,389142b14f361ba812a27486da7180ccc35d8d4c23a222e91cd3551a05753435,97bc4455b1c8877d84ca2209b75bd2f5dbee987a63fcd9d65de5b259294bba84,defbf0fa383f7669b7ead0a62e5d1b6783a80c16b38e34ce97888175836e771f,100ad97cd7ca2e41462c3429154f9ed76dcf74262a7d2cf7fe57e690c0787a72,89292f58c3622b7ed11fa844db102f95e8df6e83abde6f786de0e26f447ed263,2d236ac6f18070a94ab728cccfa7e90a8c04db9ada776c72c19f2fafcc7b19e3,1efc5143ff9498cb0b5aabfcc1dcbf407d5219fecff548924d25bd0d843604f7,efe8638ce2ec88dfa23cac01242770954103617af9193fe322b11c663b29a00e,cb3c0b55ec368fe301726fc17e0e445e50389274c938f41b9b29dc75c7ada767,c4c25165f3c8a925574d60ac22f184bfa05fd3f122e28a06a7ea3c831ada5335,e433c2ecd222c31b400c4c175a3e58f15a38a8339df875c881d1fc49ddeb489d
"0","200","0","0","0","0","0","900","217601","0","5000","2500","0","900000","0","50","0","0","804100111","900","0","寶石蜘蛛A","1","2500","0","0","0","1","0","0","200000001","2500","0","0","0","0","0","0","0","0","0","0","0"
"0","200","0","0","0","0","0","600","217602","0","5000","2500","0","900000","0","50","0","0","804100121","600","0","寶石蜘蛛B","1","2500","0","0","0","1","0","0","200000001","2500","0","0","0","0","0","0","0","0","0","0","0"
"0","200","0","0","0","0","0","300","217603","0","5000","2500","0","900000","0","50","0","0","804100131","300","0","寶石蜘蛛C","1","2500","0","0","0","1","0","0","200000001","2500","0","0","0","0","0","0","0","0","0","0","0"
"0","600","0","0","0","0","0","700","319901","0","12000","2500","0","18000000","70","50","0","0","804100201","700","100","倭","1","2500","0","0","0","1","0","2500","300000008","2500","0","0","0","0","0","0","0","0","0","0","0"
"0","600","0","0","0","0","0","200","319801","0","0","100","0","14000000","0","50","0","0","804100211","200","0","若菜","1","0","0","0","0","1","0","0","300000008","100","0","0","0","0","0","0","0","0","0","0","0"
"0","600","0","0","0","0","0","200","319701","0","10000","100","0","9000000","130","50","0","0","804100221","200","0","布武機","1","0","0","0","0","1","0","2500","300000008","300","0","0","0","0","0","0","0","0","0","0","0"
"0","600","0","0","0","0","0","1200","321500","0","16000","2500","0","67000000","100","50","0","0","804100301","1200","100","芙蕾雅","1","2500","0","0","0","1","0","2500","300000008","2500","0","0","0","0","0","0","0","0","0","0","16000"
"0","600","0","0","0","0","0","500","217700","0","12000","2500","0","12000000","0","50","0","0","804100311","500","0","飛龍","1","2500","0","0","0","1","0","0","300000008","2500","0","0","0","0","0","0","0","0","0","0","0"
"0","700","0","0","0","0","0","600","321600","0","14000","2500","0","80000000","160","50","0","0","804100401","600","2500","阿剌克涅","1","2500","0","0","0","1","0","2500","300000008","2500","2500","0","0","0","0","0","0","30","0","0","16000"
"0","700","0","0","0","0","0","600","321603","0","14000","2500","0","80000000","110","50","0","0","804100402","600","2500","阿剌克涅","1","2500","0","0","0","1","0","2500","300000008","2500","0","0","0","0","0","0","0","30","0","0","16000"
"0","750","0","0","0","0","0","50000","321601","0","36000","5000","0","600000000","0","50","0","0","804100501","50000","0","六凶‧魔蜘蛛阿剌克涅","1","0","0","0","0","1","0","0","300000009","5000","0","0","0","0","0","0","0","0","0","0","50000"
"0","750","0","0","0","0","0","1200","321602","0","36000","5000","0","600000000","130","50","0","0","804100502","1200","5000","六凶‧魔蜘蛛阿剌克涅","1","5000","0","0","0","1","0","5000","300000009","5000","150","0","150","0","0","0","0","5000","0","0","40000"
"0","316","0","0","0","0","0","1000","192701","1500","40000","0","0","150000","50","50","0","0","804100601","1000","0","雪菲","1","0","0","0","0","1","0","316","900000001","316","0","0","0","0","0","0","0","0","0","0","0"
