6a360243dc2a8bc5820d1938eb06555b3accc46313c1b4244e3e1ec59f9c16b1,6b941c400aff2513f699ee6e36c186a9d3aedfecac4fc5e29c8209af4471c22f,17dec2271bd5d42dd359221becc79d6ce1504169865fd56ececf68eebcf74209,9be44b12c69d5d7e5e75f751ad3088027acbaa960503e9c07969759064eae044,a19248dcb087683d3054a5d55019966ae32e46d0cd09d09f2821021a57cbb8fb,ac2ba969a30258e1dd58d2bdbdbc48515fa349f64347c17122eaa581dd6bb9cb,6278b9c03e9478d44e0cc7dca51e991c97337f60b693b0b950bc206a1af858b2,f31ae74e4ac695375fc8f1dd8829ca2c6bb7472f19ea0c970928b88e7db0a9d5
"2019/07/01 16:00:00","2019/07/15 15:59:00","27","3","0","1","106101","0"
"2019/07/15 16:00:00","2019/07/26 15:59:59","28","3","0","2","101401","0"
"2019/07/26 16:00:00","2019/08/01 15:59:59","29","1","0","3","105501","0"
"2019/07/26 16:00:00","2019/08/01 15:59:59","29","3","0","4","106301","0"
"2019/07/26 16:00:00","2019/08/01 15:59:59","29","2","0","5","101501","0"
"2019/08/01 16:00:00","2019/08/15 15:59:59","30","3","0","6","109201","0"
"2019/08/15 16:00:00","2019/08/28 15:59:59","31","3","0","7","109401","0"
"2019/08/28 16:00:00","2019/09/02 15:59:59","32","3","0","8","103601","0"
"2019/08/28 16:00:00","2019/09/02 15:59:59","32","3","0","9","101401","0"
"2019/08/28 16:00:00","2019/09/02 15:59:59","32","3","0","10","104401","0"
"2019/08/28 16:00:00","2019/09/02 15:59:59","32","2","0","11","100701","0"
"2019/08/28 16:00:00","2019/09/02 15:59:59","32","2","0","12","102701","0"
"2019/08/28 16:00:00","2019/09/02 15:59:59","32","2","0","13","103801","0"
"2019/09/02 16:00:00","2019/09/09 15:59:59","33","3","0","17","109501","0"
"2019/09/02 16:00:00","2019/09/09 15:59:59","33","3","0","18","107101","0"
"2019/09/09 16:00:00","2019/09/17 15:59:59","34","3","0","19","109501","0"
"2019/09/17 16:00:00","2019/09/20 15:59:59","35","3","0","20","103601","0"
"2019/09/17 16:00:00","2019/09/20 15:59:59","35","2","0","21","102001","0"
"2019/09/17 16:00:00","2019/09/20 15:59:59","35","1","0","22","100401","0"
"2019/09/20 16:00:00","2019/10/01 15:59:59","36","3","0","23","109601","0"
"2019/10/01 16:00:00","2019/10/15 15:59:59","37","3","0","24","109701","0"
"2019/10/15 16:00:00","2019/10/18 15:59:59","38","3","0","25","104401","0"
"2019/10/15 16:00:00","2019/10/18 15:59:59","38","3","0","26","101001","0"
"2019/10/15 16:00:00","2019/10/18 15:59:59","38","2","0","27","101701","0"
"2019/10/18 16:00:00","2019/11/01 15:59:59","39","3","0","28","109901","0"
"2019/11/01 16:00:00","2019/11/15 15:59:59","40","3","0","29","110001","0"
"2019/11/15 16:00:00","2019/11/19 15:59:59","41","3","0","30","107501","0"
"2019/11/15 16:00:00","2019/11/19 15:59:59","41","3","0","31","107801","0"
"2019/11/19 16:00:00","2019/12/02 15:59:59","42","3","0","32","110301","0"
"2019/12/02 16:00:00","2019/12/13 15:59:00","43","3","0","33","110401","0"
"2019/12/13 16:00:00","2019/12/16 15:59:59","44","3","0","34","107701","0"
"2019/12/13 16:00:00","2019/12/16 15:59:59","44","3","0","35","107901","0"
"2019/12/16 16:00:00","2019/12/30 15:59:59","45","3","0","36","110601","0"
"2019/12/30 16:00:00","2020/01/02 15:59:59","46","3","0","37","104401","0"
"2019/12/30 16:00:00","2020/01/02 15:59:59","46","2","0","38","100601","0"
"2019/12/30 16:00:00","2020/01/02 15:59:59","46","2","0","39","100701","0"
"2019/12/30 16:00:00","2020/01/02 15:59:59","46","2","0","40","103101","0"
"2019/12/30 16:00:00","2020/01/02 15:59:59","46","1","0","41","102201","0"
"2020/01/02 16:00:00","2020/01/10 15:59:59","47","3","0","42","110701","0"
"2020/01/10 16:00:00","2020/01/21 15:59:00","48","3","0","43","110801","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","44","107001","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","45","106101","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","46","107101","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","47","102901","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","48","105301","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","49","101201","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","50","101801","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","51","104901","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","52","103201","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","53","104301","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","54","100901","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","55","101101","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","56","101001","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","57","102801","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","58","103001","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","59","105701","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","60","104701","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","61","106301","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","62","103601","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","63","104401","0"
"2020/01/21 16:00:00","2020/01/28 15:59:59","49","3","0","64","107501","0"
