f316968343eb3bb92685b2e714c8635647d741d24e3f7b51e67810edada8f315,7119325483e50ca4cb9b86165ed01f0c22d336d8780c496af6d6a58360311f75,1cfcdfef5f94f844f133c6f3c667d4425454741119f4804a9d5589f425d16e13,e7521ea4333e26a2efdd42de88c413fb535a2999d39f1348644d5047a3fe10da,7b0273f6a2cb8a016b37018d2f4aca5db824f72566244840250ace6e3902dedf,c0fab649b967b696c5ce5c877b19759cd044ba7be9afb42809479f03c70fdb23,3a52c6ba71623a84ef28dc206d321315ffa6d3856ae89887ecf14df7fa29a0db,6927b3b73a0bcdfe01125edb1b9c34e9a1f6676e441ab2b8921829cda0c97454,5bf57aa7f01a6f37b27167f34321bb2b9b56545a2f7aeeb826ea989a948e4fea,d61988719c948189e25097750ed0796aaa86a7c5326dce4f3e0aa04707204688,d4cdaa362047c6b7fbe8d725357a825c7f2da9d2abb7b5a5e4e8d64759816bcd,4405c0db0c7c68c4c342b83e9f2e33bd4aae7b0ac17c8d413e4ce76d4e75f18d
"0","1","201","0","0","0","200","0","4","110111","110111","0"
"0","1","201","0","0","0","200","0","4","110121","110121","0"
"0","1","201","0","0","0","200","0","4","110211","110211","0"
"0","1","201","0","0","0","200","0","4","110221","110221","0"
"0","1","201","0","0","0","200","0","4","110311","110311","0"
"0","1","201","0","0","0","200","0","4","110321","110321","0"
"0","1","201","0","0","0","200","0","4","110411","110411","0"
"0","1","201","0","0","0","200","0","4","110421","110421","0"
"0","1","411","0","0","0","200","0","6","110511","110511","0"
"0","1","421","0","0","0","300","0","6","110521","110521","0"
"0","0","711","0","0","0","0","0","3","110711","110711","0"
"0","0","712","0","0","0","0","0","3","110712","110712","0"
"0","0","721","0","0","0","0","0","4","110721","110721","0"
"0","0","722","0","0","0","0","0","4","110722","110722","0"
"0","0","731","0","0","0","0","0","1","110731","1500","0"
"0","0","732","0","0","0","0","0","1","110732","2000","0"
"0","0","821","0","0","0","0","0","3","110811","110811","0"
"0","0","823","0","0","0","0","0","4","110812","110812","0"
"0","0","822","0","0","0","0","0","3","110813","110813","0"
"0","0","811","0","0","0","0","0","1","110821","1000","0"
"0","1","411","0","0","0","300","0","6","110911","110911","0"
"0","1","421","0","0","0","450","0","6","110921","110921","0"
"0","0","311","0","0","0","0","0","1","111011","3000","0"
"0","0","312","0","0","0","0","0","1","111012","1000","0"
"0","0","321","0","0","0","0","0","1","111021","3000","0"
"0","0","322","0","0","0","0","0","1","111022","1000","0"
"0","0","331","0","0","0","0","0","1","111031","3000","0"
"0","0","332","0","0","0","0","0","1","111032","1000","0"
"0","0","1011","0","0","0","0","0","1","111111","2000","0"
"0","0","1023","0","0","0","0","0","3","111121","111121","0"
"0","0","1022","0","0","0","0","0","3","111122","111122","0"
"0","0","1021","0","0","0","0","0","3","111123","111123","0"
"0","0","1111","0","0","0","0","0","1","111211","2000","0"
"0","4","1121","0","0","0","111221","0","4","111221","111220","0"
"0","4","1122","0","0","0","111222","0","4","111222","111220","0"
"0","4","1123","0","0","0","111223","0","4","111223","111220","0"
"0","1","411","0","0","0","400","0","6","111311","111311","0"
"0","1","421","0","0","0","600","0","6","111321","111321","0"
"0","1","411","0","0","0","500","0","6","111711","111711","0"
"0","1","421","0","0","0","750","0","6","111721","111721","0"
"0","7","511","0","0","0","131411","0","3","131411","131411","0"
"0","0","513","0","0","0","0","0","1","131412","500","0"
"0","0","911","0","0","0","0","0","7","131511","131511","0"
"0","0","912","0","0","0","0","0","1","131512","500","0"
"0","7","611","0","0","0","131611","0","1","131611","2000","0"
"0","0","612","0","0","0","0","0","1","131612","500","0"
"0","7","512","0","0","0","231411","0","3","231411","231411","0"
"0","0","513","0","0","0","0","0","1","231412","500","0"
"0","0","921","0","0","0","0","0","7","231511","231511","0"
"0","0","922","0","0","0","0","0","1","231512","500","0"
"0","0","0","0","0","0","0","0","4","231521","231521","0"
"0","7","621","0","0","0","231611","0","1","231611","4000","0"
"0","0","622","0","0","0","0","0","1","231612","500","0"
"0","0","0","0","0","0","0","0","8","231621","0","0"
"0","0","514","0","0","0","0","0","3","331411","331411","0"
"0","0","513","0","0","0","0","0","1","331412","500","0"
"0","0","931","0","0","0","0","0","4","331511","331511","0"
"0","0","932","0","0","0","0","0","1","331512","500","0"
"0","0","0","0","0","0","0","0","4","331521","331521","0"
"0","0","631","0","0","0","0","0","1","331611","8000","0"
"0","0","632","0","0","0","0","0","1","331612","500","0"
"0","0","0","0","0","0","0","0","8","331621","0","0"
