d5139f7cb73152a25301957f8ad9c143b1a66d6d6d8a9f922d10afbbda60769b,b7367b68bc1e0d77bab1c5f72106c8ae2cabda092a62fd5588ba6cf6f37ab90d,e2fdec2f4948f71acff1e101417ba91a706647d9697a23f9856132b22b6e9217,64c0a4f41636d70bdc742ae2e69c0f67ef736463d1081489fce8f1d97b4a7570,cf9b30ab5115d9606d6ac718ffeccd30ead1cb957cb7b899f3b03bd215172220,d361a23d24395c3d08fa5859b9b92e124d9ef6c92f755a46edde89b0f7753490,9b2e04832291874dfa4c935daaf27b761261eba557a5d9b158a21dfeede0422e,ee0c2428047f15e2cc47981dcbf8e2a350fd4cb4b4d0d6e39eb99c0d9a3cb6e7,d6b26e7b34f8e29198ce862fd34e3d4e8cb521c8c7acfb1a60539e622b000fb9,6c9c7e11b222207308c2c6e2e47a95b931477d81de569b254ac4a8c5ff8e0523,b3184bdd9d80527c623270fd800c485611d5a8001806cf91ffcf3ba121eac0d8,6e0842d5c1e4758c2d9f8feef891f1b110aba49f00610f59cc1bc434cf70a03b,34ea7f96fdc51e165e4e8d2ccec3c64891cf9766dc3c05ce1b822b8a93539758,fe6addfe3bf136af046c5d8ae7f537f8eb8b8d6d1930ffa41b0adab7986edb8d,3968977cc20177a0f355e19e0deee384f04d28149aa6cef76ef46faf80bd90ac,1d20dc19d64d9406e5ac230639f67a838a6daa063e9c3fc26a240a72aa79e549,204741948afcb8a4216ed5cfd9508a45f14ad99981b48fe2557b235c7a0389e2,1842c03c0c72dfbeb4e13c8f3446ba36e2af121d568d42284691454e3a39c806
"0","0","500","1","0","0","0","0","0","0","10000","0","0","0","91002","0","1","8"
"0","0","400","2","0","0","0","0","0","0","10000","0","0","0","91002","0","2","8"
"0","0","300","3","0","0","0","0","0","0","10000","0","0","0","91002","0","3","8"
"0","0","250","4","0","0","0","0","0","0","10000","0","0","0","91002","0","4","8"
"0","0","500","1","0","0","0","0","0","0","10001","0","0","0","91002","0","5","8"
"0","0","400","2","0","0","0","0","0","0","10001","0","0","0","91002","0","6","8"
"0","0","300","3","0","0","0","0","0","0","10001","0","0","0","91002","0","7","8"
"0","0","250","4","0","0","0","0","0","0","10001","0","0","0","91002","0","8","8"
"0","0","500","1","0","0","0","0","0","0","10002","0","0","0","91002","0","9","8"
"0","0","400","2","0","0","0","0","0","0","10002","0","0","0","91002","0","10","8"
"0","0","300","3","0","0","0","0","0","0","10002","0","0","0","91002","0","11","8"
"0","0","250","4","0","0","0","0","0","0","10002","0","0","0","91002","0","12","8"
"0","0","500","1","0","0","0","0","0","0","10003","0","0","0","91002","0","13","8"
"0","0","400","2","0","0","0","0","0","0","10003","0","0","0","91002","0","14","8"
"0","0","300","3","0","0","0","0","0","0","10003","0","0","0","91002","0","15","8"
"0","0","250","4","0","0","0","0","0","0","10003","0","0","0","91002","0","16","8"
"0","0","500","1","0","0","0","0","0","0","10004","0","0","0","91002","0","17","8"
"0","0","400","2","0","0","0","0","0","0","10004","0","0","0","91002","0","18","8"
"0","0","300","3","0","0","0","0","0","0","10004","0","0","0","91002","0","19","8"
