b3e79ccfbfba35333d2ba72d80595c72ea99b1d760857c6def19d1781e2f089f,6da4c9e8ec5ace42134b79efe1028efba95bed73fdc379a06424ac04866e106c,f63855e172ebb182674d177d480d2b9bc6761d428a73b7fc7ff9998d91ef6101,98867b5436212d129a5dc8955a2e2fdc0fec91f5d3363dec605569c83ac529c6,a28aaea18ee555cb959bebebe2f11663fa11f53c3bc62c5d7a4ef7229420ba63,ffc4d62e4128af6bc0c05139ebafbb17c689fc6684f1c6556e3045d8e5742091,3b6c8d61b977ed8380ba8931a0abc1885d2b54337eddd635d8aea772b555cb45,519b8415ad5b473c01a619a4927aad8ef6218ab0cb1563fe41e8d6df5d9106f2,abc9c2d63195e194d61e19811cdd8bd8b78964df80670df0d2d7b976b0308977,6cdf8ebc386656a7f522e6a4538126b149df3c0f73efe40ab4c53c5755ba0df0,7a6068d34200b0a3862be200f4278dab451ec8af6c34c84d5e085c39425114c8,d6c5d21e4e00aa86cd496fd812b63db53d093252597bc09b23f69bc2095b9c82,49a9696758453e57e97ce2636ee9fcf872fd362976be8673684f45daabc74eb1,aa0ac22023bfac8cff6ed2f0ccce4a5cec8442534b146fdf54dcdd9fcd781ee1,d079d97699b0e099c82f7a973428d96472c2076294706369182c85a8ab6fb1de,7c3600bac1128ea380b37e21c71ea99118fb39c863fa6d934dee36fa705b6cb7,3a6fbb8567b0452745ed533cc19423fcdaf795e54d51e0554d4826dc5ce7bc33,93128ab487146e22cb541f7b7b1beb70701155b4716dc40181dcc14fcb681641
"0","0","0","12","2000","0","20000","0","0","0","1","0","0","0","累積獲得分數2000點","0","94002","0"
"0","0","0","12","4000","0","30000","0","0","0","2","0","0","0","累積獲得分數4000點","0","94002","0"
"0","0","0","8","8000","0","25","0","0","0","3","0","0","0","累積獲得分數8000點","0","91002","0"
"0","0","0","12","10000","0","40000","0","0","0","4","0","0","0","累積獲得分數10000點","0","94002","0"
"0","0","0","12","12000","0","50000","0","0","0","5","0","0","0","累積獲得分數12000點","0","94002","0"
"0","0","0","2","14000","0","20","0","0","0","6","0","0","0","累積獲得分數14000點","0","23001","0"
"0","0","0","8","18000","0","50","0","0","0","7","0","0","0","累積獲得分數18000點","0","91002","0"
"0","0","0","12","21000","0","70000","0","0","0","8","0","0","0","累積獲得分數21000點","0","94002","0"
"0","0","0","12","24000","0","80000","0","0","0","9","0","0","0","累積獲得分數24000點","0","94002","0"
"0","0","0","8","27000","0","75","0","0","0","10","0","0","0","累積獲得分數27000點","0","91002","0"
"0","0","0","2","35000","0","50","0","0","0","11","0","0","0","累積獲得分數35000點","0","23001","0"
"0","0","0","8","40000","0","100","0","0","0","12","0","0","0","累積獲得分數40000點","0","91002","0"
"0","0","0","12","45000","0","100000","0","0","0","13","0","0","0","累積獲得分數45000點","0","94002","0"
"0","0","0","15","50000","0","1","0","0","0","14","0","0","0","累積獲得分數50000點","0","11001086","0"
