4398d5b63a5de007588651cf54c7dcb2bca7878a6f7579d1b2106b134cd2d541,cacc2bcf225ed3f72a638449d6f1a029d0a1900dd9e88c503aba3f19896391b6,f0fdc913f3d4cd85a0da276cd3c79c2960893821379410398e640596a9682b1b,27b94173e079985c035efa3f5a5f5080c2a3ba753ec5f2a98398b34ecd9ee7b1,3eb39dcaace8b59d01dbdd742f96d9e6274f6d50f43b154045cd7d8574da90c9,78ae7f1d4f20d1fb0fe4ef48e4194f5cbc72f3db7967fa52ffc77d9e93b613be,9936e394c3ddcfb083c0e9c1c45495ebc7cc9bd31f6feb0d8981d29c05c1ea88,b3ece9328dfe54ed2219ece74b986ed924045a57c8540b202cd810bcab380dcd,f207cc3614cbc48b923dcc9821353ad22111b2de809d6ef76ae483d4f175856c,177a6e4bee688381d804cc9b414352ee99d06d9f749b701790866ee3a9f7192c,1aaea0d9055c22e33a17073aa1de47fcc6a8912233e0a315d012cabd3d08de68,ef7ac8e3afcd2cdcf47de9ddc9772ed85b8f80ad0620c17aaadab6958b480557,300c9f685b77c13fb8d7ed2729fbc891a5f5cc62266dc1f83de5e159627976c2,5c50b9e3ee3efe65b5a2be1fb464d94e54c706fe4d34b116a203dba2c7691214,ec463fd4dbcde9ca64b09bebb507cd8b82bb05d84ea71b2ad43e1a881e0ddae4,853722ac904fa5d6496980f4f91011788961f70333f1d23cb445555f48c7a64c,51781a10289db28a00fd52ee902ff320d32e2ed787cd248eb683c64ac8924b18,27f4382906deffa66ece3959033ef3671140997a54e3c79b653b32940711740f,848eb366c0d4ac0c501b5db7e73132f16c07769a51f931a6d3beb854381f7ff0,98e48893f66cec066b6df4693d2dec6e7ccfc182238f0b80b805590e19050282
"0","0","10","2","0","2","1","0","0","7","0","1","0","102200201","消耗自身所剩的10%ＨＰ","3","46","0","0","2"
"0","0","10","2","0","2","1","0","0","7","0","1","0","102201201","消耗自身所剩的10%ＨＰ","3","46","0","0","2"
"0","0","10","2","0","2","1","0","0","7","0","1","0","102221201","消耗自身所剩的10%ＨＰ","3","46","0","0","2"
"0","0","20","2","0","2","1","0","0","7","0","1","0","104400201","消耗自身所剩的20％ＨＰ","3","46","0","0","2"
"0","0","20","2","0","2","1","0","0","7","0","1","0","104400301","消耗自身所剩的20％ＨＰ","3","46","0","0","2"
"0","0","20","2","0","2","1","0","0","7","0","1","0","104401201","消耗自身所剩的20％ＨＰ","3","46","0","0","2"
"0","0","40","2","0","1","1","0","0","7","0","1","0","108600102","消耗自身所剩的40％ＨＰ","3","46","0","0","2"
"0","0","30","2","0","1","1","0","0","7","0","1","0","109000301","消耗自身所剩的30％ＨＰ","3","46","0","0","2"
"0","0","20","2","0","2","1","0","0","6","0","1","0","111400201","消耗我方單體所剩的20％ＨＰ","3","46","2160","0","2"
"0","0","20","2","0","2","1","0","0","6","0","1","0","111401201","消耗我方單體所剩的20％ＨＰ","3","46","2160","0","2"
"0","0","20","2","0","2","1","0","0","6","0","1","0","111420201","消耗我方單體所剩的20％ＨＰ","3","46","2160","0","2"
"0","0","20","2","0","2","1","0","0","6","0","1","0","111421201","消耗我方單體所剩的20％ＨＰ","3","46","2160","0","2"
