11125cf3acc1e122af4d9eabdd05bce6629e93e8473b7c00ff0ca807aa0ce54c,c38dd5f055ec2dc3ac38cb7eabcc046a0d2341d00593d680a5bcb3459511a4e5,79391711a36e67fc5d5e43d0e8a994fdc8c1e43c63e4d46acb89f4f45a1c5fbb,0f900abce044dd19c43e36f33936ccfd0e079fde4c6e39a64201deff31b9930f,2ec09889efb1aca4221b3d38975b689f5b2ce7ebb5e42476f18b55551c87dfb3,d4ab90354a68427c1b05fff920f4a6cff5cbbd549a3f4b7fe6e94efda6717d91,3981ba34008153d1374b621ebcbafb50949883c14d9d1ae930939837e984d375,e5b5d4327aaee5621a9e488122c2dfe2e7b229907f3c8f4f17dc2494365fb891,361af2cb955e45cd4fa9ea4ed5277e6da38a9ec14aa5c46693be5bb5ea3e4a68,9521ddbb93daad082911c9f35a33deed8f45950c8dc4efab14acc5444263ee15,6d3748a794011d0edf26052cddbc342f95b729ac7c604bc3a0af10b1f73e4121
"11001","在迷宮內發現的耳環。\n會賦予裝備者活力加速的效果。","11001","1800","1","1","0","ＴＰ上升+5","10","加速玉飾","1"
"11002","在迷宮內發現的圓盾。\n能將受到的攻擊轉換為能量。","11002","1800","1","1","0","每受到傷害時恢復ＴＰ100（最多１次）","10","水蓮之盾","1"
"11003","在迷宮內發現的手環。\n當戰鬥開始，會同時給予\n裝備者能量。","11003","1800","1","1","0","戰鬥開始時恢復ＴＰ100","10","青輝之環","1"
"11004","在迷宮內發現的法杖。\n會賦予裝備者保存力量的效果。","11004","1800","1","1","0","ＴＰ消耗減輕＋2","10","冷玉法杖","1"
"11005","在迷宮內發現的鞋。\n能讓裝備者迅速行動。","11005","1800","1","1","0","可重複的行動速度＋10％","10","踏風之鞋","1"
"12001","在迷宮內發現的首飾。\n能更容易對敵人造成異常狀態。","12001","1800","1","2","0","狀態異常命中＋20","10","紫晶比薩利歐","1"
"12002","在迷宮內發現的法杖。光持有\n就能詛咒敵人。","12002","1800","1","2","0","對敵方全體施加詛咒（每秒【弱化】數×500傷害）","10","魔杖梅吉那耶","1"
"12003","在迷宮內發現的短劍。\n光持有就能令敵人中毒。","12003","1800","1","2","0","對敵方全體施加中毒（每秒【弱化】數×500傷害）","10","暗劍劇毒","1"
"12004","在迷宮內發現的帽子。\n一旦裝備，就能弱化敵人的攻擊。","12004","1800","1","2","0","敵人的物理/魔法攻擊力－10％","10","破防帽消解","1"
"12005","在迷宮內發現的刀。\n擁有瓦解敵人防禦的力量。","12005","1800","1","2","0","敵人的物理/魔法防禦力－10％","10","崩刀山崎","1"
"13001","在迷宮內發現的槍。能以犀利\n的一擊對敵人造成重傷。","13001","1800","1","3","0","敵人的物理/魔法被暴擊傷害＋10％","10","殺手長矛","1"
"13002","在迷宮內發現的刀。可提高\n賦予致命攻擊時的威力。","13002","1800","1","3","0","物理/魔法暴擊傷害＋10％","10","賞花之刀","1"
"13003","在迷宮內發現的法杖。\n能施展出經過強化的一擊。","13003","1800","1","3","0","普通攻擊強化＋30","10","劈裂拳套","1"
"13004","在迷宮內發現的弓。一旦裝備，\n能更容易給予致命一射。","13004","1800","1","3","0","物理/魔法暴擊率＋10％","10","暴擊之弓","1"
"13005","在迷宮內發現的斧頭。在攻擊\n的同時，能吸取敵人的體力。","13005","1800","1","3","0","ＨＰ吸收＋10","10","吸收手斧","1"
"14001","在迷宮內發現的耳飾。可提高\n裝備者的強化效果。","14001","1800","1","4","0","增益強化＋30","10","強化寶石","1"
"14002","在迷宮內發現的鎧甲。能將\n夥伴的強韌轉換為自身的攻擊。","14002","1800","1","4","0","提升物理/魔法攻擊力\n（前方角色的物理防禦力×5）","10","抗鐵板甲","1"
"14003","在迷宮內發現的禮服。能將\n裝備者的抗魔天賦替換成攻擊力。","14003","1800","1","4","0","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×5）","10","抗魔禮服","1"
"14004","在迷宮內發現的大劍。能強化\n裝備者的攻擊力。","14004","1800","1","4","0","物理/魔法攻擊力＋20％","10","蛇紋之劍","1"
"14005","在迷宮內發現的鎧甲。能提高\n裝備者的防禦力。","14005","1800","1","4","0","物理/魔法防禦力＋10％","10","防守護甲","1"
"15001","在迷宮內發現的法杖。\n能提高治癒力。","15001","1800","1","5","0","恢復強化＋10","10","回生杖","1"
"15002","在迷宮內發現的戒指。\n能強化裝備者的生命力。","15002","1800","1","5","0","ＨＰ＋10％","10","豐命輪","1"
"15003","在迷宮內發現的鎧甲。\n能保護裝備者免受物理攻擊。","15003","1800","1","5","0","每20秒展開物理無效護盾（【守備】數×500無效）","10","鐵防甲","1"
"15004","在迷宮內發現的長袍。\n能保護裝備者免受魔法攻擊。","15004","1800","1","5","0","每20秒展開魔法無效護盾（【守備】數×500無效）","10","魔封衣","1"
"15005","在迷宮內發現的手環。\n會賦予裝備者再生的力量。","15005","1800","1","5","0","持續恢復ＨＰ（每秒【守備】數×500恢復）","10","再生手鐲","1"
"21001","在迷宮內發現的耳飾形遺物。\n能如同流水的猛烈般，\n增幅活力加速。","21001","2800","2","1","0","ＴＰ上升+10","10","流烈耳飾","2"
"21002","在迷宮內發現的圓盾形遺物。\n能賦予裝備者星星的治癒，\n將攻擊轉換為能量。","21002","2800","2","1","0","每受到傷害時恢復ＴＰ100（最多２次）","10","星淚之輝盾","2"
"21003","在迷宮內發現的手環遺物。\n鑲嵌的蒼珠能感應到敵人，\n並賦予力量。","21003","2800","2","1","0","戰鬥開始時恢復ＴＰ200","10","蒼珠手鐲","2"
"21004","在迷宮內發現的法杖遺物。\n封印其中的眾星神祕，\n會代替裝備者承受力量的消耗。","21004","2800","2","1","0","ＴＰ消耗減輕＋4","10","星光儀杖","2"
"21005","在迷宮內發現、長有羽翼的鞋形\n遺物。能給予裝備者疾風之力，\n加速行動。","21005","2800","2","1","0","可重複的行動速度＋20％","10","疾風之翼鞋","2"
"22001","在迷宮內發現的首飾形遺物。\n據說會透過寶石的光芒俘獲敵人，\n帶來異樣。","22001","2800","2","2","0","狀態異常命中＋40","10","闇至寶阿諾瑪里拉","2"
"22002","在迷宮內發現的法杖形遺物。\n法杖前端核心流淌的\n邪氣會對敵人施加詛咒。","22002","2800","2","2","0","對敵方全體施加詛咒（每秒【弱化】數×1000傷害）","10","邪眼杖末日","2"
"22003","在迷宮內發現的短劍形遺物。\n藏在刀刃中的毒會氣化，\n在與敵人交鋒的瞬間使對方中毒。","22003","2800","2","2","0","對敵方全體施加中毒（每秒【弱化】數×1000傷害）","10","影刃劍普拉爾","2"
"22004","在迷宮內發現的帽形遺物。\n如同糾纏的荊棘般，\n阻隔敵人的攻擊力。","22004","2800","2","2","0","敵人的物理/魔法攻擊力－20％","10","薔薇飾帽消除","2"
"22005","在迷宮內發現的刀遺物。\n被血染紅的刀身，\n能夠輕易割開敵人的裝甲。","22005","2800","2","2","0","敵人的物理/魔法防禦力－20％","10","斬赤刃分割","2"
"23001","在迷宮內發現的槍遺物。\n外型特殊的槍尖能對敵人\n造成更深的傷。","23001","2800","2","3","0","敵人的物理/魔法被暴擊傷害＋20％","10","死亡之槍","2"
"23002","在迷宮內發現的刀形遺物。\n映照出秋日艷紅的美麗刀刃，\n將更進一步地強化致命攻擊。","23002","2800","2","3","0","物理/魔法暴擊傷害＋20％","10","焰紅太刀","2"
"23003","在迷宮內發現的護手遺物。\n裝備者能施展出凌厲的\n強力一擊。","23003","2800","2","3","0","普通攻擊強化＋60","10","破空拳套","2"
"23004","在迷宮內發現的弓遺物。\n裝備者能獲烈風之力，\n更容易貫穿獵物的要害。","23004","2800","2","3","0","物理/魔法暴擊率＋20％","10","天擊之弓","2"
"23005","在迷宮內發現的斧遺物。\n施展的一擊光是劃過，\n就能吸收獵物的靈魂。","23005","2800","2","3","0","ＨＰ吸收＋20","10","吸收戰斧","2"
"24001","在迷宮內發現的耳飾形遺物。\n魔石內蘊含的魔力\n會增幅強化之力。","24001","2800","2","4","0","增益強化＋60","10","進化耳環","2"
"24002","在迷宮內發現的鎧甲遺物。\n紅鋼的加持擁有把守備力\n轉換成攻擊力的力量。","24002","2800","2","4","0","提升物理/魔法攻擊力\n（前方角色的物理防禦力×10）","10","紅反鋼盔甲","2"
"24003","在迷宮內發現的禮服遺物。\n精靈的加持會從防魔結界\n收集力量。","24003","2800","2","4","0","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×10）","10","聖減術大地禮服","2"
"24004","在迷宮內發現的大劍形遺物。\n湧出的火焰之力能極大\n提高攻擊能力。","24004","2800","2","4","0","物理/魔法攻擊力＋40％","10","炎王絕劍","2"
"24005","在迷宮內發現的鎧甲遺物。\n能如同綻放千年的櫻花，\n給予裝備者堅如磐石的監牢。","24005","2800","2","4","0","物理/魔法防禦力＋20％","10","櫻監牢戰衣","2"
"25001","在迷宮內發現的法杖遺物。\n會給予裝備者大樹的恩惠，\n傳授治癒術的才能。","25001","2800","2","5","0","恢復強化+20","10","創世綠杖","2"
"25002","在迷宮內發現的戒指形遺物。\n會用天空的守護圍繞裝備者，\n增幅生命力。","25002","2800","2","5","0","ＨＰ＋20％","10","空命護珠","2"
"25003","在迷宮內發現的鎧甲形遺物。\n經過高等技術精鍊出的鋼鐵，\n能在物理攻擊間保護裝備者。","25003","2800","2","5","0","每20秒展開物理無效護盾（【守備】數×1000無效）","10","鋼裝堅鎧","2"
"25004","在迷宮內發現的長袍遺物。\n其中編入神樹的藤蔓，\n能在魔法間保護裝備者。","25004","2800","2","5","0","每20秒展開魔法無效護盾（【守備】數×1000無效）","10","魔護靈裝","2"
"25005","在迷宮內發現的手鐲遺物。\n滿溢而出的自然之力\n會給裝備者帶來生命的氣息。","25005","2800","2","5","0","持續恢復ＨＰ（每秒【守備】數×1000恢復）","10","綠護盾環","2"
"30001","藏在迷宮中樞部分的黎明秘寶。\n為了保管檔案，其中封有屬性的\n力量碎片，會讓內部的\n星素顯著上升。","30001","3800","3","0","0","屬性獎勵＋100％","10","元素激流寶珠","0"
"31001","沉眠於迷宮深處，仿照月亮的\n耳飾。出自內部的魔力\n能給予裝備者如同蝴蝶般的\n短暫美麗，大幅提升活力加速。","31001","3800","3","1","0","ＴＰ上升+15","10","瞬閃蝶之月飾","3"
"31002","沉眠於迷宮深處，鑲有寶石裝飾\n的圓盾。如大海般的湛藍魔力\n會庇護裝備者，連逼近的威脅\n都能將其昇華為能量。","31002","3800","3","1","0","每受到傷害時恢復ＴＰ100（最多３次）","10","海寶華之煌盾","3"
"31003","沉眠於迷宮深處的神聖手環。\n以失落技術鑲嵌的寶石\n會給裝備者帶來加持，一旦危機\n逼近，還會分出龐大的力量。","31003","3800","3","1","0","戰鬥開始時恢復ＴＰ300","10","碧貴石之聖輪","3"
"31004","沉眠於迷宮深處，昔日天界所傳\n的法杖。只要朝天上舉起，\n灌輸於鏡玉的祈禱便會滿溢而出，\n給予裝備者無盡的力量。","31004","3800","3","1","0","ＴＰ消耗減輕＋6","10","永天鏡之王笏","3"
"31005","沉眠於迷宮深處，宿有天使加持\n的戰鞋。光是裝備就會被授予\n神性，能如同天使般\n自由地在空中飛翔。","31005","3800","3","1","0","可重複的行動速度＋30％","10","熾天使之翔鞋","3"
"31006","被鎮祀於迷宮最深處，神明\n技藝的遺物。裡頭附有掌控風的\n諸神恩寵，無盡的活力會以如同\n疾風的速度傳遍裝備者的身體。","31006","9999","3","1","0","ＴＰ上升＋100","10","風神的護風恩寵","5"
"32001","沉眠於迷宮深處，仿照幻獸的\n首飾。被這顆寶石之神祕吸引\n的人會變得無法反抗所有\n異變和威脅。","32001","3800","3","2","0","狀態異常命中＋60","10","幻獸飾誘惑","3"
"32002","沉眠於迷宮深處，侵蝕月亮的\n法杖。光是存在，咒力的激流\n便會源源不絕地溢出，透過詛咒\n侵蝕所有靠近的敵人。","32002","3800","3","2","1","對敵方全體施加詛咒（每秒【弱化】數×1500傷害）","10","深淵蝕杖詛咒","3"
"32003","沉眠於迷宮深處的黑刃刺劍。\n鑲嵌在刀刃上的寶玉\n會不斷散播邪毒，\n時刻靠近破滅。","32003","3800","3","2","0","對敵方全體施加中毒（每秒【弱化】數×1500傷害）","10","滅刻凶刃猛毒","3"
"32004","沉眠於迷宮深處，點綴寶石的\n面紗。從遮蓋布下滲出的\n氣息會舒緩對方的敵意，\n使其無力化。","32004","3800","3","2","0","敵人的物理/魔法攻擊力－30％","10","燦然御纏阿諾拉‧貝拉","3"
"32005","沉眠於迷宮深處，刀身纏繞著鎖鏈\n的妖刀。違反主人意志的狂暴鎖鏈\n會打破怨敵的防禦，\n以紫黑的凶刃斬卻萬物。","32005","3800","3","2","0","敵人的物理/魔法防禦力－30％","10","斷壁鎖刃碎片","3"
"32006","靜靜沉眠於迷宮深層的虛影衣裝。\n來自深淵的侵影會如同霜雪般\n凍結一切存在，將抗敵的劍盾\n雙雙崩解於虛無之中。","32006","9999","3","2","0","敵方物理/魔法造成的傷害－25％\n敵方受到的物理/魔法傷害＋25%","10","霜影虛裝深淵大帝","5"
"33001","沉眠於迷宮深處，寄宿地神之力的\n烈槍。以大地之力為糧施放、\n絕無僅有的一閃，會給立於地上\n的所有敵人帶來莫大的傷害。","33001","3800","3","3","0","敵人的物理/魔法被暴擊傷害＋30％","10","致命長鉞","3"
"33002","沉眠於迷宮深處，被傳說歌頌的\n極致一刀。寄宿鳳凰之力的鮮紅\n刀刃會如同火焰般，給予\n強烈的一擊。","33002","3800","3","3","0","物理/魔法暴擊傷害＋30％","10","終局之刀","3"
"33003","沉眠於迷宮深處，封住地核能量\n的護甲。使出的一擊將會\n彷彿破壞世界般，大幅強化\n普通攻擊。","33003","3800","3","3","0","普通攻擊強化＋90","10","大地解構函式","3"
"33004","沉眠於迷宮深處，制裁咎人的\n聖弓。被這把弓選上的裝備者\n將會得到神風的加持，不會\n給予目標慈悲，瞬間貫穿要害。","33004","3800","3","3","0","物理/魔法暴擊率＋30％","10","審判之弓","3"
"33005","沉眠於迷宮深處的金色大戰斧。\n會拿收割的獵物靈魂為糧，\n讓那絢麗的刀刃光輝\n更顯燦爛。","33005","3800","3","3","0","ＨＰ吸收＋30","10","收割之斧","3"
"33006","被留在迷宮最深處的久遠遺物。\n自神代大戰以來由聖騎士代代\n相傳，會將不滅的力量連同戰鬥的\n力量一起分給裝備者。","33006","9999","3","3","0","普通攻擊強化＋500\nＨＰ吸收＋50","10","天堂拳套","5"
"34001","沉眠於迷宮深處，封印炎天魔力\n的耳飾。會喚醒潛在能力\n到極致，大幅度提升\n強化之力。","34001","3800","3","4","0","增益強化＋90","10","極醒護身符","3"
"34002","沉眠於迷宮深處的白金鎧甲。\n由白龍鱗片交織而成的外裝\n擁有集結盟友之力的效果，\n能釋放無比強大的一擊。","34002","3800","3","4","0","提升物理/魔法攻擊力\n（前方角色的物理防禦力×15）","10","拒絕斷刃的白銀","3"
"34003","沉眠於迷宮深處，作為榮華象徵\n被打造而成的禮服。盛開的鮮紅\n之花加持，會將裝備者的絕魔\n之力轉換為攻擊力。","34003","3800","3","4","0","提升物理/魔法攻擊力\n（前方角色的魔法防禦力×15）","10","緋華榮華的石榴","3"
"34004","沉眠於迷宮深處，承載光龍之力\n的大劍。這把劍會令人回想起\n過去榮光的振翅，向世界\n釋放出極限的霸氣。","34004","3800","3","4","0","物理/魔法攻擊力＋60％","10","霸光帝龍的榮光","3"
"34005","沉眠於迷宮深處，在東國內傳承的\n聖鎧。鎧甲如玉般散發出通透\n的光輝，授予裝備者華之加持，\n提高守護之力。","34005","3800","3","4","0","物理/魔法防禦力＋30％","10","華舞玲瓏的花之撫子","3"
"34006","佇立於迷宮深淵部，百戰不殆的\n大劍。從台座上拔出劍的人會得到\n如同為上天本身戴冠的全能感，\n以及輕易擊退千軍的剛猛之力。","34006","9999","3","4","0","戰鬥開始時，展開提升物理/魔法攻擊力的領域\n（目前數值＋50％）","10","天戴冠的頂點之劍","5"
"35001","沉眠於迷宮深處，封印妖精光輝的\n法杖。寶玉會溢出無限的\n生命力，以增幅的快速痊癒之力\n去除各種痛苦。","35001","3800","3","5","0","恢復強化＋30","10","妖精靈杖‧癒光","3"
"35002","沉眠於迷宮深處，被翠綠點綴的\n戒指。會令裝備者想起過去\n滿是豐饒的光景，給予\n無盡的生命力。","35002","3800","3","5","0","ＨＰ＋30％","10","泉湧命環‧豐穰","3"
"35003","沉眠於迷宮深處，散發白金光輝\n的鎧甲。顯現出的翅膀彷彿\n擁有自我意志，會呼應裝備者\n展開隔絕物理攻擊的屏障。","35003","3800","3","5","0","每20秒展開物理無效護盾（【守備】數×1500無效）","10","白光輝鎧‧斷壁","3"
"35004","沉眠於迷宮深處，宿有幽闇光輝\n的鎧甲。顯現出的翅膀彷彿\n擁有自我意志，會呼應裝備者\n展開隔絕魔法攻擊的屏障。","35004","3800","3","5","0","每20秒展開魔法無效護盾（【守備】數×1500無效）","10","幽玄煌裝‧絕魔","3"
"35005","沉眠於迷宮深處，鑲嵌翠綠寶玉\n的手鐲。持續滾滾湧出的瑪那，\n並不斷蓄積生命力。","35005","3800","3","5","0","持續恢復ＨＰ（每秒【守備】數×1500恢復）","10","輪迴之翡翠珠輪","3"
"35006","被供奉在迷宮最下層的傳承之環。\n據傳被選上之人一旦握住它，\n便能如同創造神話般，\n帶來無窮的生命力。","35006","9999","3","5","0","ＨＰ＋100％","10","天命授環‧伊邪那","5"
"40001","為與【美食殿堂】一同進迷宮冒險\n打造的遺物。細緻地模仿\n皇家裝備，能大幅提升\n我方的身體能力。","40001","3200","3","5","0","ＨＰ＋15％\n物理/魔法造成的傷害＋15％","10","公主之力","1"
"40002","為與【破曉之星】一同進迷宮\n冒險打造的遺物。能呼應\n３人的星素，增幅屬性\n之力。","40002","3200","3","4","0","屬性獎勵＋50％","10","星素爆發","1"
"40003","為與【咲戀育幼院】一同進迷宮\n冒險打造的遺物。\n多虧主人建立的信賴關係，\n能夠享有商品的價格優惠。","40003","3200","3","1","0","商店的販售價格－10％","10","咲戀育幼院戰鬥狀態","1"
"40004","為與【王宮騎士團】一同進迷宮\n冒險打造的遺物。\n模仿團長的常用物品，犧牲會心率，\n提高會心時的威力。","40004","3200","3","3","0","物理/魔法暴擊傷害＋50%\n物理/魔法暴擊率－25%","10","信仰騎士","1"
"40005","為與【拉比林斯】一同進迷宮\n冒險打造的遺物。迷宮女王\n會透過此權能，讓騎士無論\n身在何處都能立刻參戰。","40005","3200","3","2","0","挑戰開始時拉比林斯達加入","10","拉比林斯專家","1"
"40006","為與【慈樂之音】一同進迷宮\n冒險打造的遺物。只要一揮，\n使用者的熱烈聲援就夠能使\n登台之人更進一步閃耀。","40006","3200","3","4","0","物理/魔法攻擊力＋15％\n增益強化＋15","10","輝煌的慈樂之音","1"
"40007","為與【惡魔偽王國軍】一同進迷宮\n冒險打造的遺物。在那鮮紅雙刃\n所散發出的不祥魔力面前，\n任何敵人都會失去鬥志。","40007","3200","3","1","0","敵人的ＴＰ上升－15","10","殘虐之夜","1"
"40008","為與【伊麗莎白牧場】一同進迷宮\n冒險打造的遺物。一旦穿上\n就會立刻成為最顯眼的存在，\n吸引住所有的攻擊。","40008","3200","3","5","0","戰鬥開始時，ＨＰ最多的角色對敵方進行挑釁","10","伊麗莎白守護者","1"
