74e52ae0f154d659f081801cdb65fe310a5ac6e8ac5c3be25207f0544a6c7791,237b38d96429b6209e411229d0df29f153796ce5480a10e12cae6162fb4dec6b,79fdc8b903b75987913393b1d4adfcc249d665c0544be8d2a5f4e55f18723f99,4cf2ff0b205b9ff4c7fbf66ab11e98122303009b24dd5b84731b29733ce0c251,2326a55bf166d38e3bc35e0ad480e6d671bc6742e5e7edf367f8c3ffd45d6e26,a3f59833cf53afa63094c039e76077538d60c24d1f22981c9049ab83d68e070a,efee8d5d0bbf621b976a57abcfb5d668ecf11a8459a695f90a0f4e5941c8812f,6009d3c6811129f08e17d255f49006b5bf323196402d87cec04df79eb6f04780,807a5d761290cea4a7b4054edf539887aeb5a44f6b92a64c441091d11ab8982a,c73e85eeda4488f3b1e9a8018dd6a167fbf04babe6668d1da123f3808326d2e5,b73a89b115191167b073395de5fcc6dfc91593cc6aee21d299700b098e02ce05,98e9d1847f6a3560233d5a6007f8f5e392380bb598189e00d3172e955f8c56d0,83f9164e301eb6dbbb8c7d5915396429b72e7abaf0a55f633261a442dd9d4893,6733f9366e51b6fdc3037ad0d419eac016fd358f95cff22b95b7c28e8d7ff3ea,3837ba3a9a0c99c6debe5fc889b59aa1c94f93d1a3c2fa6be071564f84e2ce5e,f43e503d1b916792f02627ac93c7e2896cdc70397d276cd69f730854dabd4ef9,d091e566d298b15817cce3482934b650928c80aa5319b264f062f2d7d89f6162,c81c795e29dbd14ab29e5ab03f236243f93bff45b67ba19c62093f1f298a8618
"0","1","1","91002","0","0","10","8","0","0","0","0","0","0","0","500","0","0"
"0","11","2","91002","0","0","100","8","0","0","0","0","0","0","0","50","0","0"
"0","101","3","91002","0","0","200","8","0","0","0","0","0","0","0","30","0","0"
"0","201","4","91002","0","0","500","8","0","0","0","0","0","0","0","10","0","0"
"0","501","5","91002","0","0","1000","8","0","0","0","0","0","0","0","5","0","0"
"0","1001","6","91002","0","0","2000","8","0","0","0","0","0","0","0","3","0","0"
"0","2001","7","91002","0","0","4000","8","0","0","0","0","0","0","0","2","0","0"
"0","4001","8","91002","0","0","7999","8","0","0","0","0","0","0","0","1","0","0"
"0","8000","9","91002","0","0","8000","8","0","0","0","0","0","0","0","30","0","0"
"0","8100","10","91002","0","0","8100","8","0","0","0","0","0","0","0","30","0","0"
"0","8200","11","91002","0","0","8200","8","0","0","0","0","0","0","0","30","0","0"
"0","8300","12","91002","0","0","8300","8","0","0","0","0","0","0","0","30","0","0"
"0","8400","13","91002","0","0","8400","8","0","0","0","0","0","0","0","30","0","0"
"0","8500","14","91002","0","0","8500","8","0","0","0","0","0","0","0","30","0","0"
"0","8600","15","91002","0","0","8600","8","0","0","0","0","0","0","0","30","0","0"
"0","8700","16","91002","0","0","8700","8","0","0","0","0","0","0","0","30","0","0"
"0","8800","17","91002","0","0","8800","8","0","0","0","0","0","0","0","30","0","0"
"0","8900","18","91002","0","0","8900","8","0","0","0","0","0","0","0","30","0","0"
