87d975e3db4c3f0a9e089eecd5526abf3176383704407b96022fa230aad39060,25aa9003201bff6168519680abee735e52cffd1df4c3ae9a9eee734ae35b3b6d,d3013d104fbe2af384cc9f5f695ea90eef7439610e524b8c38bf2c7bdb39e359,934eca32c96ea8c8f61d64eefea4e8bcea5d58ee07fdb31c2b099ce6e322d24a,4466084618a0483b3188c2c289b8a56908e50b2a507f19abeb750899641bd4ea,e48d09870304e51f124a56a810ecba20eec629c2c2ffe33c1ef840d2c186651d,95ab968fe931cb81c1cdb65a81148fa03cae4b1a4a84e69486d75ddb72ff060e,c37e47fbd074e757eb6e5016ccdbdb61ace0f3491afb8ee0b0ddb22196283955,96eea9a17653abdaa5f5e817b71605d3713cf713ede6f73cacead4a25f11b342,9f6ba110a8028951c17b8516758bb8cb28507ee8ec41282d39b14810fe970dfc,46703a011bd0d85f1417973eeacd505653bb58fcdcac47aec0b74014a5de860b
"10003","10002","0","0","0","10001","0","10004","0","0","50061"
"10003","10002","0","0","0","10001","0","10005","0","0","50067"
"10003","10002","0","0","0","10001","0","10005","0","10006","50079"
"10003","10002","0","0","0","10001","0","10005","10007","10006","50084"
"10003","10002","0","10008","0","10001","0","10005","10007","10006","50094"
"10003","10002","10009","10008","0","10001","0","10005","10007","10006","50108"
"10003","10002","10009","10008","0","10001","0","10005","10007","10006","50116"
"10003","10002","10009","10008","0","10001","10010","10005","10007","10006","50119"
"10003","10002","10009","10008","0","10001","10010","10005","10007","10006","50129"
"10003","10002","10009","10008","10011","10001","10010","10005","10007","10006","50140"
"10005","10003","10010","10009","10012","10002","10011","10006","10008","10007","50151"
"10011","10010","0","0","0","10009","0","10012","0","10013","50162"
"10012","10011","0","0","0","10010","0","10013","0","10014","50172"
"10013","10012","0","0","0","10011","0","10014","0","10015","50183"
"10015","10014","0","0","0","10013","0","10007","0","10005","50190"
"10014","10013","0","0","0","10012","0","10015","0","10016","50195"
"10016","10015","0","0","0","10014","0","10003","0","10002","50200"
"10015","10014","0","0","0","10013","0","10016","0","10017","50217"
"10017","10016","0","0","0","10015","0","10010","0","10009","50231"
"10016","10015","0","0","0","10014","0","10017","0","10018","50237"
"0","0","0","0","0","10019","0","0","0","0","50248"
"0","0","0","0","0","10011","0","0","0","0","50261"
"0","0","0","0","0","10020","0","0","0","0","50267"
"0","0","0","0","0","10021","0","0","0","0","50278"
"0","0","0","0","0","10006","0","0","0","0","50291"
"0","0","0","0","0","10022","0","0","0","0","50298"
"0","0","0","0","0","10023","0","0","0","0","50309"
"0","0","0","0","0","10024","0","0","0","0","50321"
"0","0","0","0","0","10025","0","0","0","0","50331"
"0","0","0","0","0","10026","0","0","0","0","50341"
"0","0","0","0","0","10027","0","0","0","0","50354"
"0","0","0","0","0","10028","0","0","0","0","50365"
"0","0","0","0","0","10029","0","0","0","0","50375"
"0","0","0","0","0","10030","0","0","0","0","50383"
"0","0","0","0","0","10019","0","0","0","0","50393"
"0","0","0","0","0","10031","0","0","0","0","50405"
"0","0","0","0","0","10032","0","0","0","0","50406"
"0","0","0","0","0","10033","0","0","0","0","50414"
"0","0","0","0","0","10034","0","0","0","0","50424"
"0","0","0","0","0","10035","0","0","0","0","50435"
"0","0","0","0","0","10036","0","0","0","0","50444"
